bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,Par_Group,Name_Ctrl,Type_Ctrl,Value_Ctrl,Gen_Model,Gen_Par,AVR_Model,AVR_Par,GOV_Model,GOV_Par,PSS_Model,PSS_Par,Rate_MVA,Rate_MW,Xdp,Xdpp,X2,Tj,P_rate
2897,2897,1,1,2,1.0994,-33.035,0.2358,0.1638,0.1474,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,88,12,156,7,10,4,70,32.2,29.0,0.2,0.1,0.1,2.54,29.48
2899,2899,1,1,2,1.0616,-35.271,0.2201,0.0452,0.003,0.001,0,0,0.001,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.6
2908,2908,1,1,2,1.0963,-33.024,0.1341,0.0553,0.0132,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,114,12,194,7,14,2,40,3.406,2.6,0.2,0.1,0.1,9.23077,2.64
2920,2920,1,1,2,1.0833,-32.169000000000004,0.2358,0.0553,0.01,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,125,12,208,7,21,0,0,3.126,2.0,0.1,0.05,0.05,3.16,2.0
2924,2924,1,1,2,1.0544,-36.998000000000005,0.0786,0.0201,0.0011,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.22
2929,2929,1,1,2,1.0819,-32.492,0.1257,0.01,0.0011,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.22
2934,2934,1,1,2,1.0575,-36.695,0.3249,0.0352,0.0407,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,20,12,34,1,1,2,7,10.0,8.0,0.2,0.1,0.1,5.45,8.14
2938,2938,1,1,2,1.0725,-34.371,0.2777,0.0553,0.0,0.0,0,0,0.0036,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2943,2943,1,1,2,1.1132,-30.844,1.0585,0.3527,0.72,0.4431,0,0,0.648,0.0,0,0.0,0,0,,0,0,3,65,12,114,1,1,2,25,155.56,140.0,0.2,0.1,0.1,8.1,144.0
2947,2947,1,1,2,1.1105,-30.425,0.1236,0.0392,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2954,2954,1,1,2,1.1007,-31.019000000000002,0.1352,0.0332,0.0,0.0,0,0,0.01,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2959,2959,1,1,2,1.0901,-30.244,0.0001,0.0,0.5,0.0,0,0,0.01,0.0,0,0.0,0,0,,0,0,9,1,0,0,0,0,0,0,100.0,100.0,0.2,0.1,0.1,10.0,100.0
2960,2960,1,1,2,1.1021,-30.98,0.0356,0.0151,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2964,2964,1,1,2,1.0845,-30.985,0.2201,0.0603,0.08800000000000001,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,20,12,34,1,1,2,7,21.18,16.0,0.2,0.1,0.1,5.45,17.6
2966,2966,1,1,2,1.0777,-31.566,0.0943,0.004,0.0011,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.22
2968,2968,1,1,2,1.1113,-28.819000000000003,0.066,0.0382,0.0,0.0,0,0,0.15,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2972,2972,1,1,2,1.1073,-28.616999999999997,0.1538,0.0397,0.267,0.17,0,0,0.34,-0.2,0,0.0,0,0,,0,0,3,160,12,269,1,1,4,110,62.5,50.0,0.066667,0.033333,0.033333,15.678,53.400000000000006
2973,2973,1,1,2,1.1072,-28.625,0.005,0.0015,0.267,0.17,0,0,0.68,-0.4,0,0.0,0,0,,0,0,3,160,12,269,1,1,4,110,62.5,50.0,0.066667,0.033333,0.033333,15.678,53.400000000000006
2984,2984,1,1,2,1.1089,-28.926,0.4087,0.1186,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
2991,2991,1,1,2,1.0958,-31.546,0.1467,0.0452,0.08,0.044000000000000004,0,0,0.044000000000000004,0.01,0,0.0,0,0,,0,0,3,20,12,34,1,1,2,7,21.18,16.0,0.2,0.1,0.1,5.45,16.0
2994,2994,1,1,2,1.0951,-32.818000000000005,0.003,0.001,0.52,0.08,0,0,0.44,0.055,0,0.0,0,0,,0,0,10,1,0,0,0,0,0,0,102.0,102.0,0.2,0.1,0.1,10.0,104.0
2995,2995,1,1,2,1.0951,-32.838,0.003,0.001,0.51,0.08,0,0,0.22,0.08,0,0.0,0,0,,0,0,10,1,0,0,0,0,0,0,102.0,102.0,0.2,0.1,0.1,10.0,102.0
3005,3005,1,1,2,1.0714,-34.364000000000004,0.0001,0.0001,0.18,0.02,0,0,0.02,0.0,0,0.0,0,0,,0,0,3,20,12,34,7,2,2,7,42.36,36.0,0.1,0.05,0.05,10.9,36.0
3006,3006,1,1,2,1.0453,-9.5421,3.5535,0.0,0.0,-0.1602,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3007,3007,1,1,2,1.0887,-6.3114,2.4629,0.0,0.0,0.2811,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3008,3008,1,1,2,1.0322,-8.9525,6.0375,0.0,0.0,0.1562,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3009,3010,1,1,2,1.05,-7.5271,0.0,0.0,0.0,0.2977,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3010,3011,1,1,2,1.11,-32.391999999999996,0.0,0.0,0.0,0.7475,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3011,3012,1,1,2,1.0302,-16.399,5.8951,0.0,0.0,-1.3332,0,0,99.99,-99.99,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3036,3037,1,1,2,1.0867,-25.163,0.1005,0.201,1.1,0.8519,0,0,1.4,-0.49,0,0.0,0,0,,0,0,3,172,12,295,8,115,4,125,258.82,220.0,0.1,0.05,0.05,14.0014,220.00000000000003
3037,3038,1,1,2,1.0867,-25.162,0.1005,0.201,1.35,-0.22,0,0,1.24,-0.22,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,270.0
3049,3050,1,1,2,1.11,0.0,0.4868,0.8621,7.4,1.4934,0,0,3.8,-0.38,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1480.0
3050,3051,1,1,2,1.11,1.6791,0.5454,0.8993,7.4,0.3282,0,0,3.8,-0.38,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1480.0
3051,3052,1,1,2,1.11,1.6712,0.201,0.4019,3.7,0.97,0,0,1.9,-0.19,0,0.0,0,0,,0,0,3,1252,0,0,0,0,0,0,660.0,660.0,0.2,0.1,0.1,10.083,740.0
3052,3053,1,1,2,1.0475,0.16082,0.6029,1.2057,11.1,2.0778,0,0,5.7,-0.57,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,2220.0
3053,3054,1,1,2,1.0475,0.1677,0.6029,1.2057,11.1,-0.5697,0,0,5.7,-0.57,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,2220.0
3069,3070,1,1,2,1.1017,-10.255999999999998,0.2612,0.6029,2.3773,0.8368,0,0,3.04,-0.66,0,0.0,0,0,,0,0,3,214,12,365,4,27,4,166,100.0,467.0,0.2,0.1,0.1,28.02658,475.46
3070,3071,1,1,2,1.1017,-10.255999999999998,0.5426,1.2057,3.1829,1.7180000000000002,0,0,4.47,-0.99,0,0.0,0,0,,0,0,3,4,12,6,8,4,4,3,667.0,600.0,0.2,0.1,0.1,9.331,636.58
3071,3072,1,1,2,1.1017,-10.257,0.1306,0.3014,1.1,0.2972,0,0,1.49,-0.33,0,0.0,0,0,,0,0,3,172,12,295,8,115,4,125,258.82,220.0,0.1,0.05,0.05,14.0014,220.00000000000003
3072,3073,1,1,2,1.05,-8.4,0.2612,0.5024,5.35,1.7745,0,0,3.63,-0.47,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1070.0
3073,3074,1,1,2,1.05,-8.3931,0.2612,0.5024,5.6,0.3663,0,0,3.48,-1.0,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1120.0
3082,3083,1,1,2,1.1084,-8.8777,0.1306,0.3014,1.29,-0.06,0,0,1.05,-0.11,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,258.0
3083,3084,1,1,2,1.1084,-8.8793,0.1306,0.3014,1.29,0.5533,0,0,2.04,-0.21,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,258.0
3084,3085,1,1,2,1.0433,-9.2651,0.1306,0.3014,1.29,-0.11,0,0,2.1,-0.22,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,258.0
3085,3086,1,1,2,1.0433,-9.2666,0.2612,0.6029,2.58,-0.21,0,0,2.04,-0.21,0,0.0,0,0,,0,0,3,156,12,260,7,80,4,109,722.2,500.0,0.2,0.1,0.1,10.4,516.0
3086,3087,1,1,2,1.0986,-11.203,1.4971,0.6029,1.12,0.6,0,0,0.6,0.0,0,0.0,0,0,,0,0,3,172,12,295,8,115,4,125,258.82,220.0,0.1,0.05,0.05,14.0014,224.00000000000003
3106,3107,1,1,2,1.1088,-1.1645,0.2813,0.7033,4.45,1.913,0,0,2.62,-0.12,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,890.0
3107,3108,1,1,2,1.11,-0.70406,0.42200000000000004,1.0349,6.75,2.1639,0,0,3.93,-0.18,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1350.0
3110,3111,1,1,2,1.05,-3.7839,0.3215,1.4268,7.63,0.5776,0,0,3.32,-0.62,0,0.0,0,0,,0,0,3,220,11,378,4,35,0,0,1166.0,1050.0,0.2,0.1,0.1,7.922,1526.0
3127,3128,1,1,2,1.1009,-2.2424,0.2936,0.1851,0.18,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0,3,20,12,34,7,2,2,7,42.36,36.0,0.1,0.05,0.05,10.9,36.0
3133,3134,1,1,2,1.11,-0.81487,0.0,0.0,0.0,0.0,0,0,1.2,-0.1,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3134,3135,1,1,2,1.11,-0.81293,0.1005,0.4421,2.25,0.6133,0,0,1.2,-0.1,0,0.0,0,0,,0,0,3,232,12,398,8,123,4,182,472.2,425.0,0.2,0.1,0.1,10.577,450.0
3135,3136,1,1,2,1.11,-0.9014,0.0703,0.1809,1.2,0.6629999999999999,0,0,0.73,-0.01,0,0.0,0,0,,0,0,3,90,12,163,8,72,4,73,274.0,240.0,0.1,0.05,0.05,13.0,240.0
3136,3137,1,1,2,1.11,-0.88955,0.0804,0.21100000000000002,1.2,0.1634,0,0,0.73,-0.01,0,0.0,0,0,,0,0,3,90,12,163,8,72,4,73,274.0,240.0,0.1,0.05,0.05,13.0,240.0
3146,3147,1,1,2,1.1076,-1.7541,0.0,0.0,0.0,0.0,0,0,0.8,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3147,3148,1,1,2,1.1076,-1.7566,0.0904,0.201,1.2,0.8,0,0,0.8,0.0,0,0.0,0,0,,0,0,3,90,12,163,8,72,4,73,274.0,240.0,0.1,0.05,0.05,13.0,240.0
3148,3149,1,1,2,1.0927,-3.2536,0.0603,0.1507,0.8,0.31,0,0,0.31,0.0,0,0.0,0,0,,0,0,3,86,12,149,8,65,4,68,176.47,150.0,0.2,0.1,0.1,5.88,160.0
3156,3157,1,1,2,1.11,-0.42094,0.1834,0.1586,2.15,0.4429,0,0,1.35,-0.35,0,0.0,0,0,,0,0,3,232,12,398,8,123,4,182,472.2,425.0,0.2,0.1,0.1,10.577,430.0
3157,3158,1,1,2,1.11,-0.39755,0.4101,0.4307,4.4,0.8595,0,0,2.75,-0.7,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,880.0000000000001
3158,3159,1,1,2,1.0397,-3.7365,0.2813,0.6631,4.45,-0.72,0,0,2.77,-0.72,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,890.0
3164,3165,1,1,2,1.0747,-3.3768,0.0,0.0,0.0,0.0,0,0,1.44,-0.58,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3165,3166,1,1,2,1.0745,-3.3834,0.0,0.0,0.0,0.0,0,0,1.44,-0.58,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3166,3167,1,1,2,1.0886,-12.28,0.0784,0.201,1.2,0.85,0,0,0.85,-0.15,0,0.0,0,0,,0,0,3,90,12,163,8,72,4,73,274.0,240.0,0.1,0.05,0.05,13.0,240.0
3167,3168,1,1,2,1.0886,-12.292,0.0804,0.201,1.2,0.85,0,0,1.7,-0.3,0,0.0,0,0,,0,0,3,90,12,163,8,72,4,73,274.0,240.0,0.1,0.05,0.05,13.0,240.0
3181,3182,1,1,2,1.081,-17.439,0.0,0.0,0.0,0.0,0,0,0.25,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3182,3183,1,1,2,1.081,-17.454,0.0,0.0,0.0,0.0,0,0,1.15,-0.15,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3184,3185,1,1,2,1.1042,-32.358000000000004,0.1206,0.3014,1.0,1.19,0,0,2.3,-0.52,0,0.0,0,0,,0,0,3,16,12,24,8,9,4,12,222.22,200.0,0.2,0.1,0.1,8.78,200.0
3185,3186,1,1,2,1.1041,-32.358000000000004,0.0939,0.0243,0.0,0.0,0,0,2.13,-0.36,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3186,3187,1,1,2,1.0361,-29.563000000000002,0.1206,0.3014,0.9,-0.15,0,0,1.02,-0.15,0,0.0,0,0,,0,0,3,199,12,340,8,117,4,150,200.0,180.0,0.2,0.1,0.1,7.7,180.0
3187,3188,1,1,2,1.0361,-29.559,0.2411,0.6029,1.9,1.1943,0,0,1.95,-0.25,0,0.0,0,0,,0,0,3,1470,12,398,7,77,4,182,472.2,375.0,0.2,0.1,0.1,6.4,380.0
3192,3193,1,1,2,1.11,-8.1601,0.2612,0.643,5.22,1.98,0,0,2.54,-0.7,0,0.0,0,0,,0,0,3,1694,12,62,8,185,4,29,888.9,1000.0,0.2,0.1,0.1,7.704,1044.0
3193,3194,1,1,2,1.11,-8.1681,0.2612,0.643,4.67,2.3,0,0,2.3,-0.52,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,934.0
3194,3195,1,1,2,1.11,-8.1456,0.2612,0.6451,4.7,0.2162,0,0,2.9,-0.76,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,940.0
3195,3196,1,1,2,1.0494,-7.5233,0.2612,0.6451,4.12,2.06,0,0,2.06,-0.34,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,824.0
3203,3204,1,1,2,1.083,-17.586,0.1206,0.3014,2.0,1.04,0,0,1.04,-0.23,0,0.0,0,0,,0,0,3,1470,12,398,7,77,4,182,472.2,375.0,0.2,0.1,0.1,6.4,400.0
3204,3205,1,1,2,1.0827,-17.628,0.1466,0.3065,2.0,1.04,0,0,3.12,-0.69,0,0.0,0,0,,0,0,3,1470,12,398,7,77,4,182,472.2,375.0,0.2,0.1,0.1,6.4,400.0
3205,3206,1,1,2,1.0324,-10.998,0.3818,0.643,4.64,2.94,0,0,2.94,-2.59,0,0.0,0,0,,0,0,3,40,12,62,8,25,4,29,888.9,800.0,0.2,0.1,0.1,7.704,927.9999999999999
3220,3221,1,1,2,1.0675,-20.340999999999998,0.0314,0.0151,1.88,1.0,0,0,1.0,0.0,0,0.0,0,0,,0,0,3,1470,12,398,7,77,4,182,472.2,375.0,0.2,0.1,0.1,6.4,376.0
3252,3253,1,1,2,1.0222,-27.36,0.0201,0.4019,3.58,-1.24,0,0,3.7,-2.24,0,0.0,0,0,,0,0,3,1252,0,0,0,0,0,0,660.0,660.0,0.2,0.1,0.1,10.083,716.0
3253,3254,1,1,2,1.0222,-27.357,0.0555,0.3014,1.79,-0.1963,0,0,1.6,-1.0,0,0.0,0,0,,0,0,3,155,12,258,4,15,4,108,388.2,350.0,0.2,0.1,0.1,12.55,358.0
3256,3257,1,1,2,1.11,-2.2656,0.0,0.0,2.2,0.1007,0,0,1.0,0.0,0,0.0,0,0,,0,0,3,232,12,398,8,123,4,182,472.2,425.0,0.2,0.1,0.1,10.577,440.00000000000006
3266,3267,1,1,2,1.1053,-24.325,-0.1153,1.1974,1.78,0.8,0,0,0.8,0.0,0,0.0,0,0,,0,0,3,155,12,258,4,15,4,108,388.2,350.0,0.2,0.1,0.1,12.55,356.0
3279,3280,1,1,2,1.0583,-18.518,0.0006,0.0,0.021,0.01,0,0,0.01,0.0,0,0.0,0,0,,0,0,3,120,12,209,7,14,0,0,5.0,3.2,0.1,0.05,0.05,2.04,4.2
3280,3281,1,1,2,1.0751,-10.605,0.1087,0.0251,0.021,0.01,0,0,0.01,0.0,0,0.0,0,0,,0,0,3,120,12,209,7,14,0,0,5.0,3.2,0.1,0.05,0.05,2.04,4.2
3290,3291,1,1,2,1.1154,-8.9578,0.0386,0.0161,0.0,0.0,0,0,0.05,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3291,3292,1,1,2,1.1199,-10.325,0.0386,0.0161,0.0,0.0,0,0,0.05,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3307,3308,1,1,2,1.0944,-25.729,0.0023,0.004,0.2,0.15,0,0,0.15,0.0,0,0.0,0,0,,0,0,3,111,12,246,8,99,4,86,47.06,40.0,0.2,0.1,0.1,7.5,40.0
3322,3323,1,1,2,1.0,3.2855,0.3384,0.4883,3.7,1.9,0,0,1.9,-0.19,0,0.0,0,0,,0,0,3,1252,0,0,0,0,0,0,660.0,660.0,0.2,0.1,0.1,10.083,740.0
3328,3329,1,1,2,1.0616,-25.096,0.0,-0.0002,0.0,0.0,0,0,0.04,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3388,3389,1,1,2,1.1019,-26.418000000000003,0.1674,0.0,0.066,0.05,0,0,0.05,0.0,0,0.0,0,0,,0,0,3,185,12,314,7,1,2,58,15.625,12.5,0.2,0.1,0.1,5.1,13.200000000000001
3391,3392,1,1,2,1.1113,-8.5042,0.1902,0.0691,0.027000000000000003,0.03,0,0,0.03,0.0,0,0.0,0,0,,0,0,3,136,12,227,7,33,4,97,6.74,5.4,0.1,0.05,0.05,8.29222,5.4
3395,3396,1,1,2,1.1105,-8.6426,0.4945,0.1899,0.87,0.2,0,0,0.2,0.0,0,0.0,0,0,,0,0,3,1698,12,160,8,70,4,72,183.34,165.0,0.2,0.1,0.1,8.37,174.0
3396,3397,1,1,2,1.1174,-8.6734,0.3041,0.1276,1.1,0.3,0,0,0.3,0.0,0,0.0,0,0,,0,0,3,172,12,295,8,115,4,125,258.82,220.0,0.1,0.05,0.05,14.0014,220.00000000000003
3397,3398,1,1,2,1.1175,-9.6634,0.3041,0.1276,0.95,0.1222,0,0,0.3,0.0,0,0.0,0,0,,0,0,3,146,12,242,8,95,2,41,217.14,190.0,0.2,0.1,0.1,7.17,190.0
3399,3400,1,1,2,1.1113,-8.3358,0.325,0.1427,1.5,0.4,0,0,0.4,0.0,0,0.0,0,0,,0,0,3,215,12,367,9,4,4,168,388.235,300.0,0.2,0.1,0.1,5.272,300.0
3400,3401,1,1,2,1.1139,-8.8673,0.1389,0.0613,0.6,0.4,0,0,0.4,0.0,0,0.0,0,0,,0,0,3,30,12,44,8,8,4,23,155.5,120.0,0.2,0.1,0.1,8.2,120.0
3411,3412,1,1,2,1.1079999999999999,-8.6118,0.2113,0.0683,0.0275,0.03,0,0,0.03,0.0,0,0.0,0,0,,0,0,3,136,12,227,7,33,4,97,6.74,5.4,0.1,0.05,0.05,8.29222,5.5
3445,3446,1,1,2,1.0995,-26.579,0.1208,0.0362,0.0165,0.01,0,0,0.01,0.0,0,0.0,0,0,,0,0,3,120,12,209,7,14,0,0,5.0,3.2,0.1,0.05,0.05,2.04,3.3000000000000003
3467,3468,1,1,2,1.1124,-21.255,0.4513,0.2181,0.515,0.0822,0,0,0.57,-0.22,0,0.0,0,0,,0,0,10,1,0,0,0,0,0,0,102.0,102.0,0.2,0.1,0.1,10.0,103.0
3468,3469,1,1,2,1.1189,-21.84,0.325,0.1568,0.55,0.0837,0,0,0.57,-0.22,0,0.0,0,0,,0,0,3,172,12,296,8,1,4,126,129.41,110.0,0.2,0.1,0.1,7.0007,110.00000000000001
3469,3470,1,1,2,1.1171,-19.872,0.9417,0.5355,1.32,0.3213,0,0,1.28,-0.5,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,264.0
3470,3471,1,1,2,1.1149,-20.451,0.779,0.4562,1.1,0.1712,0,0,1.14,-0.44,0,0.0,0,0,,0,0,3,172,12,295,8,115,4,125,258.82,220.0,0.1,0.05,0.05,14.0014,220.00000000000003
3490,3491,1,1,2,1.1187,-25.864,-0.0773,0.18,1.32,0.7963,0,0,1.49,-0.47,0,0.0,0,0,,0,0,3,1733,12,110,7,75,4,51,255.556,250.0,0.2,0.1,0.1,8.62,264.0
3491,3492,1,1,2,1.1049,-27.899,0.1361,0.1134,0.1,0.12,0,0,0.12,0.0,0,0.0,0,0,,0,0,3,182,12,319,7,4,2,59,25.0,20.0,0.2,0.1,0.1,6.0,20.0
3494,3495,1,1,2,1.1062,-12.322000000000001,0.2256,0.0733,0.044000000000000004,0.02,0,0,0.02,0.0,0,0.0,0,0,,0,0,3,20,12,34,1,1,2,7,10.0,8.0,0.2,0.1,0.1,5.45,8.8
3512,3513,1,1,2,1.0931,-5.4416,0.1219,0.0131,0.0034,0.002,0,0,0.002,0.0,0,0.0,0,0,,0,0,3,127,1,1,7,14,0,0,0.813,0.65,0.2,0.1,0.1,2.0636,0.6799999999999999
3534,3535,1,1,2,1.1012,-22.825,0.0914,0.0201,0.066,0.04,0,0,0.04,0.0,0,0.0,0,0,,0,0,3,185,12,314,7,1,2,58,15.625,12.5,0.2,0.1,0.1,5.1,13.200000000000001
3539,3540,1,1,2,1.1108,-8.5692,0.1575,0.0563,0.0341,0.03,0,0,0.03,0.0,0,0.0,0,0,,0,0,3,48,12,90,8,13,2,18,6.67,6.2,0.2,0.1,0.1,8.1,6.819999999999999
3544,3545,1,1,2,1.1016,-24.88,0.1384,0.0412,0.195,0.1377,0,0,0.141,0.114,0,0.0,0,0,,0,0,3,58,12,98,7,5,4,44,44.71,38.0,0.2,0.1,0.1,6.19,39.0
3555,3556,1,1,2,1.0608,-3.7146,0.0487,0.01,0.0297,0.02,0,0,0.02,0.0,0,0.0,0,0,,0,0,3,136,12,227,7,33,4,97,6.74,5.4,0.1,0.05,0.05,8.29222,5.94
3584,3585,1,1,2,1.0537,-28.236,0.1015,0.0201,0.0,0.0,0,0,0.02,0.0,0,0.0,0,0,,0,0,6,1225,12,765,0,0,8,1,100.0,0.0,0.2,0.1,0.1,2.99,0.0
3609,3610,1,1,2,1.0872,-5.1204,0.1178,0.01,0.017,0.006999999999999999,0,0,0.013999999999999999,0.0,0,0.0,0,0,,0,0,3,120,12,209,7,14,0,0,5.0,3.2,0.1,0.05,0.05,2.04,3.4000000000000004
3615,3616,1,1,2,1.1119,-21.851,0.0202,0.006,0.044000000000000004,0.03,0,0,0.03,0.0,0,0.0,0,0,,0,0,3,20,12,34,1,1,2,7,10.0,8.0,0.2,0.1,0.1,5.45,8.8
3682,3683,1,1,2,1.1196,-20.978,0.5329,0.5064,2.92,0.9775,0,0,2.28,0.16,0,0.0,0,0,,0,0,3,164,12,277,8,106,4,112,100.0,550.0,0.2,0.1,0.1,53.61313,584.0
3683,3684,1,1,2,1.12,-20.554000000000002,0.5529999999999999,0.5265,3.2,1.0783,0,0,2.41,0.18,0,0.0,0,0,,0,0,3,4,12,6,8,4,4,3,667.0,600.0,0.2,0.1,0.1,9.331,640.0
3704,3705,1,1,2,1.0987,-23.359,0.4844,0.1547,0.0154,0.006999999999999999,0,0,0.006999999999999999,0.0,0,0.0,0,0,,0,0,6,142,12,234,2,6,4,100,3.75,3.0,0.2,0.1,0.1,5.33333,3.08
3706,3707,1,1,2,1.082,-29.219,0.1594,0.0402,0.013999999999999999,0.01,0,0,0.01,0.0,0,0.0,0,0,,0,0,3,135,12,226,7,33,4,97,3.37,2.7,0.2,0.1,0.1,4.14611,2.8
3712,3713,1,1,2,1.1146,-22.69,0.2409,0.1286,0.55,0.48,0,0,0.48,0.04,0,0.0,0,0,,0,0,3,172,12,296,8,1,4,126,129.41,110.0,0.2,0.1,0.1,7.0007,110.00000000000001
3713,3714,1,1,2,1.1114,-21.846,0.4519,0.3265,2.02,1.19,0,0,1.19,0.12,0,0.0,0,0,,0,0,3,1470,12,398,7,77,4,182,472.2,375.0,0.2,0.1,0.1,6.4,404.0
3714,3715,1,1,2,1.1147,-22.654,0.1407,0.1306,0.93,0.5,0,0,0.5,0.06,0,0.0,0,0,,0,0,3,199,12,340,8,117,4,150,200.0,180.0,0.2,0.1,0.1,7.7,186.0
