Par_Group,Name_Ctrl,Type_Ctrl,Value_Ctrl,Gen_Model,Gen_Par,AVR_Model,AVR_Par,GOV_Model,GOV_Par,PSS_Model,PSS_Par,Rate_MVA,Rate_MW,Xdp,Xdpp,X2,Tj
0,,0,0,3,105,12,178,8,8,4,77,47.058,40,0.2,0.1,0.1,4.6
0,,0,0,3,121,12,201,7,19,4,90,47,40,0.2,0.1,0.1,4.12766
0,,0,0,3,121,12,203,7,19,4,90,47,40,0.2,0.1,0.1,4.12766
0,,0,0,3,72,12,123,7,2,2,28,47,40,0.2,0.1,0.1,5.7
0,,0,0,3,72,12,123,7,2,2,28,47,40,0.2,0.1,0.1,5.7
0,,0,0,3,201,12,345,7,1,4,152,47,40,0.2,0.1,0.1,5.11
0,,0,0,3,202,12,346,7,1,4,152,47,40,0.2,0.1,0.1,5.11
0,,0,0,3,98,12,171,7,1,2,35,45.45,40,0.2,0.1,0.1,6.2
0,,0,0,3,98,12,171,7,1,2,35,45.45,40,0.2,0.1,0.1,6.2
0,,0,0,3,45,12,49,8,8,2,17,45.45,40,0.2,0.1,0.1,6.41
0,,0,0,3,45,12,49,8,8,2,17,45.45,40,0.2,0.1,0.1,6.41
0,,0,0,3,174,12,300,7,5,2,56,45.45,40,0.2,0.1,0.1,7.4
0,,0,0,3,174,12,300,7,5,2,56,45.45,40,0.2,0.1,0.1,7.4
0,,0,0,3,186,12,315,1,1,4,136,44,40,0.2,0.1,0.1,6.19
0,,0,0,3,186,12,316,7,1,4,137,44,40,0.2,0.1,0.1,6.19
0,,0,0,3,186,12,318,7,1,4,139,44,40,0.2,0.1,0.1,6.19
0,,0,0,3,31,12,45,7,3,2,12,43.48,40,0.2,0.1,0.1,2.4
0,,0,0,3,31,12,45,7,3,2,12,43.48,40,0.2,0.1,0.1,2.4
0,,0,0,3,31,12,45,7,3,2,12,43.48,40,0.2,0.1,0.1,2.4
0,,0,0,14,1,0,0,0,0,0,0,40,40,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,40,40,0.2,0.1,0.1,10
0,,0,0,9,1,0,0,0,0,0,0,40,40,0.2,0.1,0.1,10
0,,0,0,3,58,12,98,7,5,4,44,44.71,38,0.2,0.1,0.1,6.19
0,,0,0,3,75,12,128,7,1,2,29,43.43,38,0.2,0.1,0.1,5.8
0,,0,0,3,75,12,128,7,1,2,29,43.43,38,0.2,0.1,0.1,5.8
0,,0,0,3,110,12,188,7,3,4,85,41.66,37.5,0.2,0.1,0.1,2.3
0,,0,0,3,110,12,188,7,3,4,85,40,37.5,0.2,0.1,0.1,2.3
0,,0,0,3,150,12,188,1,1,4,85,43.5,37,0.2,0.1,0.1,5.44
0,,0,0,3,150,12,188,1,1,4,85,43.5,37,0.2,0.1,0.1,5.44
0,,0,0,3,150,12,188,8,46,4,85,41,37,0.2,0.1,0.1,5.44
0,,0,0,3,150,12,188,8,46,4,85,41,37,0.2,0.1,0.1,5.44
0,,0,0,3,150,12,188,8,46,4,85,41,37,0.2,0.1,0.1,5.44
0,,0,0,3,20,12,34,7,2,2,7,42.36,36,0.1,0.05,0.05,10.9
0,,0,0,3,15,12,23,8,8,2,8,42.353,36,0.2,0.1,0.1,4.7
0,,0,0,3,35,12,1872,1,1,4,1258,50,35,0.2,0.1,0.1,6.2
0,,0,0,3,35,12,1869,1,1,4,1256,50,35,0.2,0.1,0.1,6.2
0,,0,0,3,235,12,167,7,1,2,32,41.2,35,0.2,0.1,0.1,8.0552
0,,0,0,3,235,12,167,7,1,2,32,41.2,35,0.2,0.1,0.1,8.0552
0,,0,0,3,235,12,167,7,1,2,32,41.2,35,0.2,0.1,0.1,8.0552
0,,0,0,3,94,12,167,1,1,2,32,40,35,0.2,0.1,0.1,6.4
0,,0,0,3,94,12,167,1,1,2,32,40,35,0.2,0.1,0.1,6.4
0,,0,0,3,94,12,167,8,8,2,32,40,35,0.2,0.1,0.1,6.4
0,,0,0,3,94,12,167,8,8,2,32,40,35,0.2,0.1,0.1,6.4
0,,0,0,3,23,12,38,7,5,4,19,37.647,35,0.2,0.1,0.1,6.8
0,,0,0,3,112,12,191,7,13,4,87,40,34,0.2,0.1,0.1,6.6
0,,0,0,3,113,12,192,7,13,4,88,40,34,0.2,0.1,0.1,6.6
0,,0,0,3,113,12,193,7,13,4,88,40,34,0.2,0.1,0.1,6.6
0,,0,0,3,67,12,116,7,4,2,26,40,34,0.2,0.1,0.1,6.7
0,,0,0,3,67,12,116,7,4,2,26,40,34,0.2,0.1,0.1,6.7
0,,0,0,3,230,12,394,7,1,4,183,37.778,34,0.2,0.1,0.1,5.93
0,,0,0,3,230,12,394,7,1,4,183,37.778,34,0.2,0.1,0.1,5.93
0,,0,0,3,187,12,320,8,8,4,140,38.82,33,0.2,0.1,0.1,5.999
0,,0,0,3,187,12,320,8,8,4,140,38.82,33,0.2,0.1,0.1,5.999
0,,0,0,3,20,12,34,1,1,2,7,42.36,32,0.1,0.05,0.05,10.9
0,,0,0,3,23,12,38,7,5,4,19,37.647,32,0.2,0.1,0.1,6.8
0,,0,0,3,74,12,125,7,9,4,57,36.47,31,0.2,0.1,0.1,5.81
0,,0,0,3,74,12,126,7,9,4,57,36.47,31,0.2,0.1,0.1,5.81
0,,0,0,3,144,12,236,8,89,4,101,42.5,30,0.2,0.1,0.1,6.6
0,,0,0,3,145,12,237,8,90,4,101,42.5,30,0.2,0.1,0.1,6.6
0,,0,0,3,144,12,238,8,91,4,102,42.5,30,0.2,0.1,0.1,6.6
0,,0,0,3,144,12,239,8,92,4,101,42.5,30,0.2,0.1,0.1,6.6
0,,0,0,3,94,12,167,1,1,2,32,40,30,0.2,0.1,0.1,6.4
0,,0,0,3,94,12,167,1,1,2,32,40,30,0.2,0.1,0.1,6.4
0,,0,0,3,69,12,117,7,1,2,27,37.5,30,0.1,0.05,0.05,9.8
0,,0,0,3,39,12,60,8,8,4,28,37.5,30,0.1,0.05,0.05,12.5
0,,0,0,3,10,12,17,8,8,4,9,35.29,30,0.2,0.1,0.1,6.7
0,,0,0,3,10,12,17,8,8,4,9,35.29,30,0.2,0.1,0.1,6.7
0,,0,0,3,12,12,19,7,2,4,9,35.29,30,0.2,0.1,0.1,4.9893
0,,0,0,3,12,12,20,7,2,4,9,35.29,30,0.2,0.1,0.1,4.9893
0,,0,0,3,49,12,91,7,1,2,19,35.29,30,0.2,0.1,0.1,4.47
0,,0,0,3,42,12,70,8,8,2,16,33.33,30,0.2,0.1,0.1,5.49
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,9,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,9,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,9,1,0,0,0,0,0,0,30,30,0.2,0.1,0.1,10
0,,0,0,3,88,12,156,7,10,4,70,32.2,29,0.2,0.1,0.1,2.54
0,,0,0,3,88,12,157,7,11,4,70,32.2,29,0.2,0.1,0.1,2.54
0,,0,0,3,88,12,1895,1,1,4,70,32.2,28.5,0.2,0.1,0.1,2.54
0,,0,0,3,88,12,1896,1,1,4,70,32.2,28.5,0.2,0.1,0.1,2.54
0,,0,0,3,169,12,285,7,3,4,117,29.48,28,0.2,0.1,0.1,2.47
0,,0,0,3,169,12,286,7,3,4,118,29.48,28,0.2,0.1,0.1,2.47
0,,0,0,3,169,12,285,1,1,4,117,29.48,28,0.2,0.1,0.1,2.47
0,,0,0,3,169,12,286,1,1,4,118,29.48,28,0.2,0.1,0.1,2.47
0,,0,0,3,163,12,276,7,5,2,54,31.35,27.5,0.2,0.1,0.1,4.9
0,,0,0,3,188,12,322,7,1,4,141,30.7,27,0.2,0.1,0.1,1.7787
0,,0,0,3,188,12,323,7,1,4,141,30.7,27,0.2,0.1,0.1,1.7787
0,,0,0,3,71,12,121,7,1,4,54,30,27,0.2,0.1,0.1,6.576
0,,0,0,3,71,12,122,7,1,4,55,30,27,0.2,0.1,0.1,6.576
0,,0,0,3,97,12,170,1,1,2,34,30.59,26,0.2,0.1,0.1,3.8
0,,0,0,3,97,12,170,8,8,2,34,30.59,26,0.2,0.1,0.1,3.8
0,,0,0,3,177,12,303,7,1,4,129,31.25,25,0.2,0.1,0.1,4.829
0,,0,0,3,177,12,304,7,1,4,129,31.25,25,0.2,0.1,0.1,4.829
0,,0,0,3,71,12,271,8,46,4,54,30,25,0.2,0.1,0.1,6.576
0,,0,0,3,71,12,271,8,46,4,54,30,25,0.2,0.1,0.1,6.576
0,,0,0,3,71,12,271,8,46,4,54,30,25,0.2,0.1,0.1,6.576
0,,0,0,3,191,12,326,7,3,2,49,29.41,25,0.2,0.1,0.1,5.5
0,,0,0,3,191,12,326,7,3,2,49,29.41,25,0.2,0.1,0.1,5.5
0,,0,0,3,158,12,265,7,34,2,49,29.41,25,0.2,0.1,0.1,4.0248
0,,0,0,3,17,12,27,8,13,4,14,29.41,25,0.2,0.1,0.1,4.39
0,,0,0,3,17,12,28,8,13,4,14,29.41,25,0.2,0.1,0.1,4.39
0,,0,0,3,130,12,218,8,87,4,95,29.4,25,0.2,0.1,0.1,5.59864
0,,0,0,14,1,0,0,0,0,0,0,25,25,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,25,25,0.2,0.1,0.1,10
0,,0,0,11,1,0,0,0,0,0,0,25,25,0.2,0.1,0.1,10
0,,0,0,3,168,12,282,7,1,4,115,28.824,24.5,0.2,0.1,0.1,4.86
0,,0,0,3,168,12,283,7,1,4,115,28.824,24.5,0.2,0.1,0.1,4.86
0,,0,0,3,8,12,14,7,2,4,8,30,24,0.2,0.1,0.1,5.91
0,,0,0,3,24,12,39,7,5,2,10,30,24,0.2,0.1,0.1,6.17
0,,0,0,3,24,12,39,7,5,2,10,30,24,0.2,0.1,0.1,6.17
0,,0,0,3,33,12,47,7,9,2,13,28.24,24,0.2,0.1,0.1,5.15
0,,0,0,3,33,12,47,7,9,2,13,28.24,24,0.2,0.1,0.1,5.15
0,,0,0,3,33,12,47,7,9,2,13,28.24,24,0.2,0.1,0.1,5.15
0,,0,0,3,9,12,16,7,3,2,5,26.667,24,0.2,0.1,0.1,2.16
0,,0,0,3,9,12,16,7,3,2,5,26.667,24,0.2,0.1,0.1,2.16
0,,0,0,3,24,12,39,1,1,2,10,30,23,0.2,0.1,0.1,6.17
0,,0,0,3,24,12,39,1,1,2,10,30,23,0.2,0.1,0.1,6.17
0,,0,0,-3,129,14,1,0,0,5,1,25,22.5,0.2,0.1,0.1,3
0,,0,0,-3,129,14,1,0,0,5,1,25,22.5,0.2,0.1,0.1,3
0,,0,0,-3,129,14,2,0,0,5,1,25,22.5,0.2,0.1,0.1,3
0,,0,0,-3,129,14,3,0,0,5,1,25,22.5,0.2,0.1,0.1,3
0,,0,0,-3,129,12,215,0,0,4,94,25,22.5,0.2,0.1,0.1,3
0,,0,0,3,130,12,1701,7,69,4,1124,25,22,0.2,0.1,0.1,5.59864
0,,0,0,3,130,12,1701,7,70,4,1124,25,22,0.2,0.1,0.1,5.59864
0,,0,0,3,130,12,1701,8,177,4,1124,25,22,0.2,0.1,0.1,5.59864
0,,0,0,3,160,12,270,1,1,4,110,26.25,21,0.2,0.1,0.1,5.114
0,,0,0,3,160,12,269,7,1,4,110,26.25,21,0.2,0.1,0.1,5.114
0,,0,0,3,182,12,319,7,4,2,59,25,20,0.2,0.1,0.1,6
0,,0,0,3,184,12,16,1,1,2,5,23.53,20,0.2,0.1,0.1,9.41
0,,0,0,3,184,12,16,1,1,2,5,23.53,20,0.2,0.1,0.1,9.41
0,,0,0,3,20,12,34,7,1,2,7,23.53,20,0.1,0.05,0.05,10.9
0,,0,0,3,184,12,16,7,1,2,5,23.53,20,0.2,0.1,0.1,9.41
0,,0,0,3,184,12,16,7,1,2,5,23.53,20,0.2,0.1,0.1,9.41
0,,0,0,3,237,12,271,1,1,4,54,23.529,20,0.2,0.1,0.1,4.53
0,,0,0,3,237,12,271,1,1,4,54,23.529,20,0.2,0.1,0.1,4.53
0,,0,0,3,237,12,271,1,1,4,54,23.529,20,0.2,0.1,0.1,4.53
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,11,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,10,1,0,0,0,0,0,0,20,20,0.2,0.1,0.1,10
0,,0,0,3,20,12,34,7,2,2,7,21.18,18,0.2,0.1,0.1,5.45
0,,0,0,3,20,12,34,7,2,2,7,21.18,18,0.2,0.1,0.1,5.45
0,,0,0,3,20,12,34,1,1,2,7,21.18,16,0.2,0.1,0.1,5.45
0,,0,0,3,20,12,34,7,5,2,7,20,16,0.1,0.05,0.05,10.9
0,,0,0,3,838,12,1697,8,175,4,1123,18.75,15,0.2,0.1,0.1,4.4449
0,,0,0,3,838,12,1698,8,176,4,1123,18.75,15,0.2,0.1,0.1,4.4449
0,,0,0,3,838,12,1699,0,0,4,1123,18.75,15,0.2,0.1,0.1,4.4449
0,,0,0,3,838,12,1700,0,0,4,1123,18.75,15,0.2,0.1,0.1,4.4449
0,,0,0,3,69,12,118,7,1,2,27,18.75,15,0.2,0.1,0.1,4.9
0,,0,0,3,39,12,61,8,8,4,28,18.75,15,0.2,0.1,0.1,6.25
0,,0,0,14,1,0,0,0,0,0,0,15,15,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,15,15,0.2,0.1,0.1,10
0,,0,0,3,124,12,204,8,82,4,91,17.5,14,0.1,0.05,0.05,18.25984
0,,0,0,3,185,12,314,7,1,2,58,15.625,12.5,0.2,0.1,0.1,5.1
0,,0,0,3,149,12,248,8,8,2,7,15.294,12,0.2,0.1,0.1,5.45
0,,0,0,3,147,12,243,8,13,2,42,14.12,12,0.2,0.1,0.1,6.06
0,,0,0,3,14,1,1,7,4,2,7,14,12,0.2,0.1,0.1,4.245
0,,0,0,3,117,12,196,7,16,4,89,12.5,10,0.1,0.05,0.05,18.25984
0,,0,0,3,128,12,214,7,26,4,93,12.5,10,0.2,0.1,0.1,5.632
0,,0,0,3,128,12,214,7,26,4,93,12.5,10,0.2,0.1,0.1,5.632
0,,0,0,3,20,12,34,7,1,2,7,11.765,10,0.2,0.1,0.1,5.45
0,,0,0,3,126,12,210,7,22,4,92,11.762,10,0.1,0.05,0.05,12.2449
0,,0,0,3,1240,12,1917,8,181,4,1293,11.76,10,0.2,0.1,0.1,4.64
0,,0,0,3,128,12,1920,8,182,4,1298,11.76,10,0.2,0.1,0.1,5.632
0,,0,0,3,1240,12,1914,8,180,4,1293,11.76,10,0.2,0.1,0.1,4.64
0,,0,0,3,50,1,1,8,8,4,39,11.76,10,0.2,0.1,0.1,6.183
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,14,1,0,0,0,0,0,0,10,10,0.2,0.1,0.1,10
0,,0,0,3,1034,12,214,7,26,4,93,9,9,0.2,0.1,0.1,5.632
0,,0,0,3,1034,12,214,7,26,4,93,9,9,0.2,0.1,0.1,5.632
0,,0,0,3,1034,12,214,7,26,4,93,9,9,0.2,0.1,0.1,5.632
0,,0,0,3,1035,12,214,7,26,4,93,9,9,0.2,0.1,0.1,5.632
0,,0,0,3,20,12,34,1,1,2,7,10,8,0.2,0.1,0.1,5.45
0,,0,0,3,20,12,34,7,5,2,7,10,8,0.2,0.1,0.1,5.45
0,,0,0,3,124,12,1702,7,71,4,1125,8.75,7,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,1703,7,72,4,1126,8.75,7,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,205,8,83,4,91,8.75,7,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,206,8,84,4,91,8.75,7,0.2,0.1,0.1,9.12992
0,,0,0,3,48,12,90,8,13,2,18,6.67,6.2,0.2,0.1,0.1,8.1
0,,0,0,3,48,12,90,8,13,2,18,6.67,6.2,0.2,0.1,0.1,8.1
0,,0,0,3,141,0,0,0,0,0,0,7.5,6,0.2,0.1,0.1,5.33333
0,,0,0,3,141,0,0,0,0,0,0,7.5,6,0.2,0.1,0.1,5.33333
0,,0,0,3,124,12,240,8,93,4,103,7.059,6,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,241,8,94,4,103,7.059,6,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,1695,8,173,4,1122,6.25,6,0.2,0.1,0.1,9.12992
0,,0,0,3,124,12,1696,8,174,4,1122,6.25,6,0.2,0.1,0.1,9.12992
0,,0,0,3,136,12,227,7,33,4,97,6.74,5.4,0.1,0.05,0.05,8.29222
0,,0,0,3,117,12,195,7,15,4,89,6.25,5,0.2,0.1,0.1,9.12992
0,,0,0,3,117,12,197,7,17,4,89,6.25,5,0.2,0.1,0.1,9.12992
0,,0,0,3,54,12,75,7,1,4,41,6.25,5,0.2,0.1,0.1,2.466
0,,0,0,3,92,12,165,8,8,4,41,6.25,5,0.2,0.1,0.1,4.35
0,,0,0,3,92,12,166,8,8,4,41,6.25,5,0.2,0.1,0.1,4.35
0,,0,0,3,126,12,211,7,23,4,92,5.882,5,0.2,0.1,0.1,6.12245
0,,0,0,3,126,12,212,7,24,4,92,5.882,5,0.2,0.1,0.1,6.12245
0,,0,0,3,120,12,209,7,14,0,0,5,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,131,1,1,7,14,0,0,4,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,132,1,1,7,14,0,0,4,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,115,1,1,7,14,0,0,4,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,120,1,1,7,14,0,0,4,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,120,1,1,7,14,0,0,4,3.2,0.1,0.05,0.05,2.04
0,,0,0,3,122,1,1,7,14,0,0,3.126,3.12,0.1,0.05,0.05,6.28
0,,0,0,3,122,1,1,7,14,0,0,3.126,3.12,0.1,0.05,0.05,6.28
0,,0,0,6,142,12,234,2,6,4,100,3.75,3,0.2,0.1,0.1,5.33333
0,,0,0,6,143,12,235,2,7,4,100,3.75,3,0.2,0.1,0.1,5.33333
0,,0,0,3,119,1,1,7,14,0,0,3.25,3,0.1,0.05,0.05,6.28
0,,0,0,6,139,12,230,2,1,4,98,3.18,3,0.2,0.1,0.1,5.33333
0,,0,0,3,135,12,226,7,33,4,97,3.37,2.7,0.2,0.1,0.1,4.14611
0,,0,0,3,137,12,228,7,33,4,97,3.37,2.7,0.2,0.1,0.1,4.14611
0,,0,0,3,114,12,194,7,14,2,40,3.406,2.6,0.2,0.1,0.1,9.23077
0,,0,0,3,125,12,208,7,21,0,0,3.126,2,0.1,0.05,0.05,3.16
0,,0,0,3,120,1,1,7,14,0,0,2.6,2,0.2,0.1,0.1,1.02
0,,0,0,3,120,1,1,7,14,0,0,2,2,0.2,0.1,0.1,1.02
0,,0,0,3,127,1,1,7,14,0,0,2.439,1.95,0.066667,0.033333,0.033333,6.1908
0,,0,0,3,120,12,209,7,14,0,0,2.5,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,120,12,209,7,14,0,0,2.5,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,131,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,131,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,133,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,116,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,123,1,1,7,14,0,0,2,1.6,0.1,0.05,0.05,6.66
0,,0,0,3,123,1,1,7,14,0,0,2,1.6,0.1,0.05,0.05,6.66
0,,0,0,3,120,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,120,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,120,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,120,1,1,7,14,0,0,2,1.6,0.2,0.1,0.1,1.02
0,,0,0,3,122,1,1,7,14,0,0,1.563,1.56,0.2,0.1,0.1,3.14
0,,0,0,3,119,1,1,7,14,0,0,1.625,1.5,0.2,0.1,0.1,3.14
0,,0,0,3,119,1,1,7,14,0,0,1.625,1.5,0.2,0.1,0.1,3.14
0,,0,0,3,119,12,199,7,14,0,0,1.625,1.5,0.2,0.1,0.1,3.14
0,,0,0,3,119,1,1,7,14,0,0,1.625,1.5,0.2,0.1,0.1,3.14
0,,0,0,3,125,12,207,7,20,0,0,1.563,1,0.2,0.1,0.1,1.58
0,,0,0,3,125,12,208,7,21,0,0,1.563,1,0.2,0.1,0.1,1.58
0,,0,0,3,123,1,1,7,14,0,0,1,0.8,0.2,0.1,0.1,3.33
0,,0,0,3,127,1,1,7,14,0,0,0.813,0.65,0.2,0.1,0.1,2.0636
0,,0,0,6,1225,12,765,0,0,8,1,100,0,0.2,0.1,0.1,2.99
0,,0,0,6,1225,12,765,0,0,8,1,100,0,0.2,0.1,0.1,2.99
