ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
927,927,0.0000,1.042500,0.227000,0.151900,0.667500,0.667500,0.242500,0.191900,0.000000,2.561000,0.029900,0.047500,0.017300,3.000000,1.000000,0.000000,2.000000,0.000000,___5J-_
928,928,0.0000,0.748500,0.249500,0.163000,0.500000,0.000000,0.180000,0.183000,0.000000,2.700000,0.043000,0.000000,0.193000,3.900000,0.900000,0.000000,9.000000,0.000000,aks__1-4
929,929,0.0000,1.094000,0.330000,0.259000,0.684000,0.684000,0.307000,0.282000,0.000000,1.280000,0.016000,0.044000,0.044000,2.746000,1.000000,0.000000,2.000000,0.000000,___-__
930,930,0.0000,1.565000,0.197800,0.160600,1.524000,0.343700,0.159600,0.160100,0.000000,5.990000,0.043000,0.670000,0.075000,4.500000,1.000000,0.000000,2.000000,0.000000,__-__
931,931,0.0000,0.886300,0.233300,0.131200,0.545500,0.545500,0.133800,0.132500,0.000000,5.680000,0.040000,0.000000,0.090000,3.790000,1.000000,0.000000,2.000000,0.000000,__1-3J-__
932,932,0.0000,0.912700,0.227200,0.129100,0.522000,0.522000,0.134300,0.131700,0.000000,2.300000,0.035000,0.000000,0.027000,4.449700,1.000000,0.000000,2.000000,0.000000,__4J-__
933,933,0.0000,0.970000,0.360000,0.260000,0.650000,0.650000,0.290000,0.226000,0.000000,3.230000,0.040000,0.090000,0.070000,2.330000,1.000000,0.000000,2.000000,0.000000,___
934,934,0.0000,1.016000,0.315000,0.221000,0.655000,0.655000,0.221000,0.230000,0.000000,5.055000,0.049000,0.145000,0.145000,6.820000,1.000000,0.000000,2.000000,0.000000,__-__
935,935,0.0000,1.016000,0.315000,0.232000,0.655000,0.655000,0.232000,0.230000,0.000000,5.060000,0.049000,0.000000,0.057000,11.840000,1.000000,0.186000,6.312910,0.000000,__#3
936,936,0.0000,0.950000,0.276000,0.194000,0.578000,0.587000,0.172000,0.089000,0.000000,2.300000,0.035000,0.000000,0.027000,4.449700,1.000000,0.000000,2.000000,0.000000,___123-_
937,937,0.0000,1.157000,0.183600,0.108100,0.720000,0.720000,0.113600,0.441000,0.000000,1.740000,0.030000,0.100000,0.035000,4.613000,1.000000,0.000000,2.000000,0.000000,____-__
938,938,0.0000,0.930000,0.300000,0.207000,0.597000,0.597000,0.215000,0.241000,0.000000,3.580000,0.069000,0.000000,0.053000,4.500000,1.000000,0.000000,2.000000,0.000000,_LT12J-__
939,939,0.0000,0.815000,0.195000,0.132000,0.502000,0.502000,0.146000,0.164000,0.000000,2.300000,0.035000,0.000000,0.027000,4.449700,1.000000,0.000000,2.000000,0.000000,_LT3J-__
940,940,0.0000,1.694000,0.533300,0.381500,1.115000,0.533300,0.381500,0.375700,0.000000,6.560000,0.083300,0.000000,0.083300,4.990000,1.000000,0.000000,2.000000,0.000000,__#0 ___
941,941,0.0000,0.477900,0.138900,0.092100,0.315200,0.138900,0.092100,0.093900,0.000000,8.600000,0.075000,0.000000,0.215000,22.370000,1.000000,0.000000,2.000000,0.000000,__#1 ___
942,942,0.0000,1.755000,0.306000,0.218000,1.628000,0.408000,0.235000,0.227000,0.000000,4.700000,0.039000,0.900000,0.035600,7.560000,1.000000,0.000000,2.000000,0.000000,___1#
943,943,0.0000,2.496240,0.333520,0.243330,2.429850,0.475910,0.236840,0.240080,0.000000,8.728000,0.046000,0.970000,0.067000,5.115000,0.964300,0.035670,8.857300,0.000000,____12_
944,944,0.0000,0.829000,0.103000,0.061000,0.829000,0.829000,0.061000,0.060000,0.000000,6.580000,0.100000,0.900000,0.100000,12.910000,1.000000,0.000000,2.000000,0.000000,_20___
945,945,0.0000,7.768800,0.784800,0.488800,7.768800,7.768800,0.488800,0.596800,0.000000,11.580000,0.146500,0.900000,2.560000,2.430000,1.000000,0.000000,2.000000,0.000000,_5__
946,946,0.0000,2.496240,0.333520,0.243330,2.429850,0.475910,0.236840,0.240000,0.000000,8.728000,0.046000,0.970000,0.067000,7.522000,1.000000,0.000000,2.000000,0.000000,____12_
947,947,0.0000,2.151400,0.282000,0.190400,2.151400,0.282000,0.190400,0.212200,0.000000,9.630000,0.049000,1.167000,0.049000,9.110000,1.000000,0.153000,7.384150,0.000000,___1#
948,948,0.0000,2.155000,0.301000,0.223000,2.100000,0.448000,0.218000,0.221000,0.000000,8.700000,0.050000,0.960000,0.070000,9.188000,1.000000,0.142000,8.535550,0.000000,___#1
949,949,0.0000,2.155000,0.301000,0.223000,2.100000,0.448000,0.218000,0.221000,0.000000,8.700000,0.050000,0.960000,0.070000,9.188000,1.000000,0.145000,9.681810,0.000000,___#2
950,950,0.0000,1.934100,0.246000,0.210000,1.934100,0.442000,0.198500,0.240000,0.000000,11.700000,0.070000,1.000000,0.130000,7.118000,1.000000,0.131000,8.269090,0.000000,__#4
951,951,0.0000,2.209000,0.272000,0.156300,2.125000,0.454100,0.179700,0.190700,0.000000,7.015000,0.044000,0.629000,0.740000,7.544000,1.000000,0.061000,7.231570,0.000000,__#1
952,952,0.0000,2.125400,0.225900,0.156300,2.125400,0.454100,0.179700,0.176200,0.000000,6.440000,0.044000,0.629000,0.074000,7.544000,1.000000,0.073000,5.826770,0.000000,__#2
953,953,0.0000,0.841400,0.103200,0.061400,0.841800,0.841800,0.061400,0.074900,0.000000,6.550000,0.030000,0.900000,0.050000,12.920000,1.000000,0.000000,2.000000,0.000000,___#1
954,954,0.0000,0.641400,0.076200,0.047300,0.641400,0.100000,0.047300,0.057800,0.000000,8.375000,0.200000,0.900000,1.850000,26.010000,1.000000,0.000000,2.000000,0.000000,___#5
955,955,0.0000,1.997000,0.295700,0.175900,1.930000,0.417700,0.207300,0.214600,0.000000,8.510000,0.050000,0.760000,0.075000,9.100000,1.000000,0.110000,7.653210,0.000000,__#7
956,956,0.0000,0.734400,0.299200,0.208300,0.517600,0.517600,0.208300,0.200000,0.000000,7.720000,0.042000,0.000000,0.042000,12.400000,1.000000,0.000000,2.000000,0.000000,___#1_100_
957,957,0.0000,2.040200,0.282500,0.182000,2.040200,0.282500,0.182000,0.202000,0.000000,8.780000,0.030000,1.025000,0.050000,7.300000,1.000000,0.117600,7.659000,0.000000,____#1
958,958,0.0000,2.040200,0.282500,0.182000,2.040200,0.282500,0.182000,0.202000,0.000000,9.142000,0.030000,1.025000,0.050000,7.300000,1.000000,0.106000,9.323130,0.000000,____#2
959,959,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.167000,0.000000,8.560000,0.050000,0.940000,0.080000,8.000000,1.000000,0.106300,7.267900,0.000000,__#1
960,960,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.167000,0.000000,8.450000,0.050000,0.940000,0.080000,8.000000,1.000000,0.097900,8.137520,0.000000,___#4___
961,961,0.0000,2.333300,0.307600,0.203200,2.333300,0.397700,0.203200,0.247800,0.000000,11.950000,0.051000,1.330000,0.066000,6.994000,1.000000,0.126900,7.517580,0.000000,__#3
962,962,0.0000,2.380000,0.336000,0.251000,2.320000,0.485000,0.247000,0.249000,0.000000,8.610000,0.045000,0.956000,0.066000,5.115000,0.964300,0.035670,8.857300,0.000000,____12_
963,963,0.0000,2.148000,0.239000,0.189000,1.928000,0.357000,0.186000,0.188000,0.000000,8.150000,0.040000,0.000000,0.070000,10.250000,1.000000,0.136000,6.621280,0.000000,__#2
964,964,0.0000,2.416000,0.346000,0.259000,2.355000,0.496000,0.254000,0.229000,0.002064,8.608000,0.045000,0.956000,0.065000,3.394000,0.964300,0.035670,8.857300,0.000000,____12_
965,965,0.0000,0.990000,0.290000,0.250000,0.710000,0.710000,0.230000,0.240000,0.000000,6.710000,0.070000,0.000000,0.210000,9.300000,1.000000,0.022090,10.040000,0.000000,_____1
966,966,0.0000,1.950000,0.231000,0.152000,1.900000,0.399000,0.171000,0.186000,0.000000,9.860000,0.043500,1.096000,0.066500,8.000000,1.000000,0.000000,2.000000,0.000000,____-__
967,967,0.0000,1.127000,0.243700,0.156000,0.650000,0.650000,0.273000,0.207000,0.000000,5.680000,0.040000,0.000000,0.090000,3.790000,1.000000,0.000000,2.000000,0.000000,___101-_
968,968,0.0000,0.329100,0.103800,0.063400,0.219900,0.219900,0.063500,0.063500,0.000000,12.100000,0.127000,0.000000,0.291000,36.930000,1.000000,0.000000,2.000000,0.000000,__#1-__
969,969,0.0000,1.023800,0.271400,0.249300,0.633700,0.271400,0.101500,0.152000,0.000000,12.150000,0.049000,0.000000,0.049000,8.000000,1.000000,0.000000,2.000000,0.000000,___-__
970,970,0.0000,2.367000,0.646000,0.439900,3.066000,3.066000,0.505700,0.471700,0.000000,5.337000,0.051000,0.000000,0.113000,2.855000,1.000000,0.000000,2.000000,0.000000,___#6
971,971,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.167000,0.000000,8.470000,0.040000,0.940000,0.080000,8.000000,1.000000,0.087000,5.962280,0.000000,__#3
972,972,0.0000,0.374100,0.108000,0.069200,0.228400,0.228400,0.070600,0.069900,0.000000,8.950000,0.030000,0.000000,0.030000,26.600000,1.000000,0.000000,2.000000,0.000000,___#1
973,973,0.0000,0.388700,0.110300,0.070700,0.233200,0.233200,0.072100,0.071400,0.000000,8.950000,0.030000,0.000000,0.030000,26.590000,1.000000,0.000000,2.000000,0.000000,___#2
974,974,0.0000,0.272100,0.081900,0.057500,0.197000,0.197000,0.069000,0.063000,0.000000,11.790000,0.084000,0.000000,0.030000,30.000000,1.000000,0.000000,2.000000,0.000000,___#5
975,975,0.0000,0.991700,0.343400,0.228900,0.680000,0.680000,0.228900,0.231200,0.000000,6.270000,0.055000,0.000000,0.078000,5.737000,1.000000,0.000000,2.000000,0.000000,___#3_75_
976,976,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.167000,0.000000,8.040000,0.040000,0.940000,0.080000,8.383000,1.000000,0.136000,8.085800,0.000000,__#1
977,977,0.0000,1.740000,0.255000,0.203000,1.695000,0.429000,0.214000,0.205000,0.000000,5.240000,0.020000,0.610000,0.030000,8.350000,1.000000,0.051800,4.989000,0.000000,__#5
978,978,0.0000,1.740000,0.255000,0.203000,1.695000,0.429000,0.214000,0.205000,0.000000,5.240000,0.020000,0.610000,0.030000,8.350000,1.000000,0.069000,6.642000,0.000000,__#6
979,979,0.0000,1.109500,0.393200,0.272700,0.745500,0.745500,0.272700,0.278000,0.000000,4.760000,0.050000,0.000000,0.050000,5.900000,1.000000,0.000000,2.000000,0.000000,___4~5___
980,980,0.0000,1.117600,0.153900,0.107800,1.117600,1.117600,0.107800,0.105600,0.000000,6.118000,0.105600,0.900000,0.105600,7.729000,1.000000,0.000000,2.000000,0.000000,___#9_160_
981,981,0.0000,0.733000,0.254000,0.173000,0.505000,0.505000,0.173000,0.176000,0.000000,4.760000,0.042000,0.000000,0.042000,8.340000,1.000000,0.000000,2.000000,0.000000,___1~2_3
982,982,0.0000,0.874120,0.269700,0.183700,0.874120,0.874100,0.183700,0.174000,0.000000,5.039000,0.060000,0.000000,0.060000,8.160000,1.000000,0.000000,2.000000,0.000000,___9~10
983,983,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.169300,0.186700,0.000000,9.223000,0.050700,1.025000,0.050700,8.340000,1.000000,0.000000,2.000000,0.000000,___#1(__)
984,984,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.172700,0.186700,0.000000,9.223000,0.050000,1.025000,0.050000,7.360000,1.000000,0.096000,8.095070,0.000000,__#2
985,985,0.0000,1.892900,0.275100,0.198500,1.892900,0.275100,0.198500,0.222300,0.000000,7.500000,0.030000,0.938000,0.050000,8.860000,1.000000,0.142600,7.909500,0.000000,___660_
986,986,0.0000,1.950000,0.250000,0.185000,1.930000,0.405000,0.186000,0.173000,0.000000,8.150000,0.044000,0.956000,0.074000,7.340000,1.000000,0.134000,9.736670,0.000000,___#1
987,987,0.0000,1.950000,0.250000,0.185000,1.930000,0.405000,0.186000,0.173000,0.000000,8.150000,0.044000,0.956000,0.074000,7.340000,1.000000,0.139000,7.270070,0.000000,___#2
988,988,0.0000,2.870000,0.290000,0.247000,2.730000,0.782000,0.220000,0.259000,0.000000,8.850000,0.036000,2.500000,0.200000,6.737000,1.000000,0.126900,7.517580,0.000000,__#3
989,989,0.0000,1.980000,0.250000,0.189000,1.928000,0.405000,0.186000,0.188000,0.000000,8.600000,0.044000,0.956000,0.073000,7.340000,1.000000,0.174000,6.013060,0.000000,______#1
990,990,0.0000,2.110000,0.297000,0.187700,2.000000,0.450000,0.190000,0.183000,0.000000,7.220000,0.055000,0.810000,0.055000,8.650000,1.000000,0.073000,7.966930,0.000000,____#2
991,991,0.0000,0.374200,0.045800,0.031500,0.374200,0.374200,0.031500,0.027700,0.000000,8.350000,0.172900,2.262000,0.172900,40.000000,1.000000,0.000000,2.000000,0.000000,_60__
992,992,0.0000,0.970000,0.309000,0.214000,0.628000,0.000000,0.226000,0.226000,0.000000,6.500000,0.040000,0.000000,0.060000,16.170000,0.900000,0.000000,9.000000,0.000000,
993,993,0.0000,1.180000,0.360000,0.262000,0.760000,0.760000,0.262000,0.260000,0.000000,4.760000,0.050000,0.000000,0.050000,4.379000,1.000000,0.000000,2.000000,0.000000,___1~2
994,994,0.0000,0.787000,0.251900,0.157400,0.511700,0.511700,0.157400,0.165300,0.000000,4.760000,0.050000,0.000000,0.050000,6.568000,1.000000,0.000000,2.000000,0.000000,___3~5
995,995,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.167000,0.000000,8.560000,0.050000,0.940000,0.080000,8.000000,1.000000,0.106300,7.267920,0.000000,___#3___
996,996,0.0000,2.643070,0.353140,0.257640,2.572780,0.495570,0.250770,0.254200,0.000000,8.726800,0.046000,0.970000,0.066000,8.860000,1.000000,0.162000,9.316880,0.000000,__#1
997,997,0.0000,2.643070,0.353140,0.257640,2.572780,0.495571,0.250770,0.254200,0.000000,8.728000,0.046000,0.970000,0.066000,8.860000,1.000000,0.180000,8.739000,0.000000,__#2
998,998,0.0000,1.800000,0.202000,0.160000,1.750000,0.336000,0.158000,0.159000,0.000000,8.600000,0.044200,0.956000,0.074400,8.600000,1.000000,0.000000,9.000000,0.000000,__300
999,999,0.0000,14.016000,1.449300,0.849300,14.016000,1.449300,0.849300,1.036000,0.000000,9.073000,0.090000,0.900000,0.090000,1.000000,1.000000,0.000000,2.000000,0.000000,______
1000,1000,0.0000,1.980000,0.250000,0.189000,1.928000,0.405000,0.186000,0.188000,0.000000,8.600000,0.044000,0.956000,0.073000,7.340000,1.000000,0.171000,6.331340,0.000000,_____
1001,1001,0.0000,1.755000,0.306000,0.218000,1.628000,0.408000,0.235000,0.227000,0.000000,4.650000,0.039000,0.000000,0.060000,7.560000,1.000000,0.182000,4.633480,0.000000,____1#
1002,1002,0.0000,5.385000,1.360000,0.892500,3.470000,3.470000,0.775000,0.897000,0.000000,4.940000,0.052000,0.000000,0.052000,1.500000,1.000000,0.000000,2.000000,0.000000,___#8-__
1003,1003,0.0000,1.980000,0.250000,0.189000,1.928000,0.405000,0.186000,0.188000,0.000000,8.300000,0.044000,0.956000,0.073000,7.340000,1.000000,0.144000,5.792250,0.000000,_____#1
1004,1004,0.0000,1.980000,0.250000,0.189000,1.928000,0.405000,0.186000,0.188000,0.000000,8.300000,0.044000,0.956000,0.073000,7.340000,1.000000,0.133000,6.611810,0.000000,_____#2
1005,1005,0.0000,1.755000,0.306000,0.218000,1.628000,0.408000,0.235000,0.227000,0.000000,7.800000,0.039000,0.000000,0.060000,7.415000,1.000000,0.170000,6.089840,0.000000,____#2
1006,1006,0.0000,1.755000,0.306000,0.218000,1.628000,0.408000,0.235000,0.227000,0.000000,7.800000,0.039000,0.000000,0.060000,7.415000,1.000000,0.121000,7.558050,0.000000,___#4
1007,1007,0.0000,2.100000,0.261300,0.162100,1.940000,0.286000,0.210000,0.180000,0.000000,9.600000,0.060000,0.000000,0.040000,7.401950,0.900000,0.000000,9.000000,0.000000,_
1008,1008,0.0000,1.806000,0.219000,0.146200,1.806000,0.556000,0.187900,0.178100,0.000000,7.600000,0.030000,1.670000,0.050000,5.700000,0.950000,0.051000,8.727000,0.000000,TBB-220-2E
1009,1009,0.0000,1.940000,0.247100,0.142100,1.940000,0.556000,0.142100,0.172900,0.000000,6.660000,0.030000,1.670000,0.050000,5.480000,0.950000,0.051000,8.727000,0.000000,QFSN-200-2
1010,1010,0.0000,1.800000,0.229100,0.174000,1.800000,0.576000,0.171900,0.174000,0.000000,8.600000,0.030000,1.670000,0.050000,8.560000,0.935000,0.064000,10.878000,0.000000,QSN-300-2
1011,1011,0.0000,0.998909,0.285932,0.200300,1.077800,0.308862,0.233624,0.208400,0.000000,5.184000,0.047600,0.115000,0.038300,7.920000,1.000000,0.138000,5.259000,0.000000,___#1
1012,1012,0.0000,0.998909,0.285932,0.200300,1.077800,0.308862,0.233624,0.208400,0.000000,5.184000,0.047600,0.115000,0.038300,7.920000,1.000000,0.142000,5.570000,0.000000,___#1
1013,1013,0.0000,0.998909,0.285932,0.200300,1.077800,0.308862,0.233624,0.208400,0.000000,5.184000,0.047600,0.115000,0.038300,7.920000,1.000000,0.130000,7.300000,0.000000,___#1
1014,1014,0.0000,0.998909,0.285932,0.200300,1.077800,0.308862,0.233624,0.208400,0.000000,5.184000,0.047600,0.115000,0.038300,8.800000,1.000000,0.160000,6.670000,0.000000,___#1
1015,1015,0.0000,1.866809,0.221476,0.184285,1.743000,0.415015,0.184285,0.184285,0.000000,4.894000,0.036000,0.590000,0.058000,7.350000,1.000000,0.269000,4.164680,0.000000,___#1
1016,1016,0.0000,2.155300,0.264700,0.205300,2.155300,0.448000,0.212000,0.202700,0.000000,5.837000,0.045000,0.919000,0.069000,5.500000,0.935000,0.064000,10.878000,0.000000,QFSN-600-2
1017,1017,0.0000,2.269630,0.303530,0.221560,2.209280,0.445400,0.215600,0.218610,0.000000,8.724000,0.045000,0.969000,0.069000,8.573400,1.000000,0.154000,8.940270,0.000000,__#5QFSN-600-
1018,1018,0.0000,2.269630,0.303530,0.221560,2.209280,0.445400,0.215660,0.218610,0.000000,8.724000,0.045000,0.969000,0.069000,8.573400,1.000000,0.174000,7.556080,0.000000,__#6QFSN-600-
1019,1019,0.0000,1.944900,0.236000,0.146100,1.944900,0.556000,0.146100,0.173200,0.000000,6.660000,0.030000,1.670000,0.050000,5.480000,0.950000,0.051000,8.727000,0.000000,QFSN-200-2
1020,1020,0.0000,1.870000,0.167000,0.108000,1.870000,0.167000,0.108000,0.173000,0.048300,5.500000,0.150000,1.670000,0.050000,5.700000,0.885000,0.110000,9.960000,0.000000,6M
1021,1021,0.0000,1.962100,0.275100,0.168900,1.962100,0.556000,0.168900,0.186100,0.000000,6.400000,0.168000,1.670000,0.050000,5.480000,0.950000,0.051000,8.727000,0.000000,QFQS-200-2
1022,1022,0.0000,2.020000,0.230000,0.155000,2.020000,0.230000,0.155000,0.189000,0.000000,8.780000,0.030000,1.000000,0.050000,9.040000,1.000000,0.159000,5.420900,0.000000,___#6
1023,1023,0.0000,1.844000,0.200000,0.134000,1.844000,0.556000,0.134000,0.164000,0.000000,8.760000,0.030000,1.670000,0.050000,5.440000,0.885000,0.110000,9.960000,0.000000,TB-60-2
1024,1024,0.0000,2.142000,0.252900,0.165100,2.142000,0.252900,0.165100,0.201400,0.000000,8.375000,0.200000,0.000000,1.850000,9.627000,0.900000,0.068000,9.000000,0.000000,"__#1,2"
1025,1025,0.0000,1.565000,0.197800,0.160600,1.524000,0.343700,0.159600,0.160100,0.000000,5.990000,0.043000,0.670000,0.075000,7.579000,1.000000,0.095000,9.800000,0.000000,___#12(135
1026,1026,0.0000,1.030000,0.230000,0.152000,0.613000,0.627000,0.187000,0.143000,0.000000,7.340000,0.344000,0.129000,0.129000,6.800000,1.000000,0.116000,6.670000,0.010000,_____13
1027,1027,0.0000,1.030000,0.230000,0.152000,0.613000,0.627000,0.187000,0.143000,0.000000,7.340000,0.344000,0.129000,0.129000,6.800000,1.000000,0.116000,6.670000,0.050000,_____13
1028,1028,0.0000,1.030000,0.230000,0.152000,0.613000,0.627000,0.187000,0.143000,0.000000,7.340000,0.344000,0.129000,0.129000,6.800000,1.000000,0.116000,6.670000,0.000000,_____13
1029,1029,0.0000,1.950000,0.240000,0.144300,1.950000,0.240000,0.144300,0.176000,0.000000,6.532500,0.168000,0.900000,0.400000,5.049000,1.000000,0.020000,9.000000,0.000000,___1-2
1030,1030,0.0000,1.560000,0.214000,0.160000,1.650000,0.230000,0.171000,0.156000,0.000000,9.500000,0.022000,0.860000,0.036000,7.080000,1.000000,0.120000,8.740000,0.050000,"____1,2"
1031,1031,0.0000,1.265000,0.175000,0.122000,1.265000,0.175000,0.122000,0.120000,0.000000,6.950000,0.120000,0.900000,0.120000,8.870000,1.000000,0.000000,2.000000,0.000000,__#1 ___
1032,1032,0.0000,1.903000,0.280000,0.223000,1.860000,0.463000,0.231000,0.224000,0.000000,5.210000,0.019000,0.599000,0.030000,5.808000,0.964300,0.035670,8.857300,0.000000,
1033,1033,0.0000,1.880000,0.210000,0.170000,1.880000,1.880000,0.170000,0.170000,0.000000,9.700000,0.100000,0.000000,0.100000,7.118000,1.000000,0.126900,7.974200,0.000000,__7_8_
1034,1034,0.0000,0.962000,0.276000,0.182000,0.622000,0.174700,0.174700,0.255450,0.000000,3.510000,0.040000,0.000000,0.060000,5.632000,1.000000,0.100000,6.900000,0.000000,bpagen_
1035,1035,0.0000,0.926000,0.276000,0.182000,0.622000,0.174700,0.174700,0.255450,0.000000,3.510000,0.040000,0.000000,0.060000,5.632000,1.000000,0.100000,6.900000,0.000000,bpagen_
1036,1036,0.0000,0.778000,0.269000,0.183000,0.536000,0.628000,0.190000,0.186000,0.000000,4.760000,0.054000,0.300000,0.054000,6.819000,0.885000,0.110000,9.960000,0.000000,TS900/135-
1037,1037,0.0000,1.944900,0.236000,0.146100,1.944900,0.556000,0.146100,0.173200,0.000000,6.660000,0.030000,1.670000,0.050000,5.480000,0.950000,0.071000,5.821000,0.000000,__#1QFSN-200-
1038,1038,0.0000,1.944900,0.236000,0.146100,1.944900,0.556000,0.146100,0.173200,0.000000,6.660000,0.030000,1.670000,0.050000,5.480000,1.000000,0.017000,5.916450,0.000000,__#2
1039,1039,0.0000,1.844000,0.221476,0.184200,1.743000,0.415015,0.184200,0.184285,0.000000,4.894000,0.036000,0.590000,0.050000,7.350000,1.000000,0.269000,4.160000,0.000000,___#1
1040,1040,0.0000,1.861000,0.227000,0.195900,1.814000,0.378000,0.166000,0.191600,0.000000,8.600000,0.044200,0.956000,0.074400,5.740000,0.935000,0.064000,10.878000,0.000000,TBB-300-2E
1041,1041,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.191600,0.000000,8.470000,0.045000,0.940000,0.079000,5.740000,0.935000,0.064000,10.878000,0.000000,TBB-300-2E
1042,1042,0.0000,2.363600,0.319400,0.191600,2.363600,0.576000,0.190900,0.191600,0.000000,7.960000,0.030000,1.670000,0.050000,5.740000,0.935000,0.064000,10.878000,0.000000,TBB-300-2E
1043,1043,0.0000,2.269630,0.303530,0.221560,2.209280,0.445400,0.215660,0.218610,0.000000,8.724000,0.045000,0.969000,0.069000,8.830000,1.000000,0.192000,6.681850,0.000000,__#3QFSN-600-
1044,1044,0.0000,1.800000,0.229100,0.174000,1.800000,0.382000,0.171900,0.174000,0.000000,8.600000,0.044000,0.956000,0.074400,8.560000,0.935000,0.064000,10.878000,0.000000,QFSN-300-2
1045,1045,0.0000,1.812000,0.287100,0.184000,1.812000,0.693000,0.287100,0.224000,0.000000,6.200000,0.030000,1.670000,0.100000,6.770000,0.900000,0.119800,7.960000,0.000000,TQN-100-2
1046,1046,0.0000,2.220000,0.222600,0.140000,2.220000,0.222600,0.140000,0.173000,0.038300,5.500000,0.150000,1.670000,0.050000,5.700000,0.885000,0.110000,9.960000,0.000000,7.5M
1047,1047,0.0000,1.720000,0.160000,0.110000,2.000000,0.575900,0.167000,0.110000,0.000000,7.500000,0.030000,1.670000,0.050000,5.963000,0.935000,0.000000,10.878000,0.000000,TFLH-K
1048,1048,0.0000,2.210000,0.222000,0.147000,2.220000,0.222600,0.140000,0.173000,0.038300,5.500000,0.150000,1.670000,0.050000,5.600000,0.885000,0.110000,9.960000,0.000000,12
1049,1049,0.0000,2.190000,0.225000,0.132000,2.220000,0.222600,0.140000,0.173000,0.038300,5.500000,0.150000,1.670000,0.050000,5.600000,0.885000,0.110000,9.960000,0.000000,15
1050,1050,0.0000,0.870000,0.319000,0.273000,0.584000,0.628000,0.273000,0.276000,0.000000,5.900000,0.040000,0.300000,0.050000,6.419000,0.885000,0.110000,9.960000,0.000000,AGE
1051,1051,0.0000,0.855000,0.324000,0.216000,0.690000,0.628000,0.220000,0.217800,0.000000,10.060000,0.054000,0.300000,0.054000,4.050000,0.885000,0.110000,9.960000,0.000000,TSK-460/10
1052,1052,0.0000,0.990900,0.266600,0.170500,0.637800,0.628000,0.177600,0.177600,0.000000,6.057000,0.040000,0.300000,0.300000,7.480000,0.900000,0.119800,7.960000,0.000000,SF140-56/1
1053,1053,0.0000,2.171400,0.233500,0.180200,2.115800,0.370200,0.177800,0.201400,0.000000,8.470000,0.030000,1.670000,0.050000,5.300000,1.000000,0.127000,7.940000,0.000000,__#3
1054,1054,0.0000,2.060900,0.258200,0.191100,2.060900,0.576000,0.191100,0.201400,0.000000,7.960000,0.030000,1.670000,0.050000,5.300000,0.935000,0.064000,10.878000,0.000000,MB-J
1055,1055,0.0000,1.739000,0.221000,0.141500,1.739000,0.221000,0.141500,0.177000,0.000000,9.416000,0.142000,1.670000,0.142000,10.750000,0.885000,0.110000,9.960000,0.000000,___#1
1056,1056,0.0000,1.836000,0.200000,0.155000,1.790000,0.333000,0.152000,0.164000,0.000000,8.470000,0.045000,0.940000,0.079000,8.300000,1.000000,0.160000,6.550000,0.000000,___
1057,1057,0.0000,1.836800,0.200000,0.155000,1.790000,0.333000,0.152000,0.164000,0.000000,8.470000,0.045000,0.940000,0.079000,8.300000,1.000000,0.147000,7.668000,0.000000,___#2
1058,1058,0.0000,1.955000,0.383400,0.265200,1.892000,0.537700,0.266900,0.240000,0.000000,9.334000,0.082000,1.690000,0.116600,13.310000,1.000000,0.107000,7.500000,0.000000,___#1
1059,1059,0.0000,1.810620,0.316420,0.190190,1.753090,0.443750,0.191440,0.190810,0.000000,9.334300,0.081900,1.692300,0.116600,13.310000,1.000000,0.107000,7.500000,0.000000,___#2
1060,1060,0.0000,2.060000,0.214400,0.180900,2.044300,0.319600,0.162400,0.171600,0.000000,8.270000,0.045000,1.070000,0.069000,7.000000,1.000000,0.136000,7.680000,0.000000,__#1
1061,1061,0.0000,1.504200,0.228100,0.181200,1.504200,0.576000,0.179900,0.179900,0.000000,5.482000,0.030000,1.670000,0.050000,6.000000,0.935000,0.064000,10.878000,0.000000,__
1062,1062,0.0000,0.862000,0.353000,0.239000,0.608000,0.628000,0.239000,0.241000,0.000000,7.600000,0.030000,0.300000,0.050000,9.180000,0.900000,0.119800,7.960000,0.000000,TS854/210-
1063,1063,0.0000,1.033000,0.347000,0.291000,0.707000,0.628000,0.302000,0.237000,0.000000,4.440000,0.054000,0.300000,0.054000,6.733000,0.885000,0.110000,9.960000,0.000000,TS725/106-
1064,1064,0.0000,0.792600,0.310000,0.153100,0.542900,0.628000,0.152000,0.152000,0.000000,4.760000,0.054000,0.300000,0.054000,6.350000,0.885000,0.110000,9.960000,0.000000,SF47.7-88/
