ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
1,1,0.0000,1.013000,0.361300,0.263000,0.746000,0.746000,0.246000,0.209000,0.000000,6.580000,0.070000,0.000000,0.171000,7.666900,1.000000,0.126000,6.833700,0.000000,___2_?
2,2,0.0000,1.037000,0.242000,0.175000,0.619000,0.619000,0.167000,0.171000,0.000000,7.026000,0.068000,0.211000,0.145000,6.900000,1.000000,0.116000,6.900000,0.000000,__________0.005779
3,3,0.0000,1.000000,0.272000,0.184000,0.632000,0.632000,0.197000,0.250200,0.000000,7.797000,0.085000,0.205000,0.064000,6.930000,1.000000,0.000000,2.000000,0.000000,___#1____0.003942_
4,4,0.0000,1.057000,0.314000,0.233000,0.745000,0.745000,0.247000,0.224000,0.001864,10.602000,0.135000,0.336000,0.336000,9.331000,1.000000,0.132000,11.589220,0.000000,__1-1#_
5,5,0.0000,1.997000,0.295700,0.175900,1.930000,0.417700,0.207300,0.214600,0.000000,8.510000,0.030000,0.760000,0.050000,6.400000,1.000000,0.103000,5.800000,0.000000,___32_
6,6,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.169400,0.186700,0.000000,7.880000,0.050000,1.025000,0.050000,7.360000,1.000000,0.073000,7.840000,0.000000,___34_
7,7,0.0000,1.892800,0.275100,0.198500,1.892900,0.275100,0.198500,0.222300,0.000000,8.446000,0.179200,0.938000,0.179200,6.400000,1.000000,0.175000,5.981600,0.000000,___61_
8,8,0.0000,1.104000,0.272000,0.191000,0.653000,0.653000,0.297000,0.238000,0.003483,6.060000,0.067000,0.073000,0.033000,5.910000,1.000000,0.000000,2.000000,0.000000,_____
9,9,0.0000,0.938100,0.353700,0.283900,0.647500,0.647500,0.314400,0.298800,0.000000,3.440000,0.046600,0.094400,0.050000,2.160000,1.000000,0.110000,9.700000,0.000000,_____
10,10,0.0000,1.038000,0.259000,0.163000,0.651000,0.651000,0.186000,0.181000,0.010420,1.313000,0.037000,0.151000,0.151000,6.700000,1.000000,0.000000,2.000000,0.000000,_____
11,11,0.0000,0.985600,0.295500,0.185400,0.619400,0.619400,0.190300,0.188000,0.000000,6.590000,0.102000,0.237000,0.073000,4.970000,1.000000,0.156000,4.910000,0.000000,_____
12,12,0.0000,1.112800,0.296100,0.201900,0.716800,0.716800,0.218400,0.210000,0.000000,6.547000,0.066100,0.326300,0.032600,4.989300,1.000000,0.000000,2.000000,0.000000,_____
13,13,0.0000,1.037000,0.327000,0.245000,0.624000,0.624000,0.271000,0.258000,0.000000,8.521000,0.092000,0.181000,0.077000,10.400000,1.000000,0.076000,7.145000,0.000000,___1_?
14,14,0.0000,0.940000,0.252000,0.167000,0.566000,0.566000,0.174000,0.892000,0.000000,3.040000,0.030000,0.000000,0.030000,4.245000,1.000000,0.000000,2.000000,0.000000,_____
15,15,0.0000,1.085000,0.282000,0.186000,0.665000,0.665000,0.196000,0.191000,0.000000,6.800000,0.081000,0.220000,0.054400,4.700000,1.000000,0.100000,6.800000,0.000000,_____
16,16,0.0000,0.970200,0.287700,0.217000,0.643600,0.643600,0.249100,0.232300,0.003800,8.226000,0.104200,0.227000,0.087900,8.780000,1.000000,0.000000,2.000000,0.000000,_____
17,17,0.0000,0.970200,0.287700,0.217000,0.643600,0.643600,0.249100,0.232300,0.003800,8.226000,0.104200,0.227000,0.087900,4.390000,1.000000,0.000000,2.000000,0.000000,_____
18,18,0.0000,0.995000,0.301000,0.215000,0.656000,0.656000,0.192000,0.210000,0.000000,8.668000,0.145000,0.351000,0.351000,7.950000,1.000000,0.000000,2.000000,0.000000,_____
19,19,0.0000,1.110000,0.291000,0.192000,0.689000,0.689000,0.201000,0.220000,0.000000,4.480000,0.030000,0.900000,0.045000,8.000000,1.000000,0.130000,8.388500,0.000000,___1_?
20,20,0.0000,0.917200,0.222600,0.165300,0.528200,0.528200,0.171600,0.168500,0.000000,5.000000,0.057000,0.201500,0.060000,5.450000,1.000000,0.120000,6.900000,0.000000,_____
21,21,0.0000,0.930000,0.310000,0.230000,0.640000,0.640000,0.250000,0.240000,0.000000,7.470000,0.060000,0.000000,0.120000,6.130000,1.000000,0.060000,9.249570,0.000000,____
22,22,0.0000,1.760000,0.305000,0.216000,1.660000,1.660000,0.236000,0.226000,0.000000,5.500000,0.040000,0.960000,0.030000,7.620000,1.000000,0.190000,8.885000,0.000000,___32_
23,23,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.216600,0.000000,5.830000,0.079700,0.176000,0.060000,6.800000,1.000000,0.130000,6.600000,0.000000,_____
24,24,0.0000,0.990000,0.300000,0.211000,0.643000,0.643000,0.228000,0.219000,0.000000,5.300000,0.060000,0.180000,0.080000,6.170000,1.000000,0.070000,6.800000,0.000000,_____
25,25,0.0000,1.008700,0.260900,0.183600,0.683100,0.683100,0.172400,0.177900,0.000000,8.459700,0.129300,0.000000,0.463500,6.924300,0.937500,0.062500,5.840000,0.000000,_____
26,26,0.0000,1.066000,0.279200,0.201800,0.675200,0.675200,0.238800,0.219500,0.000000,8.340000,0.084800,0.238300,0.100000,4.912600,0.870000,0.130000,7.067000,0.000000,______
27,27,0.0000,2.155000,0.301000,0.205000,2.100000,0.448000,0.201000,0.230000,0.000000,8.610000,0.045000,0.956000,0.069000,10.500000,1.000000,0.168500,4.180000,0.000000,___61_
28,28,0.0000,2.155000,0.301000,0.205000,2.100000,0.448000,0.201000,0.230000,0.000000,8.610000,0.045000,0.956000,0.069000,10.500000,1.000000,0.150000,8.320000,0.000000,___62_
29,29,0.0000,0.955000,0.239000,0.180000,0.578000,0.578000,0.210000,0.194000,0.000000,10.450000,0.145000,0.330000,0.122000,8.200000,1.000000,0.136000,8.100000,0.000000,_____
30,30,0.0000,0.955000,0.239000,0.180000,0.580000,0.580000,0.210000,0.194000,0.000000,10.810000,0.148000,0.000000,0.124000,8.200000,1.000000,0.136000,8.100000,0.000000,_____
31,31,0.0000,1.092000,0.371000,0.292000,0.705000,0.705000,0.317000,0.304000,0.000000,3.502000,0.051000,0.113000,0.060000,2.400000,1.000000,0.111000,8.590000,0.000000,_____
32,32,0.0000,1.007000,0.263000,0.237000,0.740000,0.740000,0.231000,0.234000,0.000000,12.790000,0.221000,0.495000,0.495000,7.710000,0.900000,0.000000,9.000000,0.000000,__#1_
33,33,0.0000,1.050000,0.298000,0.197000,0.655000,0.655000,0.204000,0.200000,0.000000,5.320000,0.052000,0.135000,0.060000,5.150000,1.000000,0.170000,6.300000,0.000000,_____
34,34,0.0000,0.997200,0.268800,0.207700,0.653300,0.653300,0.218700,0.217900,0.000000,5.040000,0.051800,0.191000,0.076000,7.270000,1.000000,0.110000,6.700000,0.000000,_____
35,35,0.0000,0.985000,0.291000,0.225000,0.628000,0.628000,0.231000,0.228000,0.000000,8.200000,0.081500,0.162200,0.058600,6.200000,1.000000,0.086000,6.700000,0.000000,_____
36,36,0.0000,0.970000,0.300000,0.210000,0.640000,0.640000,0.250000,0.230000,0.000000,8.700000,0.060000,0.110000,0.110000,5.800000,1.000000,0.155000,5.700000,0.000000,
37,37,0.0000,1.022000,0.313000,0.250000,0.751000,0.751000,0.248000,0.249000,0.002753,11.952000,0.136000,0.340000,0.340000,9.000000,1.000000,0.125000,9.730080,0.000000,____#1
38,38,0.0000,1.056000,0.325000,0.289000,0.815000,0.815000,0.281000,0.262000,0.002567,11.377000,0.161000,0.455000,0.455000,9.090000,0.900000,0.000000,9.000000,0.000000,____#7
39,39,0.0000,1.038100,0.225300,0.141900,0.598200,0.598200,0.147500,0.144700,0.000000,4.920000,0.065400,0.180000,0.030000,6.250000,1.000000,0.118000,8.280000,0.000000,_____
40,40,0.0000,1.040000,0.330000,0.284000,0.724000,0.724000,0.291000,0.287000,0.003344,10.200000,0.151000,0.260000,0.260000,7.704000,0.900000,0.000000,9.000000,0.000000,__1-1#_
41,41,0.0000,1.072000,0.330000,0.263000,0.726000,0.726000,0.278000,0.271000,0.003191,9.827000,0.127000,0.309000,0.309000,8.501000,1.000000,0.126000,9.695300,0.000000,____#1
42,42,0.0000,0.981000,0.315000,0.187000,0.640000,0.640000,0.186000,0.186000,0.000000,6.701000,0.071600,0.163000,0.052000,5.490000,1.000000,0.081000,7.881000,0.000000,_____
43,43,0.0000,0.922000,0.230000,0.180000,0.573000,0.573000,0.283000,0.892000,0.000000,6.600000,0.069000,0.059000,0.032000,5.810000,1.000000,0.184000,6.282000,0.000000,_____
44,44,0.0000,1.081000,0.280100,0.207300,0.701500,0.700000,0.202700,0.205000,0.000000,12.820000,0.098100,1.000000,0.070000,6.000000,1.000000,0.196000,6.420000,0.000000,_____
45,45,0.0000,1.273000,0.257300,0.176400,0.780500,0.000000,0.176400,0.182000,0.000000,6.000000,0.050000,0.000000,0.050000,6.410000,1.000000,0.000000,2.000000,0.000000,____
46,46,0.0000,1.064000,0.321000,0.246000,0.761000,0.761000,0.240000,0.243000,0.000000,11.540000,0.206000,0.575000,0.575000,10.297000,1.000000,0.130000,9.656060,0.000000,_____#1__
47,47,0.0000,0.994600,0.225800,0.189500,0.648400,0.648400,0.223400,0.205800,0.000000,8.182000,0.108800,0.290000,0.119700,5.500000,1.000000,0.140000,6.500000,0.000000,_____
48,48,0.0000,1.020000,0.280000,0.210000,0.670000,0.670000,0.230000,0.220000,0.000000,11.100000,0.090000,0.100000,0.040000,8.100000,1.000000,0.080000,7.900000,0.000000,_____
49,49,0.0000,1.115300,0.248300,0.200000,0.654000,0.654000,0.254400,0.250200,0.002870,8.021000,0.086100,0.182700,0.080800,4.470000,1.000000,0.000000,2.000000,0.000000,____
50,50,0.0000,0.932700,0.304500,0.226100,0.624400,0.000000,0.251200,0.238300,0.000000,4.060000,0.030000,0.000000,0.030000,6.183000,1.000000,0.000000,2.000000,0.000000,_____
51,51,0.0000,0.902300,0.214800,0.173000,0.574500,0.574500,0.188000,0.180300,0.000000,7.441400,0.098200,0.272900,0.272900,6.610000,1.000000,0.120000,7.000000,0.000000,_______Ra=0.003438__
52,52,0.0000,1.091500,0.272200,0.165000,0.684900,0.684900,0.252000,0.212000,0.000000,9.020000,0.361000,0.000000,0.068500,5.140000,0.890000,0.110000,3.740000,0.000000,_____
53,53,0.0000,0.916000,0.292000,0.210500,0.590700,0.590700,0.204700,0.197400,0.000000,8.424000,0.112700,0.268400,0.090800,9.570000,1.000000,0.000000,5.000000,0.000000,____Ra=0.0036
54,54,0.0000,1.070800,0.248200,0.195300,0.611100,0.611100,0.208200,0.201600,0.000000,3.158500,0.059400,0.134400,0.052400,2.466000,1.000000,0.000000,5.000000,0.000000,____Ra=0.1225__75__
55,55,0.0000,0.999000,0.246000,0.204000,0.621400,0.609000,0.265000,0.188000,0.000000,8.740000,0.109000,0.299900,0.093500,5.400000,1.000000,0.213000,4.900000,0.000000,_____
56,56,0.0000,0.992400,0.229800,0.185900,0.635000,0.635000,0.200200,0.192900,0.000000,8.578400,0.101300,0.310700,0.152200,5.850000,1.000000,0.073000,7.200000,0.000000,_____
57,57,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.169300,0.186700,0.000000,9.223000,0.050700,1.025000,0.050700,7.360000,1.000000,0.140000,8.739000,0.000000,___31_
58,58,0.0000,1.034400,0.232500,0.168400,0.672100,0.672100,0.192100,0.180300,0.000000,6.750000,0.070000,0.195000,0.067900,6.190000,1.000000,0.000000,2.000000,0.000000,_____
59,59,0.0000,0.999200,0.219200,0.179500,0.632800,0.632800,0.201800,0.190200,0.000000,9.350000,0.111500,0.320000,0.060000,5.500000,1.000000,0.154000,6.950000,0.000000,____
60,60,0.0000,1.025000,0.267000,0.185000,0.649000,0.649000,0.209000,0.197000,0.000000,6.253000,0.064100,0.150000,0.049000,6.100000,1.000000,0.180000,8.300000,0.000000,_____
61,61,0.0000,1.034000,0.225400,0.171400,0.677200,0.677200,0.204800,0.188100,0.000000,5.698000,0.059800,0.164000,0.056800,8.760000,1.000000,0.100000,7.200000,0.000000,_____
62,62,0.0000,1.126200,0.200500,0.154200,0.712400,0.712400,0.206700,0.180500,0.000000,7.239000,0.200900,0.512200,0.182800,7.473000,1.000000,0.096870,7.906670,0.000000,_____Ra=0.0086__
63,63,0.0000,0.960000,0.288000,0.215000,0.638000,0.638000,0.239000,0.227000,0.000000,7.419000,0.100000,0.252000,0.252000,7.830000,1.000000,0.187000,8.360000,0.000000,_____
64,64,0.0000,1.023000,0.301000,0.246000,0.714000,0.714000,0.231000,0.239000,0.002930,7.385000,0.118000,0.302000,0.302000,8.620000,1.000000,0.000000,2.000000,0.000000,_____
65,65,0.0000,0.973100,0.318700,0.221100,0.648900,0.648900,0.229100,0.225000,0.000000,9.687900,0.128400,0.314900,0.090000,8.100000,1.000000,0.100000,7.000000,0.000000,_____
66,66,0.0000,0.850000,0.290000,0.250000,0.600000,0.600000,0.260000,0.250000,0.004200,6.300000,0.060000,0.100000,0.100000,8.370000,1.000000,0.112000,7.389000,0.000000,_____
67,67,0.0000,0.825000,0.229000,0.203000,0.533000,0.533000,0.205000,0.146000,0.000000,4.730000,0.029000,0.088000,0.024000,6.700000,1.000000,0.110000,8.100000,0.000000,_____
68,68,0.0000,0.995000,0.339000,0.237000,0.666000,0.666000,0.248000,0.242000,0.000000,2.190000,0.025000,0.053000,0.053000,5.100000,0.900000,0.000000,9.000000,0.000000,___#4__
69,69,0.0000,1.071800,0.283700,0.182700,0.706400,0.706400,0.210400,0.195600,0.000000,5.469900,0.049600,0.139300,0.123400,4.900000,1.000000,0.075000,7.900000,0.000000,_____
70,70,0.0000,0.990300,0.234200,0.193900,0.651300,0.651300,0.220900,0.207000,0.000000,8.740600,0.109000,0.299900,0.050000,5.800000,1.000000,0.184000,5.840000,0.000000,_____
71,71,0.0000,1.110800,0.289700,0.223500,0.725800,0.725800,0.263300,0.243400,0.000000,6.041200,0.057100,0.126700,0.052600,6.576000,1.000000,0.154000,6.290000,0.000000,_____
72,72,0.0000,1.170000,0.270000,0.180000,0.608900,0.608900,0.219300,0.216300,0.000000,4.300000,0.050000,0.130000,0.050000,5.700000,1.000000,0.147000,7.540000,0.000000,___12_
73,73,0.0000,1.170000,0.270000,0.180000,0.608900,0.608900,0.219300,0.216300,0.000000,4.300000,0.050000,0.130000,0.050000,6.000000,1.000000,0.170000,6.190000,0.000000,___3_?
74,74,0.0000,1.083400,0.287200,0.203000,0.668700,0.668700,0.195600,0.132200,0.000000,6.430000,0.077400,0.204600,0.060000,5.810000,1.000000,0.114900,6.698200,0.000000,_____
75,75,0.0000,1.037000,0.270500,0.210000,0.662700,0.662700,0.215600,0.203100,0.000000,5.240000,0.228000,0.218000,0.073000,5.800000,1.000000,0.130000,7.300000,0.000000,_____
76,76,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.169300,0.186700,0.000000,9.223000,0.050700,1.025000,0.050700,7.400000,1.000000,0.123000,8.692000,0.000000,___32_
77,77,0.0000,2.210000,0.240000,0.180000,2.040000,0.388000,0.194000,0.079000,0.000000,9.340000,0.030000,0.950000,0.050000,8.000000,1.000000,0.136000,7.092500,0.000000,___11_
78,78,0.0000,1.010000,0.264000,0.160000,0.731000,0.731000,0.166000,0.164000,0.000000,11.156000,0.073900,0.233000,0.053000,6.000000,1.000000,0.160000,6.000000,0.000000,_____
79,79,0.0000,1.087000,0.289000,0.202000,0.684000,0.684000,0.228000,0.215000,0.000000,10.035000,0.040000,0.259000,0.060000,6.000000,1.000000,0.200000,6.400000,0.000000,_____
80,80,0.0000,1.005400,0.220400,0.182700,0.628300,0.628300,0.207200,0.194600,0.000000,8.370000,0.093000,0.124000,0.270000,5.490000,1.000000,0.185000,5.777020,0.000000,____
81,81,0.0000,0.996500,0.322800,0.231100,0.665700,0.665700,0.246700,0.238800,0.000000,12.720000,0.141300,0.334000,0.334000,9.000000,1.000000,0.129000,7.754540,0.000000,_____
82,82,0.0000,1.044600,0.314500,0.187200,0.695200,0.695200,0.205500,0.195900,0.000000,8.853600,0.079500,0.224100,0.183900,7.200000,1.000000,0.074000,7.170000,0.000000,_____
83,83,0.0000,1.078200,0.304400,0.192000,0.691700,0.691700,0.297400,0.244700,0.000000,9.051400,0.113400,0.137900,0.071500,6.000000,1.000000,0.070000,7.000000,0.000000,_____
84,84,0.0000,0.939000,0.238000,0.181000,0.570000,0.210000,0.210000,0.195000,0.000000,10.450000,0.145000,0.330000,0.122000,8.400000,1.000000,0.140000,9.300000,0.000000,_____
85,85,0.0000,1.889900,0.271700,0.195200,1.889900,0.271700,0.195200,0.218300,0.002006,8.446000,0.048700,0.938400,0.048700,8.380000,1.000000,0.000000,2.000000,0.000000,_____
86,86,0.0000,0.941500,0.325900,0.238900,0.640100,0.640100,0.249600,0.247700,0.006300,5.571800,0.081600,0.176400,0.176400,5.880000,1.000000,0.000000,2.000000,0.000000,_____
87,87,0.0000,1.051200,0.299300,0.187000,0.702500,0.702500,0.232400,0.234800,0.003356,8.972000,0.170900,0.365400,0.160800,6.790000,1.000000,0.000000,2.000000,0.000000,_____
88,88,0.0000,0.990000,0.325000,0.245000,0.638000,0.638000,0.261000,0.258900,0.000000,2.970000,0.038200,0.088000,0.038000,2.540000,1.000000,0.000000,2.000000,0.000000,____Tj
89,89,0.0000,0.993200,0.235300,0.177200,0.642700,0.642700,0.191400,0.191900,0.000000,9.480000,0.079500,0.224100,0.183900,7.200000,1.000000,0.074000,7.170000,0.000000,___90__________
90,90,0.0000,1.048100,0.353100,0.257100,0.708600,0.708600,0.278100,0.267400,0.000000,5.948800,0.089900,0.195100,0.076600,6.500000,1.000000,0.117000,8.800000,0.000000,_____
91,91,0.0000,0.984000,0.257000,0.200000,0.578000,0.577900,0.266300,0.144600,0.000000,7.320000,0.120000,0.283000,0.098000,5.980000,1.000000,0.180000,4.600000,0.000000,_____
92,92,0.0000,1.186000,0.242000,0.146000,0.684000,0.680000,0.149000,0.271000,0.000000,4.060000,0.032500,0.102500,0.022500,4.350000,1.000000,0.075000,9.557700,0.000000,____#1
93,93,0.0000,1.896800,0.241100,0.151800,1.878600,0.238400,0.153000,0.189300,0.000000,9.340000,0.052000,1.075000,0.053000,3.730000,0.880000,0.120000,9.000000,0.000000,____
94,94,0.0000,1.029000,0.285000,0.257000,0.641000,0.641000,0.308000,0.238000,0.000000,6.170000,0.072000,0.072000,0.050000,6.400000,1.000000,0.116000,5.450000,0.000000,_____
95,95,0.0000,1.098800,0.304700,0.203300,0.725800,0.000000,0.183700,0.193200,0.000000,10.880000,0.131300,0.000000,0.432000,6.456000,1.000000,0.155000,5.700000,0.000000,___1_?
96,96,0.0000,0.995000,0.244400,0.175100,0.623400,0.623400,0.204000,0.189000,0.000000,5.830000,0.270000,0.250000,0.083000,4.900000,1.000000,0.130000,7.000000,0.000000,_____
97,97,0.0000,1.099000,0.284000,0.224000,0.702000,0.702000,0.293000,0.259000,0.000000,6.366000,0.040000,0.227000,0.060000,3.800000,1.000000,0.110000,7.300000,0.000000,_____
98,98,0.0000,1.063900,0.251700,0.189200,0.643000,0.643000,0.221600,0.205200,0.000000,8.673000,0.102300,0.229400,0.094500,6.200000,1.000000,0.140000,5.700000,0.000000,_____
99,99,0.0000,1.854800,0.256800,0.169300,1.854800,0.256800,0.169300,0.186700,0.000000,9.223000,0.050700,1.025000,0.050700,7.400000,1.000000,0.153000,9.173000,0.000000,_____
100,100,0.0000,1.029900,0.309300,0.204000,0.670900,0.670900,0.209500,0.205000,0.000000,8.340000,0.109000,0.299000,0.106000,5.600000,1.000000,0.110000,5.900000,0.000000,_____
101,101,0.0000,1.064900,0.238500,0.180100,0.644900,0.644900,0.211200,0.195600,0.003200,9.758400,0.129700,0.305500,0.116700,6.670000,1.000000,0.000000,2.000000,0.000000,_____
102,102,0.0000,1.076700,0.261600,0.192800,0.699000,0.699000,0.230100,0.211400,0.000000,9.672000,0.120600,0.229400,0.094500,5.600000,1.000000,0.180000,7.700000,0.000000,_____
103,103,0.0000,1.066000,0.279200,0.201800,0.675200,0.675200,0.238800,0.219500,0.000000,8.340000,0.084800,0.238300,0.100000,4.912600,0.880000,0.120000,9.320000,0.000000,_____
104,104,0.0000,0.982600,0.308000,0.198000,0.627000,0.627000,0.201000,0.199000,0.000000,8.430000,0.088300,0.210000,0.100000,7.953000,1.000000,0.134000,5.650000,0.000000,_____
105,105,0.0000,1.032000,0.326000,0.244000,0.622000,0.622000,0.270000,0.257000,0.000000,8.668000,0.098300,0.181000,0.080000,4.600000,1.000000,0.130000,6.400000,0.000000,_____
106,106,0.0000,0.910000,0.270000,0.230000,0.620000,0.620000,0.240000,0.271000,0.000000,8.340000,0.050000,0.090000,0.100000,8.470000,1.000000,0.095000,8.307020,0.000000,____
107,107,0.0000,1.030000,0.326700,0.221500,0.687400,0.687400,0.230500,0.212900,0.000000,8.933000,0.086600,0.219000,0.073500,6.220000,1.000000,0.125000,7.990000,0.000000,_____
108,108,0.0000,1.094400,0.243300,0.179400,0.651400,0.651400,0.210000,0.194700,0.002230,9.752500,0.104200,0.246900,0.096900,6.370000,1.000000,0.000000,2.000000,0.000000,____
109,109,0.0000,1.028000,0.244900,0.170100,0.615700,0.615700,0.205900,0.192000,0.000000,10.100000,0.115000,0.281300,0.115000,6.970000,1.000000,0.181000,7.520000,0.000000,_____
110,110,0.0000,1.014000,0.318600,0.255800,0.641000,0.641000,0.282000,0.281000,0.000000,3.376500,0.027300,0.083300,0.029600,2.300000,1.000000,0.205000,7.300000,0.000000,_____
111,111,0.0000,0.979000,0.279000,0.204000,0.629000,0.629000,0.196000,0.226000,0.000000,5.910000,0.097000,0.239000,0.239000,7.500000,1.000000,0.094000,4.440000,0.000000,__#4_
112,112,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,6.600000,1.000000,0.000000,2.000000,0.000000,bpagen_
113,113,0.0000,0.972000,0.289000,0.223000,0.576000,0.576000,0.238000,0.202215,0.000000,4.516000,0.080000,0.081000,0.030000,6.600000,1.000000,0.000000,2.000000,0.000000,bpagen_
114,114,0.0000,0.980000,0.150000,0.097500,0.527800,0.527800,0.343070,0.097500,0.005240,8.000000,0.030000,0.000000,0.050000,9.230770,0.900000,0.000000,9.000000,0.000000,bpagen_
115,115,0.0000,0.946200,0.311100,0.248800,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.024700,0.093500,0.021100,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
116,116,0.0000,0.946200,0.311100,0.248800,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.002500,0.093500,0.021100,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
117,117,0.0000,1.043000,0.304000,0.194000,0.689000,0.689000,0.197000,0.202215,0.000000,2.901000,0.080000,0.000000,0.030000,9.129920,1.000000,0.000000,2.000000,0.000000,bpagen_
118,118,0.0000,1.043000,0.304000,0.195400,0.689000,0.689000,0.197000,0.202215,0.000000,2.901000,0.080000,0.000000,0.030000,9.129920,1.000000,0.000000,2.000000,0.000000,bpagen_
119,119,0.0000,0.946000,0.311000,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,3.140000,1.000000,0.000000,2.000000,0.000000,bpagen_
120,120,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
121,121,0.0000,0.969000,0.207400,0.207000,0.571000,0.571000,0.571000,0.134810,0.000000,5.430000,0.141000,0.060000,0.141000,4.127660,1.000000,0.200000,7.000000,0.000000,bpagen_
122,122,0.0000,0.946000,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,3.140000,1.000000,0.000000,2.000000,0.000000,bpagen_
123,123,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,3.330000,1.000000,0.000000,2.000000,0.000000,bpagen_
124,124,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,9.129920,1.000000,0.000000,2.000000,0.000000,bpagen_
125,125,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,1.580000,1.000000,0.000000,2.000000,0.000000,bpagen_
126,126,0.0000,0.986600,0.393000,0.320000,0.676000,0.500000,0.353000,0.255450,0.000000,3.630000,0.040000,0.000000,0.060000,6.122450,1.000000,0.100000,6.400000,0.000000,bpagen_
127,127,0.0000,0.946200,0.311100,0.212300,0.615000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.000000,0.030000,2.063600,1.000000,0.000000,2.000000,0.000000,bpagen_
128,128,0.0000,0.986600,0.393000,0.320000,0.676000,0.500000,0.353000,0.255450,0.000000,3.510000,0.040000,0.000000,0.060000,5.632000,1.000000,0.100000,6.900000,0.000000,bpagen_
129,129,0.0000,1.072000,0.298000,0.222000,0.771000,0.298000,0.202000,0.193700,0.000000,5.800000,0.022400,0.000000,0.040000,3.000000,1.000000,0.100000,8.000000,0.000000,bpagen_
130,130,0.0000,0.847000,0.278000,0.194000,0.622000,0.639000,0.216000,0.180700,0.000000,4.219000,0.034200,0.086000,0.030100,5.598640,1.000000,0.200000,7.000000,0.000000,bpagen_
131,131,0.0000,1.218000,0.245000,0.244000,0.691000,0.691000,0.690000,0.202215,0.000000,2.490000,0.080000,0.000000,0.030000,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
132,132,0.0000,1.222000,0.251000,0.167000,0.708000,0.708000,0.182000,0.202215,0.000000,2.690000,0.080000,0.072000,0.030000,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
133,133,0.0000,1.122000,0.251000,0.167000,0.708000,0.708000,0.182000,0.202215,0.000000,2.690000,0.080000,0.072000,0.030000,1.020000,1.000000,0.000000,2.000000,0.000000,bpagen_
134,134,0.0000,0.917000,0.276000,0.203000,0.680000,0.680000,0.214000,0.179400,0.000000,6.240000,0.100000,0.250000,0.253000,6.374790,1.000000,0.000000,2.000000,0.000000,bpagen_
135,135,0.0000,1.011000,0.191000,0.131000,1.012000,0.615000,0.221000,0.202215,0.000000,5.830000,0.826000,0.086000,0.030000,4.146110,1.000000,0.000000,2.000000,0.000000,bpagen_
136,136,0.0000,1.011000,0.191000,0.131000,1.012000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.086000,0.030000,4.146110,1.000000,0.000000,2.000000,0.000000,bpagen_
137,137,0.0000,1.011000,0.191000,0.131000,1.012000,0.615000,0.221000,0.202215,0.000000,5.830000,0.082600,0.086000,0.030000,4.146110,1.000000,0.000000,2.000000,0.000000,bpagen_
138,138,0.0000,1.011000,0.311100,0.212300,1.012000,0.615000,0.221000,0.202215,0.000000,5.830000,0.080000,0.086000,0.030000,4.146110,1.000000,0.000000,2.000000,0.000000,bpagen_
139,139,0.0000,1.700000,0.238000,0.188000,1.600000,0.396000,0.198000,0.188734,0.000000,5.880000,0.030000,1.000000,0.050000,5.333330,1.000000,0.200000,6.400000,0.000000,bpagen_
140,140,0.0000,1.700000,0.238000,0.188000,1.600000,0.396000,0.198000,0.188734,0.000000,5.880000,0.030000,1.000000,0.050000,5.333330,1.000000,0.100000,7.600000,0.000000,bpagen_
141,141,0.0000,1.700000,0.238000,0.103300,1.600000,0.396000,0.198000,0.188734,0.000000,2.880000,0.030000,1.000000,0.050000,5.333330,1.000000,0.200000,6.400000,0.000000,bpagen_
