ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
1917,1917,0,0.02,22,1,1,4,0.1,0.1,5.12,0.01,10,-10,0,1,5.085,-4.46,0.0344,0,0,99999,-99999,99999,-99999,1,1,30,0,0,0,0,0,0,_____-0.04__0_HOFO20171024
1918,1918,0,0.015,3.76,0,1,1,1,1,10.34,0.02,15,-15,0,1,10.4,-9.3,0.089,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,BYHOFO
1919,1919,-0.08,0.02,5,0,1,1,1,1,8.7,0.01,999,-999,0,1,8.4,-6.85,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1920,1920,0,0.02,22,1,1,4,1,1,5.11,0.01,10,-10,0,1,4.86,-4.84,0.0344,0,0,99999,-99999,99999,-99999,1,1,31,0,0,0,0,0,0,_____-0.04__0_HOFO20171024
1921,1921,-0.05,0.02,500,1,0.1,0.1,1,10,1,0.01,10,-10,0,1,6.23,-6.29,0.079,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1922,1922,-0.0746,0.02,1,1,0.01,0.01,1.2,9,480,0.015,10,-10,0,1,8.72,-7.85,0.111,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1923,1923,-0.025,0.02,50.6,1,1.5,12,0.06,0.06,8.31,0.01,999.9,-999.9,0,1,8,-6.3,0.074,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
1924,1924,-0.04,0.02,50.6,1,1.5,12,0.06,0.06,8.25,0.01,999.9,-999.9,0,1,7.79,-6.3,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
1925,1925,0,0.01,43.25,1,0.1,0.1,1.52,12.66,8.156,0.03,7.878,-7.06,0,0.01,7.87,-7,0.058,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1926,1926,0,0.02,1,1,0.1,0.1,1.4,10,500,0.02,10,-10,0,1,9.84,-8.9,0.087,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,BYHOFO
1927,1927,-0.08,0.02,4.82,0,1,1,1,1,7.5,0.01,999,-999,0,1,7.2,-5.72,0.065,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1928,1928,-0.03,0.02,500,1,1.62,13.5,0.01,0.01,1,0.01,10,-10,0,1,7.3,-5.64,0.0925,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1929,1929,-0.06,0.02,1,1,0.1,0.1,1.62,13.5,441.3,0.01,10.6,-9,0,1,10.6,-9.5,0.097,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1930,1930,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,8.36,-6.87,0.0945,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1931,1931,-0.05,0.02,1,0,3,1,0.01,0.01,21.5,0.03,8.06,-7.1,0,1,8.06,-7.1,0.0945,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1932,1932,-0.05,0.02,51.1,1,0.1,0.1,1,10,10.27,0.01,20,-20,0,1,9.41,-6.3,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,31_
1933,1933,-0.05,0.02,51.12,1,0.1,0.1,1,10,8.51,0.01,20,-20,0,1,8.16,-7.1,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,31_
1934,1934,-0.02,0.02,56.3,1,3,30,0.01,0.01,8.23,0.03,7.46,-5,0,1,7.46,-5,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1935,1935,-0.02,0.02,56.3,1,3,30,0.01,0.01,8.23,0.03,7.15,-4.9,0,1,7.15,-4.9,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1936,1936,-0.04,0.02,2.75,2.75,2.75,0,2.75,1,7.01,0.01,999,-999,0,0.01,6.04,-5.04,0.057,0,1,999,-999,999,-999,0,0,0,0,0,0,0,0,0,
1937,1937,0.06,0.02,1,1,0.2,0.016,1,25,307,0.01,5.323,-4.68,0,1,6,-5,0.102,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1938,1938,0.06,0.02,10,0,5,5,1,1,5.4,0.01,9.746,-6.75,0,1,9.75,-6.8,0.11,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1939,1939,-0.04,0.02,2.75,0,1,1,1,1,6.41,0.01,999,-999,0,0.01,5.45,-5.02,0.053,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1940,1940,0.08,0.02,357,1,1,10,0.1,0.1,1,0.03,999,-999,0,1,5.76,-4.6,0.037,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1941,1941,0,0.02,1,1,2,20,0.06,0.03,490.6,0.01,999,-999,0,0.01,5.05,-4,0.039,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1942,1942,-0.021,0.02,400,1,0.1,0.1,1,10,1,0.01,10,-10,0,1,7.86,-5.07,0.098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
1943,1943,-0.03,0.02,30,0,2,1,0.02,0.02,1,0.02,20,-20,0,1,4.6,-3.5,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,49,0,0,0,0,0,0,
1944,1944,0,0.01,1,1,1,1,10,1.2,50,0.36,999,-999,0.28,8.6,6.22,-4.62,0,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1945,1945,-0.025,0.02,7.5,3.75,7.5,0,3.75,0.033,5.97,0.03,6.6,-5.8,0,1,6.6,-5.8,0.07,0,1,6.6,-5.8,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1946,1946,-0.04,0.02,2.75,0,1,1,1,1,6.43,0.01,999,-999,0,1,6.21,-5.13,0.0572,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1947,1947,0.06,0.02,5,0,5,5,1,1,5.4,0.01,9.746,-6.75,0,1,9.75,-6.8,0.11,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1948,1948,0,0.02,547,1,0.1,0.083,1,10,1,0.01,999,-999,0,1,8,-7.2,0.106,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1949,1949,-0.04,0.02,30,0,2.333,1,1,1,0.878,0.01,999,-999,0,1,6.22,-5.35,0.0725,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1950,1950,-0.04,0.02,30,0,2.333,1,1,1,0.878,0.01,999,-999,0,1,6.17,-5.32,0.0725,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1951,1951,-0.04,0.02,30,0,2.333,1,1,1,0.878,0.01,999,-999,0,1,6.2,-5.43,0.0725,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1952,1952,-0.04,0.02,49,1,1,1,1,7.31,6.26,0.01,999,-999,0,0.01,5.91,-5.61,0.071,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1953,1953,0.06,0.02,1,1,0.2,0.032,1,10,240.2,0.01,5.323,-4.68,0,1,6,-5,0.102,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
1954,1954,-0.05,0.02,66.3,1,1,10,0.1,0.083,8,0.01,999,-999,0,1,7.95,-7.13,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1955,1955,0.08,0.02,60,1,1,10,0.1,0.1,7.35,0.01,999,-999,0,0.01,6.97,-5.63,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1956,1956,-0.084,0.02,3,0,1,1,1,1,7.03,0.01,999,-999,0,1,6.79,-5.62,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1957,1957,-0.07,0.02,2.75,2.75,2.75,0,2.75,0.01,6.46,0.01,999,-999,0,1,6.46,-5.2,0.057,0,1,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1958,1958,0,0.02,35.82,1,0.4,0.4,0.1,0.05,1,0.02,999,-999,0,1,9.41,-8.3,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1959,1959,-0.06,0.02,326,1,0.01,0.01,1,5.97,1,0.01,999,-999,0,1,7.41,-6.35,0.095,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1960,1960,-0.025,0.02,7.5,3.75,7.5,0,3.75,0.033,4.66,0.03,5,-5,0,1,5,-5,0.06,0,1,5,-5,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1961,1961,-0.03,0.02,1,1,1,10,0.1,0.1,423,0.01,999,-999,0,1,7.5,-6.8,0.1,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1962,1962,-0.08,0.02,61.875,1,2,20,0.03,0.03,8.01,0.01,7.7,-6.1,0,1,7.7,-6.1,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1963,1963,0,0.02,65.62,1,3,30,0.03,0.03,8,0.01,7.7,-6.1,0,1,7.7,-6.1,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1964,1964,-0.04,0.02,56.25,1,1.2,10,0.03,0.03,6.62,0.01,999,-999,0,1,5.78,-4.26,0.045,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1965,1965,-0.025,0.02,7.5,3.75,7.5,0,3.75,0.033,5.19,0.03,5.01,-4.49,0,1,5.01,-4.49,0.07,0,1,5.01,-4.49,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1966,1966,0.08,0.02,60,1,1,10,0.1,0.1,7.7,0.03,999,-999,0,1,7.47,-5.94,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1967,1967,-0.04,0.02,5,0,1,1,1,1,6.68,0.01,999,-999,0,0.01,6.45,-5.35,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1968,1968,0.08,0.02,346,1,1,10,0.1,0.1,1,0.03,99,-99,0,1,5.6,-4.44,0.037,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1969,1969,-0.05,0.02,84.38,1,2,20,0.1,0.1,6.92,0.01,999,-999,0,1,6.71,-5.3,0.082,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1970,1970,-0.04,0.02,56.25,1,1.2,10,0.03,0.03,8.9,0.01,999,-999,0,1,8.46,-6.82,0.119,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1971,1971,-0.04,0.02,93.75,1,2,20,0.06,0.03,5.65,0.01,999,-999,0,1,5.32,-4.33,0.039,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1972,1972,-0.02,0.02,7.5,3.75,7.5,0,3.75,0.033,3.38,0.03,6.6,-5.8,0,1,6.6,-5.8,0.07,0,1,6.6,-5.8,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1973,1973,0.08,0.02,60,1,1,10,0.1,0.1,6.88,0.01,999,-999,0,0.01,6.57,-5.27,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1974,1974,-0.04,0.02,5,0,1,1,1,1,6.68,0.01,999,-999,0,1,6.45,-5.35,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1975,1975,0.08,0.02,346,1,1,10,0.1,0.1,1,0.03,999,-999,0,1,5.6,-4.44,0.037,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1976,1976,-0.05,0.02,84.375,1,2,20,0.03,0.03,6.92,0.01,999,-999,0,1,6.53,-5.3,0.082,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1977,1977,-0.04,0.02,93.75,1,2,20,0.06,0.03,5.65,0.01,999,-999,0,1,5.45,-4.33,0.039,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1978,1978,-0.025,0.02,7.5,3.75,7.5,0,3.75,0.033,4,0.03,3.8,-3.46,0,1,5,-5,0.07,0,1,3.8,-3.46,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1979,1979,-0.05,0.02,20,0,3,1,0.01,0.01,1,0.01,10,-10,0,1,7.79,-6.06,0.0584,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
1980,1980,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.78,-5.39,0.0584,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1981,1981,-0.07,0.02,1,1,0.025,0.025,1.2,8.57,500,0.02,7.33,-6.23,0,1,7.33,-6.6,0.08,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1982,1982,-0.03,0.02,1,1,0.1,0.1,1.62,13.5,500,0.01,9.45,-8.03,0,0.2,9.45,-8.4,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1983,1983,0,0.02,29.86,1,0.8,7.619,0.02,0.021,7.279,0.01,6.82,-4.3,0,1,6.82,-4.3,0.086,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1984,1984,-0.05,0.02,1,1,0.1,0.1,1.62,13.5,554,0.01,8.71,-7.4,0,1,8.71,-7.8,0.098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1985,1985,-0.05,0.02,65.6,1,0.06,0.03,3,30,8.02,0.01,20,-20,0,1,6.27,-5.34,0.089,1,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1986,1986,0,0.02,1,1,3,30,0.1,0.04,23.4,0.01,35,-29.75,0,0.01,58.99,-52.89,0.179,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1987,1987,0,0.02,1,1,3,30,0.1,0.04,400,0.01,20,-20,0.01,0.01,35.45,-31.8,0.179,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1988,1988,-0.06,0.02,1,1,0.025,0.025,1,10,500,0.02,7.7,-6.55,0,1,7.7,-6.9,0.109,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1989,1989,-0.06,0.02,1,1,0.025,0.025,1,10,500,0.02,9.88,-8.4,0,1,7.87,-7.1,0.099,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1990,1990,-0.06,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.86,-5.54,0.0849,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1991,1991,0,0.02,3000,1,0.7,17.5,0.01,0.01,1,0.01,5.38,-5.38,0.001,0.01,5.38,-5.38,0.0682,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1992,1992,-0.02,0.02,488.4,1,1,10,0.1,0.1,1,0.01,8.87,-7.95,0,1,8.87,-7.95,0.1094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1993,1993,-0.02,0.02,1,1,0.1,0.1,1,10,488.4,0.01,8.87,-7.95,0,1,8.87,-7.54,0.1094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1994,1994,-0.03,0.02,1,1,0.1,0.1,1,10,458.5,0.01,8.32,-7.4,0,1,8.32,-7.8,0.099,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1995,1995,-0.05,0.02,23.8,0,2.8,1,1,1,1,0.01,10.24,-7.66,0,0.01,10.24,-7.66,0.0799,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1996,1996,-0.05,0.02,23.8,0,2.8,1,1,1,1,0.01,10.24,-9.01,0,0.01,10.24,-9.01,0.0799,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1997,1997,0,0.02,179.9,1,0.05,0.1,0.1,0.5,0.1,0.01,7.364,-6.259,0,1,7.364,-5.841,0.0553,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1998,1998,0,0.02,60,1,0.22,0.2,0.2,0.5,1.23,0.01,7.364,-6.259,0,0.01,7.364,-5.841,0.0553,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1999,1999,-0.04,0.02,1,1,0.1,0.1,1,8.33,485,0.01,8.96,-7.62,0,0.2,8.96,-7.6,0.105,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2000,2000,-0.06,0.02,41.1,1,0.822,8.22,2.8,1.5,6,0.01,10.43,-8.87,0,1,10.4,-8.9,0.092,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2001,2001,0.03,0.02,22,1,0.1,0.1,1,4,6.04,0.01,10,-10,0,0.1,5.99,-5.2,0.062,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2002,2002,0,0.02,1,1,0.01,0.01,0.6,5.5,150,0.01,4.639,-3.35,0,1,4.64,-3.4,0,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2003,2003,-0.025,0.02,1,1,0.1,0.1,1,10,484.8,0.01,10,-10,0,0.1,9.7,-9.5,0.102,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2004,2004,-0.025,0.02,1,1,0.1,0.1,1,10,485.7,0.01,10,-10,0,0.1,9.77,-3,0.102,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2005,2005,-0.03,0.02,22,1,0.1,0.1,1,4,5.12,0.01,10,-10,0,0.1,5.05,-4.4,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2006,2006,-0.03,0.02,44,1,0.1,0.1,1,4,4.83,0.01,10,-10,0,0.1,4.67,-4.4,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2007,2007,-0.025,0.02,412.7,1,0.1,0.1,1.61,13.42,1,0.01,10,-10,0,0.1,6.2,-5.8,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2008,2008,-0.025,0.02,1,1,0.1,0.1,1.61,13.42,473.5,0.01,10,-10,0,0.1,7.36,-6.3,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2009,2009,-0.025,0.0225,51,1,0.01,0.01,1,7.61,5.69,0.01,5.51,-4.94,0,0.01,5.51,-4.94,0.055,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2010,2010,-0.03,0.02,51,1,0.1,0.1,1,7.61,5.69,0.01,10,-10,0,0.1,5.51,-4.9,0.055,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2011,2011,-0.03,0.02,22,1,0.1,0.1,1,4,6.43,0.01,10,-10,0,0.1,6.25,-5.1,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2012,2012,-0.03,0.02,22,1,0.1,0.1,1,4,6.31,0.01,10,-10,0,0.1,5.99,-5.9,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2013,2013,-0.026,0.02,426,1,1,10,0.025,0.025,1,0.01,10,-10,0,0.1,8.02,-5.5,0.079,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2014,2014,-0.025,0.02,435,1,1,10,0.025,0.025,1,0.01,10,-10,0,0.1,7.64,-5.5,0.079,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2015,2015,0.03,0.01,60,20,60,0,20,0.1,1.1,0.01,10,-10,0,0.1,7.32,-6.4,0.068,0,1,6.65,-5.85,6.65,-5.85,0,0,0,0,0,0,0,0,0,
2016,2016,0.03,0.01,60,20,60,0,20,0.1,1.094,0.01,10,-10,0,0.1,7.27,-6.4,0.068,0,1,6.65,-5.85,6.65,-5.85,0,0,0,0,0,0,0,0,0,
2017,2017,0.03,0.01,60,20,60,0,20,0.1,1.1,0.01,10,-10,0,0.1,7.37,-6.5,0.068,0,1,6.65,-5.85,6.65,-5.85,0,0,0,0,0,0,0,0,0,
2018,2018,0.03,0.01,20,0,3,1,0.01,0.01,1.094,0.01,7.35,-6.53,0,0.01,7.35,-6.5,0.068,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2019,2019,-0.03,0.02,27,1,0.1,0.1,1,4.02,8.29,0.01,10,-10,0,0.1,7.73,-6.99,0.0714,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_27
2020,2020,-0.025,0.0117,60,20,60,0,20,0.1,1.147,0.01,20,-20,0,0.1,9.99,-8.8,0.092,0,1,8.71,-7.66,8.71,-7.66,0,0,0,0,0,0,0,0,0,
2021,2021,-0.025,0.0117,40,15,40,0,15,0.1,1.161,0.01,20,-20,0,0.1,10.1,-8.9,0.095,0,1,8.71,-7.66,8.71,-7.66,0,0,0,0,0,0,0,0,0,
2022,2022,-0.025,0.02,418.1,1,0.025,0.025,1,8.33,1,0.01,10,-10,0,1,7.93,-6.3,0.0713,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2023,2023,0.025,0.02,60,20,60,0,20,0.1,0.901,0.01,10,-10,0,0.1,7.05,-6.2,0.071,0,1,7.83,-6.88,7.83,-6.88,0,0,0,0,0,0,0,0,0,
2024,2024,0.025,0.02,60,20,60,0,20,0.1,0.936,0.01,10,-10,0,0.1,7.33,-6.5,0.071,0,1,7.83,-6.88,7.83,-6.88,0,0,0,0,0,0,0,0,0,
2025,2025,0.03,0.02,51,1,0.1,0.1,1,7.61,5.4,0.01,10,-10,0,0.1,5.26,-4.8,0.04,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
2026,2026,0,0.05,4,0,5,1,0.01,0.01,1,0.02,6.23,-4.62,0,1,6.23,-4.6,0,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2027,2027,0.03,0.02,51,1,0.1,0.1,1,7.61,5.51,0.01,10,-10,0,0.1,5.39,-4.7,0.04,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
2028,2028,-0.025,0.02,517,1,1,10,0.1,0.1,1,0.01,10,-10,0,0.1,9.1,-8.5,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_27
2029,2029,-0.025,0.02,5.22,0,1,1,0.1,0.1,7.68,0.01,10,-10,0,0.1,7.64,-6.1,0.059,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
2030,2030,-0.025,0.02,5.22,0,1,1,0.1,0.1,7.83,0.01,10,-10,0,0.1,7.72,-6.2,0.059,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
2031,2031,-0.025,0.02,5.22,0,1,1,0.1,0.1,8.069,0.01,10,-10,0,0.1,8.03,-6.4,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
2032,2032,-0.025,0.02,5.22,0,1,1,0.1,0.1,7.48,0.01,10,-10,0,0.1,7.41,-6.2,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
2033,2033,0,0.0162,45,0,14.85,14.85,0.1,0.1,1.068,0.01,10,-10,0,0.1,7.58,-4.5,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2034,2034,-0.03,0.02,43,1,0.1,0.1,1,6.41,5.52,0.01,10,-10,0,0.1,5.36,-5.1,0.063,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
2035,2035,-0.03,0.02,43,1,0.1,0.1,1,6.41,5.49,0.01,10,-10,0,0.1,5.32,-4.9,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
2036,2036,-0.025,0.02,450.2,1,0.025,0.0104,1,10,1,0.01,10,-10,0,0.1,7.82,-7.4,0.098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_27
2037,2037,-0.025,0.03631,454.4,1,0.025,0.0104,1,10,1,0.01,10,-10,0,0.1,8.02,-5.5,0.098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2038,2038,-0.025,0.02,112.8,0,20,20,0.51,1.966,2.04,0.029,20,-20,0,0.1,9.95,-1.3,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2039,2039,-0.025,0.02,112.8,0,20,20,0.51,1.966,2.04,0.029,20,-20,0,1,9.95,-1.3,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_28
2040,2040,-0.025,0.02,508,1,0.025,0.025,1,10,1,0.01,10,-10,0,0.01,9.6,-9.1,0.111,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_27
2041,2041,-0.025,0.02,504.3,1,0.025,0.025,1,10,1,0.01,10,-10,0,0.01,9.58,-8.8,0.111,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_27
2042,2042,-0.025,0.02,1,1,0.025,0.025,1,10,463.6,0.01,10,-10,0,0.01,8.8,-5.1,0.11,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
2043,2043,0,0.03,1,1,0.025,0.025,1,10,463.6,0.01,10,-10,0,0.01,8.97,-5.8,0.11,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
