ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
504,504,0,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,6.07,-3.13,0.063,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
505,505,0,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.26,-3.54,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
506,506,0,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.06,-3.45,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
507,507,-0.0105,0.02,500,1,1.5,10.71,0.1,0.1,1,0.01,10,-10,0,1,8.23,-5.85,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
508,508,-0.01049,0.02,500,1,1.5,10.71,0.1,0.1,1,0.01,10,-10,0,1,7.16,-6.7,0.09,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
509,509,-0.00408,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.25,-7.4,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#3
510,510,0,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.11,-7.27,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___02_
511,511,0,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.25,-7.4,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#3
512,512,0.00408,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.396,-7.527,0.0927,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
513,513,-0.0168,0.02,30,1,3,30,1,1,16.125,0.01,10,-10,0,1,6.9,-5.467,0.0942,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#5
514,514,-0.0169,0.02,30,1,3,30,1,1,15.07,0.01,10,-10,0,1,6.47,-5.5,0.0909,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,12__#6
515,515,-0.003948,0.02,20,0,2.5,1,0.1,0.1,1,0.01,10,-10,0,1,8.62,-5.89,0.0876,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#7
516,516,0,0.02,10,0,5,1,0.01,0.01,1,0.01,10,-10,0,0.01,8.05,-7.42,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___01_
517,517,-0.0097,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.96,-4.856,0.0898,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___01_
518,518,0,0.02,1,1,1,5.56,0.1,0.1,500,0.01,11,-9.35,0,1,8.155,-7.3,0.12,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#7
519,519,0.135,0.02,30,1,3,30,0.06,0.03,10.5,0.01,10,-10,0,1,5.14,-4.56,0.0577,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
520,520,0.135,0.02,30,1,3,30,0.06,0.03,10.5,0.01,10,-10,0,1,5.33,-4.4,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
521,521,0.135,0.02,30,1,3,30,0.06,0.03,10.37,0.01,10,-10,0,1,5.22,-4.35,0.056,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
522,522,0.135,0.02,30,1,3,30,0.06,0.03,10.24,0.01,10,-10,0,1,5.23,-4.31,0.056,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
523,523,0.135,0.02,30,1,3,30,0.06,0.03,10.31,0.01,10,-10,0,1,5.15,-4.47,0.056,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#5
524,524,-0.03,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.09,-3.33,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___01_
525,525,0,0.01,22,1,1,4,1,1,5.11,0.01,10,-10,0,1,5.16,-4.5,0.0413,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
526,526,-0.03,0.02,25,1,1,4,0.1,0.1,5.738,0.01,10,-10,0,1,5.59,-4.69,0.051,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#3
527,527,-0.03,0.01,22,1,1,4,1,1,5.5,0.01,10,-10,0,1,5.5,-5.03,0.0413,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
528,528,0,0.01,230,1,0.01,0.01,1,4,1,0.01,10,-10,0,1,6.14,-4.22,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___05_
529,529,0,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,8.46,-6.91,0.0559,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
530,530,0,0.01,1,1,1,6.41,1,1,163,0.01,10,-10,0,1,6.31,-4.995,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#7
531,531,0,0.01,1,1,1,6.41,1,1,147,0.01,10,-10,0,1,5.83,-4.78,0.0665,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#9
532,532,-0.004,0.02,500,1,2,16.67,0.1,0.1,1,0.01,10,-10,0,1,8.25,-7.4,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___01_
533,533,0,0.02,500,1,2,16.67,0.1,0.1,1,0.01,10,-10,0,1,8.25,-7.4,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
534,534,-0.132,0.02,22,1,1,4,1,1,5.891,0.01,10,-10,0,1,5.32,-4.59,0.074,0,0,9999,-9999,0,0,0,0,0,0,0,0,0,0,0,
535,535,0,0.01,200,1,1,4,1,1,1,0.01,10,-10,0,1,5.62,-4.29,0.0672,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#5
536,536,0,0.01,200,1,1,4,1,1,1,0.01,10,-10,0,1,5.95,-4.54,0.0693,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#6
537,537,-0.1214,0.02,400,1,0.1,0.1,1,10,1,0.01,10,-10,0,1,7.86,-5.07,0.098,0,0,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,0,0,_30_____
538,538,-0.071,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,10.83,-8.24,0.092,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
539,539,-0.071,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,10.61,-8.71,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
540,540,-0.071,0.02,10,0,5,1,0.1,0.1,1,0.01,10,-10,0,1,8.39,-3.52,0.074,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
541,541,-0.071,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,9,-8,0.074,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
542,542,-0.078,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,6.58,-5.9,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
543,543,-0.078,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,7.3,-3.5,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
544,544,-0.1,0.02,20,0,3,1,0.025,0.025,1,0.01,10,-10,0,1,8.63,-6.12,0.0936,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
545,545,-0.1,0.02,20,0,3,1,0.04,0.04,1,0.01,10,-10,0,1,9.42,-8.42,0.936,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
546,546,-0.1,0.02,20,0,3,1,0.1,0.1,1.35,0.01,10,-10,0,1,9.75,-6.62,0.09,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
547,547,-0.1,0.02,20,0,3,1,0.1,0.1,1.35,0.01,10,-10,0,1,9.8,-6.8,0.09,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
548,548,0,0.01,40,0,4,4,0.1,0.1,1,0.01,10,-10,0,1,6.49,-5.85,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
549,549,0,0.02,40,0,4,4,0.1,0.1,1,0.01,10,-10,0,1,6.63,-5.8,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
550,550,-0.0392,0.02,4.25,0,0.5,0.5,0.1,0.1,6.5,0.02,10,-10,0,1,3.8,-2.6,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
551,551,-0.052,0.02,1,1,1,8,0.15,0.05,367,0.01,9,-9,0,1,7.3,-6.5,0.082,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
552,552,-0.052,0.01,400,1,0.1,0.03,1,8,1,0.01,10,-10,0,1,7.53,-6.69,0.082,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
553,553,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.51,-6.8,0.089,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
554,554,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.94,-7.1,0.089,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
555,555,-0.075,0.02,500,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,6.51,-2.5,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
556,556,-0.075,0.02,500,1,2,14.29,0.1,0.1,1,0.01,10,-10,0,1,5.92,-5.3,0.073,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
557,557,-0.05,0.02,500,1,1,8.3,0.1,0.1,1,0.01,10,-10,0,1,8.44,-2.44,0.081,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
558,558,-0.05,0.02,500,1,1,8.3,0.1,0.1,1,0.01,10,-10,0,1,8.44,-2.73,0.081,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
559,559,-0.028,0.02,50,0,5,5,0.1,0.1,1,0.01,10,-10,0,1,7.33,-5.5,0.062,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
560,560,-0.028,0.02,50,0,5,5,0.01,0.01,1,0.01,10,-10,0,1,7.42,-5.4,0.062,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
561,561,0,0.02,50,0,5,5,0.1,0.1,1,0.02,10,-10,0,1,6.33,-3.94,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
562,562,0,0.02,50,0,5,5,0.1,0.1,1,0.02,10,-10,0,1,6.79,-4.3,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
563,563,-0.12,0.01,40,0,4,4,0.1,0.1,1,0.01,10,-10,0,1,6.49,-5.85,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
564,564,-0.12,0.02,40,0,4,4,0.1,0.1,1,0.01,10,-10,0,1,6.63,-5.8,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
565,565,-0.049,0.02,10,0,5,1,0.1,0.1,1,0.01,10,-10,0,1,9.31,-7.14,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
566,566,-0.049,0.02,10,0,5,1,0.1,0.1,1,0.01,10,-10,0,1,9.19,-7.51,0.104,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
567,567,0,0.02,30,1,3,30,0.06,0.03,20,0.01,10,-10,0,1,5.08,-3.77,0.059,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
568,568,0,0.02,30,1,3,30,0.06,0.03,20,0.01,10,-10,0,1,5.18,-3.84,0.059,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
569,569,0,0.02,30,1,3,30,0.06,0.03,20,0.01,10,-10,0,1,6.03,-4.83,0.0937,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
570,570,0,0.02,30,1,3,30,0.06,0.03,20,0.01,10,-10,0,1,5.96,-4.69,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
571,571,0,0.02,30,1,3,30,0.06,0.03,1,0.0033,10,-10,0,1,5.92,-5.03,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
572,572,0,0.02,30,1,3,30,0.06,0.03,1,0.01,10,-10,0,1,6.55,-5.13,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
573,573,-0.14,0.02,50,0,5,5,0.1,0.1,1,0.02,20,-20,0,1,8.77,-7.36,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
574,574,-0.14,0.02,50,0,5,5,0.1,0.1,1,0.01,10,-10,0,1,8.23,-7.03,0.081,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
575,575,0,0.02,1,0,3,3,0.3,0.1,50,0.05,10,-10,0,1,6.2,-6,0.139,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
576,576,-0.067,0.02,500,1,1,8.33,0.1,0.1,1,0.01,10,-10,0,1,8.45,-4.99,0.086,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
577,577,-0.06,0.02,500,1,1,8.33,0.1,0.1,1,0.01,10,-10,0,1,9.29,-8.32,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
578,578,-0.03,0.02,500,1,1,8.3,0.1,0.1,1,0.01,10,-10,0,1,7.82,-4.28,0.094,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
579,579,-0.075,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,7.68,-6.97,0.093,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
580,580,-0.0461,0.02,50,1,3,30,0.06,0.03,7.41,0.01,10,-10,0,1,6.54,-5.89,0.083,0,0,9999,-9999,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
581,581,-0.0461,0.02,50,1,3,30,0.06,0.03,7.69,0.01,10,-10,0,1,7.21,-5.73,0.066,1,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
582,582,-0.057,0.02,500,1,1,10,0.1,0.07,1,0.01,10,-10,0,1,8.46,-7.3,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
583,583,-0.25,0.02,400,1,1.4,7,0.1,0.1,1,0.01,10,-10,0,1,5,-4.43,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
584,584,-0.25,0.02,400,1,1.4,7,0.1,0.1,1,0.01,10,-10,0,1,4.9,-4.4,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
585,585,-0.25,0.02,400,1,1.4,7,0.1,0.1,1,0.01,10,-10,0,1,4.85,-4.3,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
586,586,-0.25,0.02,400,1,1.4,7,0.1,0.1,1,0.01,10,-10,0,1,5,-4.1,0.078,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
587,587,-0.018,0.02,500,1,1.26,10.5,0.1,0.1,1,0.01,10.29,-8.75,0,1,9.4,-4.3,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
588,588,-0.054,0.02,1,1,0.1,0.1,1.4,10,500,0.02,10,-10,0,1,9.84,-8.9,0.087,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
589,589,-0.05,0.02,500,1,1.52,12.67,0.1,0.1,1,0.01,10,-10,0,1,10.59,-9.34,0.101,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
590,590,-0.05,0.02,500,1,1.52,12.67,0.1,0.1,1,0.01,10,-10,0,1,9.62,-8.99,0.101,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_30_____
591,591,-0.07,0.02,50,0,5,5,0.1,0.1,1,0.02,10,-10,0,0.01,8.98,-6.73,0.087,0,0,99999,-9999,99999,-9999,0,0,0,0,0,0,0,0,0,
592,592,-0.07,0.02,50,0,5,5,0.1,0.1,1,0.02,10,-10,0,0.01,9.02,-6.65,0.087,0,0,99999,-9999,99999,-9999,0,0,0,0,0,0,0,0,0,
593,593,-0.08,0.02,60,0,5,5,1,1,1,0.04,10,-10,0,1,6.55,-4.94,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
594,594,-0.08,0.02,60,0,5,5,1,1,1,0.04,10,-10,0,1,6.72,-5.08,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
595,595,-0.077,0.02,56.25,1,3,30,0.03,0.03,10.2,0.01,10,-10,0,1,7.19,-5.71,0.1,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
596,596,-0.077,0.02,10,0,5,1,1,1,1,0.01,10,-10,0,1,7.19,-4.92,0.0976,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
597,597,0,0.02,400,1,1,8,0.02,0.02,1,0.01,10,-10,0,1,7.26,-3.11,0.0909,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
598,598,0,0.02,400,1,1,8,0.02,0.02,1,0.01,10,-10,0,1,7.27,-3.17,0.0909,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
599,599,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,9.15,-8.18,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
600,600,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.47,-7.51,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
601,601,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.14,-7.22,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
602,602,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.72,-7.15,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
603,603,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.29,-7.27,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#5
604,604,-0.077,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.39,-7.37,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#6
605,605,0,0.02,56.25,1,3,30,0.06,0.03,8.44,0.02,10,-10,0,1,7.29,-5.33,0.077,0,0,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,0,0,_30_____
606,606,-0.085,0.02,56.25,1,3,30,0.06,0.03,8.04,0.01,10,-10,0,1,6.67,-3.92,0.0716,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
607,607,0,0.02,0,0,60,0,20,0.01,1,0.02,9999,-999,0,1,999,-7.2,0.083,0,1,99999,-9999,99999,-9999,0,0,0,0,0,0,0,0,0,
608,608,-0.03,0.02,20,0,2.9832,1,0.0168,0.001,1,0.01,10,-10,0,1,8.11,-5,0.083,0,0,99999,-9999,99999,-9999,0,0,0,0,0,0,0,0,0,
609,609,0,0.02,20,0,3,1,0.1,0.1,1,0.02,10,-10,0,1,9.5,-7.7,0.083,0,0,99999,-9999,99999,-9999,0,0,0,0,0,0,0,0,0,
610,610,-0.03,0.02,4.41,0,1,1,0.1,0.1,7.63,0.01,10,-10,0,1,6.71,-6.87,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
611,611,-0.03,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,6.63,-4.23,0.074,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
612,612,0,0.02,4.8,0,2.9,2.9,0.01,0.01,20,0.01,10,-10,0,1,9.13,-7.42,0.0875,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
613,613,0,0.02,20,0,3,1,0.1,0.1,1.7,0.01,10,-10,0,1,6.79,-4.6,0.0488,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
614,614,-0.012,0.02,500,1,0.1,0.1,1.5,1.25,1,0.02,10,-10,0,1,6.55,-5.82,0.085,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#3
615,615,-0.05,0.02,500,1,1.26,10.5,0.1,0.1,1,0.01,10,-10,0,1,10.24,-9.18,0.1028,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#5
616,616,-0.0504,0.02,500,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,9.98,-8.96,0.1028,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
617,617,-0.04,0.02,32.7,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.2,-5.569,0.051,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
618,618,-0.04,0.02,32.7,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,3.733,-4.286,0.051,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
619,619,-0.03,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,7.64,-4.83,0.091,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
620,620,-0.04,0.02,20,0,5,1,0.00001,0.00001,1,0.01,9999,-9999,0,1,7,-5.41,0.09519,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,___#6
621,621,-0.07,0.02,500,1,1.4,10.77,0.1,0.1,1,0.01,10,-10,0,1,7,-5.41,0.09519,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,___#6
622,622,-0.07,0.02,500,1,1.4,10.77,0.1,0.1,1,0.01,10,-10,0,1,6.97,-2.1,0.09519,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,___#7
623,623,-0.0755,0.02,200,1,1,1,1,4.5,1,0.01,10,-10,0,1,4.54,-3.69,0.058,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
624,624,-0.0755,0.02,200,1,1,1,1,4.5,1,0.01,10,-10,0,1,4.91,-4.04,0.058,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
625,625,-0.0424,0.02,326.52,1,0.1,0.1,1,6.71,1,0.01,10,-10,0,1,6.8,-5.61,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
626,626,-0.0424,0.02,326.52,1,0.1,0.1,1,6.71,1,0.01,10,-10,0,1,6.23,-5.05,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
627,627,-0.05,0.02,20,0,3,1,1,1,1,0.01,10,-10,0,1,7.691,-5.656,0.0631,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
628,628,-0.05,0.02,20,0,3,1,1,1,1,0.01,10,-10,0,1,7.693,-5.538,0.0631,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
629,629,-0.04,0.02,200,1,0.1,0.1,1,4.47,1,0.01,10,-10,0,1,5.31,-4.24,0.1695,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
630,630,-0.04,0.02,200,1,0.1,0.1,1,4.47,1,0.01,10,-10,0,1,5.32,-4.29,0.1695,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
631,631,-0.04,0.02,500,1,1.2,10,0.025,0.025,1,0.01,10,-10,0,1,8.02,-6.32,0.0861,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
632,632,0,0.02,500,1,0.01,0.02,1.2,10,1,0.01,10,-10,0,1,6.93,-6.48,0.086,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
633,633,-0.007281,0.02,400,1,1,8,1,1,1,0.01,10,-10,0,1,8.02,-4.06,0.08927,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
634,634,-0.007282,0.02,400,1,1,8,1,1,1,0.01,10,-10,0,1,8.017,-6.72,0.08927,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
635,635,0,0.02,20,0,3.5,1,1,1,1,0.01,10,-10,0,1,7.53,-4.91,0.0829,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,__#1
636,636,0,0.02,40,0.000001,3.5,2,2,2,1,0.01,10,-10,0,1,7.10492,-5.47769,0.0829,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,__#2
637,637,-0.055,0.02,10,0,1.5,1.5,0.1,0.1,7.25,0.01,7.25,-6.43,0,1,7.1,-6.2,0.105,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_UD_14
