ID,Par_No,T1,TR1,DB1P,DB1N,MAX1,MIN1,Rti1,Rtd1,mode,T2,TR2,EP,DB2,MAX2,MIN2,Rti2,Rtd2,Kp1,Ki1,Kd1,Td1,Intmax1,Intmin1,Pidmax1,Pidmin1,NMC,NPA,T3,TR3,BP,DB3,MAX3,MIN3,Kp2,Ki2,Kd2,Td2,INTMAX2,INTMIN2,PIDMAX2,PIDMIN2,KW,wcp,wcn,Dbip,Dbin,Tdy1,Tdy2,Maxi,Mini,Kpi,Kii,Kdi,bpi,Kp,Kd,Ki,Intmax,Intmin,Pidmax,Pidmin,Tc,Topen,Tf,Tdy,VELC,VELO,PMAX,PMIN,Y1,Q1,Y2,Q2,Y3,Q3,A,B,Tw,Rti0,Rtd0,Dp1,Dp2,Tqm,Kp3,Ki3,Kd3,Td3,DBhp,T4,Note
29,29,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,50.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,18.520000,16.040000,0.020000,0.500000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.600000,0.600000,1.100000,1.100000,0.600000,0.500000,1.900000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
30,30,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,1.300000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.350000,1.350000,0.020000,0.500000,-0.155000,0.115000,1.100000,-0.030000,0.150000,0.150000,0.600000,0.900000,0.720000,1.100000,1.000000,0.500000,1.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
31,31,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,9.500000,14.074000,0.020000,0.500000,-1.000000,1.000000,1.100000,-0.030000,0.150000,0.150000,0.600000,0.900000,0.720000,1.100000,1.000000,0.500000,1.600000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
32,32,0.000000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.000000,0.020000,0.040000,0.000000,1.100000,-1.100000,5.000000,1.000000,0.000000,0.120000,1.100000,-1.100000,1.100000,-1.100000,1.400000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,9.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,14.090000,14.090000,0.010000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.490000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
33,33,0.020000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.145000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,13.440000,18.180000,0.150000,0.400000,-1.000000,0.530000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.490000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
34,34,0.020000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.130000,1.100000,-1.100000,1.100000,-1.100000,1.145000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,13.440000,18.180000,0.150000,0.400000,-1.000000,0.530000,1.100000,0.000000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.490000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
35,35,0.010000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.002000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,60.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,14.840000,14.840000,0.020000,0.010000,-1.000000,0.430000,1.100000,-1.000000,0.100000,0.100000,0.500000,0.260000,1.100000,1.100000,1.000000,0.500000,1.200000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
36,36,0.020000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.002000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,50.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,14.040000,14.040000,0.020000,0.500000,-1.000000,0.403000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.260000,1.100000,1.100000,1.000000,0.500000,1.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
37,37,0.020000,0.020000,0.000800,-0.000800,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.002000,0.040000,0.000100,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.130000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.400000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,55.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.800000,28.500000,0.010000,0.020000,-1.000000,1.000000,1.100000,-1.100000,0.300000,0.300000,0.500000,0.500000,1.080000,1.080000,1.000000,0.500000,1.600000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
38,38,0.010000,0.020000,0.000800,-0.000800,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.020000,0.020000,0.040000,0.000100,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.400000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,35.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,11.110000,33.330000,0.100000,0.100000,-1.000000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
39,39,0.010000,0.020000,0.000800,-0.000800,0.003600,-0.003600,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.200000,0.010000,-0.010000,0.004000,-0.004000,0.400000,9999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,10.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,29.670000,19.420000,0.030000,0.100000,-1.000000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.100000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
40,40,0.000000,0.020000,0.000800,-0.000800,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.020000,0.020000,0.040000,0.000100,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.400000,9999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,55.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.800000,28.500000,0.010000,0.020000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.700000,0.700000,1.100000,1.100000,1.000000,0.500000,1.600000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
41,41,0.000000,0.020000,0.000800,-0.000800,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,5.000000,1.000000,0.000000,0.100000,1.050000,-1.050000,1.000000,-1.000000,1.250000,0.010000,-0.010000,0.004000,-0.004000,0.400000,9999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,30.000000,0.000000,0.000000,1.050000,-1.050000,1.050000,-1.050000,9.260000,29.380000,0.020000,0.020000,-1.000000,1.000000,1.050000,-0.050000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
42,42,0.020000,0.020000,0.000800,-0.000800,0.002800,-0.002800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.500000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,0.980000,0.010000,-0.010000,0.004000,-0.004000,0.600000,999.000000,9999.000000,-9999.000000,4.000000,0.300000,1.000000,0.010000,35.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.170000,10.170000,0.000000,0.100000,-1.000000,0.800000,1.100000,-1.100000,0.100000,0.100000,0.411548,0.500000,1.000000,1.100000,1.000000,0.500000,0.350000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
43,43,0.020000,0.020000,0.000800,-0.000800,0.002800,-0.002800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.500000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,0.980000,0.010000,-0.010000,0.004000,-0.004000,0.600000,999.000000,9999.000000,-9999.000000,4.000000,0.300000,1.000000,0.010000,58.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.840000,10.840000,0.020000,0.050000,-1.000000,0.800000,1.100000,-1.100000,0.100000,0.100000,0.650633,0.500000,1.000000,1.100000,1.000000,0.500000,0.210000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
44,44,0.020000,0.020000,0.000800,-0.000800,0.002800,-0.002800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.500000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,0.980000,0.010000,-0.010000,0.004000,-0.004000,0.600000,999.000000,9999.000000,-9999.000000,4.000000,0.300000,1.000000,0.010000,37.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.730000,10.730000,0.000000,0.100000,-1.000000,0.860000,1.100000,-1.100000,0.100000,0.100000,0.664390,0.500000,1.000000,1.100000,1.000000,0.500000,0.130000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
45,45,0.020000,0.020000,0.000800,-0.000800,0.002800,-0.002800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.500000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,0.980000,0.010000,-0.010000,0.004000,-0.004000,0.600000,999.000000,9999.000000,-9999.000000,4.000000,0.300000,1.000000,0.010000,46.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.920000,18.890000,0.000000,0.100000,-1.000000,0.800000,1.100000,-1.100000,0.100000,0.100000,0.638864,0.500000,1.000000,1.100000,1.000000,0.500000,0.140000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
46,46,0.001000,0.020000,0.000700,-0.000700,0.002400,-0.002400,999.990000,-999.900000,2,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,10.000000,5.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-1.000000,1.500000,0.010000,-0.010000,0.002000,-0.002000,0.050000,9999.000000,9999.900000,-9999.900000,2.000000,0.200000,0.200000,0.000000,60.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,15.470000,15.470000,0.020000,0.010000,-0.980000,1.000000,1.000000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.000000,1.000000,1.000000,0.800000,1.200000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.000000,0.000000,___1-2017
47,47,0.001000,0.020000,0.000700,-0.000700,0.002400,-0.002400,999.990000,-999.900000,2,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,10.000000,5.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-1.000000,1.500000,0.010000,-0.010000,0.002000,-0.002000,0.050000,9999.000000,9999.900000,-9999.900000,2.000000,0.200000,0.200000,0.000000,60.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,15.970000,15.970000,0.020000,0.010000,-0.900000,1.030000,1.000000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.000000,1.000000,1.000000,0.800000,1.200000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.000000,0.000000,___2-2017
48,48,0.020000,0.020000,0.000600,-0.000600,0.002600,-0.002600,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,6.000000,10.000000,0.500000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,9999.900000,38.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,10.510000,15.600000,0.020000,0.400000,-1.000000,0.750000,1.100000,-1.100000,0.200000,0.200000,0.730493,0.797391,1.000000,1.100000,0.100000,1.500000,0.800000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,GO1_  2_
49,49,0.020000,0.020000,0.000600,-0.000600,0.002680,-0.002680,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,6.000000,8.000000,0.500000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,9999.900000,50.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,11.930000,18.490000,0.020000,0.950000,-1.000000,1.000000,1.100000,-1.100000,0.200000,0.200000,0.724546,0.769220,1.000000,1.100000,0.100000,1.500000,0.700000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,GO1_  2_
50,50,0.010000,0.020000,0.000800,-0.000800,0.002280,-0.002280,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.000000,0.800000,0.000000,0.075000,1.100000,-1.100000,1.100000,-1.100000,0.910000,0.010000,-0.010000,0.000800,-0.000800,0.500000,9999.000000,9999.000000,-9999.000000,3.000000,0.320000,0.007500,0.010000,15.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,9.860000,9.860000,0.010000,0.020000,-1.000000,1.000000,1.020000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.020000,1.020000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
51,51,0.010000,0.020000,0.000800,-0.000800,0.002120,-0.002120,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.000000,0.800000,0.000000,0.043000,1.100000,-1.100000,1.100000,-1.100000,1.500000,0.010000,-0.010000,0.000800,-0.000800,0.500000,9999.000000,9999.000000,-9999.000000,3.000000,0.320000,0.007500,0.010000,18.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,10.900000,10.900000,0.010000,0.020000,-1.000000,1.000000,1.020000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.020000,1.020000,1.000000,0.500000,2.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
52,52,0.010000,0.020000,0.000800,-0.000800,0.001940,-0.001940,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,3.000000,0.800000,0.000000,0.048000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000800,-0.000800,0.500000,9999.000000,9999.000000,-9999.000000,3.000000,0.320000,0.007500,0.010000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,5.190000,5.190000,0.010000,0.020000,-1.000000,1.000000,1.020000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.020000,1.020000,1.000000,0.500000,2.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
53,53,0.010000,0.020000,0.000800,-0.000800,0.002120,-0.002120,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,3.500000,0.800000,0.000000,0.049000,1.100000,-1.100000,1.100000,-1.100000,1.250000,0.010000,-0.010000,0.000800,-0.000800,0.500000,9999.000000,9999.000000,-9999.000000,3.000000,0.320000,0.007500,0.010000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,11.190000,11.190000,0.010000,0.020000,-1.000000,1.000000,1.100000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
54,54,0.000000,0.020000,0.000800,-0.000800,0.002000,-0.002000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.100000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.850000,0.960000,0.000000,0.300000,1.100000,-1.100000,1.100000,-1.100000,1.600000,0.010000,-0.010000,0.000000,0.000000,0.300000,9999.000000,9999.000000,-9999.000000,2.476000,0.251000,0.577000,0.010000,35.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,11.530000,19.270000,0.100000,0.250000,-0.550000,0.800000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.900000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
55,55,0.020000,0.020000,0.000800,-0.000800,0.002000,-0.002000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.850000,0.960000,0.000000,0.300000,1.100000,-1.100000,1.100000,-1.100000,1.500000,0.010000,-0.010000,0.000000,0.000000,0.300000,9999.000000,9999.000000,-9999.000000,3.890000,0.890000,3.330000,0.010000,25.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,12.500000,20.800000,0.010000,0.000000,-1.000000,0.403000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,______
56,56,0.020000,0.020000,0.000600,-0.000600,0.002000,-0.002000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.850000,0.960000,0.000000,0.300000,1.100000,-1.100000,1.100000,-1.100000,1.500000,0.010000,-0.010000,0.000000,0.000000,0.300000,9999.000000,9999.000000,-9999.000000,2.130000,0.210000,2.000000,0.010000,25.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,12.500000,20.400000,0.010000,0.000000,-1.000000,0.403000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,______
