ID,Par_No,T1,TR1,DB1P,DB1N,MAX1,MIN1,Rti1,Rtd1,mode,T2,TR2,EP,DB2,MAX2,MIN2,Rti2,Rtd2,Kp1,Ki1,Kd1,Td1,Intmax1,Intmin1,Pidmax1,Pidmin1,NMC,NPA,T3,TR3,BP,DB3,MAX3,MIN3,Kp2,Ki2,Kd2,Td2,INTMAX2,INTMIN2,PIDMAX2,PIDMIN2,KW,wcp,wcn,Dbip,Dbin,Tdy1,Tdy2,Maxi,Mini,Kpi,Kii,Kdi,bpi,Kp,Kd,Ki,Intmax,Intmin,Pidmax,Pidmin,Tc,Topen,Tf,Tdy,VELC,VELO,PMAX,PMIN,Y1,Q1,Y2,Q2,Y3,Q3,A,B,Tw,Rti0,Rtd0,Dp1,Dp2,Tqm,Kp3,Ki3,Kd3,Td3,DBhp,T4,Note
156,156,0.020000,0.100000,0.000800,-0.000800,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.400000,0.100000,0.029000,0.000000,1.100000,-1.100000,8.000000,9.000000,0.000000,0.450000,1.100000,-1.100000,1.100000,-1.100000,1.400000,9999.000000,-9999.000000,9999.000000,-9999.000000,9999.000000,9999.000000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.260000,0.250000,0.020000,0.960000,-0.021700,0.012400,1.100000,-0.050000,0.200000,0.200000,0.700000,0.700000,1.100000,1.100000,0.500000,0.700000,1.600000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_____2018.7.9______XDY/FW-SD-22-02-2016_________
157,157,0.020000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.020000,0.020000,0.030000,0.000000,9999.000000,-9999.000000,10.000000,9.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.200000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,9.870000,9.870000,0.020000,0.240000,-1.000000,0.477000,1.100000,-0.030000,0.100000,0.100000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,1.600000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
158,158,0.020000,0.350000,0.001000,-0.001000,0.040000,-0.040000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.020000,0.020000,0.030000,0.000000,9999.000000,-9999.000000,15.000000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.260000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,6.670000,6.670000,0.150000,0.250000,-0.938000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,1.200000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
159,159,0.020000,0.600000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.020000,0.020000,0.030000,0.000000,9999.000000,-9999.000000,15.000000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.404000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,6.360000,6.360000,0.120000,0.160000,-0.952000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.800000,1.800000,1.100000,1.100000,1.000000,0.500000,1.000000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
160,160,0.020000,0.020000,0.000800,-0.000800,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,10.000000,11.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.710000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,4.830000,4.830000,0.020000,0.100000,-1.000000,0.337000,1.100000,-0.030000,0.100000,0.100000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,0.420000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
161,161,0.020000,0.020000,0.000800,-0.000800,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,10.000000,12.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,1.800000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,6.900000,6.900000,0.020000,0.100000,-1.000000,0.450000,1.050000,-0.030000,0.100000,0.100000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,0.600000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
162,162,0.020000,0.100000,0.000800,-0.000800,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.170000,0.020000,0.030000,0.000000,1.100000,-1.100000,8.500000,9.030000,0.000000,0.450000,1.100000,-1.100000,1.100000,-1.100000,1.323000,0.010000,-0.010000,0.002000,-0.002000,0.000000,60.000000,9999.000000,-9999.000000,5.000000,0.300000,2.500000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.450000,0.320000,0.020000,0.500000,-0.033200,0.012100,1.000000,-0.050000,0.200000,0.200000,0.700000,0.700000,1.100000,1.100000,0.850000,0.700000,1.450000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_____2018.7.9______XDY/FW-SD-20-02-2016_
163,163,0.050000,0.100000,0.001000,-0.001000,999.000000,-999.000000,999.000000,-999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.180000,0.020000,0.040000,0.000000,1.100000,-1.100000,7.200000,2.100000,0.200000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.500000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.000000,60.000000,9999.900000,-9999.900000,3.000000,0.500000,2.500000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.800000,0.800000,0.020000,0.380000,-0.011360,0.065580,1.000000,-0.050000,0.300000,0.300000,0.500000,0.500000,1.000000,1.000000,0.650000,0.350000,1.350000,999.000000,-999.000000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140000,___G1
164,164,0.020000,0.020000,0.001000,-0.001000,999.000000,-999.000000,999.000000,-999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.180000,0.020000,0.026000,0.000000,1.100000,-1.100000,4.500000,5.000000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.470000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.000000,60.000000,9999.900000,-9999.900000,3.000000,0.500000,2.500000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.100000,0.260000,0.020000,0.600000,-0.014200,0.012140,1.000000,-0.050000,0.300000,0.300000,0.500000,0.500000,1.000000,1.000000,0.620000,0.300000,1.350000,999.000000,-999.000000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,___G2
165,165,0.050000,0.100000,0.000800,-0.000800,999.000000,-999.000000,999.000000,-999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.038000,0.000000,1.100000,-1.100000,4.200000,4.400000,0.200000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.500000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.000000,60.000000,9999.900000,-9999.900000,3.000000,0.500000,2.500000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.135000,0.135000,0.020000,0.480000,-0.019200,0.012800,1.000000,-0.050000,0.300000,0.300000,0.500000,0.500000,1.000000,1.000000,0.750000,0.550000,1.850000,999.000000,-999.000000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,___G3
166,166,0.020000,0.100000,0.000900,-0.000900,999.000000,-999.000000,999.000000,-999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.180000,0.020000,0.030000,0.000000,1.100000,-1.100000,7.500000,9.000000,0.000000,0.450000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.002000,-0.002000,0.000000,60.000000,9999.900000,-9999.900000,2.800000,0.400000,3.450000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.650000,0.820000,0.020000,0.660000,-0.099300,0.038500,1.100000,-0.050000,0.390000,0.300000,0.640000,0.700000,0.915000,1.100000,0.630000,0.480000,3.500000,999.000000,-999.000000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,___G1
167,167,0.070000,0.100000,0.000800,-0.000800,1.000000,-1.000000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.300000,0.020000,0.030000,0.000000,1.100000,-1.100000,6.960000,7.970000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.002000,-0.002000,0.000000,60.000000,9999.000000,-9999.000000,2.800000,0.450000,3.450000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.380000,0.450000,0.020000,0.460000,-0.057800,0.028600,1.100000,-0.050000,0.189000,0.300000,0.460000,0.730000,0.650000,1.100000,0.600000,0.450000,3.450000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_____2018.7.9______XDY/FW-148-02-2015_
168,168,0.020000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.020000,0.020000,0.030000,0.000000,9999.000000,-9999.000000,12.000000,10.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.420000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,11.200000,11.200000,0.020000,0.100000,-1.000000,0.735000,1.100000,-0.030000,0.100000,0.100000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,0.600000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,
169,169,0.050000,0.100000,0.000700,-0.000700,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.180000,0.020000,0.040000,0.000000,1.100000,-1.100000,8.030000,8.960000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.560000,0.010000,-0.010000,0.002000,-0.002000,0.000000,60.000000,9999.000000,-9999.000000,3.000000,0.500000,2.500000,0.020000,1.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.500000,0.280000,0.020000,0.650000,-0.039000,0.012400,1.000000,-0.050000,0.120000,0.120000,0.770000,0.770000,1.000000,1.000000,0.800000,0.600000,1.500000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_____2018.7.9______XDY/FW-SD-19-02-2016_
170,170,0.020000,0.020000,0.008000,-0.008000,0.020000,-0.020000,999.990000,-999.900000,2,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.020000,0.020000,0.124000,0.000000,9999.900000,-9999.900000,0.495000,0.024900,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.000000,0.866000,0.016000,-0.016000,0.010000,-0.010000,3.050000,10.100000,9999.900000,-9999.900000,0.495000,0.016600,0.165000,0.124000,59.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,30.000000,30.000000,0.080000,0.400000,-0.245000,0.210000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.000000,1.000000,1.000000,0.800000,0.020000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.020000,0.010000,____1-2017
171,171,0.020000,0.020000,0.008000,-0.008000,0.020000,-0.020000,999.990000,-999.900000,2,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.020000,0.020000,0.124000,0.000000,9999.900000,-9999.900000,0.495000,0.024900,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.000000,0.866000,0.016000,-0.016000,0.010000,-0.010000,3.050000,10.100000,9999.900000,-9999.900000,0.330000,0.016600,0.165000,0.124000,62.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,30.000000,30.000000,0.080000,0.400000,-0.245000,0.210000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.100000,1.100000,1.000000,0.800000,0.020000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.020000,0.010000,____2-2017
172,172,0.060000,0.100000,0.000800,-0.000800,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.300000,0.020000,0.030000,0.000000,1.000000,-1.000000,8.000000,9.000000,0.000000,0.100000,1.100000,-1.100000,1.000000,-1.000000,1.649000,0.010000,-0.010000,0.002000,-0.002000,0.200000,60.000000,9999.000000,-9999.000000,3.000000,0.300000,2.500000,0.020000,1.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.400000,0.200000,0.020000,0.600000,-0.031600,0.009300,1.000000,-0.050000,0.290000,0.290000,0.790000,0.790000,1.000000,1.000000,0.710000,0.880000,1.550000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_____2018.7.11______XDY/FW-SD-57-02-2016
173,173,0.010000,0.020000,0.004000,-0.004000,0.008000,-0.008000,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.010000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.100000,9999.000000,-9999.900000,9999.900000,-9999.900000,1.630000,0.012000,-0.012000,0.014000,-0.006000,0.600000,20.000000,9999.000000,-9999.000000,2.000000,0.300000,0.350000,0.020000,15.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.960000,10.960000,0.020000,0.100000,-1.000000,0.500000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,0.100000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
174,174,0.010000,0.020000,0.004000,-0.004000,0.008000,-0.008000,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.010000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.100000,9999.000000,-9999.900000,9999.900000,-9999.900000,1.710000,0.012000,-0.012000,0.014000,-0.006000,0.600000,20.000000,9999.000000,-9999.000000,2.000000,0.300000,0.350000,0.020000,14.600000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,10.940000,10.940000,0.020000,0.100000,-1.000000,0.530000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,0.300000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,
175,175,0.020000,0.020000,0.006000,-0.006000,0.004800,-0.004800,1.100000,-1.100000,2,0.800000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,10.000000,15.000000,0.000000,0.060000,1.000000,-1.000000,1.000000,-1.000000,2.100000,0.010000,-0.010000,0.010000,-0.010000,0.500000,5.000000,0.006000,-0.006000,5.000000,0.400000,3.200000,0.040000,25.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,12.800000,13.400000,0.020000,0.000000,-1.000000,1.000000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,0.800000,0.500000,0.200000,1.100000,-1.100000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.000000,__#1
176,176,0.020000,0.020000,0.006000,-0.006000,0.004800,-0.004800,1.000000,-1.000000,2,0.800000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,10.000000,15.000000,0.000000,0.060000,1.000000,-1.000000,1.000000,-1.000000,2.100000,0.010000,-0.010000,0.010000,-0.010000,0.500000,5.000000,0.006000,-0.006000,5.000000,0.400000,3.200000,0.040000,25.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,14.700000,15.100000,0.020000,0.000000,-1.000000,1.000000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,0.800000,0.500000,0.200000,1.100000,-1.100000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.000000,__#2
177,177,0.020000,0.020000,0.006000,-0.006000,0.004000,-0.004000,1.000000,-1.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,0.600000,0.000000,0.010000,1.100000,-1.100000,1.100000,-1.100000,1.700000,0.012000,-0.008000,0.000000,0.000000,0.500000,5.000000,9999.900000,-9999.900000,2.200000,0.060000,1.100000,0.020000,35.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.830000,6.070000,0.020000,0.100000,-1.000000,1.000000,1.050000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.200000,1.100000,-1.100000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,___#3
178,178,0.020000,0.020000,0.000600,-0.000600,0.002360,-0.002420,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.200000,0.000000,0.040000,0.000000,9999.900000,-9999.900000,6.000000,4.000000,1.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,999.000000,-999.000000,0.000000,0.000000,0.500000,0.000000,9999.900000,-9999.900000,3.000000,0.200000,0.400000,0.040000,35.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,10.170000,10.170000,0.000000,0.100000,-1.000000,0.800000,1.100000,-1.100000,0.100000,0.100000,0.411548,0.500000,1.000000,1.100000,1.000000,0.500000,0.350000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
179,179,0.020000,0.020000,0.000600,-0.000600,0.002384,-0.002404,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.200000,0.000000,0.040000,0.000000,9999.900000,-9999.900000,6.000000,4.000000,1.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,999.000000,-999.000000,0.000000,0.000000,0.500000,0.000000,9999.900000,-9999.900000,3.000000,0.200000,0.400000,0.040000,58.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,10.840000,10.840000,0.020000,0.050000,-1.000000,0.800000,1.100000,-1.100000,0.100000,0.100000,0.650633,0.500000,1.000000,1.100000,1.000000,0.500000,0.210000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
180,180,0.000000,0.020000,0.006000,-0.006000,0.004000,-0.004000,9999.000000,-9999.000000,2,1.200000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.200000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.100000,-0.100000,0.000000,0.000000,1.000000,10.000000,0.004000,-0.004000,2.000000,2.000000,0.000000,0.040000,120.000000,0.000000,0.000000,0.100000,-0.100000,1.100000,-1.100000,36.820000,71.550000,0.020000,0.000000,-1.000000,1.000000,1.100000,0.000000,0.150000,0.300000,0.400000,0.800000,0.554000,1.050000,1.000000,0.500000,0.020000,9999.000000,-9999.000000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.000000,__#3
181,181,0.000000,0.020000,0.004000,-0.004000,9999.000000,-9999.000000,1.000000,-1.000000,2,0.800000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.400000,0.000000,0.010000,1.100000,-1.100000,1.100000,-1.100000,1.667000,0.010000,-0.010000,0.002000,-0.002000,1.000000,10.000000,9999.000000,-9999.000000,1.800000,0.300000,2.000000,0.010000,80.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,30.000000,48.400000,0.020000,0.100000,-1.000000,0.970000,1.050000,-0.003000,0.175000,0.110000,0.740000,0.800000,1.000000,1.050000,1.000000,0.500000,0.020000,1.100000,-1.100000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.200000,__#1
182,182,0.000000,0.020000,0.004000,-0.004000,9999.000000,-9999.000000,1.000000,-1.000000,2,0.800000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.400000,0.000000,0.010000,1.100000,-1.100000,1.100000,-1.100000,1.667000,0.010000,-0.010000,0.002000,-0.002000,1.000000,10.000000,9999.000000,-9999.000000,1.800000,0.300000,2.000000,0.010000,85.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,39.000000,58.800000,0.020000,0.100000,-1.000000,0.880000,1.050000,-0.003000,0.150000,0.110000,0.750000,0.800000,1.000000,1.050000,1.000000,0.500000,0.020000,1.100000,-1.100000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.200000,__#2
183,183,0.020000,0.020000,0.000800,-0.000800,0.002600,-0.002600,0.004800,-0.008000,2,0.800000,0.300000,0.030000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.200000,0.100000,0.000000,0.060000,1.100000,-1.100000,1.100000,-1.100000,2,1,1.300000,0.020000,0.004000,0.000000,9999.900000,-9999.900000,5.000000,8.000000,0.001000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,999.000000,-999.000000,0.000000,0.000000,0.300000,9999.000000,9999.000000,-9999.000000,2.000000,0.200000,0.200000,0.040000,7.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,14.500000,24.000000,0.020000,0.000000,-0.580000,1.000000,1.000000,-0.030000,0.300000,0.400000,0.590000,0.770000,0.900000,1.100000,1.000000,0.500000,0.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
