ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
438,438,0.000000,0.020000,6.000000,0.000000,1.500000,1.000000,0.010000,0.010000,4.400000,0.010000,10.000000,-10.000000,0.000000,1.000000,3.530000,-1.940000,0.063000,0,0,9999.900000,-9999.900391,9999.900391,-9999.900391,0,0,0,0,0,0,0,0,0,___#2
439,439,0.000000,0.010000,6.000000,0.000000,1.000000,1.000000,0.100000,0.100000,6.370000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.950000,-2.990000,0.082000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#3
440,440,0.000000,0.010000,56.250000,1.000000,3.000000,30.000000,0.060000,0.030000,5.120000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.950000,-2.820000,0.072800,0,0,9999.900000,9999.900000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,_30_____
441,441,0.000000,0.020000,6.000000,0.000000,1.000000,1.000000,0.100000,0.100000,5.250000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.910000,-2.480000,0.072000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#5
442,442,0.000000,0.020000,75.000000,1.000000,3.000000,20.000000,0.060000,0.030000,5.520000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.100000,-2.910000,0.071700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#6
443,443,0.000000,0.020000,20.000000,0.000000,3.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.000000,-2.310000,0.064000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#7
444,444,0.000000,0.020000,500.000000,1.000000,1.500000,12.500000,0.100000,0.100000,1.000000,0.020000,10.000000,-8.500000,0.000000,1.000000,6.590000,-5.010000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___1
445,445,0.000000,0.020000,500.000000,1.000000,1.500000,12.500000,0.100000,0.100000,1.000000,0.020000,10.000000,-8.500000,0.000000,1.000000,6.670000,-5.970000,0.094000,0,0,1000000.000000,-1000000.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000
446,446,0.000000,0.020000,500.000000,1.000000,1.500000,12.500000,0.100000,0.100000,1.000000,0.020000,10.000000,-8.500000,0.000000,1.000000,6.610000,-5.970000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#3
447,447,-0.050000,0.020000,500.000000,1.000000,0.100000,0.100000,1.000000,10.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.780000,-7.990000,0.084000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
448,448,-0.050000,0.020000,500.000000,1.000000,0.100000,0.100000,1.000000,10.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.750000,-8.040000,0.084000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
449,449,-0.077300,0.020000,1.000000,0.000000,3.000000,1.000000,0.100000,0.100000,20.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.380000,-4.000000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,_30_____
450,450,-0.077300,0.020000,60.000000,0.000000,3.000000,3.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.340000,-4.000000,0.085000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
451,451,-0.051500,0.020000,1.000000,0.000000,3.000000,1.000000,0.100000,0.100000,20.000000,0.020000,12.000000,-12.000000,0.000000,0.010000,6.360000,-4.400000,0.065000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
452,452,0.000000,0.020000,1.000000,0.000000,1.160000,1.000000,0.100000,0.100000,32.700001,0.003000,10.000000,-10.000000,0.000000,1.000000,6.500000,-4.000000,0.060000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#5_6
453,453,-0.020000,0.010000,5.033000,0.000000,1.000000,1.000000,1.000000,1.000000,7.790000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.650000,-6.000000,0.091000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
454,454,0.000000,0.010000,5.000000,0.000000,1.000000,1.000000,1.000000,1.000000,7.830000,0.010000,9.000000,-9.000000,0.000000,1.000000,7.780000,-6.830000,0.092000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
455,455,0.000000,0.020000,5.000000,0.000000,1.000000,1.000000,1.000000,1.000000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.180000,-7.000000,0.100000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
456,456,-0.020000,0.020000,5.000000,0.000000,1.000000,1.000000,1.000000,1.000000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.450000,-6.800000,0.101000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
457,457,-0.014700,0.020000,5.000000,0.000000,1.000000,1.000000,1.000000,1.000000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.450000,-6.800000,0.101000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
458,458,-0.030000,0.020000,5.460000,0.000000,1.000000,1.000000,1.000000,1.000000,8.610000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.890000,-6.700000,0.090800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
459,459,-0.040000,0.020000,55.000000,0.000000,3.000000,3.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.990000,-4.770000,0.080000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,31_
460,460,-0.040000,0.020000,55.000000,0.000000,3.000000,3.000000,0.100000,0.100000,55.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.800000,-4.690000,0.080000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,31_
461,461,-0.040000,0.020000,55.000000,0.000000,3.000000,3.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.870000,-4.680000,0.080000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,31_
462,462,0.000000,0.020000,1.000000,1.000000,1.000000,1.000000,1.200000,10.000000,500.000000,0.020000,10.000000,-10.000000,0.000000,1.000000,6.280000,-4.600000,0.074000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
463,463,-0.009500,0.020000,500.000000,1.000000,1.520000,12.670000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.820000,-5.430000,0.071800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
464,464,0.000000,0.020000,15.670000,0.000000,5.310000,1.000000,0.020000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.640000,-4.270000,0.006000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
465,465,0.000000,0.020000,12.280000,0.000000,5.310000,1.000000,0.020000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.310000,-4.230000,0.061000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
466,466,0.000000,0.020000,17.870001,0.000000,5.310000,1.000000,0.020000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.150000,-5.460000,0.077000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
467,467,0.000000,0.010000,49.000000,1.000000,1.000000,7.310000,1.000000,1.000000,6.720000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.450000,-5.630000,0.064000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#4
468,468,0.000000,0.020000,158.600000,1.000000,1.000000,4.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.100000,-6.180000,0.064000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
469,469,0.000000,0.020000,258.500000,1.000000,1.000000,7.010000,0.100000,0.100000,1.000000,0.020000,10.000000,-10.000000,0.000000,1.000000,6.620000,-5.160000,0.056800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#6
470,470,-0.007700,0.020000,60.000000,0.000000,2.800000,2.800000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.693000,-4.655000,0.084200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
471,471,-0.007700,0.020000,60.000000,0.000000,2.800000,2.800000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.200000,-5.810000,0.084200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
472,472,-0.050000,0.020000,500.000000,1.000000,1.000000,1.000000,1.620000,13.500000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.560000,-6.740000,0.096740,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
473,473,-0.050000,0.020000,500.000000,1.000000,1.000000,1.000000,1.620000,13.500000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.145000,-3.768000,0.096700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
474,474,-0.050000,0.020000,500.000000,1.000000,1.200000,8.570000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.880000,-7.270000,0.067100,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
475,475,-0.050000,0.020000,500.000000,1.000000,1.200000,8.570000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.976000,-7.386000,0.067150,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#1
476,476,-0.040000,0.020000,500.000000,1.000000,1.000000,10.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.821000,-7.518000,0.075800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
477,477,-0.040000,0.020000,400.000000,1.000000,1.000000,8.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.430000,-3.510000,0.075800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
478,478,-0.012900,0.020000,250.000000,1.000000,1.000000,1.000000,1.520000,12.670000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.433000,-7.364000,0.072700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
479,479,-0.012900,0.020000,500.000000,1.000000,1.200000,10.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.970000,-6.660000,0.072890,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
480,480,0.000000,0.020000,1.000000,1.000000,0.010000,0.010000,1.000000,10.000000,500.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.290000,-7.430000,0.091000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,0
481,481,0.000000,0.020000,500.000000,1.000000,0.100000,0.100000,1.000000,8.333000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.516900,-8.267800,0.194500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
482,482,-0.025000,0.020000,30.487000,0.000000,1.000000,1.000000,0.000000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.696000,-6.368000,0.083700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
483,483,0.000000,0.020000,1.000000,1.000000,1.000000,10.000000,0.025000,0.017900,500.000000,0.010000,11.000000,-9.350000,0.000000,1.000000,8.720000,-1.910000,0.071400,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___1G
484,484,0.000000,0.020000,20.000000,0.000000,3.000000,1.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.527000,-4.658000,0.097040,0,0,99999.000000,-99999.000000,99999.000000,-99999.000000,0,0,0,0,0,0,0,0,0,___1G
485,485,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.980000,-4.790000,0.086000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
486,486,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.120000,-4.740000,0.086000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#2
487,487,0.000000,0.020000,50.000000,0.000000,5.000000,5.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.010000,-5.450000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#8
488,488,0.000000,0.010000,10.000000,0.000000,3.000000,1.000000,0.010000,0.070000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.690000,-3.860000,0.095000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___09_
489,489,-0.009550,0.020000,500.000000,1.000000,1.590000,13.250000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.860000,-8.840000,0.102000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#5
490,490,-0.009550,0.020000,500.000000,1.000000,1.590000,13.250000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.750000,-8.740000,0.102000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#6
491,491,-0.050000,0.020000,1.000000,1.000000,0.100000,0.100000,1.520000,12.670000,500.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.710000,-7.700000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
492,492,0.000000,0.020000,1.000000,1.000000,1.000000,8.000000,0.020000,0.020000,400.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.260000,-3.100000,0.091000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
493,493,0.000000,0.035000,1.000000,0.000000,4.000000,4.000000,1.000000,1.000000,70.000000,0.025000,10.000000,-10.000000,0.000000,1.000000,6.050000,-4.700000,0.131000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
494,494,0.000000,0.030000,50.000000,0.000000,5.000000,5.000000,0.030000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,0.010000,6.650000,-5.060000,0.062700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
495,495,0.000000,0.030000,50.000000,0.000000,5.000000,5.000000,0.030000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,0.010000,7.090000,-4.420000,0.062700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
496,496,-0.150000,0.020000,1.000000,1.000000,1.000000,5.000000,0.040000,0.020000,200.000000,0.020000,10.000000,-10.000000,0.000000,1.000000,6.400000,-5.800000,0.072000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
497,497,0.000000,0.020000,300.000000,1.000000,4.000000,30.000000,0.040000,0.020000,1.200000,0.020000,7.850000,-5.810000,0.000000,1.000000,7.030000,-5.810000,0.077000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
498,498,-0.050000,0.020000,1.000000,1.000000,0.100000,0.100000,1.520000,12.670000,500.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.720000,-7.580000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
499,499,0.000000,0.020000,500.000000,1.000000,1.000000,1.000000,1.000000,10.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.390000,-6.630000,0.088000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#5
500,500,0.000000,0.020000,200.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.390000,-6.630000,0.088000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02_
501,501,-0.004200,0.020000,20.000000,0.000000,2.500000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,0.010000,6.030000,-4.130000,0.089000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#1
502,502,-0.004200,0.020000,20.000000,0.000000,2.500000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.460000,-4.420000,0.089000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#2
503,503,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.590000,-3.170000,0.067000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
504,504,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.070000,-3.130000,0.063000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
505,505,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.260000,-3.540000,0.067000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
506,506,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.060000,-3.450000,0.067000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
507,507,-0.010500,0.020000,500.000000,1.000000,1.500000,10.710000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.230000,-5.850000,0.088000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#1
508,508,-0.010490,0.020000,500.000000,1.000000,1.500000,10.710000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.160000,-6.700000,0.090000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#2
509,509,-0.004080,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.250000,-7.400000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#3
510,510,0.000000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.110000,-7.270000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02_
511,511,0.000000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.250000,-7.400000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#3
512,512,0.004080,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.396000,-7.527000,0.092700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#2
513,513,-0.016800,0.020000,30.000000,1.000000,3.000000,30.000000,1.000000,1.000000,16.125000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.900000,-5.467000,0.094200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#5
514,514,-0.016900,0.020000,30.000000,1.000000,3.000000,30.000000,1.000000,1.000000,15.070000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.470000,-5.500000,0.090900,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#6
515,515,-0.003948,0.020000,20.000000,0.000000,2.500000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.620000,-5.890000,0.087600,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#7
516,516,0.000000,0.020000,10.000000,0.000000,5.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,0.010000,8.050000,-7.420000,0.093000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___01_
517,517,-0.009700,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.960000,-4.856000,0.089800,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___01_
518,518,0.000000,0.020000,1.000000,1.000000,1.000000,5.560000,0.100000,0.100000,500.000000,0.010000,11.000000,-9.350000,0.000000,1.000000,8.155000,-7.300000,0.120000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#7
519,519,0.135000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,10.500000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.140000,-4.560000,0.057700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#1
520,520,0.135000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,10.500000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.330000,-4.400000,0.057000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#2
521,521,0.135000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,10.370000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.220000,-4.350000,0.056000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#3
522,522,0.135000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,10.240000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.230000,-4.310000,0.056000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#4
523,523,0.135000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,10.310000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.150000,-4.470000,0.056000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#5
524,524,-0.030000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.090000,-3.330000,0.046000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___01_
525,525,0.000000,0.010000,22.000000,1.000000,1.000000,4.000000,1.000000,1.000000,5.110000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.160000,-4.500000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
526,526,-0.030000,0.020000,25.000000,1.000000,1.000000,4.000000,0.100000,0.100000,5.738000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.590000,-4.690000,0.051000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#3
527,527,-0.030000,0.010000,22.000000,1.000000,1.000000,4.000000,1.000000,1.000000,5.500000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.500000,-5.030000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,24_25___
528,528,0.000000,0.010000,230.000000,1.000000,0.010000,0.010000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.140000,-4.220000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___05_
529,529,0.000000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.460000,-6.910000,0.055900,0,0,1000000.000000,-1000000.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000
530,530,0.000000,0.010000,1.000000,1.000000,1.000000,6.410000,1.000000,1.000000,163.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.310000,-4.995000,0.066000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#7
531,531,0.000000,0.010000,1.000000,1.000000,1.000000,6.410000,1.000000,1.000000,147.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.830000,-4.780000,0.066500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#9
532,532,-0.004000,0.020000,500.000000,1.000000,2.000000,16.670000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.250000,-7.400000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___01_
533,533,0.000000,0.020000,500.000000,1.000000,2.000000,16.670000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.250000,-7.400000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
