id,nd
733,25787
734,25795
735,25803
736,25823
737,15032
738,16073
739,25934
740,25945
741,26016
742,23238
743,28012
744,26022
745,16230
746,16232
747,26051
748,26105
749,26147
750,26148
751,26154
752,26186
753,26189
754,26190
755,26191
756,26192
757,16453
758,26221
759,26228
760,26229
761,26230
762,26231
763,26232
764,26233
765,26234
766,26235
767,26262
768,28009
769,28010
770,26310
771,28011
772,26320
773,26334
774,26342
775,28013
776,16811
777,16798
778,16804
779,16802
780,16800
781,16806
782,16808
783,26435
784,26436
785,26449
786,26484
787,26517
788,26522
789,8305
790,26584
791,17099
792,17101
793,17103
794,26660
795,28015
796,28016
797,28017
798,28018
799,26716
800,26717
801,28019
802,26726
803,5950
804,26734
805,26735
806,26736
807,26737
808,26738
809,26739
810,26758
811,26759
812,26761
813,26760
814,17335
815,17337
816,26771
817,26770
818,26782
