component_id,component_name,volt,sub_name,nd,island,sub_id
序号,发电机名,,,物理节点,电气岛号,厂站索引
107,四川.薛城厂/10.5kV.1#机组,10,四川.薛城厂,7710,0,269
108,四川.薛城厂/10.5kV.2#机组,10,四川.薛城厂,7712,0,269
109,四川.雨城厂/10.5kV.1#机组,10,四川.雨城厂,21330,0,288
110,四川.雨城厂/10.5kV.2#机组,10,四川.雨城厂,21331,0,288
111,四川.雨城厂/10.5kV.3#机组,10,四川.雨城厂,21332,0,288
112,四川.冶勒厂/13.8kV.1#机组,13,四川.冶勒厂,5381,0,278
113,四川.冶勒厂/13.8kV.2#机组,13,四川.冶勒厂,5383,-1,278
114,四川.玉龙厂/10.5kV.1#机组,10,四川.玉龙厂,5488,-1,291
115,四川.玉龙厂/10.5kV.2#机组,10,四川.玉龙厂,5490,0,291
116,四川.映秀湾厂/10.5kV.3#机组,10,四川.映秀湾厂,5407,0,283
117,四川.竹格多厂/10.5kV.1#机组,10,四川.竹格多厂,5648,0,302
118,四川.竹格多厂/10.5kV.2#机组,10,四川.竹格多厂,5654,0,302
119,四川.棕坪溪/10.5kV.1#机组,10,四川.棕坪溪,37748,-1,310
120,四川.棕坪溪/10.5kV.2#机组,10,四川.棕坪溪,37749,-1,310
121,四川.棕坪溪/10.5kV.3#机组,10,四川.棕坪溪,37750,-1,310
122,四川.自一里厂/10.5kV.1#机组,10,四川.自一里厂,5684,0,307
123,四川.自一里厂/10.5kV.2#机组,10,四川.自一里厂,5686,0,307
124,四川.白马新厂/15.75kV.21#机组,15,四川.白马新厂,26784,-1,320
125,四川.白马新厂/15.75kV.22#机组,15,四川.白马新厂,26785,-1,320
126,四川.广安厂/20kV.31#机组,20,四川.广安厂,26786,0,322
127,四川.广安厂/20kV.32#机组,20,四川.广安厂,26787,-1,322
128,四川.黄桷庄厂/15.75kV.21#机组,15,四川.黄桷庄厂,26788,-1,323
129,四川.金堂厂/20kV.61#机组,20,四川.金堂厂,19521,0,325
130,四川.金堂厂/20kV.62#机组,20,四川.金堂厂,19525,-1,325
131,四川.江油新厂/24kV.31#机组,24,四川.江油新厂,26789,-1,324
132,四川.江油新厂/24kV.32#机组,24,四川.江油新厂,26790,0,324
133,四川.临巴厂/20kV.31#机组,20,四川.临巴厂,20888,0,318
134,四川.临巴厂/20kV.32#机组,20,四川.临巴厂,20884,-1,318
135,四川.岷江厂/13.8kV.11#机组,13,四川.岷江厂,19907,-1,326
136,四川.岷江厂/13.8kV.12#机组,13,四川.岷江厂,19911,-1,326
137,四川.太白厂/20kV.31#机组,20,四川.太白厂,20015,-1,319
138,四川.太白厂/20kV.32#机组,20,四川.太白厂,20019,-1,319
139,四川.宝州厂/10.5kV.1#机组,10,四川.宝州厂,2676,0,69
140,四川.宝州厂/10.5kV.2#机组,10,四川.宝州厂,2678,0,69
141,四川.宝州厂/10.5kV.3#机组,10,四川.宝州厂,2688,0,69
142,四川.东风厂/10.5kV.1#机组,10,四川.东风厂,2971,0,91
143,四川.东风厂/10.5kV.2#机组,10,四川.东风厂,2973,0,91
144,四川.二道桥厂/10.5kV.1#机组,10,四川.二道桥厂,3067,0,99
145,四川.二道桥厂/10.5kV.2#机组,10,四川.二道桥厂,3069,0,99
146,四川.金康厂/13.8kV.1#机组,13,四川.金康厂,3699,0,150
147,四川.金康厂/13.8kV.2#机组,13,四川.金康厂,3701,0,150
148,四川.栗子坪厂/10.5kV.1#机组,10,四川.栗子坪厂,3843,0,162
149,四川.栗子坪厂/10.5kV.2#机组,10,四川.栗子坪厂,3845,-1,162
150,四川.木座厂/10.5kV.1#机组,10,四川.木座厂,4247,0,187
151,四川.木座厂/10.5kV.2#机组,10,四川.木座厂,4249,0,187
152,四川.沙坪厂/10.5kV.1#机组,10,四川.沙坪厂,4510,0,205
153,四川.沙坪厂/10.5kV.2#机组,10,四川.沙坪厂,4512,0,205
154,四川.沙坪厂/10.5kV.3#机组,10,四川.沙坪厂,4522,0,205
155,四川.田湾河厂/13.8kV.1#机组,13,四川.田湾河厂,4969,0,236
156,四川.田湾河厂/13.8kV.2#机组,13,四川.田湾河厂,4971,0,236
157,四川.铁厂河厂/10.5kV.1#机组,10,四川.铁厂河厂,4989,0,238
158,四川.铁厂河厂/10.5kV.2#机组,10,四川.铁厂河厂,4991,0,238
159,四川.万和厂/10.5kV.4#机组,10,四川.万和厂,5073,0,245
160,四川.万和厂/10.5kV.1#机组,10,四川.万和厂,5063,0,245
161,四川.万和厂/10.5kV.2#机组,10,四川.万和厂,5065,0,245
162,四川.万和厂/10.5kV.3#机组,10,四川.万和厂,5071,0,245
163,四川.瓦屋山厂/13.8kV.11#机组,13,四川.瓦屋山厂,5049,0,243
164,四川.瓦屋山厂/13.8kV.12#机组,13,四川.瓦屋山厂,5051,0,243
165,四川.威州厂/10.5kV.1#机组,10,四川.威州厂,5083,0,248
166,四川.威州厂/10.5kV.2#机组,10,四川.威州厂,5085,0,248
167,四川.威州厂/10.5kV.3#机组,10,四川.威州厂,5093,-1,248
168,四川.小关子厂/10.5kV.1#机组,10,四川.小关子厂,5164,0,256
169,四川.小关子厂/10.5kV.2#机组,10,四川.小关子厂,5174,0,256
170,四川.小关子厂/10.5kV.3#机组,10,四川.小关子厂,5176,0,256
171,四川.小关子厂/10.5kV.4#机组,10,四川.小关子厂,5178,0,256
172,四川.东岳厂/20kV.31#机组,20,四川.东岳厂,19822,0,321
173,四川.东岳厂/20kV.32#机组,20,四川.东岳厂,19826,-1,321
174,四川.联补厂/10.5kV.1#机组,10,四川.联补厂,3861,0,164
175,四川.联补厂/10.5kV.2#机组,10,四川.联补厂,3863,0,164
176,四川.偏桥厂/13.8kV.1#机组,13,四川.偏桥厂,4363,-1,195
177,四川.偏桥厂/13.8kV.2#机组,13,四川.偏桥厂,4365,0,195
178,四川.偏桥厂/13.8kV.3#机组,13,四川.偏桥厂,4375,0,195
179,四川.五一桥厂/10.5kV.1#机组,10,四川.五一桥厂,5852,0,329
180,四川.五一桥厂/10.5kV.2#机组,10,四川.五一桥厂,5854,0,329
181,四川.五一桥厂/10.5kV.3#机组,10,四川.五一桥厂,5864,0,329
182,四川.姚河坝厂/10.5kV.1#机组,10,四川.姚河坝厂,5370,0,275
183,四川.姚河坝厂/10.5kV.2#机组,10,四川.姚河坝厂,5372,0,275
184,四川.姚河坝厂/10.5kV.3#机组,10,四川.姚河坝厂,5378,0,275
185,四川.金窝厂/15.7kV.1#机组,15,四川.金窝厂,5900,0,331
186,四川.金窝厂/15.7kV.2#机组,15,四川.金窝厂,5910,0,331
187,四川.柳坪厂/10.5kV.1#机组,10,四川.柳坪厂,5912,0,333
188,四川.柳坪厂/10.5kV.2#机组,10,四川.柳坪厂,5914,0,333
189,四川.柳坪厂/10.5kV.3#机组,10,四川.柳坪厂,5924,0,333
190,四川.圣达厂/15.75kV.1#机组,15,四川.圣达厂,5973,-1,336
191,四川.圣达厂/15.75kV.2#机组,15,四川.圣达厂,5975,-1,336
192,四川.圣达厂/15.75kV.3#机组,15,四川.圣达厂,5985,0,336
193,四川.圣达厂/15.75kV.4#机组,15,四川.圣达厂,5987,0,336
194,四川.白水河厂/10.5kV.1#机组,10,四川.白水河厂,6011,0,338
195,四川.白水河厂/10.5kV.2#机组,10,四川.白水河厂,6013,0,338
196,四川.洪一厂/10.5kV.1#机组,10,四川.洪一厂,6039,0,340
197,四川.洪一厂/10.5kV.2#机组,10,四川.洪一厂,6041,0,340
198,四川.久铁厂/10.5kV.1#机组,10,四川.久铁厂,6047,0,342
199,四川.久铁厂/10.5kV.2#机组,10,四川.久铁厂,6049,-1,342
200,四川.雅都厂/13.8kV.1#机组,13,四川.雅都厂,6073,0,344
201,四川.雅都厂/13.8kV.2#机组,13,四川.雅都厂,6075,0,344
202,四川.雅都厂/13.8kV.3#机组,13,四川.雅都厂,6085,0,344
203,四川.南坪厂/10.5kV.1#机组,10,四川.南坪厂,7771,0,346
204,四川.南坪厂/10.5kV.2#机组,10,四川.南坪厂,7773,0,346
205,四川.南坪厂/10.5kV.3#机组,10,四川.南坪厂,7775,0,346
206,四川.阴坪厂/10.5kV.1#机组,10,四川.阴坪厂,6125,0,350
207,四川.阴坪厂/10.5kV.2#机组,10,四川.阴坪厂,6127,0,350
208,四川.仁宗海厂/13.8kV.1#机组,13,四川.仁宗海厂,6103,0,348
209,四川.巴郎口厂/10.5kV.1#机组,10,四川.巴郎口厂,6263,0,356
210,四川.巴郎口厂/10.5kV.2#机组,10,四川.巴郎口厂,6265,0,356
211,四川.宝兴厂/13.8kV.1#机组,13,四川.宝兴厂,6165,-1,352
212,四川.宝兴厂/13.8kV.2#机组,13,四川.宝兴厂,6167,0,352
213,四川.宝兴厂/13.8kV.3#机组,13,四川.宝兴厂,6179,-1,352
214,四川.地洛厂/10.5kV.1#机组,10,四川.地洛厂,6273,0,358
215,四川.地洛厂/10.5kV.2#机组,10,四川.地洛厂,6275,-1,358
216,四川.仁宗海厂/13.8kV.2#机组,13,四川.仁宗海厂,6113,0,348
217,四川.下索子厂/10.5kV.1#机组,10,四川.下索子厂,6313,0,360
218,四川.下索子厂/10.5kV.2#机组,10,四川.下索子厂,6314,0,360
219,四川.狮子坪厂/13.8kV.1#机组,13,四川.狮子坪厂,6345,0,362
220,四川.狮子坪厂/13.8kV.2#机组,13,四川.狮子坪厂,6347,0,362
221,四川.狮子坪厂/13.8kV.3#机组,13,四川.狮子坪厂,6357,0,362
222,四川.耿达厂/13.8kV.1#机组,13,四川.耿达厂,7577,-1,112
223,四川.耿达厂/13.8kV.2#机组,13,四川.耿达厂,7579,-1,112
224,四川.苏巴姑厂/10.5kV.1#机组,10,四川.苏巴姑厂,7639,0,431
225,四川.苏巴姑厂/10.5kV.2#机组,10,四川.苏巴姑厂,7647,0,431
226,四川.江边厂/13.8kV.1#机组,13,四川.江边厂,8974,0,433
227,四川.江边厂/13.8kV.2#机组,13,四川.江边厂,8976,0,433
228,四川.江边厂/13.8kV.3#机组,13,四川.江边厂,8978,-1,433
229,四川.晴朗厂/10.5kV.1#机组,10,四川.晴朗厂,7625,0,435
230,四川.晴朗厂/10.5kV.3#机组,10,四川.晴朗厂,7637,0,435
231,四川.踏卡厂/10.5kV.1#机组,10,四川.踏卡厂,7649,0,438
232,四川.踏卡厂/10.5kV.2#机组,10,四川.踏卡厂,7657,0,438
233,四川.新平厂/22kV.1#机组,22,四川.新平厂,19797,0,442
234,四川.广安二厂/20kV.33#机组,20,四川.广安二厂,20049,0,452
235,四川.广安二厂/20kV.34#机组,20,四川.广安二厂,20053,-1,452
236,四川.广安二厂/22kV.61#机组,22,四川.广安二厂,20061,0,453
237,四川.广安二厂/22kV.62#机组,22,四川.广安二厂,20057,0,453
238,四川.渔子溪厂/13.8kV.1#机组,13,四川.渔子溪厂,7720,0,449
239,四川.渔子溪厂/13.8kV.2#机组,13,四川.渔子溪厂,7722,0,449
240,四川.渔子溪厂/13.8kV.3#机组,13,四川.渔子溪厂,7728,0,449
241,四川.渔子溪厂/13.8kV.4#机组,13,四川.渔子溪厂,7730,0,449
242,四川.足木厂/10.5kV.1#机组,10,四川.足木厂,7834,0,466
243,四川.足木厂/10.5kV.2#机组,10,四川.足木厂,7832,0,466
244,四川.足木厂/10.5kV.3#机组,10,四川.足木厂,7828,0,466
245,四川.足木厂/10.5kV.4#机组,10,四川.足木厂,7830,0,466
246,四川.舟坝厂/13.8kV.2#机组,13,四川.舟坝厂,7810,0,467
