CN,name,Tx_node,Tx
24822,四川.兴文/3#变压器,24822,17421
27830,四川.兴文/3#变压器,27830,17422
27831,四川.兴文/3#变压器,27831,17423
24825,四川.应龙/1#变压器,24825,17431
27834,四川.应龙/1#变压器,27834,17432
27835,四川.应龙/1#变压器,27835,17433
24826,四川.应龙/2#变压器,24826,17441
27832,四川.应龙/2#变压器,27832,17442
27833,四川.应龙/2#变压器,27833,17443
24836,四川.茨巫/2#变压器,24836,17461
27836,四川.茨巫/2#变压器,27836,17462
27837,四川.茨巫/2#变压器,27837,17463
24891,四川.十陵/1#变压器,24891,17531
27840,四川.十陵/1#变压器,27840,17532
27838,四川.十陵/1#变压器,27838,17533
24892,四川.十陵/2#变压器,24892,17541
27841,四川.十陵/2#变压器,27841,17542
27839,四川.十陵/2#变压器,27839,17543
24897,四川.卡基娃厂/4#变压器,24897,17571
24920,四川.卡基娃厂/4#变压器,24920,17572
14643,四川.卡基娃厂/4#变压器,14643,17573
42282,四川.达拉寨光伏厂/1301#箱变,42282,17631
42283,四川.达拉寨光伏厂/1301#箱变,42283,17632
42284,四川.达拉寨光伏厂/1301#箱变,42284,17633
42285,四川.达拉寨光伏厂/1302#箱变,42285,17641
42286,四川.达拉寨光伏厂/1302#箱变,42286,17642
42287,四川.达拉寨光伏厂/1302#箱变,42287,17643
42288,四川.达拉寨光伏厂/1303#箱变,42288,17651
42289,四川.达拉寨光伏厂/1303#箱变,42289,17652
42290,四川.达拉寨光伏厂/1303#箱变,42290,17653
42291,四川.达拉寨光伏厂/1304#箱变,42291,17661
42292,四川.达拉寨光伏厂/1304#箱变,42292,17662
42293,四川.达拉寨光伏厂/1304#箱变,42293,17663
42294,四川.达拉寨光伏厂/1305#箱变,42294,17671
42295,四川.达拉寨光伏厂/1305#箱变,42295,17672
42296,四川.达拉寨光伏厂/1305#箱变,42296,17673
42297,四川.达拉寨光伏厂/1306#箱变,42297,17681
42298,四川.达拉寨光伏厂/1306#箱变,42298,17682
42299,四川.达拉寨光伏厂/1306#箱变,42299,17683
42300,四川.达拉寨光伏厂/1307#箱变,42300,17691
42301,四川.达拉寨光伏厂/1307#箱变,42301,17692
42302,四川.达拉寨光伏厂/1307#箱变,42302,17693
42303,四川.达拉寨光伏厂/1308#箱变,42303,17701
42304,四川.达拉寨光伏厂/1308#箱变,42304,17702
42305,四川.达拉寨光伏厂/1308#箱变,42305,17703
42306,四川.达拉寨光伏厂/1309#箱变,42306,17711
42307,四川.达拉寨光伏厂/1309#箱变,42307,17712
42308,四川.达拉寨光伏厂/1309#箱变,42308,17713
24962,四川.明月峡/2#变压器,24962,17751
27845,四川.明月峡/2#变压器,27845,17752
27843,四川.明月峡/2#变压器,27843,17753
24961,四川.明月峡/1#变压器,24961,17761
27844,四川.明月峡/1#变压器,27844,17762
27842,四川.明月峡/1#变压器,27842,17763
25030,四川.野牛厂/2#变压器,25030,17861
25031,四川.野牛厂/2#变压器,25031,17862
14772,四川.野牛厂/2#变压器,14772,17863
25053,四川.拉角沟厂/#1变压器,25053,17911
28004,四川.拉角沟厂/#1变压器,28004,17912
14794,四川.拉角沟厂/#1变压器,14794,17913
14810,四川.丹景/3#变压器,14810,17941
25065,四川.丹景/3#变压器,25065,17942
25066,四川.丹景/3#变压器,25066,17943
25114,四川.官帽舟厂/2#变压器,25114,18011
14870,四川.官帽舟厂/2#变压器,14870,18012
25117,四川.官帽舟厂/2#变压器,25117,18013
25213,四川.西佛寺/#1变压器,25213,18361
27848,四川.西佛寺/#1变压器,27848,18362
27851,四川.西佛寺/#1变压器,27851,18363
25214,四川.西佛寺/#2变压器,25214,18371
27849,四川.西佛寺/#2变压器,27849,18372
27852,四川.西佛寺/#2变压器,27852,18373
25219,四川.西佛寺/#3变压器,25219,18381
27850,四川.西佛寺/#3变压器,27850,18382
27853,四川.西佛寺/#3变压器,27853,18383
25224,四川.金星/2#变压器,25224,18391
27856,四川.金星/2#变压器,27856,18392
27854,四川.金星/2#变压器,27854,18393
25225,四川.金星/3#变压器,25225,18401
27857,四川.金星/3#变压器,27857,18402
27855,四川.金星/3#变压器,27855,18403
25226,四川.通川/1#变压器,25226,18411
27858,四川.通川/1#变压器,27858,18412
27859,四川.通川/1#变压器,27859,18413
25230,四川.仁达/1#变压器,25230,18421
27861,四川.仁达/1#变压器,27861,18422
27860,四川.仁达/1#变压器,27860,18423
25287,四川.文庙/2#变压器,25287,18501
27863,四川.文庙/2#变压器,27863,18502
27865,四川.文庙/2#变压器,27865,18503
25288,四川.文庙/3#变压器,25288,18511
27864,四川.文庙/3#变压器,27864,18512
27866,四川.文庙/3#变压器,27866,18513
25290,四川.纳日/1#变压器,25290,18521
25291,四川.纳日/1#变压器,25291,18522
25300,四川.纳日/1#变压器,25300,18523
25296,四川.纳日/2#变压器,25296,18531
25460,四川.纳日/2#变压器,25460,18532
42361,四川.纳日/2#变压器,42361,18533
25297,四川.纳日/3#变压器,25297,18541
25462,四川.纳日/3#变压器,25462,18542
42362,四川.纳日/3#变压器,42362,18543
25319,四川.黄金坪厂/4#变压器,25319,18581
15129,四川.黄金坪厂/4#变压器,15129,18582
25323,四川.黄金坪厂/4#变压器,25323,18583
24669,四川.油坊沟厂/#1变压器,24669,18911
24676,四川.油坊沟厂/#1变压器,24676,18912
14266,四川.油坊沟厂/#1变压器,14266,18913
25373,四川.黑竹沟/2#变压器,25373,18921
27870,四川.黑竹沟/2#变压器,27870,18922
27869,四川.黑竹沟/2#变压器,27869,18923
25378,四川.广都/1#变压器,25378,19321
25388,四川.广都/1#变压器,25388,19322
25405,四川.广都/1#变压器,25405,19323
25383,四川.广都/2#变压器,25383,19331
25389,四川.广都/2#变压器,25389,19332
25404,四川.广都/2#变压器,25404,19333
25412,四川.雷剑/1#变压器,25412,19341
27874,四川.雷剑/1#变压器,27874,19342
27873,四川.雷剑/1#变压器,27873,19343
25413,四川.雷剑/2#变压器,25413,19351
27872,四川.雷剑/2#变压器,27872,19352
27871,四川.雷剑/2#变压器,27871,19353
15342,四川.硕淉厂/2#变压器,15342,19441
25432,四川.硕淉厂/2#变压器,25432,19442
25433,四川.硕淉厂/2#变压器,25433,19443
25455,四川.张公/1#变压器,25455,19451
27877,四川.张公/1#变压器,27877,19452
27875,四川.张公/1#变压器,27875,19453
25454,四川.张公/2#变压器,25454,19461
27878,四川.张公/2#变压器,27878,19462
27876,四川.张公/2#变压器,27876,19463
25483,四川.立洲厂/3#变压器,25483,19541
15418,四川.立洲厂/3#变压器,15418,19542
25479,四川.立洲厂/3#变压器,25479,19543
25564,四川.白泉/1#变压器,25564,19601
25582,四川.白泉/1#变压器,25582,19602
25580,四川.白泉/1#变压器,25580,19603
25569,四川.白泉/4#变压器,25569,19611
25583,四川.白泉/4#变压器,25583,19612
25581,四川.白泉/4#变压器,25581,19613
25517,四川.天成/2#变压器,25517,19621
27887,四川.天成/2#变压器,27887,19622
27889,四川.天成/2#变压器,27889,19623
25518,四川.天成/3#变压器,25518,19631
27888,四川.天成/3#变压器,27888,19632
27890,四川.天成/3#变压器,27890,19633
25548,四川.清波/1#变压器,25548,19661
27879,四川.清波/1#变压器,27879,19662
27881,四川.清波/1#变压器,27881,19663
25549,四川.清波/2#变压器,25549,19671
27880,四川.清波/2#变压器,27880,19672
27882,四川.清波/2#变压器,27882,19673
25557,四川.腾飞/2#变压器,25557,19681
27885,四川.腾飞/2#变压器,27885,19682
27883,四川.腾飞/2#变压器,27883,19683
25559,四川.腾飞/3#变压器,25559,19691
27884,四川.腾飞/3#变压器,27884,19692
27886,四川.腾飞/3#变压器,27886,19693
25609,四川.一颗印厂/1#变压器,25609,19781
15664,四川.一颗印厂/1#变压器,15664,19782
25611,四川.一颗印厂/1#变压器,25611,19783
25647,四川.芭蕉/1#变压器,25647,19831
27894,四川.芭蕉/1#变压器,27894,19832
27893,四川.芭蕉/1#变压器,27893,19833
25648,四川.芭蕉/2#变压器,25648,19841
27891,四川.芭蕉/2#变压器,27891,19842
27892,四川.芭蕉/2#变压器,27892,19843
25706,四川.普安/1#变压器,25706,19991
27896,四川.普安/1#变压器,27896,19992
27895,四川.普安/1#变压器,27895,19993
25713,四川.黄水/2#变压器,25713,20001
27897,四川.黄水/2#变压器,27897,20002
27900,四川.黄水/2#变压器,27900,20003
25715,四川.黄水/3#变压器,25715,20011
27898,四川.黄水/3#变压器,27898,20012
27899,四川.黄水/3#变压器,27899,20013
25767,四川.春厂坝厂/2#变压器,25767,20091
28008,四川.春厂坝厂/2#变压器,28008,20092
25769,四川.春厂坝厂/2#变压器,25769,20093
25740,西藏.果多厂/5#变压器,25740,20151
25745,西藏.果多厂/5#变压器,25745,20152
25755,西藏.果多厂/5#变压器,25755,20153
25844,四川.争西/1#变压器,25844,20271
27902,四川.争西/1#变压器,27902,20272
27901,四川.争西/1#变压器,27901,20273
25888,四川.云台/1#变压器,25888,20321
27905,四川.云台/1#变压器,27905,20322
27903,四川.云台/1#变压器,27903,20323
25884,四川.云台/2#变压器,25884,20331
27906,四川.云台/2#变压器,27906,20332
27904,四川.云台/2#变压器,27904,20333
25898,四川.涌斯/1#变压器,25898,20341
27907,四川.涌斯/1#变压器,27907,20342
27909,四川.涌斯/1#变压器,27909,20343
25897,四川.涌斯/2#变压器,25897,20351
27908,四川.涌斯/2#变压器,27908,20352
27910,四川.涌斯/2#变压器,27910,20353
25912,四川.叶巴滩/1#变压器,25912,20381
27912,四川.叶巴滩/1#变压器,27912,20382
27911,四川.叶巴滩/1#变压器,27911,20383
25988,四川.文峰/1#变压器,25988,20491
27914,四川.文峰/1#变压器,27914,20492
27913,四川.文峰/1#变压器,27913,20493
26052,四川.龙华寺/3#变压器,26052,20581
27916,四川.龙华寺/3#变压器,27916,20582
27918,四川.龙华寺/3#变压器,27918,20583
26058,四川.龙华寺/2#变压器,26058,20591
27915,四川.龙华寺/2#变压器,27915,20592
27917,四川.龙华寺/2#变压器,27917,20593
26111,四川.相岭/1#变压器,26111,20651
27919,四川.相岭/1#变压器,27919,20652
27923,四川.相岭/1#变压器,27923,20653
26114,四川.相岭/2#变压器,26114,20661
27920,四川.相岭/2#变压器,27920,20662
27924,四川.相岭/2#变压器,27924,20663
26122,四川.泰安/2#变压器,26122,20671
27922,四川.泰安/2#变压器,27922,20672
27925,四川.泰安/2#变压器,27925,20673
26123,四川.泰安/3#变压器,26123,20681
27921,四川.泰安/3#变压器,27921,20682
27926,四川.泰安/3#变压器,27926,20683
16364,四川.铁佛/2#变压器,16364,20711
27931,四川.铁佛/2#变压器,27931,20712
27929,四川.铁佛/2#变压器,27929,20713
16362,四川.铁佛/3#变压器,16362,20721
27932,四川.铁佛/3#变压器,27932,20722
27930,四川.铁佛/3#变压器,27930,20723
26140,四川.静云/2#变压器,26140,20741
27933,四川.静云/2#变压器,27933,20742
27934,四川.静云/2#变压器,27934,20743
26212,四川.罗家店/1#变压器,26212,20841
27935,四川.罗家店/1#变压器,27935,20842
27937,四川.罗家店/1#变压器,27937,20843
26213,四川.罗家店/2#变压器,26213,20851
27936,四川.罗家店/2#变压器,27936,20852
27938,四川.罗家店/2#变压器,27938,20853
26224,西藏.玉龙/#2变压器,26224,20881
26225,西藏.玉龙/#2变压器,26225,20882
16495,西藏.玉龙/#2变压器,16495,20883
26248,四川.团坝/2#变压器,26248,20901
27939,四川.团坝/2#变压器,27939,20902
27941,四川.团坝/2#变压器,27941,20903
26249,四川.团坝/3#变压器,26249,20911
27940,四川.团坝/3#变压器,27940,20912
27942,四川.团坝/3#变压器,27942,20913
26253,四川.童家山/1#变压器,26253,20921
27943,四川.童家山/1#变压器,27943,20922
27944,四川.童家山/1#变压器,27944,20923
26266,四川.会东/2#变压器,26266,21001
27945,四川.会东/2#变压器,27945,21002
27946,四川.会东/2#变压器,27946,21003
26270,四川.古佛/1#变压器,26270,21011
27947,四川.古佛/1#变压器,27947,21012
27948,四川.古佛/1#变压器,27948,21013
26269,四川.古佛/2#变压器,26269,21021
27949,四川.古佛/2#变压器,27949,21022
27950,四川.古佛/2#变压器,27950,21023
26355,四川.禹王宫/1#变压器,26355,21171
27951,四川.禹王宫/1#变压器,27951,21172
27952,四川.禹王宫/1#变压器,27952,21173
26356,四川.禹王宫/2#变压器,26356,21181
27953,四川.禹王宫/2#变压器,27953,21182
27954,四川.禹王宫/2#变压器,27954,21183
26409,四川.玛瑙/1#变压器,26409,21261
26416,四川.玛瑙/1#变压器,26416,21262
26423,四川.玛瑙/1#变压器,26423,21263
26414,四川.玛瑙/2#变压器,26414,21271
26431,四川.玛瑙/2#变压器,26431,21272
26424,四川.玛瑙/2#变压器,26424,21273
26471,四川.中电熊猫/2#变压器,26471,21351
27957,四川.中电熊猫/2#变压器,27957,21352
27964,四川.中电熊猫/2#变压器,27964,21353
26472,四川.中电熊猫/4#变压器,26472,21361
27958,四川.中电熊猫/4#变压器,27958,21362
27963,四川.中电熊猫/4#变压器,27963,21363
26473,四川.中电熊猫/5#变压器,26473,21371
27959,四川.中电熊猫/5#变压器,27959,21372
27962,四川.中电熊猫/5#变压器,27962,21373
26474,四川.中电熊猫/6#变压器,26474,21381
27960,四川.中电熊猫/6#变压器,27960,21382
27961,四川.中电熊猫/6#变压器,27961,21383
26489,四川.茫溪/3#变压器,26489,21411
27966,四川.茫溪/3#变压器,27966,21412
27967,四川.茫溪/3#变压器,27967,21413
42517,四川.广都/1#不间断电源设备等值变压器,42517,21421
42519,四川.广都/1#不间断电源设备等值变压器,42519,21422
42518,四川.广都/1#不间断电源设备等值变压器,42518,21423
42522,四川.广都/2#不间断电源设备等值变压器,42522,21441
42524,四川.广都/2#不间断电源设备等值变压器,42524,21442
42523,四川.广都/2#不间断电源设备等值变压器,42523,21443
42557,四川.测试san厂/1#变压器,42557,21661
42559,四川.测试san厂/1#变压器,42559,21662
42558,四川.测试san厂/1#变压器,42558,21663
26545,四川.锦悦/1#变压器,26545,21681
27971,四川.锦悦/1#变压器,27971,21682
27968,四川.锦悦/1#变压器,27968,21683
26546,四川.锦悦/2#变压器,26546,21691
27970,四川.锦悦/2#变压器,27970,21692
27969,四川.锦悦/2#变压器,27969,21693
26551,四川.三圣/1#变压器,26551,21701
27972,四川.三圣/1#变压器,27972,21702
27973,四川.三圣/1#变压器,27973,21703
16991,四川.桃乡/1＃不间断电源设备等值变压器,16991,21801
16990,四川.桃乡/1＃不间断电源设备等值变压器,16990,21802
17002,四川.桃乡/1＃不间断电源设备等值变压器,17002,21803
16992,四川.桃乡/2＃不间断电源设备等值变压器,16992,21811
16993,四川.桃乡/2＃不间断电源设备等值变压器,16993,21812
17003,四川.桃乡/2＃不间断电源设备等值变压器,17003,21813
26613,四川.百灵/2#变压器,26613,22041
26619,四川.百灵/2#变压器,26619,22042
26621,四川.百灵/2#变压器,26621,22043
42563,四川.百灵/1#不间断电源设备等值变压器,42563,22071
42564,四川.百灵/1#不间断电源设备等值变压器,42564,22072
42562,四川.百灵/1#不间断电源设备等值变压器,42562,22073
42566,四川.百灵/2#不间断电源设备等值变压器,42566,22081
42567,四川.百灵/2#不间断电源设备等值变压器,42567,22082
42565,四川.百灵/2#不间断电源设备等值变压器,42565,22083
42599,四川.南天/1#不间断电源设备等值变压器,42599,22241
42600,四川.南天/1#不间断电源设备等值变压器,42600,22242
42598,四川.南天/1#不间断电源设备等值变压器,42598,22243
42602,四川.南天/2#不间断电源设备等值变压器,42602,22251
42603,四川.南天/2#不间断电源设备等值变压器,42603,22252
42601,四川.南天/2#不间断电源设备等值变压器,42601,22253
26667,四川.汶川/1#变压器,26667,22431
27981,四川.汶川/1#变压器,27981,22432
27978,四川.汶川/1#变压器,27978,22433
26666,四川.汶川/2#变压器,26666,22441
27980,四川.汶川/2#变压器,27980,22442
27979,四川.汶川/2#变压器,27979,22443
42638,四川.内江/1#不间断电源设备等值变压器,42638,22581
42639,四川.内江/1#不间断电源设备等值变压器,42639,22582
42640,四川.内江/1#不间断电源设备等值变压器,42640,22583
42641,四川.内江/2#不间断电源设备等值变压器,42641,22591
42643,四川.内江/2#不间断电源设备等值变压器,42643,22592
42642,四川.内江/2#不间断电源设备等值变压器,42642,22593
42674,四川.玛瑙/1#不间断电源设备等值变压器,42674,22751
42675,四川.玛瑙/1#不间断电源设备等值变压器,42675,22752
42676,四川.玛瑙/1#不间断电源设备等值变压器,42676,22753
42677,四川.玛瑙/2#不间断电源设备等值变压器,42677,22761
42679,四川.玛瑙/2#不间断电源设备等值变压器,42679,22762
42678,四川.玛瑙/2#不间断电源设备等值变压器,42678,22763
42710,四川.九龙/1#不间断电源设备等值变压器,42710,22921
42711,四川.九龙/1#不间断电源设备等值变压器,42711,22922
42712,四川.九龙/1#不间断电源设备等值变压器,42712,22923
42713,四川.九龙/2#不间断电源设备等值变压器,42713,22931
42715,四川.九龙/2#不间断电源设备等值变压器,42715,22932
42714,四川.九龙/2#不间断电源设备等值变压器,42714,22933
18023,四川.九龙/1#变压器,18023,23061
18016,四川.九龙/1#变压器,18016,23062
18020,四川.九龙/1#变压器,18020,23063
42746,四川.月城/1#不间断电源设备等值变压器,42746,23101
42747,四川.月城/1#不间断电源设备等值变压器,42747,23102
42748,四川.月城/1#不间断电源设备等值变压器,42748,23103
42749,四川.月城/2#不间断电源设备等值变压器,42749,23111
42751,四川.月城/2#不间断电源设备等值变压器,42751,23112
42750,四川.月城/2#不间断电源设备等值变压器,42750,23113
42782,四川.包谷坪光伏厂/#2401箱变,42782,23271
42783,四川.包谷坪光伏厂/#2401箱变,42783,23272
42784,四川.包谷坪光伏厂/#2401箱变,42784,23273
42785,四川.包谷坪光伏厂/#2402箱变,42785,23281
42786,四川.包谷坪光伏厂/#2402箱变,42786,23282
42787,四川.包谷坪光伏厂/#2402箱变,42787,23283
42788,四川.包谷坪光伏厂/#2403箱变,42788,23291
42789,四川.包谷坪光伏厂/#2403箱变,42789,23292
42790,四川.包谷坪光伏厂/#2403箱变,42790,23293
42791,四川.包谷坪光伏厂/#2404箱变,42791,23301
42792,四川.包谷坪光伏厂/#2404箱变,42792,23302
42793,四川.包谷坪光伏厂/#2404箱变,42793,23303
42794,四川.包谷坪光伏厂/#2405箱变,42794,23311
42795,四川.包谷坪光伏厂/#2405箱变,42795,23312
42796,四川.包谷坪光伏厂/#2405箱变,42796,23313
42797,四川.包谷坪光伏厂/#2406箱变,42797,23321
42798,四川.包谷坪光伏厂/#2406箱变,42798,23322
42799,四川.包谷坪光伏厂/#2406箱变,42799,23323
42800,四川.包谷坪光伏厂/#2407箱变,42800,23331
42801,四川.包谷坪光伏厂/#2407箱变,42801,23332
42802,四川.包谷坪光伏厂/#2407箱变,42802,23333
42803,四川.包谷坪光伏厂/#2409箱变,42803,23341
42804,四川.包谷坪光伏厂/#2409箱变,42804,23342
42805,四川.包谷坪光伏厂/#2409箱变,42805,23343
42806,四川.包谷坪光伏厂/#2410箱变,42806,23351
42807,四川.包谷坪光伏厂/#2410箱变,42807,23352
42808,四川.包谷坪光伏厂/#2410箱变,42808,23353
42809,四川.包谷坪光伏厂/#2411箱变,42809,23361
42810,四川.包谷坪光伏厂/#2411箱变,42810,23362
42811,四川.包谷坪光伏厂/#2411箱变,42811,23363
42812,四川.包谷坪光伏厂/#2412箱变,42812,23371
42813,四川.包谷坪光伏厂/#2412箱变,42813,23372
42814,四川.包谷坪光伏厂/#2412箱变,42814,23373
42815,四川.包谷坪光伏厂/#2413箱变,42815,23381
42816,四川.包谷坪光伏厂/#2413箱变,42816,23382
42817,四川.包谷坪光伏厂/#2413箱变,42817,23383
42818,四川.包谷坪光伏厂/#2501箱变,42818,23391
42819,四川.包谷坪光伏厂/#2501箱变,42819,23392
42820,四川.包谷坪光伏厂/#2501箱变,42820,23393
42821,四川.包谷坪光伏厂/#2502箱变,42821,23401
42822,四川.包谷坪光伏厂/#2502箱变,42822,23402
42823,四川.包谷坪光伏厂/#2502箱变,42823,23403
42824,四川.包谷坪光伏厂/#2503箱变,42824,23411
42825,四川.包谷坪光伏厂/#2503箱变,42825,23412
42826,四川.包谷坪光伏厂/#2503箱变,42826,23413
42827,四川.包谷坪光伏厂/#2504箱变,42827,23421
42828,四川.包谷坪光伏厂/#2504箱变,42828,23422
42829,四川.包谷坪光伏厂/#2504箱变,42829,23423
42830,四川.包谷坪光伏厂/#2506箱变,42830,23431
42831,四川.包谷坪光伏厂/#2506箱变,42831,23432
42832,四川.包谷坪光伏厂/#2506箱变,42832,23433
42833,四川.包谷坪光伏厂/#2507箱变,42833,23441
42834,四川.包谷坪光伏厂/#2507箱变,42834,23442
42835,四川.包谷坪光伏厂/#2507箱变,42835,23443
42836,四川.包谷坪光伏厂/#2508箱变,42836,23451
42837,四川.包谷坪光伏厂/#2508箱变,42837,23452
42838,四川.包谷坪光伏厂/#2508箱变,42838,23453
42839,四川.包谷坪光伏厂/#2509箱变,42839,23461
42840,四川.包谷坪光伏厂/#2509箱变,42840,23462
42841,四川.包谷坪光伏厂/#2509箱变,42841,23463
42842,四川.包谷坪光伏厂/#2510箱变,42842,23471
42843,四川.包谷坪光伏厂/#2510箱变,42843,23472
42844,四川.包谷坪光伏厂/#2510箱变,42844,23473
42845,四川.包谷坪光伏厂/#2511箱变,42845,23481
42846,四川.包谷坪光伏厂/#2511箱变,42846,23482
42847,四川.包谷坪光伏厂/#2511箱变,42847,23483
42848,四川.包谷坪光伏厂/#2512箱变,42848,23491
42849,四川.包谷坪光伏厂/#2512箱变,42849,23492
42850,四川.包谷坪光伏厂/#2512箱变,42850,23493
42851,四川.包谷坪光伏厂/#2513箱变,42851,23501
42852,四川.包谷坪光伏厂/#2513箱变,42852,23502
42853,四川.包谷坪光伏厂/#2513箱变,42853,23503
42854,四川.包谷坪光伏厂/#2201箱变,42854,23511
42855,四川.包谷坪光伏厂/#2201箱变,42855,23512
42856,四川.包谷坪光伏厂/#2201箱变,42856,23513
42857,四川.包谷坪光伏厂/#2202箱变,42857,23521
42858,四川.包谷坪光伏厂/#2202箱变,42858,23522
42859,四川.包谷坪光伏厂/#2202箱变,42859,23523
42860,四川.包谷坪光伏厂/#2203箱变,42860,23531
42861,四川.包谷坪光伏厂/#2203箱变,42861,23532
42862,四川.包谷坪光伏厂/#2203箱变,42862,23533
42863,四川.包谷坪光伏厂/#2204箱变,42863,23541
42864,四川.包谷坪光伏厂/#2204箱变,42864,23542
42865,四川.包谷坪光伏厂/#2204箱变,42865,23543
42866,四川.包谷坪光伏厂/#2205箱变,42866,23551
42867,四川.包谷坪光伏厂/#2205箱变,42867,23552
42868,四川.包谷坪光伏厂/#2205箱变,42868,23553
42869,四川.包谷坪光伏厂/#2206箱变,42869,23561
42870,四川.包谷坪光伏厂/#2206箱变,42870,23562
42871,四川.包谷坪光伏厂/#2206箱变,42871,23563
42872,四川.包谷坪光伏厂/#2207箱变,42872,23571
42873,四川.包谷坪光伏厂/#2207箱变,42873,23572
42874,四川.包谷坪光伏厂/#2207箱变,42874,23573
42875,四川.包谷坪光伏厂/#2208箱变,42875,23581
42876,四川.包谷坪光伏厂/#2208箱变,42876,23582
42877,四川.包谷坪光伏厂/#2208箱变,42877,23583
42878,四川.包谷坪光伏厂/#2210箱变,42878,23591
42879,四川.包谷坪光伏厂/#2210箱变,42879,23592
42880,四川.包谷坪光伏厂/#2210箱变,42880,23593
42881,四川.包谷坪光伏厂/#2211箱变,42881,23601
42882,四川.包谷坪光伏厂/#2211箱变,42882,23602
42883,四川.包谷坪光伏厂/#2211箱变,42883,23603
42884,四川.包谷坪光伏厂/#2212箱变,42884,23611
42885,四川.包谷坪光伏厂/#2212箱变,42885,23612
42886,四川.包谷坪光伏厂/#2212箱变,42886,23613
42887,四川.包谷坪光伏厂/#2505箱变,42887,23621
42888,四川.包谷坪光伏厂/#2505箱变,42888,23622
42889,四川.包谷坪光伏厂/#2505箱变,42889,23623
42890,四川.包谷坪光伏厂/#2408箱变,42890,23631
42891,四川.包谷坪光伏厂/#2408箱变,42891,23632
42892,四川.包谷坪光伏厂/#2408箱变,42892,23633
42893,四川.包谷坪光伏厂/#2302箱变,42893,23641
42894,四川.包谷坪光伏厂/#2302箱变,42894,23642
42895,四川.包谷坪光伏厂/#2302箱变,42895,23643
42896,四川.包谷坪光伏厂/#2303箱变,42896,23651
42897,四川.包谷坪光伏厂/#2303箱变,42897,23652
42898,四川.包谷坪光伏厂/#2303箱变,42898,23653
42899,四川.包谷坪光伏厂/#2304箱变,42899,23661
42900,四川.包谷坪光伏厂/#2304箱变,42900,23662
42901,四川.包谷坪光伏厂/#2304箱变,42901,23663
42902,四川.包谷坪光伏厂/#2305箱变,42902,23671
42903,四川.包谷坪光伏厂/#2305箱变,42903,23672
42904,四川.包谷坪光伏厂/#2305箱变,42904,23673
42905,四川.包谷坪光伏厂/#2306箱变,42905,23681
42906,四川.包谷坪光伏厂/#2306箱变,42906,23682
42907,四川.包谷坪光伏厂/#2306箱变,42907,23683
42908,四川.包谷坪光伏厂/#2307箱变,42908,23691
42909,四川.包谷坪光伏厂/#2307箱变,42909,23692
42910,四川.包谷坪光伏厂/#2307箱变,42910,23693
42911,四川.包谷坪光伏厂/#2308箱变,42911,23701
42912,四川.包谷坪光伏厂/#2308箱变,42912,23702
42913,四川.包谷坪光伏厂/#2308箱变,42913,23703
42914,四川.包谷坪光伏厂/#2309箱变,42914,23711
42915,四川.包谷坪光伏厂/#2309箱变,42915,23712
42916,四川.包谷坪光伏厂/#2309箱变,42916,23713
42917,四川.包谷坪光伏厂/#2310箱变,42917,23721
42918,四川.包谷坪光伏厂/#2310箱变,42918,23722
42919,四川.包谷坪光伏厂/#2310箱变,42919,23723
42920,四川.包谷坪光伏厂/#2312箱变,42920,23731
42921,四川.包谷坪光伏厂/#2312箱变,42921,23732
42922,四川.包谷坪光伏厂/#2312箱变,42922,23733
42923,四川.包谷坪光伏厂/#2311箱变,42923,23741
42924,四川.包谷坪光伏厂/#2311箱变,42924,23742
42925,四川.包谷坪光伏厂/#2311箱变,42925,23743
42926,四川.包谷坪光伏厂/#2301箱变,42926,23751
42927,四川.包谷坪光伏厂/#2301箱变,42927,23752
42928,四川.包谷坪光伏厂/#2301箱变,42928,23753
42929,四川.包谷坪光伏厂/#2209箱变,42929,23761
42930,四川.包谷坪光伏厂/#2209箱变,42930,23762
42931,四川.包谷坪光伏厂/#2209箱变,42931,23763
43008,四川.昌盛光伏厂/#2102箱变,43008,24151
43009,四川.昌盛光伏厂/#2102箱变,43009,24152
43010,四川.昌盛光伏厂/#2102箱变,43010,24153
43011,四川.昌盛光伏厂/#2101箱变,43011,24161
43012,四川.昌盛光伏厂/#2101箱变,43012,24162
43013,四川.昌盛光伏厂/#2101箱变,43013,24163
43014,四川.昌盛光伏厂/#2103箱变,43014,24171
43015,四川.昌盛光伏厂/#2103箱变,43015,24172
43016,四川.昌盛光伏厂/#2103箱变,43016,24173
43017,四川.昌盛光伏厂/#2104箱变,43017,24181
43018,四川.昌盛光伏厂/#2104箱变,43018,24182
43019,四川.昌盛光伏厂/#2104箱变,43019,24183
43020,四川.昌盛光伏厂/#2105箱变,43020,24191
43021,四川.昌盛光伏厂/#2105箱变,43021,24192
43022,四川.昌盛光伏厂/#2105箱变,43022,24193
43023,四川.昌盛光伏厂/#2106箱变,43023,24201
43024,四川.昌盛光伏厂/#2106箱变,43024,24202
43025,四川.昌盛光伏厂/#2106箱变,43025,24203
43026,四川.昌盛光伏厂/#2107箱变,43026,24211
43027,四川.昌盛光伏厂/#2107箱变,43027,24212
43028,四川.昌盛光伏厂/#2107箱变,43028,24213
43029,四川.昌盛光伏厂/#2109箱变,43029,24221
43030,四川.昌盛光伏厂/#2109箱变,43030,24222
43031,四川.昌盛光伏厂/#2109箱变,43031,24223
43032,四川.昌盛光伏厂/#2110箱变,43032,24231
