id,name,volt,point,I_nd,J_nd,I_node,J_node
序号,刀闸名,电压等级,遥信状态,I端物理节点,J端物理节点,I端所在拓扑节点,J端所在拓扑节点
29,国调.三峡左岸/500kV.51516刀闸,500,1,34608,34609,国调.三峡左岸厂.500.nd34608,国调.三峡左岸厂.500.nd34609
30,国调.三峡左岸/500kV.51512刀闸,500,1,34610,34611,国调.三峡左岸厂.500.nd34610,国调.三峡左岸厂.500.nd34611
31,国调.三峡左岸/500kV.51511刀闸,500,1,34612,34613,国调.三峡左岸厂.500.nd34612,国调.三峡左岸厂.500.nd34613
32,国调.三峡左岸/500kV.52134刀闸,500,1,34614,34615,国调.三峡左岸厂.500.nd34614,国调.三峡左岸厂.500.nd34615
33,国调.三峡左岸/500kV.52133刀闸,500,1,34616,34617,国调.三峡左岸厂.500.nd34616,国调.三峡左岸厂.500.nd34617
34,国调.三峡左岸/500kV.52124刀闸,500,1,34618,34619,国调.三峡左岸厂.500.nd34618,国调.三峡左岸厂.500.nd34619
35,国调.三峡左岸/500kV.52123刀闸,500,1,34620,34621,国调.三峡左岸厂.500.nd34620,国调.三峡左岸厂.500.nd34621
36,国调.三峡左岸/500kV.52114刀闸,500,1,34622,34623,国调.三峡左岸厂.500.nd34622,国调.三峡左岸厂.500.nd34623
37,国调.三峡左岸/500kV.52113刀闸,500,1,34624,34625,国调.三峡左岸厂.500.nd34624,国调.三峡左岸厂.500.nd34625
38,国调.三峡左岸/500kV.52136刀闸,500,1,34626,34627,国调.三峡左岸厂.500.nd34626,国调.三峡左岸厂.500.nd34627
39,国调.三峡左岸/500kV.52234刀闸,500,1,34628,34629,国调.三峡左岸厂.500.nd34628,国调.三峡左岸厂.500.nd34629
40,国调.三峡左岸/500kV.52233刀闸,500,1,34630,34631,国调.三峡左岸厂.500.nd34630,国调.三峡左岸厂.500.nd34631
41,国调.三峡左岸/500kV.52224刀闸,500,1,34632,34633,国调.三峡左岸厂.500.nd34632,国调.三峡左岸厂.500.nd34633
42,国调.三峡左岸/500kV.52223刀闸,500,1,34634,34635,国调.三峡左岸厂.500.nd34634,国调.三峡左岸厂.500.nd34635
43,国调.三峡左岸/500kV.52214刀闸,500,1,34636,34637,国调.三峡左岸厂.500.nd34636,国调.三峡左岸厂.500.nd34637
44,国调.三峡左岸/500kV.52213刀闸,500,1,34638,34639,国调.三峡左岸厂.500.nd34638,国调.三峡左岸厂.500.nd34639
45,国调.三峡左岸/500kV.52216刀闸,500,1,34640,34641,国调.三峡左岸厂.500.nd34640,国调.三峡左岸厂.500.nd34641
46,国调.三峡左岸/500kV.52334刀闸,500,1,34642,34643,国调.三峡左岸厂.500.nd34642,国调.三峡左岸厂.500.nd34643
47,国调.三峡左岸/500kV.52333刀闸,500,1,34644,34645,国调.三峡左岸厂.500.nd34644,国调.三峡左岸厂.500.nd34645
48,国调.三峡左岸/500kV.52324刀闸,500,1,34646,34647,国调.三峡左岸厂.500.nd34646,国调.三峡左岸厂.500.nd34647
49,国调.三峡左岸/500kV.52323刀闸,500,1,34648,34649,国调.三峡左岸厂.500.nd34648,国调.三峡左岸厂.500.nd34649
50,国调.三峡左岸/500kV.52314刀闸,500,1,34650,34651,国调.三峡左岸厂.500.nd34650,国调.三峡左岸厂.500.nd34651
51,国调.三峡左岸/500kV.52313刀闸,500,1,34652,34653,国调.三峡左岸厂.500.nd34652,国调.三峡左岸厂.500.nd34653
52,国调.三峡左岸/500kV.52336刀闸,500,1,34654,34655,国调.三峡左岸厂.500.nd34654,国调.三峡左岸厂.500.nd34655
53,国调.三峡左岸/500kV.58242刀闸,500,1,34656,34657,国调.三峡左岸厂.500.nd34656,国调.三峡左岸厂.500.nd34657
54,国调.三峡左岸/500kV.58244刀闸,500,1,34658,34659,国调.三峡左岸厂.500.nd34658,国调.三峡左岸厂.500.nd34659
