id,name,volt,point,I_nd,J_nd,I_node,J_node
序号,断路器名,电压等级,遥信状态,I端物理节点,J端物理节点,I端所在拓扑节点,J端所在拓扑节点
2477,四川.渠县/220kV.201开关,220,1,6755,6756,四川.渠县.220.4117,四川.渠县.220.4117
2478,四川.渠县/220kV.202开关,220,1,6757,6758,四川.渠县.220.4117,四川.渠县.220.4117
2479,四川.渠县/220kV.212开关,220,1,6759,6760,四川.渠县.220.4117,四川.渠县.220.4117
2480,四川.渠县/220kV.261开关,220,1,6761,6762,四川.渠县.220.4117,四川.渠县.220.4117
2481,四川.渠县/220kV.262开关,220,1,6763,6764,四川.渠县.220.4117,四川.渠县.220.4117
2482,四川.渠县/220kV.263开关,220,1,6765,6766,四川.渠县.220.4117,四川.渠县.220.4117
2483,四川.渠县/220kV.264开关,220,1,6767,6768,四川.渠县.220.4117,四川.渠县.220.4117
2484,四川.渠县/220kV.265开关,220,1,6769,6770,四川.渠县.220.4117,四川.渠县.220.4117
2485,四川.渠县/220kV.266开关,220,1,6771,6772,四川.渠县.220.4117,四川.渠县.220.4117
2486,四川.渠县/220kV.267开关,220,0,6773,6774,四川.渠县.220.nd6773,四川.渠县.220.4117
2487,四川.渠县/220kV.268开关,220,0,6775,6776,四川.渠县.220.nd6775,四川.渠县.220.4117
2488,四川.石门/220kV.201开关,220,1,6777,6778,四川.石门.220.4126,四川.石门.220.4126
2489,四川.石门/220kV.202开关,220,1,6779,6780,四川.石门.220.4126,四川.石门.220.4126
2490,四川.石门/220kV.212开关,220,1,6781,6782,四川.石门.220.4126,四川.石门.220.4126
2491,四川.石门/220kV.261开关,220,1,6783,6784,四川.石门.220.4126,四川.石门.220.4126
2492,四川.石门/220kV.262开关,220,1,6785,6786,四川.石门.220.4126,四川.石门.220.4126
2493,四川.城南/220kV.201开关,220,1,6787,6788,四川.城南.220.4696,四川.城南.220.4696
2494,四川.城南/220kV.202开关,220,1,6789,6790,四川.城南.220.4696,四川.城南.220.4696
2495,四川.城南/220kV.212开关,220,1,6791,6792,四川.城南.220.4696,四川.城南.220.4696
2496,四川.城南/220kV.261开关,220,1,6793,6794,四川.城南.220.4696,四川.城南.220.4696
2497,四川.城南/220kV.262开关,220,1,6795,6796,四川.城南.220.4696,四川.城南.220.4696
2498,四川.城南/220kV.263开关,220,1,6797,6798,四川.城南.220.4696,四川.城南.220.4696
2499,四川.城南/220kV.264开关,220,1,6799,6800,四川.城南.220.4696,四川.城南.220.4696
2500,四川.城南/220kV.265开关,220,0,6801,6802,四川.城南.220.nd6801,四川.城南.220.nd6802
2501,四川.城南/220kV.266开关,220,0,6803,6804,四川.城南.220.nd6803,四川.城南.220.nd6804
2502,四川.高桥/220kV.268开关,220,1,6805,6806,四川.高桥.220.4595,四川.高桥.220.4595
2503,四川.纳溪/220kV.202开关,220,1,6807,6808,四川.纳溪.220.4602,四川.纳溪.220.4602
2504,四川.纳溪/220kV.212开关,220,1,6809,6810,四川.纳溪.220.4602,四川.纳溪.220.4602
2505,四川.纳溪/220kV.261开关,220,1,6811,6812,四川.纳溪.220.4602,四川.纳溪.220.4602
2506,四川.纳溪/220kV.262开关,220,1,6813,6814,四川.纳溪.220.4602,四川.纳溪.220.4602
2507,四川.纳溪/220kV.263开关,220,1,6815,6816,四川.纳溪.220.4602,四川.纳溪.220.4602
2508,四川.纳溪/220kV.264开关,220,1,6817,6818,四川.纳溪.220.4602,四川.纳溪.220.4602
2509,四川.纳溪/220kV.265开关,220,1,6819,6820,四川.纳溪.220.4602,四川.纳溪.220.4602
2510,四川.纳溪/220kV.266开关,220,1,6821,6822,四川.纳溪.220.4602,四川.纳溪.220.4602
2511,四川.瑞能/220kV.201开关,220,0,6823,6824,四川.瑞能.220.nd6823,四川.瑞能.220.nd6824
2512,四川.瑞能/220kV.202开关,220,1,6825,6826,四川.瑞能.220.4609,四川.瑞能.220.4609
2513,四川.瑞能/220kV.203开关,220,0,6827,6828,四川.瑞能.220.nd6827,四川.瑞能.220.nd6828
2514,四川.瑞能/220kV.204开关,220,0,6829,6830,四川.瑞能.220.nd6829,四川.瑞能.220.nd6830
2515,四川.瑞能/220kV.212开关,220,1,6831,6832,四川.瑞能.220.4609,四川.瑞能.220.4609
2516,四川.瑞能/220kV.261开关,220,0,6833,6834,四川.瑞能.220.nd6833,四川.瑞能.220.4609
2517,四川.瑞能/220kV.262开关,220,1,6835,6836,四川.瑞能.220.4609,四川.瑞能.220.4609
2518,四川.西坝/220kV.262开关,220,0,28982,28983,四川.西坝.220.nd28982,四川.西坝.220.nd28983
2519,四川.震东/220kV.201开关,220,1,6837,6838,四川.震东.220.4660,四川.震东.220.4660
2520,四川.震东/220kV.202开关,220,1,6839,6840,四川.震东.220.4660,四川.震东.220.4660
2521,四川.震东/220kV.212开关,220,1,6841,6842,四川.震东.220.4660,四川.震东.220.4660
2522,四川.震东/220kV.262开关,220,1,6843,6844,四川.震东.220.4660,四川.震东.220.4660
2523,四川.震东/220kV.263开关,220,1,6845,6846,四川.震东.220.4660,四川.震东.220.4660
2524,四川.王渡/220kV.201开关,220,1,6847,6848,四川.王渡.220.4667,四川.王渡.220.4667
2525,四川.王渡/220kV.212开关,220,1,6849,6850,四川.王渡.220.4667,四川.王渡.220.4667
2526,四川.王渡/220kV.265开关,220,1,6851,6852,四川.王渡.220.4667,四川.王渡.220.4667
2527,四川.王渡/220kV.266开关,220,1,6853,6854,四川.王渡.220.4667,四川.王渡.220.4667
2528,四川.永定桥/220kV.202开关,220,1,6855,6856,四川.永定桥.220.4674,四川.永定桥.220.4674
2529,四川.永定桥/220kV.203开关,220,1,6857,6858,四川.永定桥.220.4674,四川.永定桥.220.4674
2530,四川.永定桥/220kV.212开关,220,1,6859,6860,四川.永定桥.220.4674,四川.永定桥.220.4674
2531,四川.永定桥/220kV.261开关,220,1,6861,6862,四川.永定桥.220.4674,四川.永定桥.220.4674
2532,四川.永定桥/220kV.262开关,220,1,6863,6864,四川.永定桥.220.4674,四川.永定桥.220.4674
2533,四川.高石/220kV.201开关,220,1,6865,6866,四川.高石.220.4683,四川.高石.220.4683
2534,四川.高石/220kV.202开关,220,1,6867,6868,四川.高石.220.4683,四川.高石.220.4683
2535,四川.高石/220kV.212开关,220,1,6869,6870,四川.高石.220.4683,四川.高石.220.4683
2536,四川.高石/220kV.263开关,220,1,6871,6872,四川.高石.220.4683,四川.高石.220.4683
2537,四川.高石/220kV.264开关,220,1,6873,6874,四川.高石.220.4683,四川.高石.220.4683
2538,四川.高石/220kV.267开关,220,1,6875,6876,四川.高石.220.4683,四川.高石.220.4683
