ID,Par_No,Tr,T1,T2,Kh,Kq,Kv,Ti,Utl,Uth,Uhl,Uhh,Note
1,1,0.020000,1.000000,1.000000,0.000000,1.000000,1.000000,60.000000,0.971430,1.028570,0.980950,1.019050,
