ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
109,109,0.020000,10.000000,10.000000,10.000000,0.138500,0.020000,0.961400,10.000000,10.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___#3
110,110,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.970000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.120000,0.020000,0.100000,0.020000,0.100000,0.100000,0.100000,-0.100000,___
111,111,0.020000,5.000000,5.000000,5.000000,2.000000,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.120000,0.020000,0.010000,0.010000,0.200000,0.020000,0.100000,-0.100000,_____
112,112,0.020000,6.000000,6.000000,6.000000,0.700000,0.020000,0.163636,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,____
113,113,0.020000,6.000000,6.000000,6.000000,0.163600,0.020000,0.700000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,____
114,114,0.020000,5.000000,5.000000,5.000000,0.149900,0.020000,0.779000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,9.000000,0.140000,0.020000,1.000000,1.000000,0.200000,0.030000,0.050000,-0.050000,___61_
115,115,0.020000,4.000000,4.000000,4.000000,3.469300,0.020000,0.916000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.200000,0.010000,1.000000,1.000000,0.200000,0.010000,0.050000,-0.050000,24_25___
116,116,0.020000,5.000000,5.000000,5.000000,3.392130,0.020000,2.100000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.090000,0.010000,0.100000,0.100000,0.100000,0.010000,0.050000,-0.050000,__#1
117,117,0.020000,5.000000,5.000000,5.000000,3.392130,0.020000,2.100000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.140000,0.010000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,__#2
118,118,0.020000,5.000000,5.000000,5.000000,3.392130,0.020000,2.100000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.080000,0.010000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,__#3
119,119,0.020000,4.000000,4.000000,4.000000,0.913985,0.020000,0.670000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.010000,0.010000,0.200000,0.020000,0.100000,-0.100000,__#1
120,120,0.020000,4.000000,4.000000,4.000000,0.944465,0.020000,0.670000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,__#2
121,121,0.020000,4.000000,4.000000,4.000000,0.914000,0.020000,0.670000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,__#3
122,122,0.020000,4.000000,4.000000,4.000000,0.944400,0.020000,0.670000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___#4
123,123,0.020000,6.000000,6.000000,6.000000,2.123000,0.020000,1.120000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.150000,0.020000,0.010000,0.010000,0.100000,0.020000,0.050000,-0.050000,__#2#1
124,124,0.020000,6.000000,6.000000,6.000000,2.125000,0.020000,1.120000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.150000,0.020000,0.010000,0.010000,0.100000,0.020000,0.050000,-0.050000,___G3_
125,125,0.020000,6.000000,6.000000,6.000000,0.771500,0.020000,0.830000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,1.000000,1.000000,0.250000,0.030000,0.050000,-0.050000,___1_
126,126,0.020000,6.000000,6.000000,6.000000,0.772800,0.020000,0.800000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.180000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#4
127,127,0.020000,6.000000,6.000000,6.000000,0.772800,0.020000,0.800000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.180000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,__#6
128,128,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.600000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.100000,0.020000,1.000000,1.000000,0.200000,0.030000,0.100000,-0.100000,___#2_
129,129,0.020000,5.000000,5.000000,5.000000,3.200000,0.020000,0.560000,5.000000,5.000000,1.000000,0.400000,0.080000,0.080000,1.000000,1.500000,0.100000,0.020000,1.000000,1.000000,0.200000,0.030000,0.100000,-0.100000,__#1#2
130,130,0.020000,6.000000,6.000000,6.000000,1.700000,0.020000,0.840000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,_____
131,131,0.020000,6.000000,6.000000,6.000000,1.416600,0.020000,1.000000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.030000,1.000000,1.000000,0.180000,0.020000,0.050000,-0.050000,_____
132,132,0.020000,5.000000,5.000000,5.000000,0.750000,0.020000,0.910000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.200000,0.020000,1.000000,1.000000,0.200000,0.020000,0.050000,-0.050000,_____
133,133,0.020000,6.000000,6.000000,6.000000,1.700000,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.270000,0.030000,0.100000,0.100000,0.140000,0.020000,0.050000,-0.050000,_____
134,134,0.020000,6.000000,6.000000,6.000000,2.000000,0.020000,0.950000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.220000,0.020000,0.010000,0.010000,0.100000,0.010000,0.050000,-0.050000,___#1
135,135,0.020000,6.000000,6.000000,6.000000,2.000000,0.020000,0.950000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.130000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___#2#3
136,136,0.020000,5.000000,5.000000,5.000000,2.125000,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___2
137,137,0.020000,5.000000,5.000000,5.000000,2.125000,0.020000,0.790000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.110000,0.020000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,___2
138,138,0.020000,5.000000,5.000000,5.000000,2.125000,0.020000,0.790000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.110000,0.020000,0.010000,0.010000,0.100000,0.020000,0.050000,-0.050000,___3
139,139,0.020000,5.000000,5.000000,5.000000,2.123000,0.020000,0.790000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.110000,0.020000,0.100000,0.100000,0.100000,0.010000,0.050000,-0.050000,___2
140,140,0.020000,6.000000,6.000000,6.000000,2.576000,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.270000,0.030000,0.100000,0.100000,0.180000,0.020000,0.050000,-0.050000,_____
141,141,0.020000,5.000000,5.000000,5.000000,2.428600,0.020000,0.570000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__1#2#3
142,142,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.810000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.120000,0.030000,0.010000,0.010000,0.200000,0.030000,0.100000,-0.100000,___31_
143,143,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.600000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.020000,0.010000,0.010000,0.100000,0.020000,0.050000,-0.050000,___#61?
144,144,0.020000,6.000000,6.000000,6.000000,0.136400,0.020000,0.781000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.150000,0.020000,0.100000,0.100000,0.180000,0.030000,0.100000,-0.100000,
145,145,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.811000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.120000,0.020000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,
146,146,0.020000,6.000000,6.000000,6.000000,0.258000,0.020000,0.790000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.030000,0.100000,0.100000,0.100000,0.030000,0.050000,-0.050000,
147,147,0.020000,6.000000,6.000000,6.000000,0.258000,0.020000,0.790000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.020000,0.100000,0.100000,0.120000,0.020000,0.050000,-0.050000,
148,148,0.020000,6.000000,6.000000,6.000000,0.699800,0.020000,0.976000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.300000,0.030000,0.010000,0.010000,0.300000,0.030000,0.050000,-0.050000,___1
149,149,0.020000,5.000000,5.000000,5.000000,1.318000,0.020000,0.780000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.250000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1
150,150,0.020000,5.000000,5.000000,5.000000,0.500000,0.020000,0.633697,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.250000,0.020000,0.100000,0.100000,0.280000,0.020000,0.050000,-0.050000,___#1
151,151,0.020000,5.000000,5.000000,5.000000,0.500000,0.020000,0.634000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.250000,0.020000,0.100000,0.100000,0.280000,0.020000,0.050000,-0.050000,____#3
152,152,0.020000,7.000000,7.000000,7.000000,2.125000,0.020000,0.930000,7.000000,7.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1#2
153,153,0.020000,5.000000,5.000000,5.000000,0.416667,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1
154,154,0.020000,5.000000,5.000000,5.000000,0.429200,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,___#2
155,155,0.020000,5.000000,5.000000,5.000000,1.346000,0.020000,0.890000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.250000,0.020000,0.050000,-0.050000,_____
156,156,0.020000,5.000000,5.000000,5.000000,1.932000,0.020000,0.800000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.000000,0.200000,0.010000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,___#3#1
157,157,0.020000,5.000000,5.000000,5.000000,0.600000,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.130000,0.040000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,__2#3#4
158,158,0.020000,6.000000,6.000000,6.000000,0.680300,0.020000,0.870000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.140000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
159,159,0.020000,5.000000,5.000000,5.000000,1.931800,0.020000,0.800000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.000000,0.200000,0.010000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,___#2
160,160,0.020000,5.000000,5.000000,5.000000,0.283333,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.140000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___1#2
161,161,0.020000,6.000000,6.000000,6.000000,0.283333,0.020000,0.810000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,13.000000,0.190000,0.020000,0.100000,0.020000,0.150000,0.220000,0.050000,-0.050000,___1#2
162,162,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.404000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,_____81
163,163,0.010000,5.000000,5.000000,5.000000,0.875000,0.010000,0.420000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___#1
164,164,0.020000,5.000000,5.000000,5.000000,0.875000,0.020000,0.420000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___#2
165,165,0.020000,7.000000,7.000000,7.000000,0.875000,0.020000,0.580000,7.000000,7.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.340000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___#3
166,166,0.020000,7.000000,7.000000,7.000000,0.177100,0.020000,0.780000,7.000000,7.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,_____
167,167,0.020000,5.000000,5.000000,5.000000,0.177100,0.020000,0.500000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,_____
168,168,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.658000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.160000,0.020000,0.100000,0.100000,0.160000,0.020000,0.050000,-0.050000,
169,169,0.020000,6.000000,6.000000,6.000000,0.236100,0.020000,0.750000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.190000,0.010000,0.650000,1.400000,0.200000,0.010000,0.100000,-0.100000,__#2
170,170,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.677608,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.190000,0.020000,0.300000,0.030000,0.040000,0.020000,0.050000,-0.050000,_____
171,171,0.020000,5.000000,5.000000,5.000000,0.257100,0.020000,0.460000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1-5
172,172,0.020000,6.000000,6.000000,6.000000,1.214285,0.020000,0.950000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.150000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1#2
173,173,0.020000,5.000000,5.000000,5.000000,0.086000,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,15.000000,0.300000,0.020000,0.200000,0.030000,1.000000,4.000000,0.100000,-0.100000,_____
174,174,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.633000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.090000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___#1
175,175,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.633000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.120000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___#1
176,176,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.810000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.200000,0.030000,0.100000,0.100000,0.100000,-0.100000,___
177,177,0.020000,6.000000,6.000000,6.000000,0.129149,0.020000,0.560000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,____1#
178,178,0.020000,6.000000,6.000000,6.000000,0.129000,0.020000,0.560000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,_____
179,179,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,24_25___
180,180,0.020000,6.000000,6.000000,6.000000,0.774500,0.020000,1.360000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.500000,0.180000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___#1  31_
181,181,0.020000,6.000000,6.000000,6.000000,1.574000,0.020000,1.090000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,_____
182,182,0.020000,6.000000,6.000000,6.000000,0.217700,0.020000,0.630000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.170000,0.030000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,_____________________-170512
183,183,0.020000,6.000000,6.000000,6.000000,2.647000,0.020000,1.000000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.220000,0.020000,0.010000,0.010000,0.180000,0.020000,0.050000,-0.050000,__#1
184,184,0.020000,6.000000,6.000000,6.000000,0.138400,0.020000,0.630000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,17.000000,0.090000,0.010000,0.100000,0.100000,0.100000,0.020000,0.100000,-0.100000,_____________________-170512
185,185,0.010000,5.000000,5.000000,5.000000,0.874900,0.020000,0.797000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,1.000000,1.000000,0.200000,0.030000,0.100000,-0.100000,___#1
186,186,0.020000,5.000000,5.000000,5.000000,1.545000,0.020000,0.660000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.150000,0.030000,0.100000,0.100000,0.160000,0.020000,0.100000,-0.100000,
187,187,0.020000,5.000000,5.000000,5.000000,1.799000,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,____
188,188,0.020000,6.000000,6.000000,6.000000,0.138500,0.020000,0.630000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,17.000000,0.090000,0.010000,0.100000,0.100000,0.100000,0.020000,0.100000,-0.100000,_____________________-170512
189,189,0.020000,5.000000,5.000000,5.000000,5.000000,0.020000,1.120000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,5.000000,0.140000,0.010000,1.000000,1.000000,0.100000,0.030000,0.050000,-0.050000,
190,190,0.020000,5.000000,5.000000,5.000000,5.333000,0.020000,1.000000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,1.000000,0.210000,0.030000,1.000000,1.000000,0.200000,0.030000,0.050000,-0.050000,
191,191,0.020000,5.000000,5.000000,5.000000,5.333000,0.020000,0.917000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,2.000000,0.210000,0.020000,1.000000,1.000000,0.200000,0.030000,0.050000,-0.050000,___G1__________
192,192,0.020000,5.000000,5.000000,5.000000,5.330000,0.020000,1.000000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,1.000000,0.210000,0.030000,1.000000,1.000000,0.200000,0.030000,0.050000,-0.050000,___G1_________
193,193,0.020000,5.000000,5.000000,5.000000,2.830000,0.020000,0.876000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,5.000000,0.180000,0.040000,1.000000,1.000000,0.180000,0.030000,0.050000,-0.050000,"____,"
194,194,0.020000,5.000000,5.000000,5.000000,2.830000,0.020000,0.876000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,4.000000,0.180000,0.040000,1.000000,1.000000,0.180000,0.030000,0.050000,-0.050000,"____,"
195,195,0.020000,5.000000,5.000000,5.000000,6.410000,0.020000,1.010000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.150000,0.020000,0.000000,1.000000,0.140000,0.030000,0.050000,-0.050000,
196,196,0.020000,5.000000,5.000000,5.000000,5.000000,0.020000,1.350000,5.000000,5.000000,1.000000,0.400000,0.100000,0.100000,1.000000,7.000000,0.250000,0.120000,1.000000,1.000000,0.130000,0.010000,0.050000,-0.050000,______
197,197,0.020000,6.000000,6.000000,6.000000,0.900000,0.020000,0.972000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.180000,0.020000,0.100000,0.100000,0.290000,0.030000,0.050000,-0.050000,
198,198,0.020000,6.000000,6.000000,6.000000,0.970000,0.020000,0.900000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.130000,0.020000,0.100000,0.100000,0.400000,0.050000,0.050000,-0.050000,
199,199,0.020000,6.000000,6.000000,6.000000,0.972200,0.020000,0.900000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.180000,0.020000,0.100000,0.100000,0.290000,0.030000,0.050000,-0.050000,
200,200,0.020000,6.000000,6.000000,6.000000,0.667000,0.020000,1.037000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,__1
201,201,0.020000,5.000000,5.000000,5.000000,0.699300,0.020000,0.324000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.190000,0.040000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,_30_____
202,202,0.020000,6.000000,6.000000,6.000000,0.700000,0.020000,0.890000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.500000,0.220000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___#11
