ID,Par_No,GRATEPOWER,WINDPOWER_MODEL,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,TURBINE_RADIUS,AXIS_FLEX,AXIS_DAMP,OMEGA_BASE,OMEGA_BASE_T,TJ_TURBINE,TJ_GEN,TH,RHO,OMEGA_RATE,VWIND_CI,VWIND_CO,VWIND_RATE,VWIND0,TURBINE_MODEL,R2,X2,X1,TD01,Note
1,1,0.750000,0,-0.419090000000000,0.218080000000000,-0.012406000000000,-0.000133650000000,0.000011524000000,-0.067606000000000,0.060405000000000,-0.013934000000000,0.001068300000000,-0.000023895000000,0.015727000000000,-0.010996000000000,0.002149500000000,-0.000148550000000,0.000002793700000,-0.000860180000000,0.000570510000000,-0.000104790000000,0.000005992400000,-0.000000089194000,0.000014787000000,-0.000009483900000,0.000001616700000,-0.000000071535000,0.000000000496860,35.200001,1.246000,1.500000,1200.000000,15.400000,0.000000,6.000000,1.000000,1.225000,1.200000,4.000000,25.000000,15.000000,10.000000,1,0.017180,0.124000,0.110000,1.470000,
2,2,0.600000,0,-0.419090000000000,0.218080000000000,-0.012406000000000,-0.000133650000000,0.000011524000000,-0.067606000000000,0.060405000000000,-0.013934000000000,0.001068300000000,-0.000023895000000,0.015727000000000,-0.010996000000000,0.002149500000000,-0.000148550000000,0.000002793700000,-0.000860180000000,0.000570510000000,-0.000104790000000,0.000005992400000,-0.000000089194000,0.000014787000000,-0.000009483900000,0.000001616700000,-0.000000071535000,0.000000000496860,35.200001,1.246000,1.500000,1200.000000,15.400000,0.000000,5.000000,1.000000,1.225000,1.200000,3.000000,25.000000,14.000000,10.000000,1,0.005300,0.008300,0.082700,1.438600,
3,3,0.800000,0,-0.419090000000000,0.218080000000000,-0.012406000000000,-0.000133650000000,0.000011524000000,-0.067606000000000,0.060405000000000,-0.013934000000000,0.001068300000000,-0.000023895000000,0.015727000000000,-0.010996000000000,0.002149500000000,-0.000148550000000,0.000002793700000,-0.000860180000000,0.000570510000000,-0.000104790000000,0.000005992400000,-0.000000089194000,0.000014787000000,-0.000009483900000,0.000001616700000,-0.000000071535000,0.000000000496860,35.200001,1.246000,1.500000,1200.000000,15.400000,0.000000,6.000000,1.000000,1.225000,1.200000,4.000000,25.000000,15.000000,10.000000,1,0.017180,0.124000,0.110000,1.470000,
4,4,0.850000,0,-0.419090000000000,0.218080000000000,-0.012406000000000,-0.000133650000000,0.000011524000000,-0.067606000000000,0.060405000000000,-0.013934000000000,0.001068300000000,-0.000023895000000,0.015727000000000,-0.010996000000000,0.002149500000000,-0.000148550000000,0.000002793700000,-0.000860180000000,0.000570510000000,-0.000104790000000,0.000005992400000,-0.000000089194000,0.000014787000000,-0.000009483900000,0.000001616700000,-0.000000071535000,0.000000000496860,35.200001,1.246000,1.500000,1200.000000,15.400000,0.000000,6.000000,1.000000,1.225000,1.200000,4.000000,25.000000,15.000000,10.000000,1,0.017180,0.124000,0.110000,1.470000,
