ID,Par_No,WECCMODEL,GRATEPOWER,SREF,B_BATTERY,SOC_max,SOC_min,SOC_ini,T_total,VLin,VLout,VHin,VHout,VL1,VL2,TL1,TL2,VH1,VH2,TH1,TH2,NLVRTFLG,LVRTPORTION,HVRTPORTION,TdlyVLin,TdlyVLout,TdlyVHin,TdlyVHout,PQ_flag,PQ_LHVRT_FLAG,IpCLL_LHVRT_norm_FLAG,Vq1,Iq1,Vq2,Iq2,Vq3,Iq3,Vq4,Iq4,Vp1,Ip1,Vp2,Ip2,Vp3,Ip3,Vp4,Ip4,Tfltr,Trp,Trf,Trv,Freq_flag,Krp,PPOI_flag,fdb1,fdb2,Dup,Ddn,Dup_Pmax,Ddn_Pmin,Perrmax,Perrmin,Kp_pp,Ki_pp,Ppoimax,Ppoimin,Tlag,Vcmp_flag,PFPOI_flag,QPOI_flag,Rc,Xc,Kc,Vpdb1,Vpdb2,Verrmax,Verrmin,Kp_pv,Ki_pv,Qpdb1,Qpdb2,Qerrmax,Qerrmin,Kp_pq,Ki_pq,Qpoimax,Qpoimin,Tft,Tfv,Pmax,Pmin,Qmax,Qmin,dPmax,dPmin,dQmax,dQmin,Ip_max,Ip_min,Iq_max,Iq_min,I_max,I_min,Tg,P_flag,Tpord,Kp_lp,Ki_lp,Tip,Qref_flag,V_flag,Q_flag,Tqord,Tiq,Kp_lqv,Ki_lqv,V_max,V_min,Kp_lv,Ki_lv,Kp_lq,Ki_lq,Vldb1,Vldb2,Kqv,Iqinjh,Iqinjl,LVRT_IN_PFLAG,KP_LVRT,Pset_LV,K1_Ip_LV,K2_Ip_LV,Ipset_LV,VZEROX,VBRKPT,IpBRKPT,LVRT_IN_QFLAG,KQ_LV,Qset_LV,K1_Iq_LV,K2_Iq_LV,Iqset_LV,Ip_LVREC0_FLAG,KIp_LVREC0,Ipset_LVREC0,TLVRT_RECOVER0,Iq_LVREC0_FLAG,KIq_LVREC0,Iqset_LVREC0,HVRT_IN_PFLAG,KP_HV,Pset_HV,K1_Ip_HV,K2_Ip_HV,Ipset_HV,HVRT_IN_QFLAG,KQ_HV,Qset_HV,K1_Iq_HV,K2_Iq_HV,Iqset_HV,Ip_HVREC0_FLAG,KIp_HVREC0,Ipset_HVREC0,THVRT_RECOVER0,Iq_HVREC0_FLAG,KIq_HVREC0,Iqset_HVREC0,LVRT_RECOVER_PFLAG,dIp_RECOVER_max,Tcons_Precover,Ip_rec_a,Ip_rec_b,Ip_rec_c,Ip_rec_d,Ip_rec_t0,LVRT_RECOVER_QFLAG,Tcons_Qrecover,ICONTYP_UBL,IK1_Ip_LV_UBL,IK2_Ip_LV_UBL,IIpset_LV_UBL,IK3_Ip_LV_UBL,IK1_Iq_LV_UBL,IK2_Iq_LV_UBL,IIqset_LV_UBL,IK3_Iq_LV_UBL,LVRT_flag,HVLT_flag,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10,Note
1,1,2,0.047500,1000.000000,0.000500,0.800000,0.200000,0.600000,200.000000,0.900000,0.900000,1.300000,1.300000,0.000000,0.850000,0.150000,3.000000,1.500000,1.200000,0.500000,10.000000,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,0.200000,999.900000,0.400000,999.900000,0.600000,999.900000,0.800000,999.900000,0.200000,999.900000,0.400000,999.900000,0.600000,999.900000,0.800000,999.900000,0.010000,0.010000,0.010000,0.010000,0,0.000000,2,-0.000600,0.000600,10.000000,10.000000,0.100000,-0.200000,999.900000,-999.900000,0.100000,0.500000,1.100000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,999.900000,-999.900000,0.100000,0.500000,0.000000,0.000000,999.900000,-999.900000,0.100000,0.500000,1.100000,-1.100000,0.000000,0.020000,1.100000,0.000000,1.100000,-1.100000,999.900000,-999.900000,999.900000,-999.900000,1.100000,0.000000,1.100000,-1.100000,1.100000,-1.100000,0.000000,2,0.100000,0.100000,30.000000,0.010000,0,1,3,0.010000,0.010000,1.000000,5.000000,1.100000,0.900000,1.000000,5.000000,0.100000,30.000000,-0.100000,0.100000,0.000000,1.000000,-1.000000,2,0.500000,0.000000,0.000000,0.000000,0.100000,0.200000,0.900000,1.220000,2,1.000000,0.200000,1.500000,1.000000,0.000000,2,0.500000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.100000,0.000000,0.500000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,1,1.250000,0.500000,0.707600,-0.002256,-69.340000,-2.190000,2.210000,0,2.718280,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,____2_
