id,name,volt,I_node,J_node,I_nd,J_nd,I_id,J_id
序号,刀闸名,电压等级,I端所在拓扑节点,J端所在拓扑节点,I端物理节点,J端物理节点,I端所属厂站索引,J端所属厂站索引
20,国调.三峡左岸/500kV.51432刀闸,500,国调.三峡左岸厂.500.nd34590,国调.三峡左岸厂.500.nd34591,34590,34591,4,4
21,国调.三峡左岸/500kV.51431刀闸,500,国调.三峡左岸厂.500.nd34592,国调.三峡左岸厂.500.nd34593,34592,34593,4,4
22,国调.三峡左岸/500kV.51436刀闸,500,国调.三峡左岸厂.500.nd34594,国调.三峡左岸厂.500.nd34595,34594,34595,4,4
23,国调.三峡左岸/500kV.51412刀闸,500,国调.三峡左岸厂.500.nd34596,国调.三峡左岸厂.500.nd34597,34596,34597,4,4
24,国调.三峡左岸/500kV.51411刀闸,500,国调.三峡左岸厂.500.nd34598,国调.三峡左岸厂.500.nd34599,34598,34599,4,4
25,国调.三峡左岸/500kV.51532刀闸,500,国调.三峡左岸厂.500.nd34600,国调.三峡左岸厂.500.nd34601,34600,34601,4,4
26,国调.三峡左岸/500kV.51531刀闸,500,国调.三峡左岸厂.500.nd34602,国调.三峡左岸厂.500.nd34603,34602,34603,4,4
27,国调.三峡左岸/500kV.51522刀闸,500,国调.三峡左岸厂.500.nd34604,国调.三峡左岸厂.500.nd34605,34604,34605,4,4
28,国调.三峡左岸/500kV.51521刀闸,500,国调.三峡左岸厂.500.nd34606,国调.三峡左岸厂.500.nd34607,34606,34607,4,4
29,国调.三峡左岸/500kV.51516刀闸,500,国调.三峡左岸厂.500.nd34608,国调.三峡左岸厂.500.nd34609,34608,34609,4,4
30,国调.三峡左岸/500kV.51512刀闸,500,国调.三峡左岸厂.500.nd34610,国调.三峡左岸厂.500.nd34611,34610,34611,4,4
31,国调.三峡左岸/500kV.51511刀闸,500,国调.三峡左岸厂.500.nd34612,国调.三峡左岸厂.500.nd34613,34612,34613,4,4
32,国调.三峡左岸/500kV.52134刀闸,500,国调.三峡左岸厂.500.nd34614,国调.三峡左岸厂.500.nd34615,34614,34615,4,4
33,国调.三峡左岸/500kV.52133刀闸,500,国调.三峡左岸厂.500.nd34616,国调.三峡左岸厂.500.nd34617,34616,34617,4,4
34,国调.三峡左岸/500kV.52124刀闸,500,国调.三峡左岸厂.500.nd34618,国调.三峡左岸厂.500.nd34619,34618,34619,4,4
35,国调.三峡左岸/500kV.52123刀闸,500,国调.三峡左岸厂.500.nd34620,国调.三峡左岸厂.500.nd34621,34620,34621,4,4
36,国调.三峡左岸/500kV.52114刀闸,500,国调.三峡左岸厂.500.nd34622,国调.三峡左岸厂.500.nd34623,34622,34623,4,4
37,国调.三峡左岸/500kV.52113刀闸,500,国调.三峡左岸厂.500.nd34624,国调.三峡左岸厂.500.nd34625,34624,34625,4,4
38,国调.三峡左岸/500kV.52136刀闸,500,国调.三峡左岸厂.500.nd34626,国调.三峡左岸厂.500.nd34627,34626,34627,4,4
39,国调.三峡左岸/500kV.52234刀闸,500,国调.三峡左岸厂.500.nd34628,国调.三峡左岸厂.500.nd34629,34628,34629,4,4
40,国调.三峡左岸/500kV.52233刀闸,500,国调.三峡左岸厂.500.nd34630,国调.三峡左岸厂.500.nd34631,34630,34631,4,4
41,国调.三峡左岸/500kV.52224刀闸,500,国调.三峡左岸厂.500.nd34632,国调.三峡左岸厂.500.nd34633,34632,34633,4,4
42,国调.三峡左岸/500kV.52223刀闸,500,国调.三峡左岸厂.500.nd34634,国调.三峡左岸厂.500.nd34635,34634,34635,4,4
43,国调.三峡左岸/500kV.52214刀闸,500,国调.三峡左岸厂.500.nd34636,国调.三峡左岸厂.500.nd34637,34636,34637,4,4
44,国调.三峡左岸/500kV.52213刀闸,500,国调.三峡左岸厂.500.nd34638,国调.三峡左岸厂.500.nd34639,34638,34639,4,4
45,国调.三峡左岸/500kV.52216刀闸,500,国调.三峡左岸厂.500.nd34640,国调.三峡左岸厂.500.nd34641,34640,34641,4,4
46,国调.三峡左岸/500kV.52334刀闸,500,国调.三峡左岸厂.500.nd34642,国调.三峡左岸厂.500.nd34643,34642,34643,4,4
47,国调.三峡左岸/500kV.52333刀闸,500,国调.三峡左岸厂.500.nd34644,国调.三峡左岸厂.500.nd34645,34644,34645,4,4
48,国调.三峡左岸/500kV.52324刀闸,500,国调.三峡左岸厂.500.nd34646,国调.三峡左岸厂.500.nd34647,34646,34647,4,4
49,国调.三峡左岸/500kV.52323刀闸,500,国调.三峡左岸厂.500.nd34648,国调.三峡左岸厂.500.nd34649,34648,34649,4,4
50,国调.三峡左岸/500kV.52314刀闸,500,国调.三峡左岸厂.500.nd34650,国调.三峡左岸厂.500.nd34651,34650,34651,4,4
51,国调.三峡左岸/500kV.52313刀闸,500,国调.三峡左岸厂.500.nd34652,国调.三峡左岸厂.500.nd34653,34652,34653,4,4
52,国调.三峡左岸/500kV.52336刀闸,500,国调.三峡左岸厂.500.nd34654,国调.三峡左岸厂.500.nd34655,34654,34655,4,4
53,国调.三峡左岸/500kV.58242刀闸,500,国调.三峡左岸厂.500.nd34656,国调.三峡左岸厂.500.nd34657,34656,34657,4,4
54,国调.三峡左岸/500kV.58244刀闸,500,国调.三峡左岸厂.500.nd34658,国调.三峡左岸厂.500.nd34659,34658,34659,4,4
