id,nd
1105,37998
1106,37999
1107,38000
1108,38001
1109,38002
1110,38003
1111,38004
1112,38005
1113,38006
1114,38007
1115,38008
1116,38009
1117,38010
1118,38011
1119,38012
1120,38013
1121,38014
1122,38015
1123,38016
1124,38017
1125,38018
1126,38019
1127,38020
1128,38021
1129,38022
1130,38023
1131,38024
1132,38025
1133,38026
1134,38027
1135,38028
1136,38029
1137,38030
1138,38031
1139,38032
1140,38033
1141,38034
1142,38035
1143,38036
1144,38037
1145,38038
1146,38039
1147,38040
1148,38041
1149,38042
1150,38043
1151,38044
1152,38045
1153,38046
1154,38047
1155,38048
1156,38049
1157,38050
1158,38051
1159,38052
1160,38053
1161,38054
1162,38055
1163,38056
1164,38057
1165,38058
1166,38059
1167,38060
1168,38061
1169,38062
1170,38063
1171,38064
1172,38065
1173,38066
1174,38067
1175,38068
1176,38069
1177,38070
1178,38071
1179,38072
1180,38073
1181,38074
1182,38075
1183,38076
1184,38077
1185,38078
1186,38079
1187,38080
1188,38081
1189,38082
1190,38083
1191,38084
1192,38085
1193,14546
1194,38086
1195,38087
1196,38088
1197,38089
1198,38090
1199,38091
1200,38092
1201,38093
1202,38094
1203,38095
1204,38096
1205,38097
1206,38098
1207,38099
1208,38100
1209,38101
1210,38102
1211,38103
1212,14571
1213,38104
1214,38105
1215,38106
1216,38107
1217,38108
1218,38109
1219,38110
1220,38111
1221,38112
1222,38113
1223,14573
1224,14583
1225,14585
1226,38114
1227,38115
1228,38116
1229,38117
1230,38118
1231,38119
1232,38120
1233,38121
1234,38122
1235,38123
1236,38124
1237,38125
1238,38126
1239,38127
1240,38128
1241,38129
1242,38130
1243,38131
1244,38132
1245,38133
1246,38134
1247,38135
1248,38136
1249,38137
1250,38138
1251,38139
1252,38140
1253,38141
1254,38142
1255,38143
1256,38144
1257,38145
1258,38146
1259,38147
1260,38148
1261,38149
1262,38150
1263,38151
1264,38152
1265,38153
1266,38154
1267,38155
1268,38156
1269,38157
1270,38158
1271,38159
1272,38160
1273,38161
1274,38162
1275,38163
1276,38164
1277,38165
1278,38166
1279,38167
1280,38168
1281,38169
1282,38170
1283,38171
1284,38172
1285,38173
1286,38174
1287,38175
1288,38176
1289,38177
1290,38178
1291,38179
1292,38180
1293,38181
1294,38182
1295,38183
1296,38184
1297,38185
1298,38186
1299,38187
1300,38188
1301,38189
1302,38190
1303,38191
1304,38192
1305,38193
1306,38194
1307,38195
1308,38196
1309,38197
1310,38198
1311,38199
1312,38200
1313,38201
1314,14602
1315,14604
1316,14634
1317,14636
1318,14638
1319,14640
1320,14648
1321,14649
1322,14667
1323,14663
1324,14665
1325,14675
1326,14677
1327,38202
1328,38203
1329,38204
1330,38205
1331,38206
1332,38207
1333,38208
1334,38209
1335,38210
1336,38211
1337,38212
1338,38213
1339,38214
1340,38215
1341,38216
1342,38217
1343,38218
1344,38219
1345,38220
1346,38221
1347,38222
1348,38223
1349,38224
1350,38225
1351,38226
1352,38227
1353,38228
1354,38229
1355,38230
1356,38231
1357,38232
1358,38233
1359,38234
1360,38235
1361,38236
1362,38237
1363,38238
1364,38239
1365,38240
1366,38241
1367,14688
1368,14689
1369,14690
1370,14705
1371,38242
1372,38243
1373,38244
1374,38245
1375,38246
1376,38247
1377,38248
1378,38249
1379,38250
1380,38251
1381,38252
1382,38253
1383,38254
1384,38255
1385,38256
1386,38257
1387,38258
1388,38259
1389,38260
1390,38261
1391,38262
1392,24983
1393,24984
1394,44
1395,14731
1396,14730
1397,14751
1398,14753
1399,14755
1400,14757
1401,14780
1402,14782
1403,38263
1404,38264
1405,38265
1406,38266
1407,38267
1408,38268
1409,38269
1410,38270
1411,38271
1412,38272
1413,38273
1414,38274
1415,38275
1416,38276
1417,38277
1418,38278
1419,38279
1420,38280
1421,38281
1422,38282
1423,38283
1424,38284
1425,38285
1426,38286
1427,14801
1428,14803
1429,14805
1430,14846
1431,14848
1432,14850
1433,14852
1434,14858
1435,14867
1436,14869
1437,14875
1438,14876
1439,38287
1440,38288
1441,38289
1442,38290
1443,38291
1444,38292
1445,38293
1446,38294
1447,38295
1448,38296
1449,38297
1450,38298
1451,38299
1452,38300
1453,38301
1454,38302
1455,38303
1456,38304
1457,38305
1458,38306
1459,38307
1460,38308
1461,38309
1462,38310
1463,38311
1464,38312
1465,38313
1466,38314
1467,38315
1468,38316
1469,38317
1470,38318
1471,38319
1472,38320
1473,38321
1474,38322
1475,38323
1476,38324
1477,38325
1478,38326
1479,38327
1480,38328
1481,38329
1482,38330
1483,38331
1484,38332
1485,38333
1486,38334
1487,38335
1488,38336
1489,38337
1490,38338
1491,38339
1492,38340
1493,38341
1494,38342
1495,38343
1496,38344
1497,38345
1498,38346
1499,38347
1500,14901
1501,14903
1502,14905
1503,14907
1504,14911
1505,14913
1506,38348
1507,38349
1508,38350
1509,38351
1510,38352
1511,38353
1512,38354
1513,38355
1514,38356
1515,38357
1516,38358
1517,38359
1518,38360
1519,38361
1520,38362
1521,38363
1522,38364
1523,38365
1524,38366
1525,38367
1526,38368
1527,38369
1528,38370
1529,38371
1530,38372
1531,38373
1532,38374
1533,38375
1534,38376
1535,38377
1536,38378
1537,38379
1538,38380
1539,38381
1540,38382
1541,38383
1542,38384
1543,38385
1544,38386
1545,38387
1546,38388
1547,38389
1548,38390
1549,38391
1550,38392
1551,38393
1552,38394
1553,38395
1554,38396
1555,38397
1556,38398
1557,38399
1558,38400
1559,38401
1560,38402
1561,38403
1562,38404
1563,38405
1564,38406
1565,38407
1566,38408
1567,38409
1568,38410
1569,38411
1570,38412
1571,38413
1572,38414
1573,38415
1574,26803
1575,38416
1576,38417
1577,38418
1578,38419
1579,38420
1580,38421
1581,38422
1582,38423
1583,38424
1584,38425
1585,38426
1586,38427
1587,38428
1588,38429
1589,38430
1590,38431
1591,38432
1592,38433
1593,38434
1594,38435
1595,38436
1596,38437
1597,38438
1598,38439
1599,38440
1600,38441
1601,38442
1602,38443
1603,38444
1604,38445
1605,38446
1606,38447
1607,38448
1608,38449
1609,38450
1610,38451
1611,38452
1612,38453
1613,38454
1614,38455
1615,38456
1616,38457
1617,38458
1618,38459
1619,38460
1620,38461
1621,38462
1622,38463
1623,38464
1624,38465
1625,38466
1626,38467
1627,38468
1628,38469
1629,38470
1630,38471
1631,38472
1632,38473
1633,38474
1634,38475
1635,38476
1636,38477
1637,38478
1638,38479
1639,38480
1640,38481
1641,38482
1642,38483
1643,38484
1644,38485
1645,38486
1646,38487
1647,38488
1648,38489
1649,38490
1650,38491
1651,38492
1652,38493
1653,38494
1654,38495
1655,38496
1656,38497
1657,38498
1658,38499
1659,38500
1660,38501
1661,38502
1662,38503
1663,38504
1664,38505
1665,38506
1666,38507
1667,38508
1668,38509
1669,38510
1670,38511
1671,38512
1672,38513
1673,38514
1674,38515
1675,38516
1676,38517
1677,38518
1678,38519
1679,38520
1680,38521
1681,38522
1682,38523
1683,38524
1684,38525
1685,38526
1686,38527
1687,38528
1688,38529
1689,38530
1690,38531
1691,38532
1692,38533
1693,38534
1694,38535
1695,38536
1696,38537
1697,38538
1698,38539
1699,38540
1700,38541
1701,38542
1702,38543
1703,38544
1704,38545
1705,38546
1706,38547
1707,38548
1708,38549
1709,38550
1710,38551
1711,38552
1712,38553
1713,38554
1714,38555
1715,38556
1716,38557
1717,38558
1718,38559
1719,38560
1720,38561
1721,38562
1722,38563
1723,38564
1724,38565
1725,38566
1726,38567
1727,38568
1728,38569
1729,38570
1730,38571
1731,38572
1732,38573
1733,38574
1734,38575
1735,38576
1736,38577
1737,38578
1738,38579
1739,38580
1740,38581
1741,38582
1742,38583
1743,38584
1744,38585
1745,38586
1746,38587
1747,38588
1748,38589
1749,38590
1750,38591
1751,38592
1752,38593
1753,38594
1754,38595
1755,38596
1756,38597
1757,38598
1758,38599
1759,38600
1760,38601
1761,38602
1762,38603
1763,38604
1764,38605
1765,38606
1766,38607
1767,38608
1768,38609
1769,38610
1770,38611
1771,38612
1772,38613
1773,38614
1774,38615
1775,38616
1776,15043
1777,15045
1778,15047
1779,15057
1780,15058
1781,15121
1782,15123
1783,15125
1784,15127
1785,15135
1786,15137
1787,38617
1788,38618
1789,38619
1790,38620
1791,38621
1792,38622
1793,38623
1794,38624
1795,38625
1796,38626
1797,38627
1798,38628
1799,38629
1800,38630
1801,38631
1802,38632
1803,38633
1804,38634
1805,38635
1806,38636
1807,38637
1808,38638
1809,38639
1810,38640
1811,25364
1812,25365
1813,38641
1814,38642
1815,38643
1816,38644
1817,38645
1818,38646
1819,38647
1820,38648
1821,38649
1822,38650
1823,38651
1824,38652
1825,38653
1826,38654
1827,38655
1828,38656
1829,38657
1830,38658
1831,38659
1832,38660
1833,38661
1834,38662
1835,38663
1836,38664
1837,38665
1838,38666
1839,38667
1840,14269
1841,14271
1842,38668
1843,38669
1844,38670
1845,38671
1846,38672
1847,38673
1848,38674
1849,38675
1850,38676
1851,38677
1852,38678
1853,38679
1854,38680
1855,38681
1856,38682
1857,38683
1858,38684
1859,38685
1860,38686
1861,38687
1862,38688
1863,38689
1864,38690
1865,38691
1866,38692
1867,38693
1868,38694
1869,38695
1870,38696
1871,38697
1872,38698
1873,38699
1874,38700
1875,38701
1876,38702
1877,38703
1878,38704
1879,38705
1880,38706
1881,38707
1882,38708
1883,38709
1884,38710
1885,38711
1886,38712
1887,38713
1888,38714
1889,38715
1890,38716
1891,38717
1892,38718
1893,38719
1894,38720
1895,38721
1896,38722
1897,38723
1898,38724
1899,38725
1900,38726
1901,38727
1902,38728
1903,38729
1904,38730
1905,38731
1906,38732
1907,38733
1908,38734
1909,38735
1910,38736
1911,38737
1912,38738
1913,38739
1914,38740
1915,38741
1916,38742
1917,38743
1918,38744
1919,38745
1920,38746
1921,38747
1922,38748
1923,38749
1924,38750
1925,38751
1926,38752
1927,38753
1928,38754
1929,38755
1930,38756
1931,38757
1932,38758
1933,38759
1934,38760
1935,15344
1936,15346
1937,15348
1938,15359
1939,15360
1940,15362
1941,38761
1942,38762
1943,38763
1944,38764
1945,38765
1946,38766
1947,38767
1948,38768
1949,38769
1950,38770
1951,38771
1952,38772
1953,38773
1954,38774
1955,38775
1956,38776
1957,38777
1958,38778
1959,38779
1960,38780
1961,38781
1962,38782
1963,38783
1964,38784
1965,38785
1966,38786
1967,38787
1968,38788
1969,38789
1970,38790
1971,38791
1972,15408
1973,15409
1974,15421
1975,15423
1976,15425
1977,15426
1978,15427
1979,1787
1980,15435
1981,15441
1982,15447
1983,38792
1984,38793
1985,38794
1986,38795
1987,38796
1988,38797
1989,38798
1990,38799
1991,38800
1992,38801
1993,38802
1994,38803
1995,38804
1996,38805
1997,38806
1998,38807
1999,38808
2000,38809
2001,38810
2002,38811
2003,38812
2004,38813
2005,38814
2006,38815
2007,38816
2008,38817
2009,38818
2010,38819
2011,38820
2012,38821
2013,38822
2014,38823
2015,38824
2016,38825
2017,38826
2018,38827
2019,38828
2020,38829
2021,38830
2022,38831
2023,38832
2024,38833
2025,38834
2026,38835
2027,38836
2028,38837
2029,38838
2030,38839
2031,38840
2032,38841
2033,38842
2034,38843
2035,38844
2036,38845
2037,38846
2038,38847
2039,38848
2040,38849
2041,38850
2042,38851
2043,38852
2044,38853
2045,38854
2046,38855
2047,38856
2048,38857
2049,38858
2050,38859
2051,38860
2052,38861
2053,38862
2054,38863
2055,38864
2056,38865
2057,38866
2058,38867
2059,38868
2060,38869
2061,38870
2062,38871
2063,38872
2064,38873
2065,38874
2066,38875
2067,38876
2068,38877
2069,38878
2070,38879
2071,38880
2072,38881
2073,38882
2074,38883
2075,38884
2076,38885
2077,38886
2078,38887
2079,38888
2080,38889
2081,38890
2082,38891
2083,38892
2084,38893
2085,38894
2086,38895
2087,38896
2088,38897
2089,38898
2090,38899
2091,38900
2092,38901
2093,38902
2094,38903
2095,38904
2096,38905
2097,38906
2098,38907
2099,38908
2100,38909
2101,38910
2102,38911
2103,38912
2104,38913
2105,38914
2106,38915
2107,38916
2108,38917
2109,38918
2110,38919
2111,38920
2112,38921
2113,38922
2114,38923
2115,38924
2116,38925
2117,38926
2118,38927
2119,38928
2120,38929
2121,38930
2122,38931
2123,38932
2124,38933
2125,38934
2126,38935
2127,38936
2128,38937
2129,38938
2130,38939
2131,38940
2132,38941
2133,38942
2134,38943
2135,38944
2136,38945
2137,38946
2138,38947
2139,38948
2140,38949
2141,38950
2142,38951
2143,38952
2144,38953
2145,38954
2146,38955
2147,38956
2148,38957
2149,38958
2150,38959
2151,38960
2152,38961
2153,38962
2154,38963
2155,38964
2156,38965
2157,38966
2158,38967
2159,38968
2160,38969
2161,38970
2162,38971
2163,38972
2164,38973
2165,38974
2166,38975
2167,38976
2168,38977
2169,38978
2170,38979
2171,38980
2172,38981
2173,38982
2174,38983
2175,38984
2176,38985
2177,38986
2178,38987
2179,38988
2180,38989
2181,38990
2182,38991
2183,38992
2184,38993
2185,38994
2186,38995
2187,38996
2188,38997
2189,38998
2190,38999
2191,39000
2192,39001
2193,39002
2194,39003
2195,39004
2196,39005
2197,39006
2198,39007
2199,39008
2200,39009
2201,39010
2202,39011
2203,39012
2204,39013
2205,39014
2206,39015
2207,39016
2208,39017
2209,39018
2210,39019
2211,39020
2212,39021
2213,39022
2214,39023
2215,39024
2216,39025
2217,39026
2218,39027
2219,39028
2220,39029
2221,39030
2222,39031
2223,39032
2224,39033
2225,39034
2226,39035
2227,39036
2228,39037
2229,39038
2230,39039
2231,15655
2232,15657
2233,15659
2234,15661
2235,15663
2236,15675
2237,39040
2238,39041
2239,39042
2240,39043
2241,39044
2242,39045
2243,39046
2244,39047
2245,39048
2246,39049
2247,39050
2248,39051
2249,39052
2250,39053
2251,39054
2252,39055
2253,39056
2254,39057
2255,39058
2256,39059
2257,39060
2258,39061
2259,39062
2260,39063
2261,39064
2262,39065
2263,39066
2264,39067
2265,39068
2266,39069
2267,39070
2268,39071
2269,39072
2270,39073
2271,39074
2272,39075
2273,39076
2274,39077
2275,39078
2276,39079
2277,39080
2278,39081
2279,39082
2280,39083
2281,39084
2282,39085
2283,39086
2284,39087
2285,39088
2286,39089
2287,39090
2288,39091
2289,39092
2290,39093
2291,39094
2292,39095
2293,39096
2294,39097
2295,39098
2296,39099
2297,39100
2298,39101
2299,39102
2300,39103
2301,39104
2302,39105
2303,39106
2304,39107
2305,39108
2306,39109
2307,39110
2308,39111
2309,39112
2310,39113
2311,39114
2312,39115
2313,39116
2314,39117
2315,39118
2316,39119
2317,39120
2318,39121
2319,39122
2320,39123
2321,39124
2322,39125
2323,39126
2324,39127
2325,39128
2326,39129
2327,39130
2328,39131
2329,39132
2330,39133
2331,39134
2332,39135
2333,15725
2334,15727
2335,39136
2336,39137
2337,39138
2338,39139
2339,39140
2340,39141
2341,39142
2342,39143
2343,39144
2344,39145
2345,39146
2346,39147
2347,39148
2348,39149
2349,39150
2350,39151
2351,39152
2352,39153
2353,39154
2354,39155
2355,39156
2356,39157
2357,39158
2358,39159
2359,39160
2360,39161
2361,39162
2362,39163
2363,39164
2364,39165
2365,39166
2366,39167
2367,39168
2368,39169
2369,39170
2370,39171
2371,39172
2372,39173
2373,39174
2374,39175
2375,39176
2376,39177
2377,39178
2378,39179
2379,39180
2380,39181
2381,39182
2382,39183
2383,39184
2384,39185
2385,39186
2386,39187
2387,39188
2388,39189
2389,39190
2390,39191
2391,39192
2392,39193
2393,39194
2394,39195
2395,39196
2396,39197
2397,39198
2398,39199
2399,39200
2400,39201
2401,39202
2402,39203
2403,39204
2404,39205
2405,39206
2406,39207
2407,39208
2408,39209
2409,39210
2410,39211
2411,39212
2412,39213
2413,39214
2414,39215
2415,39216
2416,39217
2417,39218
2418,39219
2419,39220
2420,39221
2421,39222
2422,39223
2423,39224
2424,39225
2425,39226
2426,39227
2427,39228
2428,39229
2429,39230
2430,39231
2431,39232
2432,39233
2433,39234
2434,39235
2435,39236
2436,39237
2437,39238
2438,39239
2439,39240
2440,39241
2441,39242
2442,39243
2443,39244
2444,39245
2445,39246
2446,39247
2447,39248
2448,39249
2449,39250
2450,39251
2451,39252
2452,39253
2453,39254
2454,39255
2455,39256
2456,39257
2457,39258
2458,39259
2459,39260
2460,39261
2461,39262
2462,39263
2463,39264
2464,39265
2465,39266
2466,39267
2467,39268
2468,39269
2469,39270
2470,39271
2471,39272
2472,39273
2473,39274
2474,39275
2475,39276
2476,39277
2477,39278
2478,39279
2479,39280
2480,39281
2481,39282
2482,39283
2483,39284
2484,39285
2485,39286
2486,39287
2487,39288
2488,39289
2489,39290
2490,39291
2491,39292
2492,39293
2493,39294
2494,39295
2495,39296
2496,39297
2497,39298
