index,sub
19812,2098
19821,2099
19822,2100
19851,1577
19852,1577
19861,2103
19862,2104
19871,2107
19872,2108
19881,2104
19882,2105
19891,2109
19892,2110
19901,2112
19902,2113
19911,2113
19912,2114
19921,2119
19922,2120
19931,2120
19932,2121
19941,2113
19942,2114
19951,2112
19952,2113
19961,2126
19962,2125
19971,2123
19972,2124
19981,2129
19982,2130
20021,2138
20022,2137
20031,2448
20032,2450
20041,2448
20042,2450
20051,2448
20052,2450
20061,2448
20062,2450
20071,1895
20072,1896
20081,2139
20082,2140
20101,2027
20102,2028
20111,2028
20112,2029
20121,2143
20122,2144
20131,2059
20132,2144
20141,2059
20142,2144
20161,2148
20162,2149
20171,2145
20172,2146
20181,382
20182,709
20191,382
20192,709
20201,2149
20202,2150
20211,2152
20212,2153
20221,2152
20222,2152
20231,2155
20232,2156
20241,2158
20242,2159
20251,2158
20252,2159
20261,1988
20262,2160
20281,2165
20282,2166
20291,2168
20292,2169
20301,2170
20302,2171
20311,2170
20312,2167
20361,2179
20362,2180
20371,2181
20372,2182
20391,2187
20392,2188
20401,2187
20402,2188
20411,2187
20412,2188
20421,2189
20422,2190
20431,2192
20432,2193
20441,2192
20442,2193
20451,2194
20452,2195
20461,2194
20462,2195
20471,2194
20472,2195
20481,2194
20482,2195
20501,2197
20502,2198
20511,2197
20512,2198
20521,2197
20522,2198
20531,2199
20532,2200
20541,2007
20542,2008
20551,2112
20552,2113
20561,2224
20562,2225
20571,2224
20572,2225
20601,2178
20602,2233
20611,2178
20612,2233
20621,2178
20622,2233
20631,2178
20632,2233
20641,2238
20642,2239
20691,2255
20692,2256
20701,2255
20702,2256
20731,1331
20732,1545
20751,2259
20752,2260
20761,2262
20762,2263
20771,2262
20772,2263
20781,2262
20782,2263
20791,2264
20792,2265
20801,2266
20802,2267
20811,2024
20812,2025
20821,2024
20822,2025
20831,1874
20832,1875
20861,2273
20862,2274
20871,2274
20872,2276
20891,2277
20892,2278
20931,2291
20932,2292
20941,2291
20942,2292
20951,2291
20952,2292
20961,2291
20962,2292
20971,2291
20972,2292
20981,2291
20982,2292
20991,2291
20992,2292
21031,2296
21032,2296
21041,2296
21042,2297
21051,2301
21052,2302
21061,2303
21062,2304
21071,2119
21072,2120
21081,2120
21082,2121
21091,2308
21092,2309
21101,2307
21102,2305
21111,2311
21112,2310
21121,2310
21122,2313
21131,2314
21132,2315
21141,2317
21142,2318
21151,2317
21152,2318
21161,2113
21162,2114
21191,2325
21192,2326
21201,2326
21202,2326
21211,2328
21212,2329
21221,1984
21222,1985
21231,1985
21232,1986
21241,2332
21242,2333
21251,2332
21252,2333
21281,1699
21282,1701
21291,2337
21292,2336
21301,2334
21302,2336
21311,2334
21312,2336
21321,2338
21322,2339
21331,2342
21332,2343
21341,2342
21342,2343
21391,2346
21392,2347
21401,2255
21402,2256
21431,2021
21432,2021
21451,2021
21452,2021
21461,2021
21462,2021
21471,2021
21472,2021
21481,2021
21482,2021
21491,2021
21492,2021
21501,2021
21502,2021
21511,2021
21512,2021
21521,2021
21522,2021
21531,2400
21532,2021
21541,2400
21542,2021
21551,2400
21552,2021
21561,2400
21562,2021
21571,2400
21572,2021
21581,2400
21582,2021
21591,2400
21592,2021
21601,2400
21602,2021
21611,2352
21612,2353
21621,2354
21622,2355
21631,207
21632,821
21641,2360
21642,2361
21651,2360
21652,2361
21671,2366
21672,2367
21711,1474
21712,1474
21721,1474
21722,1474
21731,1474
21732,1474
21741,1474
21742,1474
21751,1474
21752,1474
21761,1474
21762,1474
21771,1474
21772,1474
21781,1474
21782,1474
21791,1474
21792,1474
21821,2399
21822,1474
21831,2399
21832,1474
21841,2399
21842,1474
21851,2399
21852,1474
21861,2399
21862,1474
21871,2399
21872,1474
21881,2399
21882,1474
21891,2399
21892,1474
21901,2372
21902,2373
21911,2372
21912,2373
21921,1227
21922,1229
21931,2374
21932,2375
21941,2377
21942,2378
21951,2377
21952,2378
21961,2379
21962,2380
21971,2379
21972,2380
21981,2379
21982,2380
21991,2379
21992,2380
22001,2382
22002,2383
22011,2382
22012,2383
22021,2382
22022,2383
22031,2385
22032,2386
22051,2390
22052,2391
22061,2390
22062,2391
22091,2391
22092,2391
22101,2391
22102,2391
22111,2391
22112,2391
22121,2391
22122,2391
22131,2391
22132,2391
22141,2391
22142,2391
22151,2391
22152,2391
22161,2391
22162,2391
22171,2391
22172,2391
22181,2391
22182,2391
22191,2391
22192,2391
22201,2391
22202,2391
22211,2398
22212,2391
22221,2398
22222,2391
22231,2398
22232,2391
22261,1546
22262,1546
22271,1546
22272,1546
22281,1546
22282,1546
22291,1546
22292,1546
22301,1546
22302,1546
22311,1546
22312,1546
22321,1546
22322,1546
22331,1546
22332,1546
22341,1546
22342,1546
22351,2397
22352,1546
22361,2397
22362,1546
22371,2397
22372,1546
22381,2397
22382,1546
22391,2397
22392,1546
22401,2397
22402,1546
22411,2397
22412,1546
22421,2397
22422,1546
22451,2088
22452,2089
22461,2087
22462,2088
22471,2352
22472,2353
22481,2395
22482,2396
22491,2395
22492,2396
22501,1959
22502,1958
22511,1957
22512,1959
22521,2311
22522,2310
22531,2310
22532,2403
22541,2310
22542,2403
22551,2408
22552,2409
22561,2415
22562,2416
22571,2415
22572,2415
22601,1550
22602,1550
22611,1550
22612,1550
22621,1550
22622,1550
22631,1550
22632,1550
22641,1550
22642,1550
22651,1550
22652,1550
22661,1550
22662,1550
22671,1550
22672,1550
22681,1550
22682,1550
22691,2419
22692,1550
22701,2419
22702,1550
22711,2419
22712,1550
22721,2419
22722,1550
22731,2419
22732,1550
22741,2419
22742,1550
22771,2336
22772,2336
22781,2336
22782,2336
22791,2336
22792,2336
22801,2336
22802,2336
22811,2336
22812,2336
22821,2336
22822,2336
22831,2336
22832,2336
22841,2336
22842,2336
22851,2336
22852,2336
22861,2421
22862,2336
22871,2421
22872,2336
22881,2421
22882,2336
22891,2421
22892,2336
22901,2421
22902,2336
22911,2421
22912,2336
22941,1548
22942,1548
22951,1548
22952,1548
22961,1548
22962,1548
22971,1548
22972,1548
22981,1548
22982,1548
22991,1548
22992,1548
23001,1548
23002,1548
23011,1548
23012,1548
23021,1548
23022,1548
23031,2422
23032,1548
23041,2422
23042,1548
23051,2422
23052,1548
23071,2422
23072,1548
23081,2422
23082,1548
23091,2422
23092,1548
23121,1530
23122,1530
23131,1530
23132,1530
23141,1530
23142,1530
23151,1530
23152,1530
23161,1530
23162,1530
23171,1530
23172,1530
23181,1530
23182,1530
23191,1530
23192,1530
23201,1530
23202,1530
23211,2423
23212,1530
23221,2423
23222,1530
23231,2423
23232,1530
23241,2423
23242,1530
23251,2423
23252,1530
23261,2423
23262,1530
23771,2299
23772,2300
23781,2299
23782,2300
23791,2299
23792,2300
23801,2299
23802,2300
23811,2299
23812,2300
23821,2299
23822,2300
23831,2299
23832,2300
23841,2299
23842,2300
23851,2299
23852,2300
23861,2299
23862,2300
23871,2299
23872,2300
23881,2299
23882,2300
23891,2299
23892,2300
23901,2299
23902,2300
23911,2299
23912,2300
23921,2299
23922,2300
23931,2299
23932,2300
23941,2299
23942,2300
23951,2299
23952,2300
23961,2299
23962,2300
23971,2127
23972,2128
23981,2127
23982,2128
23991,2127
23992,2128
24001,2127
24002,2128
24011,2127
24012,2128
24021,2127
24022,2128
24031,2127
24032,2128
24041,2127
24042,2128
24051,2127
24052,2128
24061,2127
24062,2128
24071,2127
24072,2128
24081,2127
24082,2128
24091,2127
24092,2128
24101,2127
24102,2128
24111,2127
24112,2128
24121,2127
24122,2128
24131,2127
24132,2128
24141,2127
24142,2128
24341,2274
24342,2275
24351,2274
24352,2275
24361,2274
24362,2275
24371,2274
24372,2275
24381,2274
24382,2275
24391,2274
24392,2275
24401,2274
24402,2275
24411,2274
24412,2275
24421,2274
24422,2275
24431,2274
24432,2275
24441,2274
24442,2275
24451,2274
24452,2275
24461,2274
24462,2275
24471,2274
24472,2275
24481,2274
24482,2275
24491,2274
24492,2275
24501,2274
24502,2275
24511,2274
24512,2275
24521,2274
24522,2275
24531,2274
24532,2275
24541,2274
24542,2275
24551,2274
24552,2275
24561,2274
24562,2275
24571,2274
24572,2275
24581,2274
24582,2275
24591,2141
24592,2142
24601,2141
24602,2142
24611,2141
24612,2142
24621,2141
24622,2142
24631,2141
24632,2142
24641,2141
24642,2142
24651,2141
24652,2142
24661,2141
24662,2142
24671,2141
24672,2142
24681,2141
24682,2142
24691,2141
24692,2142
24701,2141
24702,2142
24711,2141
24712,2142
24921,2318
24922,2319
24931,2318
24932,2319
24941,2318
24942,2319
24951,2318
24952,2319
24961,2318
24962,2319
24971,2318
24972,2319
24981,2318
24982,2319
24991,2318
24992,2319
25001,2318
25002,2319
25011,2318
25012,2319
25021,2318
25022,2319
25031,2318
25032,2319
25041,2318
25042,2319
25051,2318
25052,2319
25061,2318
25062,2319
25071,2318
25072,2319
25081,2318
25082,2319
25091,2318
25092,2319
25101,2318
25102,2319
25111,2318
25112,2319
25121,2318
25122,2319
25131,2318
25132,2319
25141,2318
25142,2319
25151,2318
25152,2319
25161,2318
25162,2319
25171,2318
25172,2319
25181,2318
25182,2319
25191,2318
25192,2319
25201,2318
25202,2319
25211,2318
25212,2319
25221,2318
25222,2319
25231,2318
25232,2319
25241,2318
25242,2319
25251,2318
25252,2319
25261,2318
25262,2319
25271,2318
25272,2319
25281,2318
25282,2319
25291,2318
25292,2319
25301,2318
25302,2319
25311,2318
25312,2319
25321,2318
25322,2319
25331,2318
25332,2319
25341,2318
25342,2319
25351,2318
25352,2319
25361,2318
25362,2319
25371,2318
25372,2319
25381,2318
25382,2319
25391,2318
25392,2319
25401,2318
25402,2319
25411,2318
25412,2319
25421,2318
25422,2319
25431,2318
25432,2319
25441,2318
25442,2319
25451,2318
25452,2319
25461,2318
25462,2319
25471,2318
25472,2319
25481,2075
25482,2077
25491,2075
25492,2077
25501,2075
25502,2077
25511,2075
25512,2077
25521,2075
25522,2077
25531,2075
25532,2077
25541,2075
25542,2077
25551,2075
25552,2077
25561,2075
25562,2077
25571,2075
25572,2077
25581,2075
25582,2077
25591,2075
25592,2077
25601,2075
25602,2077
25611,2075
25612,2077
25621,2075
25622,2077
25631,2075
25632,2077
25641,2075
25642,2077
25651,2075
25652,2077
25661,2075
25662,2077
25671,2075
25672,2077
25681,2075
25682,2077
25691,2075
25692,2077
25701,2075
25702,2077
25711,2075
25712,2077
25721,2075
25722,2077
25731,2075
25732,2077
25741,2075
25742,2077
25751,2075
25752,2077
25761,2075
25762,2077
25771,2075
25772,2077
25781,1701
25782,1703
25791,1701
25792,1703
25801,1701
25802,1703
25811,1701
25812,1703
25821,1701
25822,1703
25831,1701
25832,1703
25841,1701
25842,1703
25851,1701
25852,1703
25861,1701
25862,1703
25871,1701
25872,1703
25881,1701
25882,1703
25891,1701
25892,1703
25901,1701
25902,1703
25911,1701
25912,1703
25921,1701
25922,1703
25931,1701
25932,1703
25941,1701
25942,1703
25951,1701
25952,1703
25961,1701
25962,1703
25971,1701
25972,1703
25981,1701
25982,1703
25991,1701
25992,1703
26001,1701
26002,1703
26011,1701
26012,1703
26021,1701
26022,1703
26031,1701
26032,1703
26041,1701
26042,1703
26051,1701
26052,1703
26061,1701
26062,1703
26071,1701
26072,1703
26081,1701
26082,1703
26091,1707
26092,1708
26101,1707
26102,1708
26111,1707
26112,1708
26121,1707
26122,1708
26131,1707
26132,1708
26141,1707
26142,1708
26151,1707
26152,1708
26161,1707
26162,1708
26171,1707
26172,1708
26181,1707
26182,1708
26191,1707
26192,1708
26201,1707
26202,1708
26211,1707
26212,1708
26221,1707
26222,1708
26231,1707
26232,1708
26241,1707
26242,1708
26251,1707
26252,1708
26261,1707
26262,1708
26271,1707
26272,1708
26281,1707
26282,1708
26291,1707
26292,1708
26301,1707
26302,1708
26311,1707
26312,1708
26321,1707
26322,1708
26331,1707
26332,1708
26341,1985
26342,1987
26351,1985
26352,1987
26361,1985
26362,1987
26371,1985
26372,1987
26381,1985
26382,1987
26391,1985
26392,1987
26401,1985
26402,1987
26411,1985
26412,1987
26421,1985
26422,1987
26431,1985
26432,1987
26441,1985
26442,1987
26451,1985
26452,1987
26461,1985
26462,1987
26471,1985
26472,1987
26481,1985
26482,1987
26491,1985
26492,1987
26501,1985
26502,1987
26511,1985
26512,1987
26521,1985
26522,1987
26531,1985
26532,1987
26541,1985
26542,1987
26551,1985
26552,1987
26561,1985
26562,1987
26571,1985
26572,1987
26581,1985
26582,1987
26591,1985
26592,1987
26601,1985
26602,1987
26611,1985
26612,1987
26621,1985
26622,1987
26631,1985
26632,1987
26641,1985
26642,1987
26651,1985
26652,1987
26661,1985
26662,1987
26671,1985
26672,1987
26681,1985
26682,1987
26691,1985
26692,1987
26701,1985
26702,1987
26711,1985
26712,1987
26721,1985
26722,1987
26731,1985
26732,1987
26741,1985
26742,1987
26751,1985
26752,1987
26761,1985
26762,1987
26771,1985
26772,1987
26781,1985
26782,1987
26791,1985
26792,1987
26801,1985
26802,1987
26811,1985
26812,1987
26821,1985
26822,1987
26831,1985
26832,1987
26841,1985
26842,1987
26851,1985
26852,1987
26861,1985
26862,1987
26871,1985
26872,1987
26881,1985
26882,1987
26891,1985
26892,1987
26901,1985
26902,1987
26911,1985
26912,1987
26921,1985
26922,1987
26931,1985
26932,1987
26941,1985
26942,1987
26951,1985
26952,1987
26961,1985
26962,1987
26971,1985
26972,1987
26981,1985
26982,1987
26991,1985
26992,1987
27001,1985
27002,1987
27011,1985
27012,1987
27021,1985
27022,1987
27031,1985
27032,1987
27041,1985
27042,1987
27051,1985
27052,1987
27061,1985
27062,1987
27071,1985
27072,1987
27081,1985
27082,1987
27091,1985
27092,1987
27101,1985
27102,1987
27111,1985
27112,1987
27121,1985
27122,1987
27131,1985
27132,1987
27141,1985
27142,1987
27151,1985
27152,1987
27161,1985
27162,1987
27171,1985
27172,1987
27181,1985
27182,1987
27191,1985
27192,1987
27201,1985
27202,1987
27211,1985
27212,1987
27221,1985
27222,1987
27231,1985
27232,1987
27241,1985
27242,1987
27251,1985
27252,1987
27261,1985
27262,1987
27271,1985
27272,1987
27281,1985
27282,1987
27291,1985
27292,1987
27301,1985
27302,1987
27311,1985
27312,1987
27321,1985
27322,1987
27331,1985
27332,1987
27341,1985
27342,1987
27351,1985
27352,1987
27361,1985
27362,1987
27371,1985
27372,1987
27381,1985
27382,1987
27391,1985
27392,1987
27401,1985
27402,1987
27411,1985
27412,1987
27421,1985
27422,1987
27431,1985
27432,1987
27441,1985
27442,1987
27451,1985
27452,1987
27461,1985
27462,1987
27471,1985
27472,1987
27481,1985
27482,1987
27491,1926
27492,1928
27501,1926
27502,1928
27511,1926
27512,1928
27521,1926
27522,1928
27531,1926
27532,1928
27541,1926
27542,1928
27551,1926
27552,1928
27561,1926
27562,1928
27571,1926
27572,1928
27581,1926
27582,1928
27591,1926
27592,1928
27601,1926
27602,1928
27611,1926
27612,1928
27621,1926
27622,1928
27631,1926
27632,1928
27641,1926
27642,1928
27651,1926
27652,1928
27661,1926
27662,1928
27671,1926
27672,1928
27681,1926
27682,1928
28111,1971
28112,1973
28121,1971
28122,1973
28131,1971
28132,1973
28141,1971
28142,1973
28151,1971
28152,1973
28161,1971
28162,1973
28171,1971
28172,1973
28181,1971
28182,1973
28191,1971
28192,1973
28201,1971
28202,1973
28211,1971
28212,1973
28221,1971
28222,1973
28231,1971
28232,1973
28241,1971
28242,1973
28251,1971
28252,1973
28261,1971
28262,1973
28271,1971
28272,1973
28281,1971
28282,1973
28291,1971
28292,1973
28301,1971
28302,1973
28311,1971
28312,1973
28321,1971
28322,1973
28331,1971
28332,1973
28341,1971
28342,1973
28351,1971
28352,1973
28361,1971
28362,1973
28371,1971
28372,1973
28381,1971
28382,1973
28391,1971
28392,1973
28401,1971
28402,1973
28411,1971
28412,1973
28421,1971
28422,1973
28431,1971
28432,1973
28441,1971
28442,1973
28451,1971
28452,1973
28461,1971
28462,1973
28471,1971
28472,1973
28481,1971
28482,1973
28491,1971
28492,1973
28501,1971
28502,1973
28511,1971
28512,1973
28521,1971
28522,1973
28531,1971
28532,1973
28541,1971
28542,1973
28551,1971
28552,1973
28561,1971
28562,1973
28571,1971
28572,1973
28581,1971
28582,1973
28591,1971
28592,1973
28601,1971
28602,1973
28611,1971
28612,1973
28621,1971
28622,1973
28631,1971
28632,1973
28641,1971
28642,1973
28651,1971
28652,1973
28661,1971
28662,1973
28671,1971
28672,1973
28681,1971
28682,1973
28691,1971
28692,1973
28701,1971
28702,1973
28711,1971
28712,1973
28721,1971
28722,1973
28731,1971
28732,1973
28741,1971
28742,1973
28751,1971
28752,1973
28761,1971
28762,1973
28771,1971
28772,1973
28781,1971
28782,1973
28791,1971
28792,1973
28801,1971
28802,1973
28811,1971
28812,1973
28821,1971
28822,1973
28831,1971
28832,1973
28841,1971
28842,1973
28851,1971
28852,1973
28861,1971
28862,1973
28871,1971
28872,1973
28881,1971
28882,1973
28891,1971
28892,1973
28901,1971
28902,1973
28911,1971
28912,1973
28921,1971
28922,1973
28931,1971
28932,1973
28941,1971
28942,1973
28951,1971
28952,1973
28961,1971
28962,1973
28971,1971
28972,1973
28981,1971
28982,1973
28991,1971
28992,1973
29001,1971
29002,1973
29011,1971
29012,1973
29021,1971
29022,1973
29031,1971
29032,1973
29041,1971
29042,1973
29051,1971
29052,1973
29061,1971
29062,1973
29071,1971
29072,1973
29081,1971
29082,1973
29091,1971
29092,1973
29101,1971
29102,1973
29111,1971
29112,1973
29121,1971
29122,1973
29131,1971
29132,1973
29141,1971
29142,1973
29151,1971
29152,1973
29161,1971
29162,1973
29171,1971
29172,1973
29181,1971
29182,1973
29191,1971
29192,1973
29201,1971
29202,1973
29211,1971
29212,1973
29221,1971
29222,1973
29231,1971
29232,1973
29241,1971
29242,1973
29251,1971
29252,1973
29261,1971
29262,1973
29271,1971
29272,1973
29281,1971
29282,1973
29291,1971
29292,1973
29301,1971
29302,1973
29311,1971
29312,1973
29321,1971
29322,1973
29331,1971
29332,1973
29341,1971
29342,1973
29351,1971
29352,1973
29361,1971
29362,1973
29371,1971
29372,1973
29381,1971
29382,1973
29391,1971
29392,1973
29401,1971
29402,1973
29411,1971
29412,1973
29421,1971
29422,1973
29431,2318
29432,2319
29441,1985
29442,1987
29451,2025
29452,2026
29461,2025
29462,2026
29471,2025
29472,2026
29481,2025
29482,2026
29491,2025
29492,2026
29501,2025
29502,2026
29511,2025
29512,2026
29521,2025
29522,2026
29531,2025
29532,2026
29541,2025
29542,2026
29551,2025
29552,2026
29561,2025
29562,2026
29571,2025
29572,2026
29581,2025
29582,2026
29591,2025
29592,2026
29601,2025
29602,2026
29611,2025
29612,2026
29621,2025
29622,2026
29631,2025
29632,2026
29641,2025
29642,2026
29651,2025
29652,2026
29661,2025
29662,2026
29671,2025
29672,2026
29681,2025
29682,2026
29691,2025
29692,2026
29701,2025
29702,2026
29711,2025
29712,2026
29721,2025
29722,2026
29731,2025
29732,2026
29741,2025
29742,2026
29751,2025
29752,2026
29761,2025
29762,2026
29771,2025
29772,2026
29781,2025
29782,2026
29791,2025
29792,2026
29801,2025
29802,2026
29811,2025
29812,2026
29821,2025
29822,2026
29831,2025
29832,2026
29841,2025
29842,2026
29851,2025
29852,2026
29861,2025
29862,2026
29871,2025
29872,2026
29881,2025
29882,2026
29891,2025
29892,2026
29901,2025
29902,2026
29911,2025
29912,2026
29921,2025
29922,2026
29931,2025
29932,2026
29941,2025
29942,2026
29951,2025
29952,2026
29961,2025
29962,2026
29971,2025
29972,2026
29981,2025
29982,2026
29991,2025
29992,2026
30001,2025
30002,2026
30011,2025
30012,2026
30021,2025
30022,2026
30031,2025
30032,2026
30041,2025
30042,2026
30051,2025
30052,2026
30061,2025
30062,2026
30071,2025
30072,2026
30081,2025
30082,2026
30091,2025
30092,2026
30101,2025
30102,2026
30111,2025
30112,2026
30121,2025
30122,2026
30131,2025
30132,2026
30141,2025
30142,2026
30151,2025
30152,2026
30161,2025
30162,2026
30171,2025
30172,2026
30181,2025
30182,2026
30191,2025
30192,2026
30201,2025
30202,2026
30211,2025
30212,2026
30221,2025
30222,2026
30231,2025
30232,2026
30241,2025
30242,2026
30251,2025
30252,2026
30261,2025
30262,2026
30271,2025
30272,2026
30281,2025
30282,2026
30291,2025
30292,2026
30301,2025
30302,2026
30311,2025
30312,2026
30321,2025
30322,2026
30331,2025
30332,2026
30341,2025
30342,2026
30351,2025
30352,2026
30361,2025
30362,2026
30371,2025
30372,2026
30381,2025
30382,2026
30391,2025
30392,2026
30401,2025
30402,2026
30411,2025
30412,2026
30421,2025
30422,2026
30431,2025
30432,2026
30441,2025
30442,2026
30451,2025
30452,2026
30461,2025
30462,2026
30471,2025
30472,2026
30481,2025
30482,2026
30491,2025
30492,2026
30501,2025
30502,2026
30511,2025
30512,2026
30521,2025
30522,2026
30531,2025
30532,2026
30541,2025
30542,2026
30551,2025
30552,2026
30561,2025
30562,2026
30571,2025
30572,2026
30581,2025
30582,2026
30591,2025
30592,2026
30601,2025
30602,2026
30611,2025
30612,2026
30621,2025
30622,2026
30631,2025
30632,2026
30641,2025
30642,2026
30651,2008
30652,2005
30661,2008
30662,2005
30671,2008
30672,2005
30681,2008
30682,2005
30691,2008
30692,2005
30701,2008
30702,2005
30711,2008
30712,2005
30721,2008
30722,2005
30731,2008
30732,2005
30741,2008
30742,2005
30751,2008
30752,2005
30761,2008
30762,2005
30771,2008
30772,2005
30781,2008
30782,2005
30791,2008
30792,2005
30801,2008
30802,2005
30811,2008
30812,2005
30821,2008
30822,2005
30831,2008
30832,2005
30841,2008
30842,2005
30851,2008
30852,2005
30861,2008
30862,2005
30871,2008
30872,2005
30881,2008
30882,2005
30891,2008
30892,2005
30901,2008
30902,2005
30911,2008
30912,2005
30921,2008
30922,2005
30931,2008
30932,2005
30941,2008
30942,2005
30951,2008
30952,2005
30961,2008
30962,2005
30971,2008
30972,2005
30981,2008
30982,2005
30991,2008
30992,2005
31001,2008
31002,2005
31011,2008
31012,2005
31021,2008
31022,2005
31031,2008
31032,2005
31041,2008
31042,2005
31051,2008
31052,2005
31061,2008
31062,2005
31071,2008
31072,2005
31081,2008
31082,2005
31091,2008
31092,2005
31101,2008
31102,2005
31111,2008
31112,2005
31121,2008
31122,2005
31131,2008
31132,2005
31141,2008
31142,2005
31151,2008
31152,2005
31161,2008
31162,2005
31171,2008
31172,2005
31181,2008
31182,2005
31191,2008
31192,2005
31201,2008
31202,2005
31211,2008
31212,2005
31221,2008
31222,2005
31231,2008
31232,2005
31241,2008
31242,2005
31251,2008
31252,2005
31261,2008
31262,2005
31271,2008
31272,2005
31281,2008
31282,2005
31291,2008
31292,2005
31301,2008
31302,2005
31311,2008
31312,2005
31321,2008
31322,2005
31331,2008
31332,2005
31341,2008
31342,2005
31351,2008
31352,2005
31361,2008
31362,2005
31371,2008
31372,2005
31851,1896
31852,1902
31861,1896
31862,1902
31871,1896
31872,1902
31881,1896
31882,1902
31891,1896
31892,1902
31901,1896
31902,1902
31911,1896
31912,1902
31921,1896
31922,1902
31931,1896
31932,1902
31941,1896
31942,1902
31951,1896
31952,1902
31961,1896
31962,1902
31971,1896
31972,1902
31981,1896
31982,1902
31991,1896
31992,1902
32001,1896
32002,1902
32011,1896
32012,1902
32021,1896
32022,1902
32031,1896
32032,1902
32041,1896
32042,1902
32051,1896
32052,1902
32061,1896
32062,1902
32071,1896
32072,1902
32081,1896
32082,1902
32091,1896
32092,1902
32101,1896
32102,1902
32111,1896
32112,1902
32121,1896
32122,1902
32131,1896
32132,1902
32141,1896
32142,1902
32151,1896
32152,1902
32161,1896
32162,1902
32171,1896
32172,1902
32181,1896
32182,1902
32191,1896
32192,1902
32201,1896
32202,1902
32211,1896
32212,1902
32221,1896
32222,1902
32231,1896
32232,1902
32241,1896
32242,1902
32251,1896
32252,1902
32261,1896
32262,1902
32271,1896
32272,1902
32281,1896
32282,1902
32291,1896
32292,1902
32301,1896
32302,1902
32311,1896
32312,1902
32321,1896
32322,1902
32331,1896
32332,1902
32341,1896
32342,1902
32351,1896
32352,1902
32361,1896
32362,1902
32371,1896
32372,1902
32381,1896
32382,1902
32391,1896
32392,1902
32401,1896
32402,1902
32411,1896
32412,1902
32421,1896
32422,1902
32431,1896
32432,1902
32441,1896
32442,1902
33151,2104
33152,2106
33161,2104
33162,2106
33171,2104
33172,2106
33181,2104
33182,2106
33191,2104
33192,2106
33201,2104
33202,2106
33211,2104
33212,2106
33221,2104
33222,2106
33231,2104
33232,2106
33241,2104
33242,2106
33251,2104
33252,2106
33261,2104
33262,2106
33271,2104
33272,2106
33281,2104
33282,2106
33291,2104
33292,2106
33301,2104
33302,2106
33311,2104
33312,2106
33321,2104
33322,2106
33331,2104
33332,2106
33341,2104
33342,2106
33351,2104
33352,2106
33361,2104
33362,2106
33371,2104
33372,2106
33381,2104
33382,2106
33391,2104
33392,2106
33401,2104
33402,2106
33411,2104
33412,2106
33421,2104
33422,2106
33431,2104
33432,2106
33441,2104
33442,2106
33451,2104
33452,2106
33461,2104
33462,2106
33471,2130
33472,2131
33481,2130
33482,2131
33491,2130
33492,2131
33501,2130
33502,2131
33511,2130
33512,2131
33521,2130
33522,2131
33531,2130
33532,2131
33541,2130
33542,2131
33551,2130
33552,2131
33561,2130
33562,2131
33571,2130
33572,2131
33581,2130
33582,2131
33591,2130
33592,2131
33601,2130
33602,2131
33611,2130
33612,2131
33621,2130
33622,2131
33631,2130
33632,2131
33641,2130
33642,2131
33651,2130
33652,2131
33661,2130
33662,2131
33671,2130
33672,2131
33681,2130
33682,2131
33691,2130
33692,2131
33701,2130
33702,2131
33711,2130
33712,2131
33721,2130
33722,2131
33731,2130
33732,2131
33741,2130
33742,2131
33751,2130
33752,2131
33761,2130
33762,2131
33771,2130
33772,2131
33781,2130
33782,2131
33791,2130
33792,2131
33801,2130
33802,2131
33811,2130
33812,2131
33821,2130
33822,2131
33831,2130
33832,2131
33841,2130
33842,2131
33851,2130
33852,2131
33861,2130
33862,2131
33871,2130
33872,2131
33881,2130
33882,2131
33891,2130
33892,2131
33901,2130
33902,2131
33911,2130
33912,2131
33921,2130
33922,2131
33931,2130
33932,2131
33941,2130
33942,2131
33951,2130
33952,2131
33961,2130
33962,2131
33971,2130
33972,2131
33981,2130
33982,2131
33991,2130
33992,2131
34001,2130
34002,2131
34011,2130
34012,2131
34021,2130
34022,2131
34031,2130
34032,2131
34041,2130
34042,2131
34051,2130
34052,2131
34061,2130
34062,2131
34071,2130
34072,2131
34081,2130
34082,2131
34091,2130
34092,2131
34101,2130
34102,2131
34111,2130
34112,2131
34121,2130
34122,2131
34131,2190
34132,2191
34141,2190
34142,2191
34151,2190
34152,2191
34161,2190
34162,2191
34171,2190
34172,2191
34181,2190
34182,2191
34191,2190
34192,2191
34201,2190
34202,2191
34211,2190
34212,2191
34221,2190
34222,2191
34231,2190
34232,2191
34241,2190
34242,2191
34251,2190
34252,2191
34261,2190
34262,2191
34271,2190
34272,2191
34281,2190
34282,2191
34291,2190
34292,2191
34301,2190
34302,2191
34311,2190
34312,2191
34321,2190
34322,2191
34331,2190
34332,2191
34341,2190
34342,2191
34351,2190
34352,2191
34361,2190
34362,2191
34371,2190
34372,2191
34381,2190
34382,2191
34391,2190
34392,2191
34401,2190
34402,2191
34411,2190
34412,2191
34421,2190
34422,2191
34431,2190
34432,2191
34441,2190
34442,2191
34451,2190
34452,2191
34461,2190
34462,2191
34471,2190
34472,2191
34481,2190
34482,2191
34491,2190
34492,2191
34501,2190
34502,2191
34511,2190
34512,2191
34521,2190
34522,2191
34531,2190
34532,2191
34541,2190
34542,2191
34551,2190
34552,2191
34561,2190
34562,2191
34571,2190
34572,2191
34581,2190
34582,2191
34591,2190
34592,2191
34601,2190
34602,2191
