CN,sub
1506,1685
13414,1685
24182,1685
13416,1685
24183,1685
13418,1685
1506,1685
13420,1685
24184,1685
13422,1685
24185,1685
13424,1685
1506,1685
13426,1685
24186,1685
13428,1685
24187,1685
13430,1685
1506,1685
13434,1685
24188,1685
13436,1685
24189,1685
13438,1685
1506,1685
13440,1685
24190,1685
13442,1685
24191,1685
13444,1685
1506,1685
13446,1685
24192,1685
13448,1685
24193,1685
13432,1685
24182,1685
24182,1685
24182,1685
24182,1685
13458,1685
13460,1685
13462,1685
13464,1685
24191,1685
24191,1685
24191,1685
24191,1685
24193,1685
24193,1685
24193,1685
24193,1685
13482,1688
13484,1688
13486,1688
13488,1688
24195,1688
24195,1688
24195,1688
24195,1688
24194,1688
24197,1688
1506,1685
13498,1685
24198,1685
24182,1685
13502,1685
24191,1685
24193,1685
35864,1685
13508,1685
10718,1127
10718,1127
10718,1127
10719,1127
10719,1127
10719,1127
24205,1127
24205,1127
24205,1127
1084,1127
1509,1127
35866,1214
35868,1214
35870,1214
35872,1214
35874,1694
35876,1694
13510,1696
13510,1696
24211,1696
13512,1696
13512,1696
24212,1696
13514,1696
13514,1696
24213,1696
13516,1696
13516,1696
24214,1696
1510,1696
1511,1696
1510,1696
1512,1696
1510,1696
1511,1696
13520,1696
1511,1696
1512,1696
13522,1696
1510,1696
1511,1696
13526,53
13526,53
24219,53
13528,53
13528,53
24220,53
13530,1699
24221,1699
1530,1699
13532,1699
1530,1699
13534,1700
24225,1700
1531,1701
35878,1702
35880,1702
35882,1701
35884,1701
35886,1701
35888,1701
35890,1701
35892,1701
35894,1701
35896,1701
35898,1701
24227,1704
24228,1705
1513,1705
1513,1705
13547,1705
13549,1705
1513,1705
24232,1706
35900,1708
35902,1708
35904,1708
35906,1708
35908,1708
35910,1708
35912,1708
35914,1708
35916,1708
35918,1708
35920,1708
35922,1708
35924,1708
35926,1708
35928,1709
35930,1708
35932,1708
35934,1708
35936,1708
35938,1708
35940,1708
35942,1708
35944,1708
35946,1708
35948,1708
35950,1708
35952,1708
35954,1708
35956,1708
35958,1708
35960,1708
35962,1708
35964,1708
35966,1708
273,217
13557,217
273,217
13559,217
24233,217
24234,217
24235,217
24236,217
24238,217
24239,217
653,399
13561,399
24241,399
13563,399
24242,399
13565,399
653,399
13567,399
24243,399
13569,399
24244,399
13571,399
653,399
13573,399
24245,399
13575,399
24246,399
13577,399
35968,399
35970,399
13579,1710
13579,1710
24247,1710
1515,1710
1516,1710
13581,1710
1515,1710
1516,1710
13583,1710
1515,1710
1516,1710
1515,1710
1516,1710
13587,1710
13587,1710
24252,1710
13589,1710
13589,1710
24253,1710
13591,1713
24254,1713
13593,1713
24255,1713
13595,1713
1521,1713
13597,1713
24256,1713
13599,1713
1521,1713
13601,1713
24257,1713
13603,1713
1521,1713
13605,1713
24258,1713
13607,1713
1521,1713
35972,1714
35974,1714
13609,1714
24259,1714
35976,1714
35978,1714
1517,1714
1517,1714
1517,1714
1518,1715
1519,1715
1518,1715
1519,1715
13615,1715
13615,1715
13615,1715
13617,1715
13617,1715
13617,1715
13619,1718
13619,1718
24269,1718
13621,1718
13621,1718
24270,1718
13623,1718
13623,1718
24271,1718
13625,1718
13625,1718
24272,1718
13627,1718
13627,1718
24273,1718
13629,1718
13629,1718
24274,1718
1523,1718
1522,1718
13631,1718
1524,1718
1525,1718
13633,1718
1523,1718
1522,1718
13637,1718
13636,1718
13639,1718
13638,1718
1524,1718
1525,1718
24277,1716
24278,1716
13645,1716
13647,1716
13649,1716
13651,1716
13653,1716
13655,1716
13657,1716
13659,1716
13661,1716
13663,1716
1523,1718
1522,1718
1524,1718
1525,1718
1526,1716
1527,1716
13665,1719
24285,1719
1528,1719
1528,1719
1529,1720
1529,1720
1529,1720
13669,1720
13669,1720
13671,1720
13671,1720
35980,1701
35982,1701
35984,1701
35986,1701
35988,1701
35990,1701
35992,1701
35994,1701
35996,1701
35998,1701
36000,1701
36002,1701
36004,1701
36006,1701
36008,1701
36010,1701
36012,1701
36014,1701
36016,1701
36018,1701
36020,1701
36022,1701
36024,1701
36026,1701
1514,1707
13541,1702
13543,1702
36028,1716
36030,1716
36032,1716
13677,137
13677,137
24295,137
13679,1722
24296,1722
1532,1722
1532,1722
1532,1722
1532,1722
24298,1723
1534,1723
1535,1723
1533,1723
1534,1723
1535,1723
13687,1723
13687,1723
13689,1723
13689,1723
13691,1723
13691,1723
13693,48
13693,48
333,48
24308,48
13695,48
13695,48
333,48
24309,48
13697,1724
13697,1724
24310,1724
13699,1724
13699,1724
24311,1724
13701,1724
13701,1724
24312,1724
13703,1724
13703,1724
24313,1724
1536,1724
1537,1724
13705,1724
1536,1724
1537,1724
13707,1724
1536,1724
1537,1724
1536,1724
1537,1724
13711,974
24318,974
24319,1762
24320,1762
13713,1762
13715,1762
1538,1762
1538,1762
13719,1762
13717,1762
1538,1762
13721,1763
24324,1763
1539,1763
13725,1763
1539,1763
1539,1763
13723,1763
13727,1514
13727,1514
24328,1514
13729,1514
13729,1514
24329,1514
24330,1736
13731,1736
1540,1736
1540,1736
1540,1736
24332,1737
24333,1737
1541,1737
1542,1737
13736,1737
13736,1737
13736,1737
13737,1737
13737,1737
13737,1737
13738,1737
13738,1737
13738,1737
13733,1736
13735,1736
13740,140
13740,140
24347,140
36034,406
36036,406
36038,406
13742,1738
24348,1738
13744,1738
24349,1738
1543,1738
13750,1741
24352,1741
24353,1740
1544,1740
1544,1740
1544,1740
13752,1740
13754,1740
13752,1740
13754,1740
715,455
714,455
13756,455
13746,1738
24360,1738
13748,1738
24361,1738
24362,378
222,183
223,183
13758,183
222,183
223,183
13760,183
13768,1735
13768,1735
24365,1735
13770,1735
13770,1735
24366,1735
1545,1735
1546,1735
13764,1735
1545,1735
1546,1735
13766,1735
1545,1735
1546,1735
13762,1735
1545,1735
1546,1735
1545,1735
1546,1735
24372,1747
13774,1747
1548,1747
1548,1747
1549,1746
1550,1746
1549,1746
1550,1746
13780,1746
13782,1746
13780,1746
13782,1746
1548,1747
36040,1661
36042,1661
36044,1661
36046,1661
36048,1661
36050,1661
36052,1661
36054,1661
36056,1661
36058,1661
36060,1661
36062,1661
36064,1661
36066,1661
36068,1661
36070,1661
36072,1661
36074,1661
36076,1661
36078,1661
36080,1661
36082,1661
36084,1661
36086,1661
36088,1661
36090,1661
36092,1661
36094,1661
36096,1661
36098,1661
36100,1661
36102,1661
36104,1661
36106,1661
36108,1661
36110,1661
36112,1661
36114,1661
36116,1661
36118,1661
36120,1661
36122,1661
36124,1661
36126,1661
13786,1749
13786,1749
24380,1749
13784,1749
13784,1749
24381,1749
1551,1749
13790,1749
1551,1749
13788,1749
1551,1749
1552,1749
1553,1749
1551,1749
1553,1749
1551,1749
1552,1749
1552,1749
1553,1749
1553,1749
1553,1749
13798,189
13798,189
24387,189
13800,199
13800,199
24388,199
13802,1753
24389,1753
1554,1753
1554,1753
1555,1754
1555,1754
13806,1754
13806,1754
13808,1754
13808,1754
13810,1752
13810,1752
24395,1752
13812,1752
13812,1752
24396,1752
13814,1752
13814,1752
24397,1752
13816,1752
13816,1752
24398,1752
1556,1752
1557,1752
1556,1752
1558,1752
1558,1752
1557,1752
1556,1752
1557,1752
1558,1752
13824,1752
13824,1752
24402,1752
13826,1752
13826,1752
24403,1752
24404,1496
13828,1496
36128,1497
36130,1497
24404,1496
13830,1497
13830,1497
13830,1497
1559,1497
1555,1754
1488,1660
13256,1660
13258,1660
13832,1757
13832,1757
24414,1757
13834,1757
13834,1757
24415,1757
13836,1757
13836,1757
24416,1757
13838,1757
13838,1757
24417,1757
1562,1757
1561,1757
1562,1757
1560,1757
1561,1757
1560,1757
13846,1757
13846,1757
24418,1757
13848,1757
13848,1757
24419,1757
1562,1757
1561,1757
1560,1757
36132,1625
1488,1660
1488,1660
1488,1660
1488,1660
1488,1660
1488,1660
1488,1660
1488,1660
1488,1660
13254,1660
13850,1760
24423,1760
1563,1760
1563,1760
13854,1761
13854,1761
13855,1761
13855,1761
1564,1761
13857,1768
13857,1768
24430,1768
13859,1768
13859,1768
24431,1768
1565,1768
1566,1768
13863,1768
1565,1768
1566,1768
13861,1768
1565,1768
1566,1768
1565,1768
1566,1768
13867,189
13867,189
24436,189
13869,189
13869,189
24437,189
13871,1771
13871,1771
24438,1771
13873,1771
13873,1771
24439,1771
13875,1771
13875,1771
24440,1771
1567,1771
1568,1771
13876,1771
1569,1771
1569,1771
13878,1771
1567,1771
1569,1771
1568,1771
1569,1771
1567,1771
1568,1771
1569,1771
1567,1771
1568,1771
247,203
248,203
13889,1775
24446,1775
13891,1775
24447,1775
13893,1775
24448,1775
1570,1775
1570,1775
1570,1775
13899,1776
13901,1776
36134,1776
1571,1776
13903,1776
13903,1776
1571,1776
1571,1776
1572,1776
1572,1776
1572,1776
13905,1776
13905,1776
36136,1776
36138,1776
36140,1776
1572,1776
13911,1777
24456,1777
1575,1777
1575,1777
1575,1777
13917,1779
13919,1779
1573,1779
1573,1779
1573,1779
1574,1779
1574,1779
1574,1779
1574,1779
1574,1779
13927,1780
24461,1780
13933,1778
24462,1778
1576,1778
1576,1778
24463,1781
1577,1781
1577,1781
1577,1781
1577,1781
24464,1782
1577,1781
13939,1781
13939,1781
13939,1781
13941,1781
13941,1781
13941,1781
13943,1781
13943,1781
13943,1781
24475,1783
1580,1783
1580,1783
1578,1784
1578,1784
1579,1784
1578,1784
1579,1784
1578,1784
1578,1784
1579,1784
13965,1785
13965,1785
24478,1785
13967,1785
13967,1785
24479,1785
13968,1785
13969,1785
1581,1785
1582,1785
1581,1785
1582,1785
36142,1785
1581,1785
1582,1785
36144,1785
1581,1785
1582,1785
36146,1785
1581,1785
1582,1785
36148,1785
1581,1785
1582,1785
36150,1785
24482,1787
24483,1787
24484,1787
24485,1787
13987,1786
13987,1786
13987,1786
13985,1787
13985,1787
13985,1787
13983,1787
13983,1787
13983,1787
13981,1787
13981,1787
13981,1787
13979,1787
13979,1787
13979,1787
13991,49
13991,49
24501,49
13993,49
13993,49
24502,49
13921,1779
13921,1779
13923,1779
13923,1779
1573,1779
13953,1784
13953,1784
13955,1784
13955,1784
13957,1784
13957,1784
1576,1778
13999,2452
13999,2452
24514,2452
14001,2452
14001,2452
24515,2452
1583,2452
1584,2452
1583,2452
1585,2452
1585,2452
1586,2452
14009,2452
14008,2452
1583,2452
1584,2452
1585,2452
1586,2452
1583,2452
1584,2452
14156,2452
1585,2452
1586,2452
14002,2452
14013,1795
24522,1795
14015,1795
1587,1795
14017,1795
24523,1795
14019,1795
1587,1795
14021,1795
24524,1795
14023,1795
1587,1795
14025,1795
24525,1795
14027,1795
1587,1795
14029,1796
14029,1796
24526,1796
14031,1796
14031,1796
24527,1796
14033,1796
14033,1796
24528,1796
14035,1796
14035,1796
24529,1796
14037,1796
14037,1796
24530,1796
1589,1796
1590,1796
1589,1796
1591,1796
1590,1796
1591,1796
1589,1796
1590,1796
1591,1796
1589,1796
1590,1796
14045,1796
1591,1796
1590,1796
14047,1796
24536,1797
24537,1797
14051,1797
14053,1797
1592,1797
1593,1797
14055,1377
14055,1377
24540,1377
14057,1799
14057,1799
24541,1799
14059,1799
14059,1799
24542,1799
14061,1799
14061,1799
24543,1799
1595,1799
1594,1799
1595,1799
1594,1799
1595,1799
1594,1799
14063,1799
1595,1799
1594,1799
14065,1799
14069,1792
14069,1792
24548,1792
14071,1792
14071,1792
24549,1792
1596,1792
1597,1792
1596,1792
1597,1792
14072,1792
1596,1792
1597,1792
24553,1806
24555,1806
24556,1806
24558,1806
14077,379
14077,379
24559,379
14079,230
14079,230
24560,230
14081,1794
14081,1794
24561,1794
14083,1794
14083,1794
24562,1794
1630,1794
1598,1794
14087,1794
1630,1794
1598,1794
14089,1794
1598,1794
1630,1794
1598,1794
1630,1794
14091,367
14091,367
24567,367
14093,938
24568,938
14095,938
920,938
14097,938
24569,938
14099,938
920,938
24568,938
24569,938
14149,1812
24572,1812
14101,1812
24573,1812
1600,1812
1600,1812
1600,1812
1600,1812
1600,1812
36152,1813
1601,1813
1601,1813
1601,1813
36154,1813
14117,1813
1601,1813
1601,1813
14125,1813
1602,1813
14127,1813
1603,1813
1602,1813
1604,1813
1602,1813
14119,1813
14119,1813
1603,1813
14121,1813
14121,1813
1603,1813
36156,1813
1603,1813
14131,1813
1604,1813
14133,1813
1604,1813
14123,1813
14123,1813
24588,1814
14143,1814
24588,1814
24590,1814
14141,1814
24590,1814
14139,1814
24592,1814
24592,1814
1605,1814
1605,1814
24594,1815
24596,1815
24598,1815
24599,1815
24600,1818
24602,1818
24604,1818
24605,1818
14151,1378
14151,1378
24606,1378
24607,1819
24608,1819
24609,1819
24610,1819
24611,1819
24612,1819
1592,1797
1593,1797
36158,1797
14159,1793
14159,1793
24615,1793
14161,1793
14161,1793
24616,1793
1606,1793
1607,1793
1608,1793
14163,1793
14162,1793
1608,1793
1606,1793
14164,1793
14165,1793
36160,1793
36162,1793
36164,1793
24621,1617
36166,2452
36168,2452
14171,1616
24622,1616
14173,1616
24623,1616
14175,1616
1458,1616
14177,235
14177,235
298,235
24624,235
24625,1617
14188,964
14188,964
24626,964
24627,1823
24628,1823
24629,1823
24630,1810
24631,1810
24632,1810
24633,1810
14194,1824
14194,1824
24634,1824
14196,1824
14196,1824
24635,1824
1610,1824
1611,1824
1610,1824
1611,1824
14198,1824
1610,1824
14200,1824
1611,1824
1610,1824
1611,1824
14204,994
14204,994
24640,994
1612,1821
1613,1821
1612,1821
1613,1821
1613,1821
1612,1821
36170,1821
36172,1821
14213,1821
14213,1821
14215,1821
14215,1821
36174,1821
36176,1821
36178,1821
36180,1821
36182,1821
36184,1821
36186,1821
36188,1821
14217,1821
14217,1821
14219,1821
14219,1821
36190,1821
36192,1821
36194,1821
36196,1821
1614,1822
1606,1793
1607,1793
14205,1793
14208,1821
24646,1821
24647,1821
14237,1830
24649,1830
14235,1829
1615,1829
1615,1829
1615,1829
14231,1829
14231,1829
14231,1829
14233,1829
14233,1829
14233,1829
14242,49
14243,49
14245,1831
24655,1831
1617,1831
1617,1831
1617,1831
36198,49
36200,49
36202,49
465,49
14257,2452
14257,2452
24658,2452
13997,2452
13997,2452
24659,2452
36204,1820
24660,1832
24661,1832
14251,1832
14251,1832
24661,1832
14253,1832
14253,1832
24660,1832
1618,1834
36206,1831
14263,1835
24670,1835
14267,1837
1619,1837
1619,1837
1619,1837
14269,1837
14269,1837
14269,1837
14271,1837
14271,1837
14271,1837
14265,1836
24677,1836
14255,1793
14255,1793
24678,1793
14273,1805
14273,1805
24679,1805
14275,1805
14275,1805
24680,1805
1621,1805
1620,1805
14276,1805
1620,1805
1621,1805
1620,1805
1621,1805
1622,1804
14258,1790
14258,1790
24685,1790
14290,1790
14290,1790
24686,1790
14319,1790
14318,1790
1624,1790
1623,1790
1624,1790
14292,1790
1623,1790
1624,1790
14294,1790
1623,1790
1624,1790
14296,1790
1623,1790
1624,1790
14298,1790
1623,1790
1624,1790
14300,1790
1623,1790
1624,1790
14302,1790
1623,1790
1626,1789
1625,1789
14317,1378
14317,1378
24697,1378
14327,1808
14325,1808
1628,1808
1628,1808
14326,1808
14324,1808
1629,1808
14332,1809
14334,1809
14338,1809
14336,1809
1599,1809
1627,1809
1599,1809
1627,1809
1627,1809
1599,1809
14351,1831
24706,1831
36208,1834
36210,1822
36212,1822
36214,1822
24707,1617
24708,1843
14355,1843
1633,1843
1633,1843
1631,1844
1632,1844
1631,1844
1632,1844
14361,1844
14361,1844
14363,1844
14363,1844
1633,1843
14365,1753
24716,1753
24717,1845
24718,1846
1634,1846
1634,1846
1634,1846
14369,1846
14369,1846
14371,1846
14371,1846
14373,1799
14373,1799
24724,1799
14381,1848
14381,1848
24725,1848
14379,1848
14379,1848
24726,1848
14377,1848
14377,1848
24727,1848
14375,1848
14375,1848
24728,1848
1635,1848
1636,1848
1635,1848
1636,1848
14383,1848
1635,1848
1636,1848
14387,1851
14387,1851
24732,1851
14389,1851
14389,1851
24733,1851
1638,1851
1637,1851
1638,1851
1637,1851
14395,1527
14395,1527
24736,1527
14397,1507
14397,1507
24737,1507
1638,1851
1637,1851
14391,1851
1638,1851
1637,1851
14393,1851
24740,1853
1639,1854
14403,1854
14403,1854
14403,1854
24745,1377
14405,1377
14405,1377
14407,1859
24746,1859
1643,1859
14409,1859
1643,1859
14417,1856
24749,1856
14415,1856
24750,1856
14419,1856
24751,1856
14421,1856
1642,1856
1641,1856
14413,1856
1641,1856
1641,1856
1640,1856
14411,1856
1640,1856
1642,1856
1642,1856
1642,1856
1645,1862
1645,1862
14425,1863
24757,1863
14427,1863
24758,1863
14429,1863
24759,1863
1644,1863
1644,1863
14431,1863
1642,1856
1642,1856
1642,1856
36216,1856
14433,1869
24762,1869
1646,1869
1646,1869
1646,1869
1646,1869
24764,1870
24765,1870
24766,1870
14441,1870
14441,1870
24769,1870
14443,1870
14443,1870
24773,1870
14445,1870
14445,1870
24777,1870
14447,1871
24779,1871
1647,1871
14449,1871
1647,1871
14455,1872
14454,1872
36218,1872
36220,1553
1649,1660
14465,1660
14458,1659
24785,1659
1649,1660
1487,1659
14460,1659
1648,1872
14467,1874
24789,1874
1650,1874
14469,1874
1651,1875
1651,1875
1650,1874
14475,1877
14475,1877
24793,1877
14477,1877
14477,1877
24794,1877
14478,1877
14479,1877
36222,1877
36224,1877
36226,1877
1652,1877
1653,1877
36228,1440
36230,1440
36232,1440
36234,1440
36236,1440
36238,1440
36240,192
36242,192
36244,192
36246,192
36248,192
36250,192
36252,192
36254,192
36256,192
14481,1877
14481,1877
24797,1877
14483,1877
14483,1877
24798,1877
14485,1877
14485,1877
24799,1877
24800,1642
14492,1880
14492,1880
24801,1880
14514,1880
14514,1880
24802,1880
14516,1880
14516,1880
24803,1880
14493,1880
14494,1880
1654,1880
1655,1880
1655,1880
1654,1880
14496,1880
1655,1880
1654,1880
14498,1880
14500,1884
24808,1884
14502,1884
24809,1884
1656,1884
1656,1884
14506,1886
14506,1886
24811,1886
14508,1886
14508,1886
24812,1886
14510,1886
14510,1886
24813,1886
14512,1886
14512,1886
24814,1886
1658,1886
1657,1886
14520,1886
1658,1886
1657,1886
14522,1886
1658,1886
1657,1886
1658,1886
1657,1886
14524,1378
14524,1378
24819,1378
14526,1378
14526,1378
24820,1378
14528,1378
14528,1378
24821,1378
36258,93
334,263
14532,263
14534,1890
14534,1890
24823,1890
14536,1890
14536,1890
24824,1890
1659,1890
1660,1890
14540,1890
1659,1890
1660,1890
14538,1890
1659,1890
1660,1890
1659,1890
1660,1890
1661,1893
1662,1894
14546,1894
24832,1894
14546,1894
14543,1893
1652,1877
1653,1877
14548,1877
24837,426
24839,426
24840,426
14550,1378
14550,1378
24841,1378
14552,1710
14552,1710
24842,1710
14554,1895
24843,1895
1663,1895
14556,1895
1663,1895
1664,1896
14565,1897
24847,1897
14575,1897
24848,1897
1665,1897
14569,1897
1665,1897
14567,1897
1665,1897
1666,1898
1667,1898
14571,1898
14571,1898
14571,1898
14573,1898
14573,1898
14573,1898
1666,1898
1667,1898
14577,1899
24860,1899
14587,1899
24861,1899
1668,1899
14581,1899
1668,1899
14579,1899
1668,1899
1669,1900
1670,1900
14583,1900
14583,1900
14583,1900
14585,1900
14585,1900
14585,1900
1669,1900
1670,1900
24873,1901
14589,1901
1671,1901
14583,1900
14585,1900
23643,1517
24878,1517
36260,1517
14594,1517
14596,1517
36262,1517
1673,1517
1673,1517
14600,1518
1672,1518
1672,1518
1672,1518
14602,1518
14602,1518
14602,1518
14604,1518
14604,1518
14604,1518
14606,1906
14606,1906
24887,1906
14608,1906
14608,1906
24888,1906
14610,1906
14610,1906
24889,1906
14612,1906
14612,1906
24890,1906
1674,1906
1675,1906
14614,1906
1675,1906
1676,1906
14616,1906
1674,1906
1675,1906
1675,1906
1674,1906
1674,1906
1676,1906
24895,1909
14622,1909
14622,1909
24896,1909
1677,1909
1678,1909
1677,1909
1678,1909
1677,1909
1678,1909
1677,1909
1678,1909
1677,1909
1678,1909
36264,1909
14632,1909
1680,1910
1680,1910
1679,1910
1679,1910
1680,1910
1679,1910
14634,1910
14634,1910
14634,1910
14636,1910
14636,1910
14636,1910
14638,1910
14638,1910
14638,1910
14640,1910
14640,1910
14640,1910
1681,1912
1682,1912
14647,1913
14648,1913
14648,1913
14649,1913
14649,1913
14651,958
24919,958
14653,958
962,958
14620,1909
14620,1909
24920,1911
14642,1911
1684,1915
1685,1915
1686,1915
14655,1914
24922,1914
1683,1914
1683,1914
1683,1914
1683,1914
1684,1915
1685,1915
1686,1915
24927,1915
14667,1915
24930,1915
14663,1915
24933,1915
14665,1915
14671,1917
24936,1917
36266,1917
36268,1917
1687,1917
1687,1917
14673,1917
24939,1918
1688,1918
1688,1918
1688,1918
14675,1918
14675,1918
14677,1918
14677,1918
14679,958
24945,958
14681,1613
24946,1613
14683,1613
24946,1613
1689,1613
14685,1613
1689,1613
14687,1613
24949,1919
1690,1919
1691,1919
1689,1613
14688,1919
14688,1919
14689,1919
14689,1919
14690,1919
14690,1919
14693,1889
14693,1889
24959,1889
14695,1889
14695,1889
24960,1889
1693,1889
1692,1889
1693,1889
1692,1889
14697,1889
1693,1889
1692,1889
14699,1889
1693,1889
1692,1889
14702,1922
1694,1922
24967,1923
1695,1923
14705,1923
14705,1923
1696,1926
14709,1926
14713,1924
24974,1924
14715,1924
24975,1924
1697,1924
1697,1924
24977,1925
1698,1925
1698,1925
1698,1925
14719,1925
14719,1925
14721,1925
14721,1925
14719,1925
14721,1925
24985,1929
24986,1929
14723,1929
14725,1929
1699,1929
1699,1929
1699,1929
24988,1930
24989,1930
1701,1930
14731,1930
14731,1930
14731,1930
14731,1930
14730,1930
14730,1930
14730,1930
14730,1930
1700,1930
24985,1929
14735,1931
14735,1931
25001,1931
14737,1931
14737,1931
25002,1931
14739,1931
14739,1931
25003,1931
14741,1931
14741,1931
25004,1931
1702,1931
1703,1931
1702,1931
1703,1931
1702,1931
1703,1931
1702,1931
1703,1931
1702,1931
25006,1931
25007,1932
25008,1932
25009,1932
25010,1932
14751,1932
14751,1932
14751,1932
14753,1932
14753,1932
14753,1932
14755,1932
14755,1932
14755,1932
14757,1932
14757,1932
14757,1932
14759,1931
14758,1931
25007,1932
25008,1932
25009,1932
25010,1932
25027,1935
14761,1935
25028,1935
14763,1935
1704,1935
14765,1935
1704,1935
14767,1936
25031,1936
1705,1936
14769,1936
1705,1936
14771,1936
1705,1936
36270,1936
25035,1937
36272,1935
14774,1936
25032,1936
1707,1936
1707,1936
25036,1936
25037,1937
25038,1937
14780,1937
14780,1937
25037,1937
14782,1937
14782,1937
25038,1937
36274,1938
36276,1938
36278,1938
36280,1939
36282,1939
36284,1939
36286,1939
36288,1939
36290,1939
36292,1939
36294,1939
36296,1938
36298,1938
25032,1936
36300,1938
703,470
1708,1941
25048,1823
25049,1823
25050,1823
14791,1944
25051,1944
1709,1944
36302,1944
36304,1944
1709,1944
14793,1944
14795,1945
1710,1945
14824,1945
25054,1945
25054,1945
25055,1945
25055,1945
1710,1945
14807,1946
14809,1946
25058,1946
1711,1946
1711,1946
1712,1946
1712,1946
14801,1946
14801,1946
14803,1946
14803,1946
14805,1946
14811,88
425,53
426,53
14813,53
14815,87
14817,87
14819,87
14821,87
25066,87
25067,87
25068,87
1713,87
1714,1949
14826,1949
25070,1949
14828,1949
25071,1949
14830,1949
25071,1949
25073,1949
1714,1949
14832,1949
25073,1949
14834,1949
25075,1949
14836,1949
25076,1949
14838,1949
25077,1949
25076,1949
1714,1949
14840,1949
25079,1949
14842,1949
25080,1949
14844,1949
25081,1949
25082,1949
25080,1949
25084,1950
14852,1950
14852,1950
14852,1950
25089,1950
14850,1950
14850,1950
14850,1950
25094,1950
14848,1950
14848,1950
14848,1950
25099,1950
14846,1950
14846,1950
14846,1950
25099,1950
25094,1950
25089,1950
25084,1950
25104,1949
25105,1951
14854,1951
1716,1951
14856,1951
1716,1951
1717,1952
14858,1952
14858,1952
25111,1951
14858,1952
25113,1953
14861,1953
1718,1953
14863,1953
1718,1953
1718,1953
14865,1953
25117,1954
1722,1954
14869,1954
14869,1954
1722,1954
25121,1954
1719,1954
1719,1954
14867,1954
14871,1955
25125,1955
25124,1955
1720,1955
14876,1956
14876,1956
14875,1956
14875,1956
1721,1956
14872,1955
14867,1954
14878,88
25135,88
14880,88
430,88
25136,1957
14882,1957
1723,1957
14884,1957
1723,1957
1724,1959
14886,1959
25141,1961
14895,1961
25142,1961
25143,1961
14893,1961
25143,1961
14897,1961
14899,1961
25142,1961
25142,1961
25144,1961
25144,1961
25149,1962
25150,1962
25151,1962
25152,1962
14901,1962
14901,1962
14901,1962
14903,1962
14903,1962
14903,1962
14905,1962
14905,1962
14905,1962
14907,1962
14907,1962
14907,1962
25149,1962
25150,1962
25151,1962
25152,1962
1879,1964
14909,1964
1725,1965
1725,1965
1725,1965
14911,1965
14911,1965
14911,1965
14911,1965
14913,1965
14913,1965
14913,1965
14913,1965
25179,1961
25180,1507
14915,1507
14915,1507
25181,1970
25183,1970
25182,1970
25184,1970
14921,1413
14921,1413
25185,1413
25186,1969
1726,1969
14923,1969
14927,1969
1726,1969
14925,1969
1726,1969
25190,1971
14929,1971
25191,1971
14931,1971
1727,1971
25192,1971
14933,1971
1727,1971
14935,1971
25194,1971
1727,1971
14937,1971
1727,1971
14939,1971
1727,1971
14941,1971
1727,1971
14943,1971
1727,1971
14945,1971
1727,1971
14947,1971
1727,1971
1728,1971
1728,1971
14949,1971
1728,1971
14951,1971
1728,1971
14953,1971
1728,1971
14955,1971
1728,1971
14957,1971
1728,1971
14959,1971
25207,1971
1728,1971
14961,1971
25209,1971
25211,1971
25212,1971
36306,1971
14965,272
14966,1974
1730,1974
1729,1974
14969,1974
14968,1974
14972,1974
1730,1974
1729,1974
25215,1974
14975,1974
25216,1974
14977,1974
14977,1974
1729,1974
1730,1974
1730,1974
1731,1974
1729,1974
14980,1974
1731,1974
1729,1974
25220,1974
14983,1974
14983,1974
25221,1974
14985,1974
14985,1974
1731,1974
1731,1974
14975,1974
25223,281
14987,281
14987,281
1014,1006
1013,1006
14989,1006
1014,1006
1013,1006
14991,1006
598,394
597,394
14993,394
14995,1378
14995,1378
25227,1378
14997,1377
14997,1377
25228,1377
25229,1978
14999,1978
1732,1978
15001,1978
1732,1978
25232,1413
15003,1413
15003,1413
15005,1880
15005,1880
25233,1880
803,534
804,534
15007,534
803,534
804,534
15009,534
803,534
804,534
15011,534
803,534
804,534
15013,534
25238,1981
25239,1981
25241,1981
25243,1981
25244,1977
25245,1977
25247,1977
25248,1977
25250,1984
15015,1984
1733,1984
15017,1984
1733,1984
25253,1985
25254,1986
25255,1986
25256,1986
15022,1985
15023,1985
25144,1961
15041,1988
25259,1988
15035,1988
36308,1988
36310,1988
1735,1988
1735,1988
1735,1988
1737,1989
1737,1989
1736,1989
1736,1989
1737,1989
15047,1989
15045,1989
15047,1989
15045,1989
15043,1989
15043,1989
15043,1989
15045,1989
15047,1989
13296,1668
13296,1668
25272,1668
15053,1985
25274,1990
15049,1990
1738,1990
36312,1990
1738,1990
15057,1991
15057,1991
15058,1991
15058,1991
1739,1991
15060,1992
15060,1992
25281,1992
15062,1992
15062,1992
25282,1992
15064,1992
15064,1992
25283,1992
15066,1992
15066,1992
25284,1992
1740,1992
1741,1992
1740,1992
1741,1992
1740,1992
1741,1992
15070,1992
1740,1992
1741,1992
15072,1992
25289,1948
15090,1948
25291,1995
15076,1995
15076,1995
36314,1995
36316,1995
36318,1995
15078,1995
15078,1995
25292,1995
36320,1995
36322,1995
36324,1995
36326,1995
36328,1995
36330,1995
1742,1995
1742,1995
1743,1995
15082,1995
15082,1995
25294,1995
15084,1995
15084,1995
25295,1995
15086,1995
15086,1995
25296,1995
