index,sub
24213,2154
24221,2152
24222,2154
24223,2154
24231,2152
24232,2154
24233,2154
24241,2152
24242,2154
24243,2154
24251,2152
24252,2154
24253,2154
24261,2152
24262,2154
24263,2154
24271,2152
24272,2154
24273,2154
24281,2152
24282,2154
24283,2154
24291,2152
24292,2154
24293,2154
24301,2152
24302,2154
24303,2154
24311,2152
24312,2154
24313,2154
24321,2152
24322,2154
24323,2154
24331,2152
24332,2154
24333,2154
24721,2257
24722,2258
24723,2258
24731,2257
24732,2258
24733,2258
24741,2257
24742,2258
24743,2258
24751,2257
24752,2258
24753,2258
24761,2257
24762,2258
24763,2258
24771,2257
24772,2258
24773,2258
24781,2257
24782,2258
24783,2258
24791,2257
24792,2258
24793,2258
24801,2257
24802,2258
24803,2258
24811,2257
24812,2258
24813,2258
24821,2257
24822,2258
24823,2258
24831,2257
24832,2258
24833,2258
24841,2257
24842,2258
24843,2258
24851,2257
24852,2258
24853,2258
24861,2257
24862,2258
24863,2258
24871,2257
24872,2258
24873,2258
24881,2257
24882,2258
24883,2258
24891,2257
24892,2258
24893,2258
24901,2257
24902,2258
24903,2258
24911,2257
24912,2258
24913,2258
27691,1941
27692,1942
27693,1942
27701,1941
27702,1942
27703,1942
27711,1941
27712,1942
27713,1942
27721,1941
27722,1942
27723,1942
27731,1941
27732,1942
27733,1942
27741,1941
27742,1942
27743,1942
27751,1941
27752,1942
27753,1942
27761,1941
27762,1942
27763,1942
27771,1941
27772,1942
27773,1942
27781,1941
27782,1942
27783,1942
27791,1941
27792,1942
27793,1942
27801,1941
27802,1942
27803,1942
27811,1941
27812,1942
27813,1942
27821,1941
27822,1942
27823,1942
27831,1941
27832,1942
27833,1942
27841,1941
27842,1942
27843,1942
27851,1941
27852,1942
27853,1942
27861,1941
27862,1942
27863,1942
27871,1941
27872,1942
27873,1942
27881,1941
27882,1942
27883,1942
27891,1941
27892,1942
27893,1942
27901,1901
27902,1903
27903,1903
27911,1901
27912,1903
27913,1903
27921,1901
27922,1903
27923,1903
27931,1901
27932,1903
27933,1903
27941,1901
27942,1903
27943,1903
27951,1901
27952,1903
27953,1903
27961,1901
27962,1903
27963,1903
27971,1901
27972,1903
27973,1903
27981,1901
27982,1903
27983,1903
27991,1901
27992,1903
27993,1903
28001,1901
28002,1903
28003,1903
28011,1901
28012,1903
28013,1903
28021,1901
28022,1903
28023,1903
28031,1901
28032,1903
28033,1903
28041,1901
28042,1903
28043,1903
28051,1901
28052,1903
28053,1903
28061,1901
28062,1903
28063,1903
28071,1901
28072,1903
28073,1903
28081,1901
28082,1903
28083,1903
28091,1901
28092,1903
28093,1903
28101,1901
28102,1903
28103,1903
31381,1896
31382,1902
31383,1902
31391,1896
31392,1902
31393,1902
31401,1896
31402,1902
31403,1902
31411,1896
31412,1902
31413,1902
31421,1896
31422,1902
31423,1902
31431,1896
31432,1902
31433,1902
31441,1896
31442,1902
31443,1902
31451,1896
31452,1902
31453,1902
31461,1896
31462,1902
31463,1902
31471,1896
31472,1902
31473,1902
31481,1896
31482,1902
31483,1902
31491,1896
31492,1902
31493,1902
31501,1896
31502,1902
31503,1902
31511,1896
31512,1902
31513,1902
31521,1896
31522,1902
31523,1902
31531,1896
31532,1902
31533,1902
31541,1896
31542,1902
31543,1902
31551,1896
31552,1902
31553,1902
31561,1896
31562,1902
31563,1902
31571,1896
31572,1902
31573,1902
31581,1896
31582,1902
31583,1902
31591,1896
31592,1902
31593,1902
31601,1896
31602,1902
31603,1902
31611,1896
31612,1902
31613,1902
31621,1896
31622,1902
31623,1902
31631,1896
31632,1902
31633,1902
31641,1896
31642,1902
31643,1902
31651,1896
31652,1902
31653,1902
31661,1896
31662,1902
31663,1902
31671,1896
31672,1902
31673,1902
31681,1896
31682,1902
31683,1902
31691,1896
31692,1902
31693,1902
31701,1896
31702,1902
31703,1902
31711,1896
31712,1902
31713,1902
31721,1896
31722,1902
31723,1902
31731,1896
31732,1902
31733,1902
31741,1896
31742,1902
31743,1902
31751,1896
31752,1902
31753,1902
31761,1896
31762,1902
31763,1902
31771,1896
31772,1902
31773,1902
31781,1896
31782,1902
31783,1902
31791,1896
31792,1902
31793,1902
31801,1896
31802,1902
31803,1902
31811,1896
31812,1902
31813,1902
31821,1896
31822,1902
31823,1902
31831,1896
31832,1902
31833,1902
31841,1896
31842,1902
31843,1902
32451,2062
32452,2064
32453,2064
32461,2062
32462,2064
32463,2064
32471,2062
32472,2064
32473,2064
32481,2062
32482,2064
32483,2064
32491,2062
32492,2064
32493,2064
32501,2062
32502,2064
32503,2064
32511,2062
32512,2064
32513,2064
32521,2062
32522,2064
32523,2064
32531,2062
32532,2064
32533,2064
32541,2062
32542,2064
32543,2064
32551,2062
32552,2064
32553,2064
32561,2062
32562,2064
32563,2064
32571,2062
32572,2064
32573,2064
32581,2062
32582,2064
32583,2064
32591,2062
32592,2064
32593,2064
32601,2062
32602,2064
32603,2064
32611,2062
32612,2064
32613,2064
32621,2062
32622,2064
32623,2064
32631,2062
32632,2064
32633,2064
32641,2062
32642,2064
32643,2064
32651,2062
32652,2064
32653,2064
32661,2062
32662,2064
32663,2064
32671,2062
32672,2064
32673,2064
32681,2062
32682,2064
32683,2064
32691,2062
32692,2064
32693,2064
32701,2062
32702,2064
32703,2064
32711,2062
32712,2064
32713,2064
32721,2062
32722,2064
32723,2064
32731,2062
32732,2064
32733,2064
32741,2062
32742,2064
32743,2064
32751,2062
32752,2064
32753,2064
32761,2062
32762,2064
32763,2064
32771,2062
32772,2064
32773,2064
32781,2062
32782,2064
32783,2064
32791,2062
32792,2064
32793,2064
32801,2062
32802,2064
32803,2064
32811,2062
32812,2064
32813,2064
32821,2062
32822,2064
32823,2064
32831,2062
32832,2064
32833,2064
32841,2062
32842,2064
32843,2064
32851,2100
32852,2101
32853,2101
32861,2100
32862,2101
32863,2101
32871,2100
32872,2101
32873,2101
32881,2100
32882,2101
32883,2101
32891,2100
32892,2101
32893,2101
32901,2100
32902,2101
32903,2101
32911,2100
32912,2101
32913,2101
32921,2100
32922,2101
32923,2101
32931,2100
32932,2101
32933,2101
32941,2100
32942,2101
32943,2101
32951,2100
32952,2101
32953,2101
32961,2100
32962,2101
32963,2101
32971,2100
32972,2101
32973,2101
32981,2100
32982,2101
32983,2101
32991,2100
32992,2101
32993,2101
33001,2100
33002,2101
33003,2101
33011,2100
33012,2101
33013,2101
33021,2100
33022,2101
33023,2101
33031,2100
33032,2101
33033,2101
33041,2100
33042,2101
33043,2101
33051,2100
33052,2101
33053,2101
33061,2100
33062,2101
33063,2101
33071,2100
33072,2101
33073,2101
33081,2100
33082,2101
33083,2101
33091,2100
33092,2101
33093,2101
33101,2100
33102,2101
33103,2101
33111,2100
33112,2101
33113,2101
33121,2100
33122,2101
33123,2101
33131,2100
33132,2101
33133,2101
33141,2100
33142,2101
33143,2101
38381,1959
38382,1960
38383,1960
38391,1959
38392,1960
38393,1960
38401,1959
38402,1960
38403,1960
38411,1959
38412,1960
38413,1960
38421,1959
38422,1960
38423,1960
38431,1959
38432,1960
38433,1960
38441,1959
38442,1960
38443,1960
38451,1959
38452,1960
38453,1960
38461,1959
38462,1960
38463,1960
38471,1959
38472,1960
38473,1960
38481,1959
38482,1960
38483,1960
38491,1959
38492,1960
38493,1960
38501,1959
38502,1960
38503,1960
38511,1959
38512,1960
38513,1960
38521,1959
38522,1960
38523,1960
38531,1959
38532,1960
38533,1960
38541,1959
38542,1960
38543,1960
38551,1959
38552,1960
38553,1960
38561,1959
38562,1960
38563,1960
38571,1959
38572,1960
38573,1960
38581,1959
38582,1960
38583,1960
38591,1959
38592,1960
38593,1960
38601,1959
38602,1960
38603,1960
38611,1959
38612,1960
38613,1960
38621,1959
38622,1960
38623,1960
38631,1959
38632,1960
38633,1960
38641,1959
38642,1960
38643,1960
38651,1959
38652,1960
38653,1960
38661,1959
38662,1960
38663,1960
38671,1959
38672,1960
38673,1960
38681,1959
38682,1960
38683,1960
38691,1959
38692,1960
38693,1960
38701,1959
38702,1960
38703,1960
38711,1959
38712,1960
38713,1960
38721,1959
38722,1960
38723,1960
38731,1959
38732,1960
38733,1960
38741,1959
38742,1960
38743,1960
38751,1959
38752,1960
38753,1960
38761,1959
38762,1960
38763,1960
38771,1959
38772,1960
38773,1960
38781,1959
38782,1960
38783,1960
38791,1959
38792,1960
38793,1960
38801,1959
38802,1960
38803,1960
38811,1959
38812,1960
38813,1960
38821,1959
38822,1960
38823,1960
38831,1959
38832,1960
38833,1960
38841,1959
38842,1960
38843,1960
38851,1959
38852,1960
38853,1960
38861,1959
38862,1960
38863,1960
38871,1959
38872,1960
38873,1960
39331,2079
39332,2081
39333,2081
39341,2079
39342,2081
39343,2081
39351,2079
39352,2081
39353,2081
39361,2079
39362,2081
39363,2081
39371,2079
39372,2081
39373,2081
39381,2079
39382,2081
39383,2081
39391,2079
39392,2081
39393,2081
39401,2079
39402,2081
39403,2081
39411,2079
39412,2081
39413,2081
39421,2079
39422,2081
39423,2081
39431,2079
39432,2081
39433,2081
39441,2079
39442,2081
39443,2081
39451,2079
39452,2081
39453,2081
39461,2079
39462,2081
39463,2081
39471,2079
39472,2081
39473,2081
39481,2079
39482,2081
39483,2081
39491,2079
39492,2081
39493,2081
39501,2079
39502,2081
39503,2081
39511,2079
39512,2081
39513,2081
39521,2079
39522,2081
39523,2081
39531,2079
39532,2081
39533,2081
39541,2079
39542,2081
39543,2081
39551,2079
39552,2081
39553,2081
39561,2079
39562,2081
39563,2081
39571,2079
39572,2081
39573,2081
39581,2079
39582,2081
39583,2081
39591,2079
39592,2081
39593,2081
39601,2079
39602,2081
39603,2081
39611,2079
39612,2081
39613,2081
39621,2079
39622,2081
39623,2081
39951,2393
39952,2394
39953,2394
39961,2393
39962,2394
39963,2394
39971,2393
39972,2394
39973,2394
39981,2393
39982,2394
39983,2394
39991,2393
39992,2394
39993,2394
40001,2393
40002,2394
40003,2394
40011,2393
40012,2394
40013,2394
40021,2393
40022,2394
40023,2394
40031,2393
40032,2394
40033,2394
40041,2393
40042,2394
40043,2394
40051,2393
40052,2394
40053,2394
40061,2393
40062,2394
40063,2394
40071,2393
40072,2394
40073,2394
40081,2393
40082,2394
40083,2394
40091,2393
40092,2394
40093,2394
40101,2393
40102,2394
40103,2394
40521,2113
40522,2115
40523,2115
40531,2113
40532,2115
40533,2115
40541,2113
40542,2115
40543,2115
40551,2113
40552,2115
40553,2115
40561,2113
40562,2115
40563,2115
40571,2113
40572,2115
40573,2115
40581,2113
40582,2115
40583,2115
40591,2113
40592,2115
40593,2115
40601,2113
40602,2115
40603,2115
40611,2113
40612,2115
40613,2115
40621,2113
40622,2115
40623,2115
40631,2113
40632,2115
40633,2115
40641,2113
40642,2115
40643,2115
40651,2113
40652,2115
40653,2115
40661,2113
40662,2115
40663,2115
40671,2113
40672,2115
40673,2115
40681,2113
40682,2115
40683,2115
40691,2113
40692,2115
40693,2115
40701,2113
40702,2115
40703,2115
40711,2113
40712,2115
40713,2115
40721,2113
40722,2115
40723,2115
40731,2113
40732,2115
40733,2115
40741,2113
40742,2115
40743,2115
40751,2113
40752,2115
40753,2115
40761,2113
40762,2115
40763,2115
40771,2113
40772,2115
40773,2115
40781,2113
40782,2115
40783,2115
40791,2113
40792,2115
40793,2115
40801,2113
40802,2115
40803,2115
40811,2113
40812,2115
40813,2115
40951,2149
40952,2151
40953,2151
40961,2149
40962,2151
40963,2151
40971,2149
40972,2151
40973,2151
40981,2149
40982,2151
40983,2151
40991,2149
40992,2151
40993,2151
41001,2149
41002,2151
41003,2151
41011,2149
41012,2151
41013,2151
41021,2149
41022,2151
41023,2151
41031,2149
41032,2151
41033,2151
41041,2149
41042,2151
41043,2151
41051,2149
41052,2151
41053,2151
41061,2149
41062,2151
41063,2151
41071,2149
41072,2151
41073,2151
41081,2149
41082,2151
41083,2151
41091,2149
41092,2151
41093,2151
41101,2149
41102,2151
41103,2151
41111,2149
41112,2151
41113,2151
41121,2149
41122,2151
41123,2151
41131,2149
41132,2151
41133,2151
41141,2149
41142,2151
41143,2151
41151,2149
41152,2151
41153,2151
41161,2149
41162,2151
41163,2151
41171,2149
41172,2151
41173,2151
41181,2149
41182,2151
41183,2151
41191,2149
41192,2151
41193,2151
41201,2149
41202,2151
41203,2151
41211,2149
41212,2151
41213,2151
41221,2149
41222,2151
41223,2151
41231,2149
41232,2151
41233,2151
41241,2149
41242,2151
41243,2151
41251,2149
41252,2151
41253,2151
41261,2149
41262,2151
41263,2151
41271,2149
41272,2151
41273,2151
41281,2149
41282,2151
41283,2151
41291,2149
41292,2151
41293,2151
41301,2149
41302,2151
41303,2151
41311,2149
41312,2151
41313,2151
41321,2149
41322,2151
41323,2151
41331,2149
41332,2151
41333,2151
41341,2149
41342,2151
41343,2151
41351,2149
41352,2151
41353,2151
41361,2149
41362,2151
41363,2151
41371,2149
41372,2151
41373,2151
41381,2149
41382,2151
41383,2151
42941,2427
42942,2427
42943,2427
42951,2427
42952,2427
42953,2427
43111,2458
43112,2458
43113,2458
43121,2458
43122,2458
43123,2458
43281,2040
43282,2040
43283,2040
43291,2040
43292,2040
43293,2040
43451,1649
43452,1649
43453,1649
43461,1649
43462,1649
43463,1649
43621,1570
43622,1570
43623,1570
43631,1570
43632,1570
43633,1570
43791,1475
43792,1475
43793,1475
43801,1475
43802,1475
43803,1475
44021,1568
44022,1568
44023,1568
44031,1568
44032,1568
44033,1568
44191,2433
44192,2433
44193,2433
44201,2433
44202,2433
44203,2433
44361,1461
44362,1461
44363,1461
44371,1461
44372,1461
44373,1461
44531,2455
44532,1793
44533,1820
44541,2455
44542,1793
44543,1820
44551,2418
44552,2452
44553,2457
