id,I_nd,J_nd
10414,868,9377
10415,867,9378
10416,9382,869
10417,9382,870
10418,21458,9381
10419,9384,869
10420,9384,870
10421,21459,9383
10422,9386,869
10423,9386,870
10424,21460,9385
10425,9388,869
10426,9388,870
10427,21461,9387
10428,9390,869
10429,9390,870
10430,21462,9389
10431,9392,869
10432,9392,870
10433,21463,9391
10434,9394,869
10435,9394,870
10436,21464,9393
10437,9396,869
10438,9396,870
10439,21465,9395
10440,869,9398
10441,870,9397
10442,869,9399
10443,870,9399
10444,9400,21466
10445,869,9401
10446,870,9401
10447,9402,21467
10448,869,21468
10449,870,21469
10450,663,21470
10451,8659,667
10452,667,8660
10453,8663,792
10454,8665,792
10455,8667,792
10456,792,8668
10457,792,8670
10458,7549,667
10459,7551,667
10460,667,7552
10461,871,10060
10462,872,10060
10463,9411,871
10464,9412,872
10465,9404,871
10466,9404,872
10467,21471,9403
10468,9406,871
10469,9406,872
10470,21472,9405
10471,9408,871
10472,9408,872
10473,21473,9407
10474,9410,871
10475,9410,872
10476,21474,9409
10477,871,21475
10478,872,21476
10479,9414,871
10480,9414,872
10481,21477,9413
10482,9416,871
10483,9416,872
10484,21478,9415
10485,800,9417
10486,801,9417
10487,9418,21479
10488,85,9421
10489,21480,85
10490,21481,874
10491,874,9419
10492,874,9426
10493,85,9425
10494,874,21482
10495,9420,21483
10496,9420,21484
10497,9422,21485
10498,9422,21486
10499,21487,9423
10500,9428,876
10501,9428,875
10502,21488,9427
10503,9430,876
10504,9430,875
10505,21489,9429
10506,9432,877
10507,9432,878
10508,21490,9431
10509,9439,876
10510,9440,875
10511,876,9433
10512,875,9433
10513,9434,21491
10514,876,9435
10515,875,9435
10516,9436,21492
10517,876,9437
10518,875,9437
10519,9438,21493
10520,876,21494
10521,21495,875
10522,878,9441
10523,877,9441
10524,9442,21496
10525,875,878
10526,876,877
10527,9444,879
10528,9444,880
10529,21497,9443
10530,879,9446
10531,880,9445
10532,879,9447
10533,880,9447
10534,9448,21498
10535,879,21499
10536,880,21500
10537,70,9449
10538,9450,21501
10539,881,9451
10540,882,9451
10541,9452,21502
10542,883,9453
10543,884,9453
10544,9454,21503
10545,881,9522
10546,882,9521
10547,881,9523
10548,883,9524
10549,881,21504
10550,882,9455
10551,882,21505
10552,9457,883
10553,9458,884
10554,883,21506
10555,884,21507
10556,9460,881
10557,9460,882
10558,21508,9459
10559,9462,881
10560,9462,882
10561,21509,9461
10562,9464,881
10563,9464,882
10564,21510,9463
10565,9466,881
10566,9466,882
10567,21511,9465
10568,9518,881
10569,9518,882
10570,21512,9517
10571,9516,881
10572,9516,882
10573,21513,9515
10574,9468,883
10575,9468,884
10576,21514,9467
10577,9470,883
10578,9470,884
10579,21515,9469
10580,9472,883
10581,9472,884
10582,21516,9471
10583,9474,883
10584,9474,884
10585,21517,9473
10586,21518,9475
10587,21519,9476
10588,9477,885
10589,9479,885
10590,9539,885
10591,9482,885
10592,9484,885
10593,885,21520
10594,886,9485
10595,886,9487
10596,9551,886
10597,9490,886
10598,9492,886
10599,886,21521
10600,9494,887
10601,35204,35205
10602,35206,35207
10603,21522,9493
10604,9496,21522
10605,888,9495
10606,9498,887
10607,21523,9497
10608,9500,21523
10609,21524,9499
10610,9502,21524
10611,888,9501
10612,9504,887
10613,35208,35209
10614,35210,35211
10615,21525,9503
10616,9506,21525
10617,888,9505
10618,9512,887
10619,21526,9511
10620,9514,21526
10621,35212,35213
10622,35214,35215
10623,888,9513
10624,9508,887
10625,21527,9507
10626,9510,21527
10627,35216,35217
10628,35218,35219
10629,888,9509
10630,888,9552
10631,883,9519
10632,884,9519
10633,9520,21528
10634,884,9456
10635,9526,881
10636,9526,882
10637,21529,9525
10638,9528,881
10639,9528,882
10640,21530,9527
10641,9530,883
10642,9530,884
10643,21531,9529
10644,9532,883
10645,9532,884
10646,21532,9531
10647,9534,883
10648,9534,884
10649,21533,9533
10650,9536,883
10651,9536,884
10652,21534,9535
10653,21535,9537
10654,9549,889
10655,889,9540
10656,889,9542
10657,9545,889
10658,9547,889
10659,889,21536
10660,891,21537
10661,890,21538
10662,9554,21539
10663,9554,21540
10664,9555,21541
10665,9555,21542
10666,21543,890
10667,21544,892
10668,892,21545
10669,9558,21546
10670,9558,21547
10671,9559,21548
10672,9559,21549
10673,9562,879
10674,9562,880
10675,21550,9561
10676,9564,879
10677,9564,880
10678,21551,9563
10679,9566,879
10680,9566,880
10681,21552,9565
10682,9568,879
10683,9570,879
10684,9568,880
10685,21553,9567
10686,9570,880
10687,21554,9569
10688,9572,879
10689,9572,880
10690,21555,9571
10691,9574,879
10692,9574,880
10693,21556,9573
10694,879,9575
10695,879,9577
10696,880,9577
10697,9578,21557
10698,880,9575
10699,9576,21558
10700,9580,894
10701,9580,893
10702,21559,9579
10703,9582,894
10704,9582,893
10705,21560,9581
10706,9584,894
10707,9584,893
10708,21561,9583
10709,9586,894
10710,9586,893
10711,21562,9585
10712,9588,894
10713,9588,893
10714,21563,9587
10715,9590,894
10716,9590,893
10717,21564,9589
10718,9592,894
10719,9592,893
10720,21565,9591
10721,9594,894
10722,9594,893
10723,21566,9593
10724,9595,894
10725,9596,893
10726,894,21567
10727,893,21568
10728,894,9597
10729,893,9597
10730,9598,21569
10731,894,9599
10732,893,9599
10733,9600,21570
10734,9608,895
10735,9608,896
10736,21571,9607
10737,9610,895
10738,9610,896
10739,21572,9609
10740,9612,895
10741,9612,896
10742,21573,9611
10743,9614,895
10744,9614,896
10745,21574,9613
10746,9616,895
10747,9616,896
10748,21575,9615
10749,9618,895
10750,9618,896
10751,21576,9617
10752,895,9603
10753,896,9603
10754,9604,21577
10755,895,9605
10756,896,9605
10757,9606,21578
10758,895,9620
10759,896,9619
10760,897,9621
10761,898,9621
10762,9622,21579
10763,897,9623
10764,898,9623
10765,9624,21580
10766,897,9602
10767,898,9601
10768,9626,897
10769,9626,898
10770,21581,9625
10771,9628,897
10772,9628,898
10773,21582,9627
10774,9630,897
10775,9630,898
10776,21583,9629
10777,9632,897
10778,9632,898
10779,21584,9631
10780,9634,897
10781,9634,898
10782,21585,9633
10783,9636,897
10784,9636,898
10785,21586,9635
10786,9638,897
10787,9638,898
10788,21587,9637
10789,9640,897
10790,9640,898
10791,897,21588
10792,898,21589
10793,21590,9639
10794,895,21591
10795,896,21592
10796,9642,487
10797,9642,488
10798,21593,9641
10799,9644,487
10800,9644,488
10801,21594,9643
10802,9645,21595
10803,9645,21596
10804,9646,21597
10805,9646,21598
10806,899,21599
10807,21600,899
10808,900,9647
10809,9648,21601
10810,21602,900
10811,900,21603
10812,9650,901
10813,9650,902
10814,21604,9649
10815,9652,901
10816,9652,902
10817,21605,9651
10818,9654,901
10819,9654,902
10820,21606,9653
10821,9656,901
10822,9656,902
10823,21607,9655
10824,9658,901
10825,9658,902
10826,21608,9657
10827,9660,902
10828,9660,903
10829,21609,9659
10830,9662,902
10831,9662,903
10832,21610,9661
10833,9664,902
10834,9664,903
10835,21611,9663
10836,9666,902
10837,9666,903
10838,21612,9665
10839,9668,902
10840,9668,903
10841,21613,9667
10842,901,9670
10843,902,9669
10844,901,9671
10845,903,9672
10846,903,9674
10847,902,9673
10848,901,9675
10849,902,9675
10850,9676,21614
10851,902,9677
10852,9678,21615
10853,901,21616
10854,902,21617
10855,9680,906
10856,9680,907
10857,21618,9679
10858,9682,906
10859,9682,907
10860,21619,9681
10861,9684,906
10862,9684,907
10863,21620,9683
10864,9686,906
10865,9686,907
10866,21621,9685
10867,9688,906
10868,9688,907
10869,21622,9687
10870,9690,906
10871,9690,907
10872,21623,9689
10873,906,9693
10874,907,9693
10875,9694,21624
10876,906,9695
10877,907,9695
10878,9696,21625
10879,906,21626
10880,907,21627
10881,906,9692
10882,907,9691
10883,21628,9707
10884,9708,908
10885,21629,9709
10886,9710,908
10887,908,9703
10888,908,9705
10889,21630,9697
10890,21630,9699
10891,21631,9701
10892,21630,21632
10893,21631,21633
10894,9698,21634
10895,9698,21635
10896,9700,21636
10897,9700,21637
10898,9702,21638
10899,9702,21639
10900,908,21640
10901,9712,909
10902,9712,910
10903,21641,9711
10904,9714,909
10905,9714,910
10906,21642,9713
10907,9716,909
10908,9716,910
10909,21643,9715
10910,9718,909
10911,9718,910
10912,21644,9717
10913,9720,909
10914,9720,910
10915,21645,9719
10916,9722,909
10917,9722,910
10918,21646,9721
10919,909,9723
10920,910,9723
10921,9724,21647
10922,909,9725
10923,910,9725
10924,9726,21648
10925,909,9727
10926,910,9727
10927,35220,35221
10928,909,21649
10929,910,21650
10930,909,9730
10931,910,9729
10932,260,9731
10933,261,9731
10934,262,21651
10935,9732,21651
10936,299,9733
10937,300,9733
10938,9734,21652
10939,116,9735
10940,117,9735
10941,9736,21653
10942,117,9737
10943,118,9737
10944,9738,21654
10945,487,9739
10946,488,9739
10947,9740,21655
10948,9742,105
10949,9742,106
10950,824,21656
10951,21656,9741
10952,21657,911
10953,911,9743
10954,911,9745
10955,911,21658
10956,912,9747
10957,913,9749
10958,913,9751
10959,912,21659
10960,913,21660
10961,9748,21661
10962,9748,21662
10963,9750,21663
10964,9750,21664
10965,9752,21665
10966,9752,21666
10967,158,9753
10968,159,9753
10969,160,21667
10970,9754,21667
10971,9756,915
10972,9756,914
10973,21668,9755
10974,9758,915
10975,9758,914
10976,21669,9757
10977,9760,915
10978,9760,914
10979,21670,9759
10980,9762,915
10981,9762,914
10982,21671,9761
10983,915,9768
10984,914,9767
10985,915,9763
10986,914,9763
10987,9764,21672
10988,915,9765
10989,914,9765
10990,9766,21673
10991,915,21674
10992,914,21675
10993,9772,194
10994,9772,195
10995,21676,9771
10996,9770,194
10997,9770,195
10998,21677,9769
10999,9776,473
11000,9776,474
11001,21678,9775
11002,9774,473
11003,9774,474
11004,21679,9773
11005,9778,916
11006,9778,917
11007,21680,9777
11008,9780,916
11009,9780,917
11010,21681,9779
11011,9782,916
11012,9782,917
11013,21682,9781
11014,9784,916
11015,9784,917
11016,21683,9783
11017,9786,917
11018,9786,918
11019,21684,9785
11020,9788,917
11021,9788,918
11022,21685,9787
11023,916,9789
11024,917,9789
11025,9790,21686
11026,918,9791
11027,917,9791
11028,9792,21687
11029,916,21688
11030,917,21689
11031,918,21690
11032,916,9794
11033,917,9793
11034,916,9795
11035,918,9796
11036,918,21691
11037,917,21691
11038,9798,919
11039,21692,9797
11040,9800,21692
11041,920,9799
11042,9802,919
11043,21693,9803
11044,21694,9801
11045,9804,21694
11046,9806,21693
11047,920,9805
11048,9808,919
11049,21695,9807
11050,9810,21695
11051,21696,9809
11052,9812,21696
11053,920,9811
11054,9814,921
11055,21697,9813
11056,9816,921
11057,21698,9815
11058,921,9817
11059,921,9819
11060,923,9825
11061,922,9823
11062,922,9821
11063,9826,21699
11064,9826,21700
11065,9824,21701
11066,9824,21702
11067,9822,21703
11068,9822,21704
11069,921,21705
11070,922,21706
11071,923,21707
11072,10061,21708
11073,21709,9827
11074,21710,19373
11075,21711,19375
11076,9832,925
11077,9832,926
11078,21712,9831
11079,9834,925
11080,9834,926
11081,21713,9833
11082,9836,925
11083,9836,926
11084,21714,9835
11085,9838,925
11086,9838,926
11087,21715,9837
11088,925,9840
11089,926,9839
11090,925,9841
11091,926,9841
11092,925,9843
11093,926,9843
11094,925,21716
11095,926,21717
11096,9842,21718
11097,9844,21719
11098,9846,927
11099,21720,9845
11100,9848,21720
11101,21721,9847
11102,9850,21721
11103,928,9849
11104,9852,927
11105,21722,9851
11106,9854,21722
11107,21723,9855
11108,928,9853
11109,9856,927
11110,9858,21723
11111,21724,9857
11112,9860,21724
11113,928,9859
11114,9862,927
11115,21725,9861
11116,9864,21725
11117,928,9863
11118,9866,581
11119,9866,580
11120,21726,9865
11121,9868,581
11122,9868,580
11123,21727,9867
11124,9870,581
11125,9870,580
11126,21728,9869
11127,9872,929
11128,9872,930
11129,21729,9871
11130,9874,929
11131,9874,930
11132,21730,9873
11133,929,9875
11134,930,9875
11135,9876,21731
11136,929,9877
11137,930,9877
11138,9878,21732
11139,930,21733
11140,929,21734
11141,9880,930
11142,9879,929
11143,9882,933
11144,9884,933
11145,9882,932
11146,21735,9881
11147,9884,932
11148,21736,9883
11149,9886,933
11150,9886,932
11151,21737,9885
11152,9888,933
11153,9888,932
11154,21738,9887
11155,933,9889
11156,932,9889
11157,9890,21739
11158,933,9891
11159,932,9891
11160,9892,21740
11161,933,9894
11162,932,9893
11163,933,21741
11164,932,21742
11165,461,9895
11166,462,9895
11167,9896,21743
11168,9898,133
11169,9898,134
11170,21744,9897
11171,9900,591
11172,9900,590
11173,21745,9899
11174,9902,950
11175,9902,949
11176,21746,9901
11177,9904,950
11178,9904,949
11179,21747,9903
11180,9906,950
11181,9906,949
11182,21748,9905
11183,9908,951
11184,9908,952
11185,21749,9907
11186,9910,951
11187,9910,952
11188,21750,9909
11189,9912,951
11190,9912,952
11191,21751,9911
11192,9914,951
11193,9914,952
11194,21752,9913
11195,9916,951
11196,9916,952
11197,21753,9915
11198,950,9917
11199,949,9917
11200,9918,21754
11201,951,9919
11202,952,9919
11203,9920,21755
11204,951,9922
11205,950,9921
11206,949,9923
11207,952,9924
11208,21756,9926
11209,9927,953
11210,9929,953
11211,9932,953
11212,9933,953
11213,9936,953
11214,953,9937
11215,953,21757
11216,954,21758
11217,9941,954
11218,9943,954
11219,9946,954
11220,9947,954
11221,9950,954
11222,954,9951
11223,954,9953
11224,953,9939
11225,950,21759
11226,949,21760
11227,951,21761
11228,952,21762
11229,950,9956
11230,949,9955
11231,9957,951
11232,9958,952
11233,21763,9925
11234,21764,955
11235,955,9959
11236,955,9961
11237,957,9963
11238,956,9965
11239,956,9967
11240,956,21765
11241,957,21766
11242,9968,21767
11243,9968,21768
11244,9966,21769
11245,9966,21770
11246,9964,21771
11247,9964,21772
11248,9970,958
11249,9970,959
11250,21773,9969
11251,9972,958
11252,9972,959
11253,21774,9971
11254,9974,958
11255,9974,959
11256,21775,9973
11257,9976,958
11258,9976,959
11259,21776,9975
11260,9978,958
11261,9978,959
11262,21777,9977
11263,9980,959
11264,9980,960
11265,21778,9979
11266,958,9986
11267,959,9985
11268,958,9981
11269,960,9982
11270,959,9983
11271,960,9984
11272,959,17178
11273,960,17178
11274,958,17180
11275,959,17180
11276,958,21779
11277,959,21780
11278,960,21781
11279,9988,961
11280,21782,9987
11281,9990,21782
11282,21783,9989
11283,9992,21783
11284,962,9991
11285,9994,961
11286,21784,9993
11287,9996,21784
11288,21785,9995
11289,9998,21785
11290,962,9997
11291,10000,961
11292,21786,9999
11293,10002,21786
11294,21787,10001
11295,10004,21787
11296,962,10003
11297,963,10020
11298,964,10019
11299,10010,963
11300,10010,964
11301,21788,10009
11302,10012,963
11303,10012,964
11304,21789,10011
11305,10006,963
11306,10006,964
11307,21790,10005
11308,963,21791
11309,964,21792
11310,10014,963
11311,10014,964
11312,21793,10013
11313,10008,963
11314,10008,964
11315,21794,10007
11316,10016,963
11317,10016,964
11318,21795,10015
11319,10018,963
11320,10018,964
11321,21796,10017
11322,10022,966
11323,966,21797
11324,10024,965
11325,965,21798
11326,10026,967
11327,10026,968
11328,21799,10025
11329,10028,967
11330,10028,968
11331,21800,10027
11332,10030,967
11333,10030,968
11334,21801,10029
11335,967,10036
11336,968,10035
11337,967,10031
11338,968,10031
11339,10032,21802
11340,967,10033
11341,968,10033
11342,10034,21803
11343,967,21804
11344,968,21805
11345,903,21806
11346,10038,970
11347,10038,971
11348,21807,10037
11349,10040,970
11350,10040,971
11351,21808,10039
11352,10042,971
11353,10042,972
11354,21809,10041
11355,10044,971
11356,10044,972
11357,21810,10043
11358,970,10046
11359,971,10045
11360,970,21811
11361,972,21811
11362,970,10047
11363,971,10047
11364,10048,21812
11365,971,10049
11366,972,10049
11367,10050,21813
11368,970,21814
11369,971,21815
11370,973,10051
11371,973,10053
11372,10052,21816
11373,10052,21817
11374,10054,21818
11375,10054,21819
11376,10056,973
11377,21820,10058
11378,21821,10059
11379,973,21822
11380,10063,975
11381,21823,10062
11382,10065,975
11383,21824,10064
11384,975,10066
11385,976,10068
11386,976,10070
11387,975,21825
11388,976,21826
11389,10069,21827
11390,10069,21828
11391,10071,21829
11392,10071,21830
11393,10073,977
11394,21831,10072
11395,10075,977
11396,21832,10074
11397,977,10076
11398,978,10078
11399,978,10080
11400,977,21833
11401,978,21834
11402,10079,21835
11403,10081,21836
11404,10079,21837
11405,10079,21838
11406,10081,21839
11407,10081,21840
11408,10083,979
11409,21841,10082
11410,979,10084
11411,980,10086
11412,980,10088
11413,979,21842
11414,980,21843
11415,10087,21844
11416,10089,21845
11417,10087,21846
11418,10087,21847
11419,10089,21848
11420,10089,21849
11421,10101,985
11422,21850,10100
11423,985,10098
11424,10099,21851
11425,985,10090
11426,985,10092
11427,985,10094
11428,985,10096
11429,981,21852
11430,982,21853
11431,983,21854
11432,984,21855
11433,981,21856
11434,982,21857
11435,983,21858
11436,984,21859
11437,21852,21860
11438,21852,21861
11439,21853,21862
11440,21853,21863
11441,21854,21864
11442,21854,21865
11443,21855,21866
11444,21855,21867
11445,985,21868
11446,21869,19053
11447,21870,19371
11448,340,10102
11449,10103,21871
11450,21871,10104
11451,10105,21872
11452,21872,10106
11453,10107,341
11454,21873,10108
11455,21874,10110
11456,10109,21875
11457,10109,21876
11458,10111,21877
11459,10111,21878
11460,21873,21879
11461,21874,21880
11462,987,10112
11463,10113,21881
11464,987,10114
11465,10115,21882
11466,10117,987
11467,21883,10116
11468,10119,987
11469,21884,10118
11470,987,21885
11471,21886,21873
11472,21887,21874
11473,10121,988
11474,10121,989
11475,21888,10120
11476,10123,988
11477,10123,989
11478,21889,10122
11479,10137,988
11480,10136,989
11481,988,10124
11482,989,10124
11483,10125,21890
11484,988,10126
11485,989,10126
11486,10127,21891
11487,988,10128
11488,989,10128
11489,10129,21892
11490,988,10130
11491,989,10130
11492,10131,21893
11493,988,10132
11494,989,10132
11495,10133,21894
11496,988,10134
11497,989,10134
11498,10135,21895
11499,21896,988
11500,21897,989
11501,419,10138
11502,420,10138
11503,10139,21898
11504,10141,167
11505,10141,168
11506,21899,10140
11507,287,21900
11508,286,21901
11509,286,10143
11510,287,10142
11511,1334,10198
11512,10203,21902
11513,21416,10144
11514,10147,990
11515,21903,10146
11516,10149,21903
11517,991,10148
11518,10151,990
11519,21904,10150
11520,10153,21904
11521,991,10152
11522,10155,990
11523,21905,10154
11524,10157,21905
11525,991,10156
11526,10159,1302
11527,21906,10158
11528,10161,21906
11529,21907,10160
11530,10163,21907
11531,992,10162
11532,10165,1302
11533,21908,10164
11534,10167,21908
11535,21909,10166
11536,10169,21909
11537,992,10168
11538,10171,21910
11539,21911,10170
11540,10173,21911
11541,992,10172
11542,994,10176
11543,993,10176
11544,10177,21912
11545,994,10174
11546,993,10174
11547,10175,21913
11548,10186,994
11549,10187,993
11550,10179,994
11551,10179,993
11552,21914,10178
11553,10181,994
11554,10181,993
11555,21915,10180
11556,10183,994
11557,10183,993
11558,21916,10182
11559,10185,994
11560,10185,993
11561,21917,10184
11562,994,21918
11563,993,21919
11564,10189,994
11565,10189,993
11566,21920,10188
11567,10191,994
11568,10191,993
11569,21921,10190
11570,10193,994
11571,10193,993
11572,21922,10192
11573,10195,994
11574,10195,993
11575,21923,10194
11576,10197,245
11577,10197,246
11578,21924,10196
11579,10199,21925
11580,21925,10200
11581,10201,21926
11582,21926,10202
11583,10205,995
11584,10205,996
11585,21927,10204
11586,10207,995
11587,10207,996
11588,21928,10206
11589,10209,995
11590,10209,996
11591,21929,10208
11592,10211,996
11593,10211,997
11594,21930,10210
11595,10213,996
11596,10213,997
11597,21931,10212
11598,10215,996
11599,10215,997
11600,21932,10214
11601,10217,996
11602,10217,997
11603,21933,10216
11604,10219,996
11605,10219,997
11606,21934,10218
11607,995,10221
11608,996,10220
11609,10227,996
11610,10227,997
11611,21935,10226
11612,10225,995
11613,10225,996
11614,21936,10224
11615,996,10222
11616,997,10223
11617,995,10230
11618,997,10231
11619,21937,10228
11620,21938,10229
11621,998,21939
11622,10237,998
11623,10239,998
11624,999,21940
11625,10233,999
11626,10235,999
11627,995,21941
11628,996,21942
11629,997,21943
11630,21926,21944
11631,21925,21945
11632,21946,995
11633,21946,996
11634,21947,995
11635,21947,996
11636,1001,10240
11637,1000,10241
11638,10243,21948
11639,10245,1001
11640,10245,1000
11641,21949,10244
11642,10247,1001
11643,10247,1000
11644,21950,10246
11645,1001,10242
11646,1000,10242
11647,10257,21951
11648,10250,1001
11649,10251,1003
11650,10249,1002
11651,10248,1000
11652,10253,1003
11653,10253,1002
11654,21952,10252
11655,10255,1002
11656,10255,1003
11657,21953,10254
11658,10259,1002
11659,10259,1003
11660,21954,10258
11661,10263,1002
11662,10263,1003
11663,21955,10262
11664,10265,1002
11665,10265,1003
11666,21956,10264
11667,1000,21957
11668,1001,21958
11669,1002,21959
11670,1003,21960
11671,1002,10256
11672,1003,10256
11673,1002,10261
11674,1003,10260
11675,21961,10274
11676,21962,10275
11677,10273,1303
11678,10271,1303
11679,10269,1303
11680,10267,1303
11681,1303,21963
11682,10277,1304
11683,1304,21964
11684,10281,1304
11685,10279,1304
11686,10283,1304
11687,21965,10284
11688,10285,245
11689,10285,246
11690,35222,35223
11691,35224,35225
11692,35226,35227
11693,35228,35229
11694,13077,1000
11695,13077,1001
11696,13079,1000
11697,13079,1001
11698,35230,35231
11699,35232,35233
11700,35234,35235
11701,35236,35237
11702,35238,35239
11703,35240,35241
11704,1006,10288
11705,1005,10288
11706,10289,21966
11707,1004,10286
11708,1005,10286
11709,10287,21967
11710,1004,21968
11711,1005,21969
11712,1006,21970
11713,1004,10303
11714,1006,10302
11715,1005,10304
11716,1006,10305
11717,10291,1004
11718,10291,1005
11719,21971,10290
11720,10293,1004
11721,10293,1005
11722,21972,10292
11723,10295,1004
11724,10295,1005
11725,21973,10294
11726,10297,1005
11727,10297,1006
11728,21974,10296
11729,10299,1005
11730,10299,1006
11731,21975,10298
11732,10301,1005
11733,10301,1006
11734,21976,10300
11735,10307,1008
11736,10307,1007
11737,21977,10306
11738,10309,1008
11739,10309,1007
11740,21978,10308
11741,1008,10311
11742,1007,10310
11743,1008,21979
11744,1007,21980
11745,10313,226
11746,10313,228
11747,21981,10312
11748,10315,226
11749,10315,228
11750,21982,10314
11751,1008,10316
11752,1007,10316
11753,10317,21983
11754,10319,1009
11755,10319,1010
11756,21984,10318
11757,10321,1009
11758,10321,1010
11759,21985,10320
11760,10323,1009
11761,10323,1010
11762,21986,10322
11763,10325,1009
11764,10325,1010
11765,21987,10324
11766,1009,10329
11767,1010,10328
11768,1010,21988
11769,1009,21989
11770,1009,10326
11771,1010,10326
11772,10327,21990
11773,10333,1012
11774,10333,1011
11775,21991,10332
11776,10335,1012
11777,10335,1011
11778,21992,10334
11779,10337,1012
11780,10337,1011
11781,21993,10336
11782,10339,1012
11783,10339,1011
11784,21994,10338
11785,1012,21995
11786,1011,21996
11787,1012,10331
11788,1011,10330
11789,1012,10340
11790,1011,10340
11791,10341,21997
11792,10343,643
11793,10343,642
11794,21998,10342
11795,2716,21999
11796,2718,22000
11797,5488,22001
11798,10347,1013
11799,10347,1014
11800,22002,10346
11801,10349,1013
11802,10349,1014
11803,22003,10348
11804,10350,1013
11805,10351,1014
11806,1013,22004
11807,1014,22005
11808,10355,434
11809,10355,435
11810,22006,10354
11811,1013,10352
11812,1014,10352
11813,10353,22007
11814,10345,643
11815,10345,642
11816,22008,10344
11817,1017,10366
11818,1017,10368
11819,10371,1017
11820,22009,10370
11821,22010,1015
11822,1017,22011
11823,1016,22012
11824,1015,22013
11825,22014,1016
11826,10364,22015
11827,10364,22016
11828,10364,22017
11829,10365,22018
11830,10365,22019
11831,10365,22020
11832,10372,1015
11833,22021,10373
11834,10374,22022
11835,10375,22023
11836,10376,22024
11837,10377,22025
11838,22026,10378
11839,10379,22027
11840,22027,22028
11841,22029,10380
11842,10382,22030
11843,10383,22031
11844,10384,22032
11845,10385,22033
11846,1018,22034
11847,1019,22035
11848,10381,1019
11849,10387,711
11850,10387,712
11851,22036,10386
11852,713,22036
11853,10389,711
11854,10389,712
11855,22037,10388
11856,713,22037
11857,10391,1020
11858,10391,1021
11859,10393,1020
11860,10393,1021
11861,10395,1022
11862,10395,1023
11863,1020,10402
11864,1021,10403
11865,1022,10404
11866,1023,10405
11867,1024,10406
11868,1025,10407
11869,1020,22038
11870,1021,22039
11871,1022,22040
11872,1023,22041
11873,1024,22042
11874,1025,22043
11875,10409,1020
11876,10411,1021
11877,10413,1022
11878,10415,1023
11879,10417,1024
11880,10419,1025
11881,10397,1022
11882,10397,1023
11883,10399,1024
11884,10399,1025
11885,10401,1024
11886,10401,1025
11887,22044,10420
11888,10421,1026
11889,10421,1027
11890,22045,10422
11891,10423,1026
11892,10423,1027
11893,22046,10424
11894,10425,1026
11895,10425,1027
11896,22047,10426
11897,10427,1026
11898,10427,1027
11899,1026,10428
11900,1027,10428
11901,10429,22048
11902,1026,10430
11903,1027,10430
11904,10431,22049
11905,1026,10433
11906,1027,10432
11907,1027,22050
11908,1026,22051
11909,1028,10436
11910,1029,10436
11911,10437,22052
11912,1028,10434
11913,1029,10434
11914,10435,22053
11915,10439,1028
11916,10441,1028
11917,10439,1029
11918,10441,1029
11919,22054,10438
11920,22055,10440
11921,10443,1028
11922,10443,1029
11923,22056,10442
11924,10445,1028
11925,10445,1029
11926,22057,10444
11927,10447,1028
11928,10447,1029
11929,22058,10446
11930,10449,1028
11931,10449,1029
11932,22059,10448
11933,1028,10451
11934,1029,10450
11935,1028,22060
11936,1029,22061
11937,10453,113
11938,10453,114
11939,22062,10452
11940,10455,113
11941,10455,114
11942,22063,10454
11943,10469,356
11944,10469,357
11945,22064,10468
11946,10467,356
11947,10467,357
11948,22065,10466
11949,10457,1030
11950,10457,1031
11951,22066,10456
11952,10459,1030
11953,10459,1031
11954,22067,10458
11955,1030,10464
11956,1031,10464
11957,10465,22068
11958,1030,10462
11959,1031,10462
11960,10463,22069
11961,1030,22070
11962,1031,22071
11963,1030,10461
11964,1031,10460
11965,10471,356
11966,10471,357
11967,22072,10470
11968,10473,459
11969,10473,460
11970,22073,10472
11971,4600,22074
11972,22074,10474
11973,755,10476
11974,755,10478
11975,755,10480
11976,903,9677
11977,10483,356
11978,10483,357
11979,22075,10482
11980,10485,356
11981,10485,357
11982,22076,10484
11983,10487,772
11984,22077,10488
11985,10489,772
11986,1032,22078
11987,10491,1032
11988,10491,241
11989,22079,10490
11990,10493,1032
11991,10493,241
11992,22080,10492
11993,240,10494
11994,1032,10495
11995,1032,10497
11996,241,10496
11997,8284,22081
11998,8284,22082
11999,8284,22083
12000,8286,22084
12001,8286,22085
12002,8286,22086
12003,8287,22087
12004,8287,22088
12005,8287,22089
12006,10499,241
12007,10499,1032
12008,22090,10498
12009,10501,241
12010,10501,1032
12011,22091,10500
12012,1035,10507
12013,1035,10509
12014,1035,10511
12015,10518,1035
12016,22092,10517
12017,1035,22093
12018,10514,1034
12019,22094,10513
12020,1034,22095
12021,1036,10503
12022,1037,10505
12023,1036,22096
12024,1037,22097
12025,10504,22098
12026,10504,22099
12027,10506,22100
12028,10506,22101
12029,10516,1033
12030,22102,10515
12031,1033,22103
12032,1039,10519
12033,1040,10521
12034,1039,22104
12035,1040,22105
12036,10520,22106
12037,10520,22107
12038,10522,22108
12039,10522,22109
12040,1038,10523
12041,1038,10525
12042,10528,1038
12043,22110,10527
12044,1038,22111
12045,1054,10529
12046,1055,10529
12047,1054,10531
12048,1055,10531
12049,1054,10533
12050,1055,10533
12051,1054,10535
12052,1055,10535
12053,1054,11075
12054,1055,11074
12055,10538,1054
12056,10538,1055
12057,22112,10537
12058,10540,1054
12059,10540,1055
12060,22113,10539
