id,I_nd,J_nd
6263,6624,577
6264,6626,577
6265,6628,577
6266,6630,576
6267,6632,576
6268,6634,576
6269,6636,576
6270,6638,576
6271,579,6639
6272,6640,19200
6273,19200,6641
6274,6642,19201
6275,579,6643
6276,6644,19202
6277,6918,671
6278,19203,6917
6279,612,7172
6280,615,7174
6281,7175,19204
6282,19204,7176
6283,7177,19205
6284,19205,7178
6285,7179,614
6286,615,6974
6287,6975,19206
6288,19206,6976
6289,6977,19207
6290,19207,6978
6291,6979,614
6292,615,6980
6293,6981,19208
6294,19208,6982
6295,6983,19209
6296,19209,6984
6297,6985,614
6298,615,6986
6299,6987,19210
6300,19210,6988
6301,6989,19211
6302,19211,6990
6303,6991,614
6304,615,6992
6305,19202,6645
6306,6646,19212
6307,19212,6647
6308,6648,578
6309,579,6649
6310,6650,19213
6311,19213,6651
6312,6652,19214
6313,19214,6653
6314,6654,578
6315,579,6655
6316,6656,19215
6317,19215,6657
6318,6658,19216
6319,581,6659
6320,580,6659
6321,6660,19217
6322,581,6661
6323,580,6661
6324,6662,19218
6325,6663,581
6326,6664,580
6327,6666,581
6328,6666,580
6329,19219,6665
6330,6668,581
6331,6668,580
6332,19220,6667
6333,6670,581
6334,6670,580
6335,19221,6669
6336,6672,581
6337,6672,580
6338,19222,6671
6339,6806,581
6340,6806,580
6341,19223,6805
6342,646,6919
6343,645,6919
6344,6920,19224
6345,646,6921
6346,645,6921
6347,6922,19225
6348,6923,646
6349,6924,645
6350,6926,646
6351,6926,645
6352,19226,6925
6353,6928,646
6354,6928,645
6355,19227,6927
6356,6930,646
6357,6930,645
6358,19228,6929
6359,6932,646
6360,6932,645
6361,19229,6931
6362,6993,19230
6363,19230,6994
6364,6995,19231
6365,19231,6996
6366,6997,614
6367,615,6998
6368,6999,19232
6369,19232,7000
6370,7001,19233
6371,19233,7002
6372,7003,614
6373,615,7004
6374,7005,19234
6375,19234,7006
6376,7007,19235
6377,19235,7008
6378,7009,614
6379,19236,7924
6380,617,7010
6381,616,7010
6382,617,7012
6383,616,7012
6384,617,7015
6385,616,7014
6386,19237,7926
6387,7017,617
6388,7017,616
6389,19238,7016
6390,7019,617
6391,7019,616
6392,19239,7018
6393,7021,617
6394,7021,616
6395,19240,7020
6396,7023,617
6397,583,6807
6398,582,6807
6399,6808,19241
6400,583,6810
6401,582,6809
6402,6812,583
6403,6812,582
6404,19242,6811
6405,6814,583
6406,6814,582
6407,19243,6813
6408,6816,583
6409,6816,582
6410,19244,6815
6411,6818,583
6412,6818,582
6413,19245,6817
6414,6820,583
6415,6820,582
6416,19246,6819
6417,6822,583
6418,6822,582
6419,19247,6821
6420,585,6823
6421,584,6823
6422,6824,19248
6423,585,6825
6424,584,6825
6425,6826,19249
6426,585,6827
6427,584,6827
6428,6828,19250
6429,585,6829
6430,584,6829
6431,6830,19251
6432,585,6832
6433,584,6831
6434,6834,585
6435,7023,616
6436,19252,7022
6437,19237,7928
6438,6834,584
6439,19253,6833
6440,6836,585
6441,6836,584
6442,19254,6835
6443,35078,35079
6444,35080,35081
6445,35082,35083
6446,587,6837
6447,586,6837
6448,6838,19255
6449,587,6839
6450,586,6839
6451,6840,19256
6452,6841,587
6453,6842,586
6454,6844,587
6455,6844,586
6456,19257,6843
6457,6846,587
6458,6846,586
6459,19258,6845
6460,589,6847
6461,7025,611
6462,7025,610
6463,19259,7024
6464,588,6847
6465,6848,19260
6466,589,6850
6467,588,6849
6468,6852,589
6469,6852,588
6470,19261,6851
6471,6854,589
6472,6854,588
6473,19262,6853
6474,591,6855
6475,590,6855
6476,6856,19263
6477,591,6857
6478,590,6857
6479,6858,19264
6480,6859,591
6481,6860,590
6482,6862,591
6483,6862,590
6484,19265,6861
6485,6864,591
6486,6864,590
6487,19266,6863
6488,648,6933
6489,647,6933
6490,6934,19267
6491,648,6935
6492,647,6935
6493,6936,19268
6494,648,6938
6495,647,6937
6496,6940,648
6497,6940,647
6498,19269,6939
6499,7027,611
6500,7027,610
6501,19270,7026
6502,7029,611
6503,7029,610
6504,19271,7028
6505,7031,609
6506,7031,610
6507,19272,7030
6508,7033,609
6509,7033,610
6510,19273,7032
6511,7035,609
6512,7035,610
6513,19274,7034
6514,7037,571
6515,7037,570
6516,19275,7036
6517,569,6865
6518,592,6865
6519,6866,19276
6520,569,6867
6521,592,6867
6522,6868,19277
6523,569,6870
6524,592,6869
6525,6872,569
6526,6872,592
6527,19278,6871
6528,6874,569
6529,6874,592
6530,19279,6873
6531,6876,569
6532,6876,592
6533,19280,6875
6534,6878,569
6535,6878,592
6536,19281,6877
6537,671,6879
6538,6880,19282
6539,671,6881
6540,6882,19283
6541,6884,671
6542,19284,6883
6543,6942,648
6544,6942,647
6545,19285,6941
6546,650,6943
6547,649,6943
6548,6944,19286
6549,650,6946
6550,649,6945
6551,19287,6947
6552,6949,651
6553,6951,651
6554,6953,651
6555,6955,651
6556,653,6956
6557,6957,19288
6558,19288,6958
6559,6959,19289
6560,19289,6960
6561,6961,652
6562,653,6962
6563,6963,19290
6564,19290,6964
6565,6965,19291
6566,19291,6966
6567,6967,652
6568,653,6968
6569,6969,19292
6570,19292,6970
6571,6971,19293
6572,19293,6972
6573,6973,652
6574,7039,571
6575,7039,570
6576,19294,7038
6577,35084,35085
6578,35086,35087
6579,35088,35089
6580,35090,35091
6581,35092,35093
6582,35094,35095
6583,35096,35097
6584,35098,35099
6585,655,6885
6586,654,6885
6587,6886,19295
6588,655,6887
6589,654,6887
6590,6888,19296
6591,6889,655
6592,6890,654
6593,6892,655
6594,6892,654
6595,19297,6891
6596,6894,655
6597,6894,654
6598,19298,6893
6599,6896,655
6600,7403,161
6601,7403,162
6602,163,19299
6603,19299,7402
6604,7405,49
6605,19300,7404
6606,629,7406
6607,628,7406
6608,7407,19301
6609,629,7408
6610,628,7408
6611,7409,19302
6612,629,7411
6613,628,7410
6614,7413,629
6615,7413,628
6616,19303,7412
6617,7415,629
6618,7415,628
6619,19304,7414
6620,7417,629
6621,7417,628
6622,19305,7416
6623,7419,629
6624,7419,628
6625,19306,7418
6626,542,7421
6627,172,7420
6628,7423,677
6629,7423,676
6630,19307,7422
6631,7425,677
6632,7425,676
6633,19308,7424
6634,7427,217
6635,7427,218
6636,19309,7426
6637,7429,231
6638,7429,232
6639,19310,7428
6640,631,7430
6641,630,7430
6642,7431,19311
6643,631,7432
6644,630,7432
6645,7433,19312
6646,631,7435
6647,630,7434
6648,7437,631
6649,7437,630
6650,19313,7436
6651,7439,631
6652,7439,630
6653,19314,7438
6654,7441,630
6655,19315,7440
6656,7443,630
6657,19316,7442
6658,7445,631
6659,7445,630
6660,19317,7444
6661,7447,631
6662,7447,630
6663,19318,7446
6664,7449,631
6665,7449,630
6666,19319,7448
6667,7451,631
6668,7451,630
6669,19320,7450
6670,7453,681
6671,7453,680
6672,19321,7452
6673,7455,681
6674,7455,680
6675,19322,7454
6676,284,7180
6677,285,7180
6678,7181,19323
6679,635,7182
6680,633,7182
6681,7183,19324
6682,632,7184
6683,634,7184
6684,7185,19325
6685,635,7187
6686,633,7186
6687,635,7188
6688,632,7189
6689,633,7190
6690,634,7191
6691,7441,631
6692,7192,632
6693,7193,634
6694,7195,635
6695,7195,633
6696,19326,7194
6697,7197,635
6698,7197,633
6699,19327,7196
6700,7199,632
6701,7199,634
6702,19328,7198
6703,7201,632
6704,7201,634
6705,19329,7200
6706,7203,632
6707,7203,634
6708,19330,7202
6709,7205,632
6710,7205,634
6711,19331,7204
6712,7207,632
6713,7207,634
6714,19332,7206
6715,19333,7208
6716,19334,7209
6717,7210,637
6718,7212,637
6719,7215,637
6720,7217,636
6721,7219,636
6722,636,7220
6723,7223,639
6724,19335,7222
6725,7225,19335
6726,19336,7224
6727,7227,19336
6728,638,7226
6729,7229,639
6730,19337,7228
6731,7233,19337
6732,19338,7232
6733,7235,19338
6734,638,7234
6735,19339,19338
6736,7237,639
6737,19340,7236
6738,19341,19340
6739,7239,19340
6740,19342,7238
6741,7241,19342
6742,638,7240
6743,19343,19342
6744,7243,294
6745,18429,7242
6746,641,7244
6747,640,7244
6748,7245,19344
6749,641,7246
6750,640,7246
6751,7247,19345
6752,641,7249
6753,640,7248
6754,7251,641
6755,7251,640
6756,19346,7250
6757,7253,641
6758,7253,640
6759,19347,7252
6760,7255,641
6761,7255,640
6762,19348,7254
6763,7257,641
6764,7257,640
6765,19349,7256
6766,643,7258
6767,642,7258
6768,7259,19350
6769,643,7260
6770,642,7260
6771,7261,19351
6772,643,7263
6773,642,7262
6774,7265,643
6775,7265,642
6776,19352,7264
6777,7267,643
6778,7267,642
6779,19353,7266
6780,658,7268
6781,7269,19354
6782,658,7270
6783,7271,19355
6784,644,7272
6785,7273,19356
6786,7274,658
6787,7275,644
6788,7277,658
6789,19357,7276
6790,7279,315
6791,7279,316
6792,19358,7278
6793,660,7280
6794,659,7280
6795,7281,19359
6796,660,7282
6797,659,7282
6798,7283,19360
6799,660,7285
6800,659,7284
6801,7287,660
6802,19361,7286
6803,7289,660
6804,7289,659
6805,19362,7288
6806,7291,660
6807,7291,659
6808,19363,7290
6809,7293,526
6810,7293,334
6811,19364,7292
6812,7295,526
6813,7295,334
6814,19365,7294
6815,7297,480
6816,18564,7296
6817,335,7299
6818,336,7298
6819,7301,335
6820,7287,659
6821,7301,336
6822,19366,7300
6823,7303,337
6824,7303,338
6825,19367,7302
6826,7305,337
6827,7305,338
6828,19368,7304
6829,7307,337
6830,7307,338
6831,19369,7306
6832,358,7308
6833,359,7308
6834,7309,19370
6835,7471,563
6836,19371,7470
6837,7473,19371
6838,19372,7472
6839,7475,19372
6840,562,7474
6841,7477,563
6842,19373,7476
6843,7479,19373
6844,19374,7478
6845,7481,19374
6846,562,7480
6847,7483,563
6848,19375,7482
6849,7485,19375
6850,19376,7484
6851,7487,19376
6852,562,7486
6853,662,7488
6854,661,7488
6855,7489,19377
6856,662,7490
6857,661,7490
6858,7491,19378
6859,662,7492
6860,661,7492
6861,7493,19379
6862,662,7495
6863,661,7494
6864,7497,662
6865,7497,661
6866,19380,7496
6867,7499,662
6868,7499,661
6869,19381,7498
6870,7501,662
6871,7501,661
6872,19382,7500
6873,7503,662
6874,7503,661
6875,19383,7502
6876,7505,661
6877,19384,7504
6878,7507,662
6879,7507,661
6880,19385,7506
6881,666,7508
6882,664,7508
6883,7509,19386
6884,663,7510
6885,665,7510
6886,7511,19387
6887,666,7513
6888,664,7512
6889,666,7514
6890,663,7515
6891,664,7516
6892,665,7517
6893,7518,663
6894,7519,665
6895,7521,666
6896,7521,664
6897,19388,7520
6898,7523,666
6899,7523,664
6900,19389,7522
6901,7525,666
6902,7525,664
6903,19390,7524
6904,7527,666
6905,7527,664
6906,19391,7526
6907,7529,666
6908,7529,664
6909,19392,7528
6910,7531,663
6911,7531,665
6912,19393,7530
6913,7533,663
6914,7505,662
6915,7533,665
6916,19394,7532
6917,7535,663
6918,7535,665
6919,19395,7534
6920,7537,663
6921,7537,665
6922,19396,7536
6923,7539,663
6924,7539,665
6925,19397,7538
6926,19398,7540
6927,19399,7541
6928,7542,668
6929,7544,668
6930,7547,668
6931,7555,670
6932,19400,7554
6933,19401,19400
6934,7557,19400
6935,19402,7556
6936,7559,19402
6937,669,7558
6938,7561,670
6939,19403,7560
6940,7563,19403
6941,669,8631
6942,7565,670
6943,19404,7564
6944,7567,19404
6945,669,8633
6946,7569,587
6947,7569,586
6948,19405,7568
6949,7571,609
6950,7571,610
6951,19406,7570
6952,7573,609
6953,7573,610
6954,19407,7572
6955,515,19408
6956,35100,35101
6957,35102,35103
6958,35104,35105
6959,7575,337
6960,7575,338
6961,19409,7574
6962,7313,19410
6963,682,7576
6964,683,7580
6965,685,7596
6966,8707,19411
6967,684,8706
6968,7672,90
6969,19412,7671
6970,684,7596
6971,7597,19413
6972,685,7599
6973,684,7598
6974,8705,684
6975,19414,8704
6976,8709,685
6977,8709,684
6978,19415,8708
6979,8699,685
6980,8699,684
6981,19416,8698
6982,8701,685
6983,8701,684
6984,19417,8700
6985,7601,685
6986,7601,684
6987,19418,7600
6988,8703,685
6989,8703,684
6990,19419,8702
6991,687,7582
6992,686,7582
6993,7583,19420
6994,687,7584
6995,686,7584
6996,7585,19421
6997,687,7587
6998,686,7586
6999,7589,687
7000,7589,686
7001,19422,7588
7002,7591,687
7003,7591,686
7004,19423,7590
7005,7593,687
7006,7593,686
7007,19424,7592
7008,7595,687
7009,7595,686
7010,19425,7594
7011,7603,103
7012,7603,104
7013,19426,7602
7014,3089,941
7015,19427,3088
7016,683,3230
7017,683,7604
7018,7607,683
7019,19428,7608
7020,829,7610
7021,829,7612
7022,829,7614
7023,829,7616
7024,7619,829
7025,19429,7618
7026,7621,440
7027,7621,441
7028,19430,7620
7029,7623,440
7030,7623,441
7031,19431,7622
7032,19432,7624
7033,688,7626
7034,688,7628
7035,688,7630
7036,19433,7634
7037,7633,688
7038,19434,7632
7039,19435,7636
7040,689,7638
7041,690,7640
7042,689,7646
7043,7643,690
7044,19436,7642
7045,7645,690
7046,19437,7644
7047,692,7648
7048,693,7650
7049,693,7652
7050,691,7656
7051,7655,693
7052,19438,7654
7053,319,7661
7054,320,7661
7055,822,19439
7056,7662,19439
7057,697,7663
7058,696,7663
7059,697,7665
7060,696,7665
7061,7668,697
7062,7667,696
7063,7913,697
7064,7913,696
7065,19440,7912
7066,7670,697
7067,7670,696
7068,19441,7669
7069,7674,698
7070,19442,7673
7071,19442,19443
7072,7998,19442
7073,19444,7997
7074,7676,19444
7075,699,7675
7076,7678,698
7077,19445,7677
7078,19445,19446
7079,7680,19445
7080,19447,7679
7081,7682,19447
7082,699,7681
7083,19447,19448
7084,7684,698
7085,19449,7683
7086,19449,19450
7087,7686,19449
7088,19451,7685
7089,7688,19451
7090,699,7687
7091,126,2802
7092,2811,126
7093,2813,126
7094,19452,19453
7095,19454,19455
7096,19456,19457
7097,7690,19452
7098,19457,7689
7099,7692,936
7100,19452,7691
7101,7694,19454
7102,19457,7693
7103,7696,936
7104,19454,7695
7105,19458,17831
7106,19459,17841
7107,3597,180
7108,3599,180
7109,3601,180
7110,3603,180
7111,385,7920
7112,386,7920
7113,19460,7697
7114,19461,7699
7115,4377,18232
7116,4379,18233
7117,735,19462
7118,736,19463
7119,7704,735
7120,19464,7703
7121,7706,736
7122,19465,7705
7123,19466,19467
7124,298,19468
7125,19469,19470
7126,19471,19472
7127,19473,19474
7128,19475,19476
7129,5119,18496
7130,5121,18497
7131,5123,18498
7132,18500,5128
7133,18501,5130
7134,18502,5132
7135,18503,5134
7136,18504,5136
7137,7980,75
7138,19477,7979
7139,19478,7709
7140,19479,7711
7141,7714,18568
7142,19480,7713
7143,19481,19480
7144,7716,19480
7145,969,7715
7146,19482,969
7147,18570,5322
7148,5323,18568
7149,789,7719
7150,789,7721
7151,790,7727
7152,790,7729
7153,707,7731
7154,708,19483
7155,7732,19483
7156,706,7733
7157,707,7733
7158,7734,19484
7159,706,8179
7160,707,8178
7161,8175,706
7162,8175,707
7163,708,8174
7164,7736,706
7165,7736,707
7166,708,19485
7167,19485,7735
7168,7738,706
7169,7738,707
7170,708,19486
7171,19486,7737
7172,7740,706
7173,7740,707
7174,708,19487
7175,19487,7739
7176,7742,706
7177,7742,707
7178,708,19488
7179,19488,7741
7180,7744,706
7181,7744,707
7182,708,19489
7183,19489,7743
7184,7746,706
7185,7746,707
7186,708,19490
7187,19490,7745
7188,7748,706
7189,7748,707
7190,708,19491
7191,19491,7747
7192,369,19492
7193,35106,35107
7194,35108,35109
7195,715,7764
7196,714,7764
7197,7765,19493
7198,8180,715
7199,8181,714
7200,7767,715
7201,7767,714
7202,19494,7766
7203,19495,5909
7204,708,19484
7205,7769,715
7206,7769,714
7207,19496,7768
7208,19497,3082
7209,705,7776
7210,704,7776
7211,7777,19498
7212,705,7778
7213,704,7778
7214,7779,19499
7215,8183,705
7216,8182,704
7217,7781,705
7218,7781,704
7219,19500,7780
7220,7783,705
7221,7783,704
7222,19501,7782
7223,709,7784
7224,710,7784
7225,7785,19502
7226,709,7786
7227,710,7786
7228,7787,19503
7229,709,7788
7230,710,7788
7231,7789,19504
7232,8184,709
7233,8185,710
7234,7791,709
7235,7791,710
7236,19505,7790
7237,7793,709
7238,7793,710
7239,19506,7792
7240,7795,709
7241,7795,710
7242,19507,7794
7243,7797,709
7244,7797,710
7245,19508,7796
7246,791,7723
7247,791,7725
7248,7799,791
7249,19509,7798
7250,306,19510
7251,305,19511
7252,2989,131
7253,2989,132
7254,131,19512
7255,132,19513
7256,133,19514
7257,134,19515
7258,746,19516
7259,135,19517
7260,382,19518
7261,383,19519
7262,384,19520
7263,19521,19522
7264,19521,19523
7265,19521,19524
7266,19525,19526
7267,19525,19527
7268,19525,19528
7269,19529,757
7270,19530,758
7271,757,19531
7272,758,19532
7273,7804,19533
7274,7804,19534
7275,7806,19535
7276,7806,19536
7277,7808,19537
7278,7808,19538
7279,757,7803
7280,757,7805
7281,758,7807
7282,717,7809
7283,7810,19539
7284,7810,19540
7285,718,19541
7286,19542,7811
7287,19543,7813
7288,19544,7815
7289,7816,701
7290,701,7819
7291,7814,701
7292,7812,701
7293,701,7817
7294,718,7825
7295,7824,702
7296,7822,700
7297,700,19545
7298,700,7833
7299,700,7831
7300,7834,19546
7301,7826,19547
7302,702,7827
7303,7826,19548
7304,717,19549
7305,701,19550
7306,702,7829
7307,702,19551
7308,7830,19552
7309,7830,19553
7310,7828,19554
7311,7828,19555
7312,7832,19556
7313,7832,19557
7314,7834,19558
7315,86,19559
7316,160,3316
7317,352,19560
7318,160,19561
7319,159,19562
7320,158,19563
7321,116,19564
7322,117,19565
7323,118,19566
7324,351,19567
7325,19568,7835
7326,7836,461
7327,7836,462
7328,19569,7837
7329,7838,461
7330,7838,462
7331,362,19570
7332,361,19571
7333,360,19572
7334,97,19573
7335,150,19574
7336,149,19575
7337,673,19576
7338,672,19577
7339,462,19578
7340,461,19579
7341,36,19580
7342,35,19581
7343,138,19582
7344,139,19583
7345,151,19584
7346,368,19585
7347,280,19586
7348,99,19587
7349,98,19588
7350,342,19589
7351,343,19590
7352,173,19591
7353,279,19592
7354,19593,7839
7355,7840,260
7356,7840,261
7357,261,19594
7358,260,19595
7359,4103,221
7360,221,19596
7361,220,19597
7362,400,19598
7363,3067,19599
7364,3067,19600
7365,3069,19601
7366,3069,19602
7367,7842,537
7368,19603,7841
7369,537,19604
7370,18934,19605
7371,6275,19606
7372,18935,19607
7373,6273,19608
7374,6273,19609
7375,6275,19610
7376,262,19593
7377,677,19611
7378,676,19612
7379,278,19613
7380,277,19614
7381,510,19615
7382,511,19616
7383,509,19617
7384,5924,19618
7385,5924,19619
7386,5914,19620
7387,5914,19621
7388,5912,19622
7389,5912,19623
7390,174,19624
7391,168,19625
7392,167,19626
7393,7844,705
7394,7844,704
7395,19627,7843
7396,7846,705
7397,7846,704
7398,19628,7845
7399,705,19629
7400,704,19630
7401,359,19631
7402,358,19632
7403,411,19633
7404,7848,19634
7405,7849,19635
7406,7850,19636
7407,7851,19637
7408,4989,19638
7409,4989,19639
7410,4991,19640
7411,4991,19641
7412,410,19642
7413,679,19643
7414,678,19644
7415,703,19645
7416,446,19646
7417,447,19647
7418,363,19648
7419,364,19649
7420,706,7731
7421,707,19650
7422,706,19651
7423,438,19652
7424,439,19653
7425,674,19654
7426,675,19655
7427,183,19656
7428,184,19657
7429,197,19658
7430,196,19659
7431,198,19660
7432,193,19661
7433,7853,191
7434,7853,192
7435,19661,7852
7436,191,19662
7437,192,19663
7438,146,19664
7439,147,19665
7440,19666,7854
7441,7855,560
7442,7855,561
7443,19667,7856
7444,7857,560
7445,7857,561
7446,19668,7858
7447,7859,560
7448,7859,561
7449,19669,7860
7450,7861,560
7451,7861,561
7452,560,19670
7453,561,19671
7454,345,19672
7455,344,19673
7456,296,19674
7457,297,19675
7458,346,19676
7459,215,19677
7460,216,19678
7461,212,19679
7462,213,19680
7463,311,5100
7464,311,19681
7465,310,19682
7466,309,19683
7467,247,19684
7468,248,19685
7469,7863,247
7470,7863,248
7471,815,19686
7472,19686,7862
7473,35110,35111
7474,35112,35113
7475,35114,35115
7476,35116,35117
7477,590,19687
7478,591,19688
7479,7865,591
7480,7865,590
7481,19689,7864
7482,7867,591
7483,7867,590
7484,19690,7866
7485,710,19691
7486,709,19692
7487,313,19693
7488,312,19694
7489,347,19695
7490,348,19696
7491,484,19697
7492,483,19698
7493,7871,483
7494,7871,484
7495,19699,7870
7496,7873,483
7497,7873,484
7498,19700,7872
7499,7869,347
7500,7869,348
7501,19701,7868
7502,330,19702
7503,329,19703
7504,7875,103
7505,7875,104
7506,19704,7874
7507,7877,103
7508,7877,104
7509,19705,7876
7510,103,19706
7511,104,19707
7512,432,19708
7513,7879,301
7514,7879,302
7515,19709,7878
7516,7881,301
7517,7881,302
7518,19710,7880
7519,300,19711
7520,299,19712
7521,301,19713
7522,302,19714
7523,304,19715
7524,303,19716
7525,738,8187
7526,737,8186
7527,7883,738
7528,7883,737
7529,19717,7882
7530,7885,738
7531,7885,737
7532,19718,7884
7533,7887,738
7534,7887,737
7535,19719,7886
7536,7889,738
7537,7889,737
7538,19720,7888
7539,738,7890
7540,738,7892
7541,737,7892
7542,7893,19721
7543,737,7890
7544,7891,19722
7545,7895,738
7546,7895,737
7547,19723,7894
7548,7897,738
7549,7897,737
7550,19724,7896
7551,737,19725
7552,738,19726
7553,333,19727
7554,331,19728
7555,332,19729
7556,499,19730
7557,500,19731
7558,222,19732
7559,223,19733
7560,190,19734
7561,189,19735
7562,715,19736
7563,714,19737
7564,7899,571
7565,7899,570
7566,19738,7898
7567,570,19739
7568,571,19740
7569,485,19741
7570,486,19742
7571,271,8189
7572,716,8188
7573,4749,271
7574,4749,716
7575,4751,271
7576,4751,716
7577,19743,18365
7578,7901,271
7579,7901,716
7580,19744,7900
7581,19745,19744
7582,4753,271
7583,4753,716
7584,7903,271
7585,7903,716
7586,19746,7902
7587,716,19747
7588,271,19748
7589,227,19749
7590,226,19750
7591,671,19751
7592,586,19752
7593,587,19753
7594,228,19754
7595,113,19755
7596,114,19756
7597,421,19757
7598,422,19758
7599,245,19759
7600,246,19760
7601,569,19761
7602,592,19762
7603,194,19763
7604,195,19764
7605,497,19765
7606,496,19766
7607,4510,19767
7608,4510,19768
7609,4512,19769
7610,4512,19770
7611,4522,19771
7612,4522,19772
7613,407,19773
7614,938,7904
7615,19774,19775
7616,19774,19776
7617,19774,19777
7618,7907,436
7619,7907,437
7620,19778,7906
7621,7909,436
7622,7909,437
7623,19779,7908
7624,7911,436
7625,7911,437
7626,436,19780
7627,437,19781
7628,19782,7910
7629,582,19783
7630,583,19784
7631,285,19785
7632,284,19786
7633,580,19787
7634,581,19788
7635,597,19789
7636,598,19790
7637,282,19791
7638,283,19792
7639,19793,19794
7640,19793,19795
7641,19793,19796
7642,19797,19798
7643,19797,19799
7644,495,19800
7645,18228,19801
7646,18229,19802
7647,18231,19803
7648,67,19804
7649,66,19805
7650,29,19806
7651,28,19807
7652,375,19808
7653,376,19809
7654,489,19810
7655,490,19811
7656,617,19812
7657,616,19813
7658,19814,19815
7659,19814,19816
7660,19814,19817
7661,19818,19819
7662,19818,19820
7663,19818,19821
7664,19822,19823
7665,19822,19824
7666,19822,19825
7667,19826,19827
7668,19826,19828
7669,19826,19829
7670,19236,19830
7671,7925,19831
7672,7925,19832
7673,19237,19833
7674,7927,19834
7675,7927,19835
7676,7929,19836
7677,7929,19837
7678,19838,19839
7679,19838,19840
7680,19838,19841
7681,19838,19842
7682,19843,19844
7683,19843,19845
7684,19843,19846
7685,19843,19847
7686,4363,19848
7687,4363,19849
7688,4365,19850
7689,4365,19851
7690,4375,19852
7691,4375,19853
7692,373,19854
7693,374,19855
7694,142,19856
7695,143,19857
7696,941,19858
7697,17854,19859
7698,17854,19860
7699,377,7914
7700,378,7914
7701,379,19861
7702,7915,19861
7703,377,7916
7704,378,7916
7705,379,19862
7706,7917,19862
7707,143,7918
7708,941,7918
7709,7919,19863
7710,377,19864
7711,378,19865
7712,379,19866
7713,82,19867
7714,83,19868
7715,84,19869
7716,5488,19870
7717,185,19871
7718,186,19872
7719,600,19873
7720,599,19874
7721,381,19875
7722,380,19876
7723,721,19877
7724,722,19878
7725,386,19879
7726,385,19880
7727,7921,19881
7728,94,19882
7729,93,19883
7730,7923,93
7731,19884,7922
7732,35118,35119
7733,35120,35121
7734,211,19885
7735,210,19886
7736,235,19887
7737,236,19888
7738,35122,35123
7739,35124,35125
7740,35126,35127
7741,35128,35129
7742,35130,35131
7743,35132,35133
7744,2971,19889
7745,2971,19890
7746,2971,19891
7747,2973,19892
7748,2973,19893
7749,2973,19894
7750,538,19895
7751,493,19896
7752,3860,19897
7753,18046,19898
7754,3861,19899
7755,3861,19900
7756,3861,19901
7757,3863,19902
7758,3863,19903
7759,3863,19904
7760,491,19905
7761,399,19906
7762,19907,19908
7763,19907,19909
7764,19907,19910
7765,19911,19912
7766,19911,19913
7767,19911,19914
7768,4969,19915
7769,4969,19916
7770,4971,19917
7771,4971,19918
7772,18448,19919
7773,18449,19920
7774,409,19921
7775,408,19922
7776,321,19923
7777,322,19924
7778,2787,19925
7779,2789,19926
7780,2788,19927
7781,2788,19928
7782,2790,19929
7783,2790,19930
7784,2799,19931
7785,2799,19932
7786,723,19933
7787,724,19934
7788,724,19935
7789,8695,725
7790,19936,8694
7791,35134,35135
7792,35136,35137
7793,725,7930
7794,725,19937
7795,585,19938
7796,584,19939
7797,791,19940
7798,789,19941
7799,790,19942
7800,18874,19943
7801,531,19944
7802,18878,19945
7803,6165,19946
7804,6165,19947
7805,6167,19948
7806,6167,19949
7807,6179,19950
7808,6179,19951
7809,18882,19952
7810,726,7934
7811,726,7936
7812,19953,7941
7813,19954,728
7814,19955,727
7815,726,19956
7816,7942,726
7817,727,19957
7818,728,19958
7819,726,7939
7820,7948,729
7821,19959,7947
7822,19960,729
7823,729,7949
7824,729,19961
7825,729,7951
7826,729,7953
7827,7958,19962
7828,7957,19963
7829,731,19964
7830,730,19965
7831,732,19966
7832,733,19967
7833,7720,19968
7834,7720,19969
7835,7722,19970
7836,7728,19971
7837,7728,19972
7838,7730,19973
7839,7730,19974
7840,7698,19975
7841,7698,19976
7842,7698,19977
7843,7700,19978
7844,7700,19979
7845,7700,19980
7846,734,7963
7847,734,7965
7848,734,7967
7849,7970,734
7850,19981,7969
7851,7972,734
7852,19982,7971
7853,7974,734
7854,19983,7973
7855,19984,19985
7856,120,19986
7857,119,19987
7858,19988,19989
7859,19990,19991
7860,19985,19992
7861,19985,19993
7862,19985,19994
7863,19989,19995
7864,19989,19996
7865,19989,19997
7866,19991,19998
7867,19991,19999
7868,19991,20000
7869,736,7975
7870,735,7976
7871,240,20001
7872,241,20002
7873,431,20003
7874,250,20004
7875,249,20005
7876,242,20006
7877,734,20007
7878,125,20008
7879,126,20009
7880,20010,7977
7881,7978,366
7882,7978,365
7883,366,20011
7884,365,20012
7885,18853,20013
7886,18854,20014
7887,20015,20016
7888,20015,20017
7889,20015,20018
7890,20019,20020
7891,20019,20021
7892,20019,20022
7893,367,20010
7894,525,20023
7895,6103,20024
7896,6103,20025
7897,6113,20026
7898,6113,20027
7899,75,20028
7900,76,20029
7901,7982,75
7902,7982,76
7903,20030,7981
7904,5180,20031
7905,5180,20032
7906,5182,20033
7907,5182,20034
7908,5198,20035
7909,5198,20036
7910,327,20037
7911,328,20038
7912,7992,20039
7913,740,7991
7914,7996,740
7915,20040,7995
7916,7994,740
7917,20041,7993
7918,6047,20042
7919,6047,20043
7920,6049,20044
7921,6049,20045
7922,6046,20046
7923,18835,20047
7924,78,20048
7925,20049,20050
7926,20049,20051
7927,20049,20052
7928,20053,20054
