name,CN_I,CN_J,TxI,TxJ
四川.新那伽伏厂/#1703箱变,45442,45443,35321,35322
四川.新那伽伏厂/#1704箱变,45444,45445,35331,35332
四川.新那伽伏厂/#1706箱变,45446,45447,35341,35342
四川.新那伽伏厂/#1707箱变,45448,45449,35351,35352
四川.新那伽伏厂/#1708箱变,45450,45451,35361,35362
四川.新那伽伏厂/#1709箱变,45452,45453,35371,35372
四川.新那伽伏厂/#1710箱变,45454,45455,35381,35382
四川.新那伽伏厂/#1711箱变,45456,45457,35391,35392
四川.新那伽伏厂/#1712箱变,45458,45459,35401,35402
四川.新那伽伏厂/#1713箱变,45460,45461,35411,35412
四川.新那伽伏厂/#1705箱变,45462,45463,35421,35422
四川.新那伽伏厂/#1714箱变,45464,45465,35431,35432
四川.新那伽伏厂/#4101箱变,45466,45467,35441,35442
四川.新那伽伏厂/#4103箱变,45468,45469,35451,35452
四川.新那伽伏厂/#4104箱变,45470,45471,35461,35462
四川.新那伽伏厂/#4105箱变,45472,45473,35471,35472
四川.新那伽伏厂/#4106箱变,45474,45475,35481,35482
四川.新那伽伏厂/#4107箱变,45476,45477,35491,35492
四川.新那伽伏厂/#4108箱变,45478,45479,35501,35502
四川.新那伽伏厂/#4109箱变,45480,45481,35511,35512
四川.新那伽伏厂/#4110箱变,45482,45483,35521,35522
四川.新那伽伏厂/#4102箱变,45484,45485,35531,35532
四川.新那伽伏厂/#4201箱变,45486,45487,35541,35542
四川.新那伽伏厂/#4202箱变,45488,45489,35551,35552
四川.新那伽伏厂/#4203箱变,45490,45491,35561,35562
四川.新那伽伏厂/#4204箱变,45492,45493,35571,35572
四川.新那伽伏厂/#4205箱变,45494,45495,35581,35582
四川.新那伽伏厂/#4206箱变,45496,45497,35591,35592
四川.新那伽伏厂/#4208箱变,45498,45499,35601,35602
四川.新那伽伏厂/#4209箱变,45500,45501,35611,35612
四川.新那伽伏厂/#4210箱变,45502,45503,35621,35622
四川.新那伽伏厂/#4211箱变,45504,45505,35631,35632
四川.新那伽伏厂/#4207箱变,45506,45507,35641,35642
四川.德格光伏厂/#3201箱变,45508,45509,35651,35652
四川.德格光伏厂/#3202箱变,45510,45511,35661,35662
四川.德格光伏厂/#3204箱变,45512,45513,35671,35672
四川.德格光伏厂/#3203箱变,45514,45515,35681,35682
四川.德格光伏厂/#3205箱变,45516,45517,35691,35692
四川.德格光伏厂/#3206箱变,45518,45519,35701,35702
四川.德格光伏厂/#3207箱变,45520,45521,35711,35712
四川.德格光伏厂/#3301箱变,45522,45523,35721,35722
四川.德格光伏厂/#3302箱变,45524,45525,35731,35732
四川.德格光伏厂/#3303箱变,45526,45527,35741,35742
四川.德格光伏厂/#3304箱变,45528,45529,35751,35752
四川.德格光伏厂/#3305箱变,45530,45531,35761,35762
四川.德格光伏厂/#3306箱变,45532,45533,35771,35772
四川.德格光伏厂/#3307箱变,45534,45535,35781,35782
四川.德格光伏厂/#3308箱变,45536,45537,35791,35792
四川.正勉光伏厂/#3601箱变,45538,45539,35801,35802
四川.正勉光伏厂/#3602箱变,45540,45541,35811,35812
四川.正勉光伏厂/#3603箱变,45542,45543,35821,35822
四川.正勉光伏厂/#3604箱变,45544,45545,35831,35832
四川.正勉光伏厂/#3606箱变,45546,45547,35841,35842
四川.正勉光伏厂/#3607箱变,45548,45549,35851,35852
四川.正勉光伏厂/#3608箱变,45550,45551,35861,35862
四川.正勉光伏厂/#3609箱变,45552,45553,35871,35872
四川.正勉光伏厂/#3610箱变,45554,45555,35881,35882
四川.正勉光伏厂/#3605箱变,45556,45557,35891,35892
四川.正勉光伏厂/#3701箱变,45558,45559,35901,35902
四川.正勉光伏厂/#3702箱变,45560,45561,35911,35912
四川.正勉光伏厂/#3703箱变,45562,45563,35921,35922
四川.正勉光伏厂/#3705箱变,45564,45565,35931,35932
四川.正勉光伏厂/#3706箱变,45566,45567,35941,35942
四川.正勉光伏厂/#3707箱变,45568,45569,35951,35952
四川.正勉光伏厂/#3708箱变,45570,45571,35961,35962
四川.正勉光伏厂/#3709箱变,45572,45573,35971,35972
四川.正勉光伏厂/#3710箱变,45574,45575,35981,35982
四川.正勉光伏厂/#3704箱变,45576,45577,35991,35992
四川.定曲光伏厂/#3901箱变,45578,45579,36001,36002
四川.定曲光伏厂/#3902箱变,45580,45581,36011,36012
四川.定曲光伏厂/#3904箱变,45582,45583,36021,36022
四川.定曲光伏厂/#3905箱变,45584,45585,36031,36032
四川.定曲光伏厂/#3906箱变,45586,45587,36041,36042
四川.定曲光伏厂/#3907箱变,45588,45589,36051,36052
四川.定曲光伏厂/#3908箱变,45590,45591,36061,36062
四川.定曲光伏厂/#3909箱变,45592,45593,36071,36072
四川.定曲光伏厂/#3910箱变,45594,45595,36081,36082
四川.定曲光伏厂/#3911箱变,45596,45597,36091,36092
四川.定曲光伏厂/#3913箱变,45598,45599,36101,36102
四川.定曲光伏厂/#3914箱变,45600,45601,36111,36112
四川.定曲光伏厂/#3915箱变,45602,45603,36121,36122
四川.定曲光伏厂/#3916箱变,45604,45605,36131,36132
四川.定曲光伏厂/#3903箱变,45606,45607,36141,36142
四川.定曲光伏厂/#3912箱变,45608,45609,36151,36152
四川.小南海光伏厂/#1201箱变,45610,45611,36161,36162
四川.小南海光伏厂/#1202箱变,45612,45613,36171,36172
四川.小南海光伏厂/#1203箱变,45614,45615,36181,36182
四川.小南海光伏厂/#1204箱变,45616,45617,36191,36192
四川.小南海光伏厂/#1205箱变,45618,45619,36201,36202
四川.小南海光伏厂/#1206箱变,45620,45621,36211,36212
四川.小南海光伏厂/#1208箱变,45622,45623,36221,36222
四川.小南海光伏厂/#1209箱变,45624,45625,36231,36232
四川.小南海光伏厂/#1210箱变,45626,45627,36241,36242
四川.小南海光伏厂/#1211箱变,45628,45629,36251,36252
四川.小南海光伏厂/#1212箱变,45630,45631,36261,36262
四川.小南海光伏厂/#1213箱变,45632,45633,36271,36272
四川.小南海光伏厂/#1214箱变,45634,45635,36281,36282
四川.小南海光伏厂/#1215箱变,45636,45637,36291,36292
四川.小南海光伏厂/#1216箱变,45638,45639,36301,36302
四川.小南海光伏厂/#1207箱变,45640,45641,36311,36312
四川.小南海光伏厂/#1301箱变,45642,45643,36321,36322
四川.小南海光伏厂/#1302箱变,45644,45645,36331,36332
四川.小南海光伏厂/#1303箱变,45646,45647,36341,36342
四川.小南海光伏厂/#1304箱变,45648,45649,36351,36352
四川.小南海光伏厂/#1305箱变,45650,45651,36361,36362
四川.小南海光伏厂/#1306箱变,45652,45653,36371,36372
四川.小南海光伏厂/#1307箱变,45654,45655,36381,36382
四川.小南海光伏厂/#1308箱变,45656,45657,36391,36392
四川.小南海光伏厂/#1310箱变,45658,45659,36401,36402
四川.小南海光伏厂/#1311箱变,45660,45661,36411,36412
四川.小南海光伏厂/#1312箱变,45662,45663,36421,36422
四川.小南海光伏厂/#1313箱变,45664,45665,36431,36432
四川.小南海光伏厂/#1314箱变,45666,45667,36441,36442
四川.小南海光伏厂/#1315箱变,45668,45669,36451,36452
四川.小南海光伏厂/#1316箱变,45670,45671,36461,36462
四川.小南海光伏厂/#1309箱变,45672,45673,36471,36472
四川.博洛拉达风电厂/#1101箱变,45674,45675,36481,36482
四川.博洛拉达风电厂/#1102箱变,45676,45677,36491,36492
四川.博洛拉达风电厂/#1103箱变,45678,45679,36501,36502
四川.博洛拉达风电厂/#1104箱变,45680,45681,36511,36512
四川.博洛拉达风电厂/#1105箱变,45682,45683,36521,36522
四川.博洛拉达风电厂/#1106箱变,45684,45685,36531,36532
四川.博洛拉达风电厂/#1109箱变,45686,45687,36541,36542
四川.博洛拉达风电厂/#1107箱变,45688,45689,36551,36552
四川.博洛拉达风电厂/#1108箱变,45690,45691,36561,36562
四川.博洛拉达风电厂/#1301箱变,45692,45693,36571,36572
四川.博洛拉达风电厂/#1302箱变,45694,45695,36581,36582
四川.博洛拉达风电厂/#1305箱变,45696,45697,36591,36592
四川.博洛拉达风电厂/#1307箱变,45698,45699,36601,36602
四川.博洛拉达风电厂/#1308箱变,45700,45701,36611,36612
四川.博洛拉达风电厂/#1309箱变,45702,45703,36621,36622
四川.博洛拉达风电厂/#1310箱变,45704,45705,36631,36632
四川.博洛拉达风电厂/#1311箱变,45706,45707,36641,36642
四川.博洛拉达风电厂/#1312箱变,45708,45709,36651,36652
四川.博洛拉达风电厂/#1313箱变,45710,45711,36661,36662
四川.博洛拉达风电厂/#1314箱变,45712,45713,36671,36672
四川.博洛拉达风电厂/#1303箱变,45714,45715,36681,36682
四川.博洛拉达风电厂/#1304箱变,45716,45717,36691,36692
四川.博洛拉达风电厂/#1306箱变,45718,45719,36701,36702
四川.博洛拉达风电厂/#1401箱变,45720,45721,36711,36712
四川.博洛拉达风电厂/#1402箱变,45722,45723,36721,36722
四川.博洛拉达风电厂/#1403箱变,45724,45725,36731,36732
四川.博洛拉达风电厂/#1404箱变,45726,45727,36741,36742
四川.博洛拉达风电厂/#1405箱变,45728,45729,36751,36752
四川.博洛拉达风电厂/#1406箱变,45730,45731,36761,36762
四川.博洛拉达风电厂/#1407箱变,45732,45733,36771,36772
四川.博洛拉达风电厂/#1409箱变,45734,45735,36781,36782
四川.博洛拉达风电厂/#1410箱变,45736,45737,36791,36792
四川.博洛拉达风电厂/#1408箱变,45738,45739,36801,36802
四川.博洛拉达风电厂/#1501箱变,45740,45741,36811,36812
四川.博洛拉达风电厂/#1502箱变,45742,45743,36821,36822
四川.博洛拉达风电厂/#1503箱变,45744,45745,36831,36832
四川.博洛拉达风电厂/#1504箱变,45746,45747,36841,36842
四川.博洛拉达风电厂/#1505箱变,45748,45749,36851,36852
四川.博洛拉达风电厂/#1506箱变,45750,45751,36861,36862
四川.博洛拉达风电厂/#1507箱变,45752,45753,36871,36872
四川.博洛拉达风电厂/#1508箱变,45754,45755,36881,36882
四川.博洛拉达风电厂/#1509箱变,45756,45757,36891,36892
四川.博洛拉达风电厂/#1510箱变,45758,45759,36901,36902
四川.博洛拉达风电厂/#1511箱变,45760,45761,36911,36912
四川.博洛拉达风电厂/#1601箱变,45762,45763,36921,36922
四川.博洛拉达风电厂/#1602箱变,45764,45765,36931,36932
四川.博洛拉达风电厂/#1604箱变,45766,45767,36941,36942
四川.博洛拉达风电厂/#1605箱变,45768,45769,36951,36952
四川.博洛拉达风电厂/#1606箱变,45770,45771,36961,36962
四川.博洛拉达风电厂/#1607箱变,45772,45773,36971,36972
四川.博洛拉达风电厂/#1608箱变,45774,45775,36981,36982
四川.博洛拉达风电厂/#1609箱变,45776,45777,36991,36992
四川.博洛拉达风电厂/#1610箱变,45778,45779,37001,37002
四川.博洛拉达风电厂/#1611箱变,45780,45781,37011,37012
四川.博洛拉达风电厂/#1603箱变,45782,45783,37021,37022
四川.博洛拉达风电厂/#1701箱变,45784,45785,37031,37032
四川.博洛拉达风电厂/#1703箱变,45786,45787,37041,37042
四川.博洛拉达风电厂/#1704箱变,45788,45789,37051,37052
四川.博洛拉达风电厂/#1705箱变,45790,45791,37061,37062
四川.博洛拉达风电厂/#1706箱变,45792,45793,37071,37072
四川.博洛拉达风电厂/#1707箱变,45794,45795,37081,37082
四川.博洛拉达风电厂/#1708箱变,45796,45797,37091,37092
四川.博洛拉达风电厂/#1709箱变,45798,45799,37101,37102
四川.博洛拉达风电厂/#1710箱变,45800,45801,37111,37112
四川.博洛拉达风电厂/#1711箱变,45802,45803,37121,37122
四川.博洛拉达风电厂/#1702箱变,45804,45805,37131,37132
四川.清风风电厂/#1102箱变,45806,45807,37141,37142
四川.清风风电厂/#1103箱变,45808,45809,37151,37152
四川.清风风电厂/#1104箱变,45810,45811,37161,37162
四川.清风风电厂/#1105箱变,45812,45813,37171,37172
四川.清风风电厂/#1106箱变,45814,45815,37181,37182
四川.清风风电厂/#1107箱变,45816,45817,37191,37192
四川.清风风电厂/#1108箱变,45818,45819,37201,37202
四川.清风风电厂/#1109箱变,45820,45821,37211,37212
四川.清风风电厂/#1110箱变,45822,45823,37221,37222
四川.清风风电厂/#1101箱变,45824,45825,37231,37232
四川.清风风电厂/#1201箱变,45826,45827,37241,37242
四川.清风风电厂/#1202箱变,45828,45829,37251,37252
四川.清风风电厂/#1203箱变,45830,45831,37261,37262
四川.清风风电厂/#1204箱变,45832,45833,37271,37272
四川.清风风电厂/#1205箱变,45834,45835,37281,37282
四川.清风风电厂/#1206箱变,45836,45837,37291,37292
四川.清风风电厂/#1207箱变,45838,45839,37301,37302
四川.清风风电厂/#1208箱变,45840,45841,37311,37312
四川.清风风电厂/#1209箱变,45842,45843,37321,37322
四川.大宝鼎光伏厂/#1201箱变,45844,45845,37331,37332
四川.大宝鼎光伏厂/#1203箱变,45846,45847,37341,37342
四川.大宝鼎光伏厂/#1204箱变,45848,45849,37351,37352
四川.大宝鼎光伏厂/#1205箱变,45850,45851,37361,37362
四川.大宝鼎光伏厂/#1206箱变,45852,45853,37371,37372
四川.大宝鼎光伏厂/#1207箱变,45854,45855,37381,37382
四川.大宝鼎光伏厂/#1208箱变,45856,45857,37391,37392
四川.大宝鼎光伏厂/#1209箱变,45858,45859,37401,37402
四川.大宝鼎光伏厂/#1210箱变,45860,45861,37411,37412
四川.大宝鼎光伏厂/#1202箱变,45862,45863,37421,37422
四川.大宝鼎光伏厂/#1301箱变,45864,45865,37431,37432
四川.大宝鼎光伏厂/#1302箱变,45866,45867,37441,37442
四川.大宝鼎光伏厂/#1303箱变,45868,45869,37451,37452
四川.大宝鼎光伏厂/#1304箱变,45870,45871,37461,37462
四川.大宝鼎光伏厂/#1305箱变,45872,45873,37471,37472
四川.大宝鼎光伏厂/#1306箱变,45874,45875,37481,37482
四川.大宝鼎光伏厂/#1307箱变,45876,45877,37491,37492
四川.大宝鼎光伏厂/#1308箱变,45878,45879,37501,37502
四川.大宝鼎光伏厂/#1309箱变,45880,45881,37511,37512
四川.大宝鼎光伏厂/#1310箱变,45882,45883,37521,37522
四川.洁源光伏厂/#1101箱变,45884,45885,37531,37532
四川.洁源光伏厂/#1102箱变,45886,45887,37541,37542
四川.洁源光伏厂/#1103箱变,45888,45889,37551,37552
四川.洁源光伏厂/#1105箱变,45890,45891,37561,37562
四川.洁源光伏厂/#1106箱变,45892,45893,37571,37572
四川.洁源光伏厂/#1107箱变,45894,45895,37581,37582
四川.洁源光伏厂/#1108箱变,45896,45897,37591,37592
四川.洁源光伏厂/#1109箱变,45898,45899,37601,37602
四川.洁源光伏厂/#1110箱变,45900,45901,37611,37612
四川.洁源光伏厂/#1104箱变,45902,45903,37621,37622
四川.洁源光伏厂/#1201箱变,45904,45905,37631,37632
四川.洁源光伏厂/#1203箱变,45906,45907,37641,37642
四川.洁源光伏厂/#1204箱变,45908,45909,37651,37652
四川.洁源光伏厂/#1206箱变,45910,45911,37661,37662
四川.洁源光伏厂/#1207箱变,45912,45913,37671,37672
四川.洁源光伏厂/#1208箱变,45914,45915,37681,37682
四川.洁源光伏厂/#1209箱变,45916,45917,37691,37692
四川.洁源光伏厂/#1210箱变,45918,45919,37701,37702
四川.洁源光伏厂/#1211箱变,45920,45921,37711,37712
四川.洁源光伏厂/#1202箱变,45922,45923,37721,37722
四川.洁源光伏厂/#1205箱变,45924,45925,37731,37732
四川.白乌光伏厂/#3503箱变,45926,45927,37741,37742
四川.白乌光伏厂/#3513箱变,45928,45929,37751,37752
四川.普隆村光伏厂/#1201箱变,45930,45931,37761,37762
四川.普隆村光伏厂/#1202箱变,45932,45933,37771,37772
四川.普隆村光伏厂/#1203箱变,45934,45935,37781,37782
四川.普隆村光伏厂/#1204箱变,45936,45937,37791,37792
四川.普隆村光伏厂/#1205箱变,45938,45939,37801,37802
四川.普隆村光伏厂/#1206箱变,45940,45941,37811,37812
四川.普隆村光伏厂/#1301箱变,45942,45943,37821,37822
四川.普隆村光伏厂/#1302箱变,45944,45945,37831,37832
四川.普隆村光伏厂/#1303箱变,45946,45947,37841,37842
四川.普隆村光伏厂/#1304箱变,45948,45949,37851,37852
四川.普隆村光伏厂/#1305箱变,45950,45951,37861,37862
四川.普隆村光伏厂/#1306箱变,45952,45953,37871,37872
四川.普隆村光伏厂/#1307箱变,45954,45955,37881,37882
四川.普隆村光伏厂/#1401箱变,45956,45957,37891,37892
四川.普隆村光伏厂/#1402箱变,45958,45959,37901,37902
四川.普隆村光伏厂/#1403箱变,45960,45961,37911,37912
四川.普隆村光伏厂/#1404箱变,45962,45963,37921,37922
四川.普隆村光伏厂/#1405箱变,45964,45965,37931,37932
四川.普隆村光伏厂/#1406箱变,45966,45967,37941,37942
四川.望江坪风电厂/#1201箱变,45968,45969,37951,37952
四川.望江坪风电厂/#1202箱变,45970,45971,37961,37962
四川.望江坪风电厂/#1203箱变,45972,45973,37971,37972
四川.望江坪风电厂/#1204箱变,45974,45975,37981,37982
四川.望江坪风电厂/#1205箱变,45976,45977,37991,37992
四川.望江坪风电厂/#1206箱变,45978,45979,38001,38002
四川.望江坪风电厂/#1301箱变,45980,45981,38011,38012
四川.望江坪风电厂/#1302箱变,45982,45983,38021,38022
四川.望江坪风电厂/#1303箱变,45984,45985,38031,38032
四川.望江坪风电厂/#1304箱变,45986,45987,38041,38042
四川.望江坪风电厂/#1305箱变,45988,45989,38051,38052
四川.望江坪风电厂/#1306箱变,45990,45991,38061,38062
四川.望江坪风电厂/#1307箱变,45992,45993,38071,38072
四川.望江坪风电厂/#1308箱变,45994,45995,38081,38082
四川.望江坪风电厂/#1309箱变,45996,45997,38091,38092
四川.望江坪风电厂/#1310箱变,45998,45999,38101,38102
四川.望江坪风电厂/#1401箱变,46000,46001,38111,38112
四川.望江坪风电厂/#1402箱变,46002,46003,38121,38122
四川.望江坪风电厂/#1403箱变,46004,46005,38131,38132
四川.望江坪风电厂/#1404箱变,46006,46007,38141,38142
四川.望江坪风电厂/#1405箱变,46008,46009,38151,38152
四川.望江坪风电厂/#1406箱变,46010,46011,38161,38162
四川.望江坪风电厂/#1407箱变,46012,46013,38171,38172
四川.望江坪风电厂/#1408箱变,46014,46015,38181,38182
四川.望江坪风电厂/#1409箱变,46016,46017,38191,38192
四川.芳地坪厂/#2101箱变,46018,46019,38201,38202
四川.芳地坪厂/#2102箱变,46020,46021,38211,38212
四川.芳地坪厂/#2103箱变,46022,46023,38221,38222
四川.芳地坪厂/#2104箱变,46024,46025,38231,38232
四川.芳地坪厂/#2105箱变,46026,46027,38241,38242
四川.芳地坪厂/#2106箱变,46028,46029,38251,38252
四川.芳地坪厂/#2107箱变,46030,46031,38261,38262
四川.芳地坪厂/#2108箱变,46032,46033,38271,38272
四川.芳地坪厂/#2109箱变,46034,46035,38281,38282
四川.芳地坪厂/#2201箱变,46036,46037,38291,38292
四川.芳地坪厂/#2202箱变,46038,46039,38301,38302
四川.芳地坪厂/#2203箱变,46040,46041,38311,38312
四川.芳地坪厂/#2204箱变,46042,46043,38321,38322
四川.芳地坪厂/#2205箱变,46044,46045,38331,38332
四川.芳地坪厂/#2206箱变,46046,46047,38341,38342
四川.芳地坪厂/#2207箱变,46048,46049,38351,38352
四川.芳地坪厂/#2208箱变,46050,46051,38361,38362
四川.芳地坪厂/#2209箱变,46052,46053,38371,38372
四川.宸光光伏厂/#2201变压器,46204,46205,38881,38882
四川.宸光光伏厂/#2202变压器,46206,46207,38891,38892
四川.宸光光伏厂/#2203变压器,46208,46209,38901,38902
四川.宸光光伏厂/#2204变压器,46210,46211,38911,38912
四川.宸光光伏厂/#2205变压器,46212,46213,38921,38922
四川.宸光光伏厂/#2206变压器,46214,46215,38931,38932
四川.宸光光伏厂/#2207变压器,46216,46217,38941,38942
四川.宸光光伏厂/#2301变压器,46218,46219,38951,38952
四川.宸光光伏厂/#2302变压器,46220,46221,38961,38962
四川.宸光光伏厂/#2303变压器,46222,46223,38971,38972
四川.宸光光伏厂/#2304变压器,46224,46225,38981,38982
四川.宸光光伏厂/#2305变压器,46226,46227,38991,38992
四川.宸光光伏厂/#2306变压器,46228,46229,39001,39002
四川.美兴光伏厂/#1101箱变,46230,46231,39011,39012
四川.美兴光伏厂/#1102箱变,46232,46233,39021,39022
四川.美兴光伏厂/#1103箱变,46234,46235,39031,39032
四川.美兴光伏厂/#1104箱变,46236,46237,39041,39042
四川.美兴光伏厂/#1105箱变,46238,46239,39051,39052
四川.美兴光伏厂/#1106箱变,46240,46241,39061,39062
四川.美兴光伏厂/#1107箱变,46242,46243,39071,39072
四川.美兴光伏厂/#1108箱变,46244,46245,39081,39082
四川.美兴光伏厂/#1109箱变,46246,46247,39091,39092
四川.美兴光伏厂/#1201箱变,46248,46249,39101,39102
四川.美兴光伏厂/#1202箱变,46250,46251,39111,39112
四川.美兴光伏厂/#1203箱变,46252,46253,39121,39122
四川.美兴光伏厂/#1204箱变,46254,46255,39131,39132
四川.美兴光伏厂/#1205箱变,46256,46257,39141,39142
四川.美兴光伏厂/#1206箱变,46258,46259,39151,39152
四川.美兴光伏厂/#1207箱变,46260,46261,39161,39162
四川.美兴光伏厂/#1208箱变,46262,46263,39171,39172
四川.美兴光伏厂/#1209箱变,46264,46265,39181,39182
四川.美兴光伏厂/#1210箱变,46266,46267,39191,39192
四川.美兴光伏厂/#1301箱变,46268,46269,39201,39202
四川.美兴光伏厂/#1302箱变,46270,46271,39211,39212
四川.美兴光伏厂/#1303箱变,46272,46273,39221,39222
四川.美兴光伏厂/#1304箱变,46274,46275,39231,39232
四川.美兴光伏厂/#1305箱变,46276,46277,39241,39242
四川.美兴光伏厂/#1306箱变,46278,46279,39251,39252
四川.美兴光伏厂/#1401箱变,46280,46281,39261,39262
四川.美兴光伏厂/#1402箱变,46282,46283,39271,39272
四川.美兴光伏厂/#1403箱变,46284,46285,39281,39282
四川.美兴光伏厂/#1404箱变,46286,46287,39291,39292
四川.美兴光伏厂/#1405箱变,46288,46289,39301,39302
四川.美兴光伏厂/#1406箱变,46290,46291,39311,39312
四川.美兴光伏厂/#1407箱变,46292,46293,39321,39322
四川.贡唐岗光伏厂/#1101箱变,46384,46385,39631,39632
四川.贡唐岗光伏厂/#1102箱变,46386,46387,39641,39642
四川.贡唐岗光伏厂/#1103箱变,46388,46389,39651,39652
四川.贡唐岗光伏厂/#1104箱变,46390,46391,39661,39662
四川.贡唐岗光伏厂/#1105箱变,46392,46393,39671,39672
四川.贡唐岗光伏厂/#1106箱变,46394,46395,39681,39682
四川.贡唐岗光伏厂/#1107箱变,46396,46397,39691,39692
四川.贡唐岗光伏厂/#1108箱变,46398,46399,39701,39702
四川.贡唐岗光伏厂/#1201箱变,46400,46401,39711,39712
四川.贡唐岗光伏厂/#1202箱变,46402,46403,39721,39722
四川.贡唐岗光伏厂/#1203箱变,46404,46405,39731,39732
四川.贡唐岗光伏厂/#1204箱变,46406,46407,39741,39742
四川.贡唐岗光伏厂/#1205箱变,46408,46409,39751,39752
四川.贡唐岗光伏厂/#1206箱变,46410,46411,39761,39762
四川.贡唐岗光伏厂/#1207箱变,46412,46413,39771,39772
四川.贡唐岗光伏厂/#1208箱变,46414,46415,39781,39782
四川.贡唐岗光伏厂/#1301箱变,46416,46417,39791,39792
四川.贡唐岗光伏厂/#1302箱变,46418,46419,39801,39802
四川.贡唐岗光伏厂/#1303箱变,46420,46421,39811,39812
四川.贡唐岗光伏厂/#1304箱变,46422,46423,39821,39822
四川.贡唐岗光伏厂/#1305箱变,46424,46425,39831,39832
四川.贡唐岗光伏厂/#1306箱变,46426,46427,39841,39842
四川.贡唐岗光伏厂/#1307箱变,46428,46429,39851,39852
四川.贡唐岗光伏厂/#1308箱变,46430,46431,39861,39862
四川.贡唐岗光伏厂/#1401箱变,46432,46433,39871,39872
四川.贡唐岗光伏厂/#1402箱变,46434,46435,39881,39882
四川.贡唐岗光伏厂/#1403箱变,46436,46437,39891,39892
四川.贡唐岗光伏厂/#1404箱变,46438,46439,39901,39902
四川.贡唐岗光伏厂/#1405箱变,46440,46441,39911,39912
四川.贡唐岗光伏厂/#1406箱变,46442,46443,39921,39922
四川.贡唐岗光伏厂/#1407箱变,46444,46445,39931,39932
四川.贡唐岗光伏厂/#1408箱变,46446,46447,39941,39942
四川.大田光伏厂/#1101箱变,46496,46497,40111,40112
四川.大田光伏厂/#1102箱变,46498,46499,40121,40122
四川.大田光伏厂/#1103箱变,46500,46501,40131,40132
四川.大田光伏厂/#1104箱变,46502,46503,40141,40142
四川.大田光伏厂/#1105箱变,46504,46505,40151,40152
四川.大田光伏厂/#1201箱变,46506,46507,40161,40162
四川.大田光伏厂/#1202箱变,46508,46509,40171,40172
四川.大田光伏厂/#1203箱变,46510,46511,40181,40182
四川.大田光伏厂/#1204箱变,46512,46513,40191,40192
四川.卓坤厂/#1301箱变,46514,46515,40201,40202
四川.卓坤厂/#1302箱变,46516,46517,40211,40212
四川.卓坤厂/#1303箱变,46518,46519,40221,40222
四川.卓坤厂/#1304箱变,46520,46521,40231,40232
四川.卓坤厂/#1305箱变,46522,46523,40241,40242
四川.卓坤厂/#1306箱变,46524,46525,40251,40252
四川.卓坤厂/#1307箱变,46526,46527,40261,40262
四川.卓坤厂/#1401箱变,46528,46529,40271,40272
四川.卓坤厂/#1402箱变,46530,46531,40281,40282
四川.卓坤厂/#1403箱变,46532,46533,40291,40292
四川.卓坤厂/#1404箱变,46534,46535,40301,40302
四川.卓坤厂/#1405箱变,46536,46537,40311,40312
四川.卓坤厂/#1406箱变,46538,46539,40321,40322
四川.卓坤厂/#2201箱变,46540,46541,40331,40332
四川.卓坤厂/#2202箱变,46542,46543,40341,40342
四川.卓坤厂/#2203箱变,46544,46545,40351,40352
四川.卓坤厂/#2204箱变,46546,46547,40361,40362
四川.卓坤厂/#2205箱变,46548,46549,40371,40372
四川.卓坤厂/#2206箱变,46550,46551,40381,40382
四川.卓坤厂/#2207箱变,46552,46553,40391,40392
四川.卓坤厂/#2301箱变,46554,46555,40401,40402
四川.卓坤厂/#2302箱变,46556,46557,40411,40412
四川.卓坤厂/#2303箱变,46558,46559,40421,40422
四川.卓坤厂/#2304箱变,46560,46561,40431,40432
四川.卓坤厂/#2305箱变,46562,46563,40441,40442
四川.卓坤厂/#2306箱变,46564,46565,40451,40452
四川.卓坤厂/#2401箱变,46566,46567,40461,40462
四川.卓坤厂/#2402箱变,46568,46569,40471,40472
四川.卓坤厂/#2403箱变,46570,46571,40481,40482
四川.卓坤厂/#2404箱变,46572,46573,40491,40492
四川.卓坤厂/#2405箱变,46574,46575,40501,40502
四川.卓坤厂/#2406箱变,46576,46577,40511,40512
四川.彰冠光伏厂/#1101箱变,46668,46669,40821,40822
四川.彰冠光伏厂/#1102箱变,46670,46671,40831,40832
四川.彰冠光伏厂/#1103箱变,46672,46673,40841,40842
四川.彰冠光伏厂/#1104箱变,46674,46675,40851,40852
四川.彰冠光伏厂/#1201箱变,46676,46677,40861,40862
四川.彰冠光伏厂/#1202箱变,46678,46679,40871,40872
四川.彰冠光伏厂/#1203箱变,46680,46681,40881,40882
四川.彰冠光伏厂/#1301箱变,46682,46683,40891,40892
四川.彰冠光伏厂/#1302箱变,46684,46685,40901,40902
四川.彰冠光伏厂/#1303箱变,46686,46687,40911,40912
四川.彰冠光伏厂/#1401箱变,46688,46689,40921,40922
四川.彰冠光伏厂/#1402箱变,46690,46691,40931,40932
四川.彰冠光伏厂/#1403箱变,46692,46693,40941,40942
四川.柏栎箐光伏厂/#1101箱变,46826,46827,41391,41392
四川.柏栎箐光伏厂/#1102箱变,46828,46829,41401,41402
四川.柏栎箐光伏厂/#1103箱变,46830,46831,41411,41412
四川.柏栎箐光伏厂/#1104箱变,46832,46833,41421,41422
四川.柏栎箐光伏厂/#1105箱变,46834,46835,41431,41432
四川.柏栎箐光伏厂/#1106箱变,46836,46837,41441,41442
四川.柏栎箐光伏厂/#1107箱变,46838,46839,41451,41452
