id,name,volt,I_node,J_node,I_nd,J_nd,I_id,J_id
序号,断路器名,电压等级,I端所在拓扑节点,J端所在拓扑节点,I端物理节点,J端物理节点,I端所属厂站索引,J端所属厂站索引
894,四川.江南/220kV.201开关,220,四川.江南.220.1328,四川.江南.220.1328,3642,3643,147,147
895,四川.江南/220kV.212开关,220,四川.江南.220.1328,四川.江南.220.1328,3644,3645,147,147
896,四川.江南/220kV.215开关,220,四川.江南.220.nd3646,四川.江南.220.1328,3646,3647,147,147
897,四川.江南/220kV.261开关,220,四川.江南.220.1328,四川.江南.220.1328,3648,3649,147,147
898,四川.江南/220kV.262开关,220,四川.江南.220.1328,四川.江南.220.1328,3650,3651,147,147
899,四川.江南/220kV.263开关,220,四川.江南.220.1328,四川.江南.220.1328,3652,3653,147,147
900,四川.江南/220kV.264开关,220,四川.江南.220.1328,四川.江南.220.1328,3654,3655,147,147
901,四川.江南/220kV.265开关,220,四川.江南.220.1328,四川.江南.220.1328,3656,3657,147,147
902,四川.江南/220kV.266开关,220,四川.江南.220.1328,四川.江南.220.1328,3658,3659,147,147
903,四川.江南/220kV.267开关,220,四川.江南.220.nd3660,四川.江南.220.nd3661,3660,3661,147,147
904,四川.江油新厂/220kV.201开关,220,四川.江油新厂.220.nd3662,四川.江油新厂.220.nd3663,3662,3663,148,148
905,四川.江油新厂/220kV.202开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3664,3665,148,148
906,四川.江油新厂/220kV.205开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3666,3667,148,148
907,四川.江油新厂/220kV.260开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3668,3669,148,148
908,四川.江油新厂/220kV.261开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3670,3671,148,148
909,四川.江油新厂/220kV.262开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3672,3673,148,148
910,四川.江油新厂/220kV.263开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3674,3675,148,148
911,四川.江油新厂/220kV.264开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3676,3677,148,148
912,四川.江油新厂/220kV.265开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3678,3679,148,148
913,四川.江油新厂/220kV.266开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3680,3681,148,148
914,四川.江油新厂/220kV.267开关,220,四川.江油新厂.220.1336,四川.江油新厂.220.1336,3682,3683,148,148
915,四川.江油新厂/220kV.290开关,220,四川.江油新厂.220.nd3684,四川.江油新厂.220.1336,3684,3685,148,148
916,四川.金鹅/220kV.201开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3686,3687,149,149
917,四川.金鹅/220kV.212开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3688,3689,149,149
918,四川.金鹅/220kV.261开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3690,3691,149,149
919,四川.金鹅/220kV.262开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3692,3693,149,149
920,四川.金鹅/220kV.265开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3694,3695,149,149
921,四川.金鹅/220kV.266开关,220,四川.金鹅.220.1348,四川.金鹅.220.1348,3696,3697,149,149
922,四川.金康厂/13.8kV.1开关,13,四川.金康厂.13.1356,四川.金康厂.13.1356,3698,3699,150,150
923,四川.金康厂/13.8kV.2开关,13,四川.金康厂.13.nd3700,四川.金康厂.13.nd3701,3700,3701,150,150
924,四川.金康厂/220kV.201开关,220,四川.金康厂.220.1355,四川.金康厂.220.1355,3702,3703,151,151
925,四川.金康厂/220kV.202开关,220,四川.金康厂.220.1355,四川.金康厂.220.1355,3704,3705,151,151
926,四川.金康厂/220kV.251开关,220,四川.金康厂.220.1355,四川.金康厂.220.1355,3706,3707,151,151
927,四川.金堂厂/220kV.201开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3708,3709,152,152
928,四川.金堂厂/220kV.202开关,220,四川.金堂厂.220.nd3710,四川.金堂厂.220.nd3711,3710,3711,152,152
929,四川.金堂厂/220kV.205开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3712,3713,152,152
930,四川.金堂厂/220kV.212开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3714,3715,152,152
931,四川.金堂厂/220kV.213开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3716,3717,152,152
932,四川.金堂厂/220kV.223开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3718,3719,152,152
933,四川.金堂厂/220kV.263开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3720,3721,152,152
934,四川.金堂厂/220kV.264开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3722,3723,152,152
935,四川.金堂厂/220kV.265开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3724,3725,152,152
936,四川.金堂厂/220kV.266开关,220,四川.金堂厂.220.1358,四川.金堂厂.220.1358,3726,3727,152,152
937,四川.金银台厂/220kV.201开关,220,四川.金银台厂.220.1366,四川.金银台厂.220.1366,3728,3729,153,153
938,四川.金银台厂/220kV.202开关,220,四川.金银台厂.220.1366,四川.金银台厂.220.1366,3730,3731,153,153
939,四川.荆溪/220kV.201开关,220,四川.荆溪.220.1369,四川.荆溪.220.1369,3732,3733,154,154
940,四川.荆溪/220kV.202开关,220,四川.荆溪.220.1369,四川.荆溪.220.1369,3734,3735,154,154
941,四川.荆溪/220kV.260开关,220,四川.荆溪.220.1369,四川.荆溪.220.1369,3736,3737,154,154
942,四川.荆溪/220kV.261开关,220,四川.荆溪.220.1369,四川.荆溪.220.1369,3738,3739,154,154
943,四川.荆溪/220kV.262开关,220,四川.荆溪.220.1369,四川.荆溪.220.1369,3740,3741,154,154
944,四川.荆溪/220kV.264开关,220,四川.荆溪.220.nd3742,四川.荆溪.220.nd3743,3742,3743,154,154
945,四川.荆溪/220kV.265开关,220,四川.荆溪.220.nd3744,四川.荆溪.220.nd3745,3744,3745,154,154
946,四川.荆溪/220kV.266开关,220,四川.荆溪.220.nd3746,四川.荆溪.220.nd3747,3746,3747,154,154
947,四川.荆溪/220kV.290开关,220,四川.荆溪.220.nd3748,四川.荆溪.220.1369,3748,3749,154,154
948,四川.静云/220kV.201开关,220,四川.静云.220.1380,四川.静云.220.1380,3750,3751,155,155
949,四川.静云/220kV.212开关,220,四川.静云.220.1380,四川.静云.220.1380,3752,3753,155,155
950,四川.静云/220kV.261开关,220,四川.静云.220.1380,四川.静云.220.1380,3754,3755,155,155
951,四川.静云/220kV.262开关,220,四川.静云.220.1380,四川.静云.220.1380,3756,3757,155,155
952,四川.静云/220kV.263开关,220,四川.静云.220.1380,四川.静云.220.1380,3758,3759,155,155
953,四川.静云/220kV.264开关,220,四川.静云.220.nd3760,四川.静云.220.nd3761,3760,3761,155,155
954,四川.静云/220kV.265开关,220,四川.静云.220.nd3762,四川.静云.220.nd3763,3762,3763,155,155
955,四川.静云/220kV.266开关,220,四川.静云.220.nd3764,四川.静云.220.nd3765,3764,3765,155,155
956,四川.静云/220kV.267开关,220,四川.静云.220.1380,四川.静云.220.1380,3766,3767,155,155
957,四川.静云/220kV.268开关,220,四川.静云.220.1380,四川.静云.220.1380,3768,3769,155,155
958,四川.九里/220kV.201开关,220,四川.九里.220.1387,四川.九里.220.1387,3770,3771,156,156
959,四川.九里/220kV.202开关,220,四川.九里.220.1387,四川.九里.220.1387,3772,3773,156,156
960,四川.九里/220kV.212开关,220,四川.九里.220.1387,四川.九里.220.1387,3774,3775,156,156
961,四川.九里/220kV.261开关,220,四川.九里.220.1387,四川.九里.220.1387,3776,3777,156,156
962,四川.九里/220kV.262开关,220,四川.九里.220.nd3778,四川.九里.220.nd3779,3778,3779,156,156
963,四川.九里/220kV.263开关,220,四川.九里.220.1387,四川.九里.220.1387,3780,3781,156,156
964,四川.九里/220kV.264开关,220,四川.九里.220.1387,四川.九里.220.1387,3782,3783,156,156
965,四川.九里/220kV.265开关,220,四川.九里.220.1387,四川.九里.220.1387,3784,3785,156,156
966,四川.九龙/220kV.201开关,220,四川.九龙.220.1399,四川.九龙.220.1399,3786,3787,157,157
967,四川.九龙/220kV.202开关,220,四川.九龙.220.1399,四川.九龙.220.1399,3788,3789,157,157
968,四川.九龙/220kV.212开关,220,四川.九龙.220.1399,四川.九龙.220.1399,3790,3791,157,157
969,四川.九龙/220kV.261开关,220,四川.九龙.220.1399,四川.九龙.220.1399,3792,3793,157,157
970,四川.九龙/220kV.268开关,220,四川.九龙.220.1399,四川.九龙.220.1399,3794,3795,157,157
971,四川.九龙/35kV.301开关,35,四川.九龙.35.nd3796,四川.九龙.35.nd442,3796,442,158,158
972,四川.九龙/35kV.302开关,35,四川.九龙.35.nd3797,四川.九龙.35.nd443,3797,443,158,158
973,四川.九龙/35kV.311开关,35,四川.九龙.35.nd3798,四川.九龙.35.nd3799,3798,3799,158,158
974,四川.九龙/35kV.312开关,35,四川.九龙.35.nd3800,四川.九龙.35.nd3801,3800,3801,158,158
975,四川.九龙/35kV.321开关,35,四川.九龙.35.nd3802,四川.九龙.35.nd3803,3802,3803,158,158
976,四川.九龙/35kV.322开关,35,四川.九龙.35.nd3804,四川.九龙.35.nd3805,3804,3805,158,158
977,四川.九龙/500kV.5021开关,500,四川.九龙.500.1394,四川.九龙.500.1394,3806,3807,159,159
978,四川.九龙/500kV.5022开关,500,四川.九龙.500.1394,四川.九龙.500.1394,3808,3809,159,159
979,四川.九龙/500kV.5023开关,500,四川.九龙.500.1394,四川.九龙.500.1394,3810,3811,159,159
980,四川.九龙/500kV.5031开关,500,四川.九龙.500.1394,四川.九龙.500.1394,3812,3813,159,159
981,四川.九龙/500kV.5032开关,500,四川.九龙.500.nd3814,四川.九龙.500.nd3815,3814,3815,159,159
982,四川.九龙/500kV.5033开关,500,四川.九龙.500.nd3816,四川.九龙.500.nd3817,3816,3817,159,159
983,四川.聚源/220kV.201开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3818,3819,58,58
984,四川.聚源/220kV.202开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3820,3821,58,58
985,四川.聚源/220kV.212开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3822,3823,58,58
986,四川.聚源/220kV.261开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3824,3825,58,58
987,四川.聚源/220kV.262开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3826,3827,58,58
988,四川.聚源/220kV.265开关,220,四川.聚源.220.1551,四川.聚源.220.1551,3828,3829,58,58
989,四川.聚源/220kV.266开关,220,四川.聚源.220.nd3830,四川.聚源.220.nd3831,3830,3831,58,58
990,四川.冷竹关厂/220kV.201开关,220,四川.冷竹关厂.220.1558,四川.冷竹关厂.220.1558,3832,3833,161,161
991,四川.冷竹关厂/220kV.202开关,220,四川.冷竹关厂.220.1558,四川.冷竹关厂.220.1558,3834,3835,161,161
992,四川.冷竹关厂/220kV.203开关,220,四川.冷竹关厂.220.1558,四川.冷竹关厂.220.1558,3836,3837,161,161
993,四川.冷竹关厂/220kV.252开关,220,四川.冷竹关厂.220.1558,四川.冷竹关厂.220.1558,3838,3839,161,161
994,四川.冷竹关厂/220kV.253开关,220,四川.冷竹关厂.220.1558,四川.冷竹关厂.220.1558,3840,3841,161,161
995,四川.栗子坪厂/10.5kV.1开关,10,四川.栗子坪厂.10.1563,四川.栗子坪厂.10.1563,3842,3843,162,162
996,四川.栗子坪厂/10.5kV.2开关,10,四川.栗子坪厂.10.nd3844,四川.栗子坪厂.10.nd3845,3844,3845,162,162
997,四川.栗子坪厂/220kV.201开关,220,四川.栗子坪厂.220.1562,四川.栗子坪厂.220.1562,3846,3847,163,163
998,四川.栗子坪厂/220kV.202开关,220,四川.栗子坪厂.220.nd3848,四川.栗子坪厂.220.nd3849,3848,3849,163,163
999,四川.栗子坪厂/220kV.212开关,220,四川.栗子坪厂.220.nd3850,四川.栗子坪厂.220.nd3851,3850,3851,163,163
1000,四川.栗子坪厂/220kV.251开关,220,四川.栗子坪厂.220.1562,四川.栗子坪厂.220.1562,3852,3853,163,163
1001,四川.栗子坪厂/220kV.252开关,220,四川.栗子坪厂.220.1562,四川.栗子坪厂.220.1562,3854,3855,163,163
1002,四川.栗子坪厂/220kV.253开关,220,四川.栗子坪厂.220.nd3856,四川.栗子坪厂.220.nd3857,3856,3857,163,163
1003,四川.栗子坪厂/220kV.254开关,220,四川.栗子坪厂.220.nd3858,四川.栗子坪厂.220.nd3859,3858,3859,163,163
1004,四川.联补厂/10.5kV.1开关,10,四川.联补厂.10.3750,四川.联补厂.10.3750,3860,3861,164,164
1005,四川.联补厂/10.5kV.2开关,10,四川.联补厂.10.3751,四川.联补厂.10.3751,3862,3863,164,164
1006,四川.联补厂/220kV.201开关,220,四川.联补厂.220.3749,四川.联补厂.220.3749,3864,3865,165,165
1007,四川.联补厂/220kV.202开关,220,四川.联补厂.220.3749,四川.联补厂.220.3749,3866,3867,165,165
1008,四川.联补厂/220kV.251开关,220,四川.联补厂.220.3749,四川.联补厂.220.3749,3868,3869,165,165
1009,四川.凉水井/220kV.201开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3870,3871,166,166
1010,四川.凉水井/220kV.202开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3872,3873,166,166
1011,四川.凉水井/220kV.212开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3874,3875,166,166
1012,四川.凉水井/220kV.215开关,220,四川.凉水井.220.nd3876,四川.凉水井.220.1565,3876,3877,166,166
1013,四川.凉水井/220kV.261开关,220,四川.凉水井.220.nd3878,四川.凉水井.220.1565,3878,3879,166,166
1014,四川.凉水井/220kV.262开关,220,四川.凉水井.220.nd3880,四川.凉水井.220.1565,3880,3881,166,166
1015,四川.凉水井/220kV.263开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3882,3883,166,166
1016,四川.凉水井/220kV.264开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3884,3885,166,166
1017,四川.凉水井/220kV.265开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3886,3887,166,166
1018,四川.凉水井/220kV.266开关,220,四川.凉水井.220.1565,四川.凉水井.220.1565,3888,3889,166,166
1019,四川.林庄/220kV.201开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3890,3891,167,167
1020,四川.林庄/220kV.202开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3892,3893,167,167
1021,四川.林庄/220kV.260开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3894,3895,167,167
1022,四川.林庄/220kV.261开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3896,3897,167,167
1023,四川.林庄/220kV.262开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3898,3899,167,167
1024,四川.林庄/220kV.264开关,220,四川.林庄.220.nd3900,四川.林庄.220.nd3901,3900,3901,167,167
1025,四川.林庄/220kV.265开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3902,3903,167,167
1026,四川.林庄/220kV.266开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3904,3905,167,167
1027,四川.林庄/220kV.290开关,220,四川.林庄.220.1574,四川.林庄.220.1574,3906,3907,167,167
1028,四川.临巴厂/500kV.5021开关,500,四川.临巴厂.500.1581,四川.临巴厂.500.1581,3908,3909,168,168
1029,四川.临巴厂/500kV.5022开关,500,四川.临巴厂.500.1581,四川.临巴厂.500.1581,3910,3911,168,168
1030,四川.临巴厂/500kV.5023开关,500,四川.临巴厂.500.1581,四川.临巴厂.500.1581,3912,3913,168,168
1031,四川.临邛/220kV.201开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3914,3915,169,169
1032,四川.临邛/220kV.212开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3916,3917,169,169
1033,四川.临邛/220kV.263开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3918,3919,169,169
1034,四川.临邛/220kV.264开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3920,3921,169,169
1035,四川.临邛/220kV.265开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3922,3923,169,169
1036,四川.临邛/220kV.266开关,220,四川.临邛.220.1584,四川.临邛.220.1584,3924,3925,169,169
1037,四川.柳池/220kV.201开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3926,3927,170,170
1038,四川.柳池/220kV.202开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3928,3929,170,170
1039,四川.柳池/220kV.212开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3930,3931,170,170
1040,四川.柳池/220kV.261开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3932,3933,170,170
1041,四川.柳池/220kV.262开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3934,3935,170,170
1042,四川.柳池/220kV.263开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3936,3937,170,170
1043,四川.柳池/220kV.264开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3938,3939,170,170
1044,四川.柳池/220kV.265开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3940,3941,170,170
1045,四川.柳池/220kV.266开关,220,四川.柳池.220.1592,四川.柳池.220.1592,3942,3943,170,170
1046,四川.柳洪厂/13.8kV.1开关,13,四川.柳洪厂.13.1601,四川.柳洪厂.13.1601,3944,3945,171,171
1047,四川.柳洪厂/13.8kV.2开关,13,四川.柳洪厂.13.1602,四川.柳洪厂.13.1602,3946,3947,171,171
1048,四川.柳洪厂/220kV.201开关,220,四川.柳洪厂.220.1600,四川.柳洪厂.220.1600,3948,3949,172,172
1049,四川.柳洪厂/220kV.202开关,220,四川.柳洪厂.220.1600,四川.柳洪厂.220.1600,3950,3951,172,172
1050,四川.柳洪厂/220kV.203开关,220,四川.柳洪厂.220.1600,四川.柳洪厂.220.1600,3952,3953,172,172
1051,四川.柳洪厂/220kV.251开关,220,四川.柳洪厂.220.1600,四川.柳洪厂.220.1600,3954,3955,172,172
1052,四川.柳洪厂/220kV.252开关,220,四川.柳洪厂.220.1600,四川.柳洪厂.220.1600,3956,3957,172,172
1053,四川.柳洪厂/13.8kV.3开关,13,四川.柳洪厂.13.nd3958,四川.柳洪厂.13.nd3959,3958,3959,171,171
1054,四川.龙头/220kV.201开关,220,四川.龙头.220.1604,四川.龙头.220.1604,3960,3961,173,173
1055,四川.龙头/220kV.202开关,220,四川.龙头.220.1604,四川.龙头.220.1604,3962,3963,173,173
1056,四川.龙头/220kV.215开关,220,四川.龙头.220.nd3964,四川.龙头.220.1604,3964,3965,173,173
1057,四川.龙头/220kV.261开关,220,四川.龙头.220.1604,四川.龙头.220.1604,3966,3967,173,173
1058,四川.龙头/220kV.262开关,220,四川.龙头.220.1604,四川.龙头.220.1604,3968,3969,173,173
1059,四川.龙头/220kV.263开关,220,四川.龙头.220.1604,四川.龙头.220.1604,3970,3971,173,173
1060,四川.龙王/500kV.5011开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3972,3973,176,176
1061,四川.龙王/500kV.5012开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3974,3975,176,176
1062,四川.龙王/500kV.5013开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3976,3977,176,176
1063,四川.龙王/500kV.5021开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3978,3979,176,176
1064,四川.龙王/500kV.5022开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3980,3981,176,176
1065,四川.龙王/500kV.5023开关,500,四川.龙王.500.1611,四川.龙王.500.1611,3982,3983,176,176
1066,四川.龙王/500kV.5031开关,500,四川.龙王.500.nd3984,四川.龙王.500.nd3985,3984,3985,176,176
1067,四川.龙王/500kV.5032开关,500,四川.龙王.500.nd3986,四川.龙王.500.nd3987,3986,3987,176,176
1068,四川.龙王/500kV.5041开关,500,四川.龙王.500.nd3988,四川.龙王.500.nd3989,3988,3989,176,176
1069,四川.龙王/500kV.5042开关,500,四川.龙王.500.nd3990,四川.龙王.500.nd3991,3990,3991,176,176
1070,四川.龙王/220kV.201开关,220,四川.龙王.220.1614,四川.龙王.220.1614,3992,3993,174,174
1071,四川.龙王/220kV.202开关,220,四川.龙王.220.1614,四川.龙王.220.1614,3994,3995,174,174
1072,四川.龙王/220kV.212开关,220,四川.龙王.220.1614,四川.龙王.220.1614,3996,3997,174,174
1073,四川.龙王/220kV.213开关,220,四川.龙王.220.1614,四川.龙王.220.1614,3998,3999,174,174
1074,四川.龙王/220kV.223开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4000,4001,174,174
1075,四川.龙王/220kV.225开关,220,四川.龙王.220.nd4002,四川.龙王.220.1614,4002,4003,174,174
1076,四川.龙王/220kV.260开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4004,4005,174,174
1077,四川.龙王/220kV.261开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4006,4007,174,174
1078,四川.龙王/220kV.262开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4008,4009,174,174
1079,四川.龙王/220kV.263开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4010,4011,174,174
1080,四川.龙王/220kV.264开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4012,4013,174,174
1081,四川.龙王/220kV.265开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4014,4015,174,174
1082,四川.龙王/220kV.266开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4016,4017,174,174
1083,四川.龙王/220kV.267开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4018,4019,174,174
1084,四川.龙王/220kV.268开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4020,4021,174,174
1085,四川.龙王/220kV.269开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4022,4023,174,174
1086,四川.龙王/220kV.272开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4024,4025,174,174
1087,四川.龙王/35kV.301开关,35,四川.龙王.35.1623,四川.龙王.35.1623,4026,206,175,175
1088,四川.龙王/35kV.302开关,35,四川.龙王.35.1624,四川.龙王.35.1624,4027,207,175,175
1089,四川.龙王/35kV.311开关,35,四川.龙王.35.1623,四川.龙王.35.nd4029,4028,4029,175,175
1090,四川.龙王/35kV.312开关,35,四川.龙王.35.1623,四川.龙王.35.nd4031,4030,4031,175,175
1091,四川.龙王/35kV.313开关,35,四川.龙王.35.nd4032,四川.龙王.35.1623,4032,4033,175,175
1092,四川.龙王/35kV.314开关,35,四川.龙王.35.nd4034,四川.龙王.35.1623,4034,4035,175,175
1093,四川.龙王/35kV.315开关,35,四川.龙王.35.nd4036,四川.龙王.35.1623,4036,4037,175,175
1094,四川.龙王/35kV.316开关,35,四川.龙王.35.nd4038,四川.龙王.35.1623,4038,4039,175,175
1095,四川.龙王/35kV.317开关,35,四川.龙王.35.1623,四川.龙王.35.nd4041,4040,4041,175,175
1096,四川.龙王/35kV.321开关,35,四川.龙王.35.1624,四川.龙王.35.nd4043,4042,4043,175,175
1097,四川.龙王/35kV.322开关,35,四川.龙王.35.1624,四川.龙王.35.nd4045,4044,4045,175,175
1098,四川.龙王/35kV.323开关,35,四川.龙王.35.nd4046,四川.龙王.35.1624,4046,4047,175,175
1099,四川.龙王/35kV.324开关,35,四川.龙王.35.nd4048,四川.龙王.35.1624,4048,4049,175,175
1100,四川.龙王/35kV.325开关,35,四川.龙王.35.nd4050,四川.龙王.35.1624,4050,4051,175,175
1101,四川.龙王/35kV.326开关,35,四川.龙王.35.nd4052,四川.龙王.35.1624,4052,4053,175,175
1102,四川.龙王/35kV.327开关,35,四川.龙王.35.1624,四川.龙王.35.nd4055,4054,4055,175,175
1103,四川.龙王/220kV.270开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4056,4057,174,174
1104,四川.龙王/220kV.271开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4058,4059,174,174
1105,四川.龙王/220kV.273开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4060,4061,174,174
1106,四川.龙王/220kV.274开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4062,4063,174,174
1107,四川.龙王/220kV.277开关,220,四川.龙王.220.1614,四川.龙王.220.1614,4064,4065,174,174
1108,四川.隆兴/220kV.201开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4066,4067,177,177
1109,四川.隆兴/220kV.202开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4068,4069,177,177
1110,四川.隆兴/220kV.212开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4070,4071,177,177
1111,四川.隆兴/220kV.215开关,220,四川.隆兴.220.nd4072,四川.隆兴.220.1732,4072,4073,177,177
1112,四川.隆兴/220kV.261开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4074,4075,177,177
1113,四川.隆兴/220kV.262开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4076,4077,177,177
1114,四川.隆兴/220kV.263开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4078,4079,177,177
1115,四川.隆兴/220kV.264开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4080,4081,177,177
1116,四川.隆兴/220kV.265开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4082,4083,177,177
1117,四川.隆兴/220kV.266开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4084,4085,177,177
1118,四川.隆兴/220kV.267开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4086,4087,177,177
1119,四川.隆兴/220kV.268开关,220,四川.隆兴.220.1732,四川.隆兴.220.1732,4088,4089,177,177
1120,四川.马店河/220kV.201开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4090,4091,178,178
1121,四川.马店河/220kV.202开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4092,4093,178,178
1122,四川.马店河/220kV.212开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4094,4095,178,178
1123,四川.马店河/220kV.261开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4096,4097,178,178
1124,四川.马店河/220kV.262开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4098,4099,178,178
1125,四川.马店河/220kV.263开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4100,4101,178,178
1126,四川.马店河/220kV.264开关,220,四川.马店河.220.1742,四川.马店河.220.1742,4102,4103,178,178
1127,四川.马家/220kV.201开关,220,四川.马家.220.1749,四川.马家.220.1749,4104,4105,179,179
1128,四川.马家/220kV.202开关,220,四川.马家.220.19749,四川.马家.220.19749,4106,4107,179,179
1129,四川.马家/220kV.212开关,220,四川.马家.220.19749,四川.马家.220.1749,4108,4109,179,179
1130,四川.马家/220kV.215开关,220,四川.马家.220.1749,四川.马家.220.1749,4110,4111,179,179
1131,四川.马家/220kV.261开关,220,四川.马家.220.nd4112,四川.马家.220.nd4113,4112,4113,179,179
1132,四川.马家/220kV.262开关,220,四川.马家.220.1749,四川.马家.220.1749,4114,4115,179,179
1133,四川.马家/220kV.263开关,220,四川.马家.220.1749,四川.马家.220.1749,4116,4117,179,179
1134,四川.马家/220kV.264开关,220,四川.马家.220.nd4118,四川.马家.220.nd4119,4118,4119,179,179
1135,四川.马家/220kV.265开关,220,四川.马家.220.19749,四川.马家.220.19749,4120,4121,179,179
1136,四川.马家/220kV.266开关,220,四川.马家.220.19749,四川.马家.220.19749,4122,4123,179,179
1137,四川.马家/220kV.267开关,220,四川.马家.220.19749,四川.马家.220.19749,4124,4125,179,179
1138,四川.茂县/220kV.201开关,220,四川.茂县.220.1759,四川.茂县.220.1759,4126,4127,181,181
1139,四川.茂县/220kV.202开关,220,四川.茂县.220.1759,四川.茂县.220.1759,4128,4129,181,181
1140,四川.茂县/220kV.212开关,220,四川.茂县.220.1759,四川.茂县.220.1759,4130,4131,181,181
