id,name,type,I_Vol,K_Vol,J_Vol,I_S,K_S,J_S,Itap_H,Itap_L,Itap_E,Itap_C,Itap_V,Ktap_H,Ktap_L,Ktap_E,Ktap_C,Ktap_V,Jtap_V,Ri,Xi,Rk,Xk,Rj,Xj,I_node,K_node,J_node,I_P,I_Q,K_P,K_Q,J_P,J_Q,I_tap,K_tap,I_off,K_off,J_off,Pi_meas,Qi_meas,Pk_meas,Qk_meas,Pj_meas,Qj_meas,Ti_meas,Tk_meas,G,B,I_nd,K_nd,J_nd,I_bs,K_bs,J_bs,I_island,K_island,J_island,Ri*,Xi*,Rk*,Xk*,Rj*,Xj*,I_t,K_t,J_t,IBase_V,KBase_V,JBase_V
1085,四川.荥经/2#变压器,3,220,110,35,150,150,75,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.荥经.220.7423,四川.荥经.110.7424,四川.荥经.35.7427,-45.395,2.495,45.284,-0.797,0.156,0.332,5,0,0,0,0,-45.66,3.35,45.13,-1.17,0.00,0.00,0.00,'','','',23535,27650,27649,7423,7424,7427,0,0,0,0.001285,0.0968,0.0006519999999999999,-0.007533,0.001334,0.059792,1.05,1.052174,1.040541,230.0,115.0,37.0
1087,四川.驾青桥/1#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.驾青桥.220.7402,四川.驾青桥.110.7411,四川.驾青桥.10.7413,46.842,7.388,-46.726000000000006,-6.9270000000000005,-0.091,0.9159999999999999,7,0,0,0,0,47.17,8.89,-46.64,-8.01,0.00,0.00,0.00,'','','',23549,27663,27665,7402,7411,7413,0,0,0,0.000609,0.06338400000000001,0.000454,-0.004499,0.001905,0.089414,1.025,1.052174,1.0,230.0,115.0,10.5
1088,四川.驾青桥/2#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.驾青桥.220.7402,四川.驾青桥.110.7412,四川.驾青桥.10.7414,46.886,7.524,-47.07899999999999,-6.894,0.21600000000000003,0.747,7,0,0,0,0,46.90,9.33,-47.30,-7.79,0.00,0.00,0.00,'','','',23553,27664,27666,7402,7412,7414,0,0,0,0.000611,0.06327,0.00046100000000000004,-0.00448,0.001911,0.088601,1.025,1.052174,1.0,230.0,115.0,10.5
1089,四川.观胜/1#变压器,3,220,110,10,240,240,120,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,四川.观胜.220.7436,四川.观胜.110.7438,四川.观胜.10.7439,76.492,22.344,-76.593,-28.301,0.139,9.777000000000001,6,0,0,0,0,77.15,24.22,-76.76,-29.15,-0.02,9.06,9.06,'','','',23560,27670,27667,7436,7438,7439,0,0,0,0.0013800000000000002,0.065482,-0.000752,-0.005478,0.002966,0.08894099999999999,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1090,四川.观胜/2#变压器,3,220,110,10,240,240,120,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,四川.观胜.220.7436,四川.观胜.110.7437,四川.观胜.10.7440,76.695,22.412,-76.705,-28.4,0.048,9.816,6,0,0,0,0,77.46,24.24,-76.76,-29.29,0.00,9.06,9.06,'','','',23561,27669,27668,7436,7437,7440,0,0,0,0.0013800000000000002,0.06535,-0.000752,-0.005558,0.002966,0.08894099999999999,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1091,四川.路平/1#变压器,3,500,220,35,1000,1000,300,1,1,1,0.0,525.0,5,1,3,-0.025,230.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.路平.500.7443,四川.路平.220.7444,四川.路平.35.7455,40.510999999999996,58.638000000000005,-40.49,0.6859999999999999,-0.001,-57.012,0,3,0,0,0,40.67,57.71,-40.65,4.74,-0.31,-60.99,'',-60.99,'','',23562,23566,23574,7443,7444,7455,0,0,0,9.9e-05,0.0195,3.3e-05,-0.00203,0.00045099999999999996,0.03952,1.0,1.0,0.972973,525.0,230.0,37.0
1092,四川.路平/2#变压器,3,500,220,35,1000,1000,300,1,1,1,0.0,525.0,5,1,3,-0.025,230.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.路平.500.7443,四川.路平.220.7444,四川.路平.35.nd23575,40.471,65.283,-40.467,-64.26899999999999,0.0,0.0,0,3,0,0,1,40.67,65.48,-41.18,-64.86,0.00,0.00,'',0.00,'','',23565,23567,23575,7443,7444,7456,0,0,-1,0.000101,0.019844999999999998,2.8000000000000003e-05,-0.002315,0.00045099999999999996,0.039865,1.0,1.0,0.972973,525.0,230.0,37.0
1093,四川.杜家湾/2#变压器,3,220,110,35,150,150,75,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,-0.0,-0.0,0.0,0.0,四川.杜家湾.220.7592,四川.杜家湾.110.7593,四川.杜家湾.35.7594,18.744,4.762,-18.393,-3.9810000000000003,-0.34700000000000003,-0.42700000000000005,7,0,0,0,0,18.42,5.44,-18.15,-4.22,-0.11,-0.67,-0.67,'','','',23586,27672,27671,7592,7593,7594,0,0,0,0.0006519999999999999,0.098,-6.1e-05,-0.007732999999999999,0.002038,0.059205999999999995,1.025,1.052174,1.040541,230.0,115.0,37.0
1098,四川.观井/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.观井.220.7618,四川.观井.110.7620,四川.观井.10.7622,37.175,4.93,-37.086,-3.9730000000000003,-0.059000000000000004,0.324,6,0,0,0,0,37.21,5.74,-37.03,-4.36,0.00,0.00,0.00,'','','',23637,27679,27680,7618,7620,7622,0,0,0,0.00158,0.100132,0.000529,-0.008129,0.001777,0.059660000000000005,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1099,四川.观井/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.观井.220.7618,四川.观井.110.7619,四川.观井.10.7621,37.046,4.95,-37.004,-4.055,-0.012,0.376,6,0,0,0,0,37.03,5.67,-37.00,-4.51,0.00,0.00,0.00,'','','',23638,27677,27678,7618,7619,7621,0,0,0,0.001437,0.1,0.000675,-0.008,0.0017579999999999998,0.06,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1114,四川.周家堡/2#变压器,3,220,110,35,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.周家堡.220.7636,四川.周家堡.110.7638,四川.周家堡.35.7640,-38.58,31.013,49.06399999999999,-24.948,-10.439,-4.107,7,0,0,0,0,-38.72,31.86,49.28,-25.34,-10.22,-4.51,-4.51,'','','',23692,27682,27684,7636,7638,7640,0,0,0,0.001059,0.083025,0.000491,-0.006919,0.001342,0.050189,1.025,1.052174,1.040541,230.0,115.0,37.0
1115,四川.周家堡/3#变压器,3,220,110,35,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.周家堡.220.19784,四川.周家堡.110.7637,四川.周家堡.35.7639,3.358,-0.139,-2.9989999999999997,0.762,-0.358,-0.611,7,0,0,0,0,2.64,-1.41,-2.64,1.41,0.00,0.00,0.00,'','','',23693,27681,27683,19784,7637,7639,0,0,0,0.001068,0.08230599999999999,0.000491,-0.006862,0.001323,0.050358999999999994,1.025,1.052174,1.040541,230.0,115.0,37.0
1170,四川.德昌风电厂/2#变压器,3,220,110,35,63,63,31,17,1,9,-0.013000000000000001,242.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.德昌风电厂.220.6810,四川.德昌风电厂.110.6812,四川.德昌风电厂.35.6818,0.32799999999999996,2.069,-0.27,-4.379,-0.055999999999999994,2.356,0,0,0,0,0,0.64,2.90,-0.20,0.47,'','','','','','',23733,23736,12662,6810,6812,6818,0,0,0,0.001127,0.019737,0.0009449999999999999,-0.013894,0.00018899999999999999,0.0009449999999999999,1.052174,1.052174,0.945946,230.0,115.0,37.0
1244,四川.丹巴/1#变压器,3,500,220,35,1000,1000,300,1,1,1,0.0,550.0,5,1,3,-0.025,242.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.丹巴.500.7649,四川.丹巴.220.7654,四川.丹巴.35.nd23785,-225.021,49.891000000000005,225.141,-39.631,0.0,0.0,0,3,0,0,1,-223.07,55.78,223.00,-46.78,0.00,0.00,'',0.00,'','',23789,23781,23785,7649,7654,7659,0,0,-1,6.9e-05,0.022494999999999998,6.4e-05,-0.004375,0.00042699999999999997,0.040615,1.047619,1.052174,0.972973,525.0,230.0,37.0
1245,四川.丹巴/2#变压器,3,500,220,35,1000,1000,300,1,1,1,0.0,550.0,5,1,3,-0.025,242.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.丹巴.500.7649,四川.丹巴.220.7654,四川.丹巴.35.7660,-227.81,37.036,228.005,27.229,-0.054000000000000006,-52.761,0,3,0,0,0,-226.69,41.85,227.27,25.38,-0.34,-56.18,'',-56.18,'','',23792,23782,23786,7649,7654,7660,0,0,0,6.9e-05,0.022365,6.3e-05,-0.004385,0.00042199999999999996,0.040625,1.047619,1.052174,0.972973,525.0,230.0,37.0
1246,四川.小金/1#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.小金.220.7681,四川.小金.110.7683,四川.小金.10.7685,-35.975,7.499,37.851,-6.218,-1.848,-0.23399999999999999,8,0,0,0,0,-39.50,7.11,39.69,-5.99,-0.02,-0.01,-0.01,'','','',23797,27691,27689,7681,7683,7685,0,0,0,0.000926,0.08238200000000001,0.000624,-0.005053,0.002949,0.20833600000000002,1.0125,1.0,1.0,230.0,115.0,10.5
1247,四川.小金/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.小金.220.7681,四川.小金.110.7684,四川.小金.10.7686,-35.948,7.657,37.768,-6.296,-1.7919999999999998,-0.31,8,0,0,0,0,-39.51,7.36,39.56,-5.99,-0.00,-0.00,-0.00,'','','',23798,27692,27690,7681,7684,7686,0,0,0,0.0008699999999999999,0.08242000000000001,0.000643,-0.004864,0.003025,0.20669200000000001,1.0125,1.0,1.0,230.0,115.0,10.5
1248,四川.天明/1#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.天明.220.2991,四川.天明.110.2995,四川.天明.10.2998,82.679,15.9,-81.861,-8.789,-0.6970000000000001,-1.526,4,0,0,0,0,81.62,11.52,-81.18,-7.14,0.00,0.00,0.00,'','','',23807,27693,27694,2991,2995,2998,0,0,0,0.0008880000000000001,0.08138,0.000681,-0.006484,0.001507,0.049451999999999996,1.028261,1.052174,1.0,230.0,115.0,10.5
1250,四川.双马/1#变压器,3,220,110,10,75,75,37,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双马.220.7693,四川.双马.110.7694,四川.双马.10.7696,-0.547,-1.0759999999999998,0.271,0.5720000000000001,0.273,0.505,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,'','','',23814,27695,27696,7693,7694,7696,0,0,0,0.0028539999999999998,0.18274100000000001,0.001739,-0.010851000000000001,0.00225,0.10833599999999999,1.056957,1.052174,1.0,230.0,115.0,10.5
1251,四川.双马/2#变压器,3,220,110,10,75,75,37,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双马.220.7693,四川.双马.110.7695,四川.双马.10.7697,25.186999999999998,5.98,-25.611,-5.337999999999999,0.455,0.634,2,0,0,0,0,25.56,6.81,-26.07,-6.05,0.00,0.00,0.00,'','','',23815,27697,27698,7693,7695,7697,0,0,0,0.002836,0.182004,0.0017579999999999998,-0.011096,0.00225,0.108563,1.056957,1.052174,1.0,230.0,115.0,10.5
1253,四川.石碉楼厂/1#变压器,3,220,110,35,90,90,45,5,1,3,-0.025,242.0,5,1,3,-0.025,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.石碉楼厂.220.7700,四川.石碉楼厂.110.7701,四川.石碉楼厂.35.7702,-4.6160000000000005,-0.615,-0.0,-0.003,4.6160000000000005,0.624,0,0,0,0,0,-1.96,-2.10,'','','','','','','','',23829,27699,12876,7700,7701,7702,0,0,0,0.000248,0.015372,0.000161,-0.001006,0.000161,0.009327,1.052174,1.052174,1.040541,230.0,115.0,37.0
1263,四川.双福/1#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双福.220.8011,四川.双福.110.8012,四川.双福.10.8015,66.068,7.718,-66.354,-16.989,0.373,13.419,3,0,0,0,0,66.81,6.72,-66.74,-16.26,0.00,14.11,14.11,'','','',23870,27700,27703,8011,8012,8015,0,0,0,0.0010400000000000001,0.085083,0.0005480000000000001,-0.007089,0.001342,0.051361000000000004,1.075,1.052174,1.0,230.0,115.0,10.5
1264,四川.双福/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双福.220.8011,四川.双福.110.8013,四川.双福.10.8014,66.551,7.345,-66.822,-9.468,0.35600000000000004,6.247000000000001,3,0,0,0,0,67.37,6.09,-67.13,-8.91,0.06,6.79,6.79,'','','',23871,27701,27702,8011,8013,8014,0,0,0,0.0010400000000000001,0.084832,0.0005480000000000001,-0.006993999999999999,0.001333,0.051387999999999996,1.075,1.052174,1.0,230.0,115.0,10.5
1265,四川.江油新厂/3#脱硫启备变压器,3,220,110,6,500,500,250,5,1,3,-0.025,230.0,1,1,1,0.0,121.0,6.3,0.0,0.0,0.0,-0.0,0.0,0.0,四川.江油新厂.220.1336,四川.江油新厂.110.1339,四川.江油新厂.6.1344,6.278,13.495999999999999,-4.984,-5.305,-1.2919999999999998,-7.875,0,0,0,0,0,2.82,13.42,'','','','','','','','',12937,27705,27704,1336,1339,1344,0,0,0,0.000624,0.128091,0.00037799999999999997,-0.004197,0.0008880000000000001,0.056729999999999996,1.0,1.052174,1.0,230.0,115.0,6.3
1278,四川.水洛/1#变压器,3,500,220,35,1000,1000,240,1,1,1,0.0,550.0,5,1,3,-0.025,242.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.水洛.500.7715,四川.水洛.220.7733,四川.水洛.35.7744,-190.852,69.55199999999999,190.89700000000002,46.06399999999999,0.035,-103.743,3,3,0,0,0,-183.49,82.85,184.31,29.70,-0.47,-101.96,'',-101.96,'','',23890,23882,23886,7715,7733,7744,0,0,0,7.900000000000001e-05,0.017044999999999998,5.5e-05,-0.001545,0.00045099999999999996,0.038035,1.047619,1.052174,0.972973,525.0,230.0,37.0
1290,四川.乡城/2#变压器,3,500,220,35,1000,1000,300,1,1,1,0.0,550.0,5,1,3,-0.025,242.0,36.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.乡城.500.7879,四川.乡城.220.7883,四川.乡城.35.7891,-339.399,92.863,339.42900000000003,36.080999999999996,0.10800000000000001,-103.089,0,374,0,0,0,-325.16,119.43,327.00,13.01,-0.30,-105.81,'',-105.81,'','',23943,23934,23935,7879,7883,7891,0,0,0,8.499999999999999e-05,0.019469999999999998,5.6000000000000006e-05,-0.0038,0.000465,0.037939,1.047619,1.052174,0.972973,525.0,230.0,37.0
1315,四川.秋月/1#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.秋月.220.8043,四川.秋月.110.8044,四川.秋月.10.8047,1.715,-14.742,-0.8109999999999999,-1.933,-0.892,17.123,5,0,0,0,0,2.89,-13.10,0.00,0.00,-0.08,18.92,18.92,'','','',23975,27712,27711,8043,8044,8047,0,0,0,0.000558,0.063081,0.000454,-0.004631000000000001,0.0019089999999999999,0.091834,1.05,1.052174,1.0,230.0,115.0,10.5
1316,四川.秋月/2#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.秋月.220.8043,四川.秋月.110.8045,四川.秋月.10.8046,1.6480000000000001,-10.415999999999999,-0.8079999999999999,0.852,-0.833,9.734,5,0,0,0,0,2.82,-13.38,0.00,0.00,-0.02,9.02,9.02,'','','',23976,27713,27710,8043,8045,8046,0,0,0,0.000567,0.063308,0.000454,-0.00448,0.001871,0.09189,1.05,1.052174,1.0,230.0,115.0,10.5
1317,四川.苍溪/2#变压器,3,220,110,35,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.苍溪.220.8001,四川.苍溪.110.8002,四川.苍溪.35.8005,13.270999999999999,10.354000000000001,-9.333,-9.782,-3.932,-0.335,7,0,0,0,0,13.40,9.63,-9.31,-9.38,-3.91,0.11,0.11,'','','',23980,27714,27717,8001,8002,8005,0,0,0,0.000974,0.081416,0.00059,-0.006915,0.001072,0.049694,1.025,1.052174,1.040541,230.0,115.0,37.0
1318,四川.苍溪/1#变压器,3,220,110,35,180,180,90,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.苍溪.220.8001,四川.苍溪.110.8003,四川.苍溪.35.8004,13.729000000000001,10.520999999999999,-9.83,-9.959,-3.8930000000000002,-0.313,7,0,0,0,0,13.81,9.77,-9.85,-9.58,-3.91,0.11,0.11,'','','',23979,27715,27716,8001,8003,8004,0,0,0,0.0009789999999999998,0.081304,0.000588,-0.006749,0.001066,0.048972,1.025,1.052174,1.040541,230.0,115.0,37.0
1322,四川.佳桥/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.佳桥.220.1284,四川.佳桥.110.1286,四川.佳桥.10.1288,39.51,-4.96,-39.605,-2.77,0.125,9.068,3,0,0,0,0,39.90,-4.83,-39.74,-2.57,0.00,9.29,9.29,'','','',24018,27718,27719,1284,1286,1288,0,0,0,0.0009449999999999999,0.081304,0.000637,-0.006408,0.001673,0.049361,1.0426090000000001,1.052174,1.0,230.0,115.0,10.5
1333,四川.曲山/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,四川.曲山.220.8476,四川.曲山.110.nd27722,四川.曲山.10.nd27723,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,'','','','','','',-0.03,'','','',24066,27722,27723,8476,8479,8480,0,-1,-1,0.000593,0.09245700000000001,0.00016999999999999999,0.000529,0.002457,0.254,1.05,1.052174,1.0,230.0,115.0,10.5
1334,四川.宝飞/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.宝飞.220.8482,四川.宝飞.110.8483,四川.宝飞.10.8485,52.163000000000004,6.72,-50.645,-4.671,-1.4709999999999999,0.064,6,0,0,0,0,50.85,7.63,-49.91,-4.98,-0.74,-0.19,-0.19,'','','',24062,27725,27724,8482,8483,8485,0,0,0,0.001091,0.082471,0.000543,-0.007026,0.001265,0.05086,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1335,四川.宝飞/3#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.宝飞.220.8482,四川.宝飞.110.8484,四川.宝飞.10.8486,51.976000000000006,6.712999999999999,-51.168,-4.832,-0.76,0.22899999999999998,6,0,0,0,0,50.64,7.62,-50.46,-5.15,-0.05,-0.03,-0.03,'','','',24063,27727,27726,8482,8484,8486,0,0,0,0.0010960000000000002,0.083276,0.000546,-0.007164,0.0013039999999999998,0.051333000000000004,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
1374,四川.双桥子/1#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双桥子.220.8840,四川.双桥子.110.nd27732,四川.双桥子.10.nd27731,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,76.80,8.55,-57.00,-9.57,-19.71,6.17,6.17,'','','',24089,27732,27731,8840,8850,8852,0,-1,-1,0.000767,0.063457,0.00041600000000000003,-0.0060420000000000005,0.001917,0.091333,1.05,1.052174,1.0,230.0,115.0,10.5
1375,四川.双桥子/2#变压器,3,220,110,10,240,240,120,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.双桥子.220.8840,四川.双桥子.110.nd27730,四川.双桥子.10.nd27729,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,77.62,8.80,-68.02,-13.58,-9.52,8.72,8.72,'','','',24090,27730,27729,8840,8849,8851,0,-1,-1,0.000766,0.063308,0.000425,-0.006021,0.001871,0.091146,1.05,1.052174,1.0,230.0,115.0,10.5
1376,四川.杨胡/2#变压器,3,220,110,10,150,150,50,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.杨胡.220.8864,四川.杨胡.110.8866,四川.杨胡.10.8868,61.95399999999999,7.007000000000001,-61.443999999999996,-3.16,-0.42,0.07,1,0,0,0,0,60.65,7.24,-61.03,-3.28,0.00,0.00,0.00,'','','',24095,27733,27734,8864,8866,8868,0,0,0,0.001314,0.09843099999999999,0.0007559999999999999,-0.005966,0.001777,0.061229,1.052174,1.052174,1.0,230.0,115.0,10.5
1382,四川.硕中厂/4#变压器,3,220,110,10,50,50,25,5,1,3,-0.025,242.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.硕中厂.220.8870,四川.硕中厂.110.8871,四川.硕中厂.10.nd27999,-20.755,-8.094,20.747,8.168,0.0,0.0,4,0,0,0,1,-20.01,-8.11,20.01,4.01,'','','','','','',24100,24106,27999,8870,8871,8877,0,0,-1,0.0008699999999999999,0.037807,0.00016999999999999999,-0.009452,9.499999999999999e-05,0.005671,1.02587,1.052174,1.0,230.0,115.0,10.5
1385,四川.树堡光伏厂/#1101箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41751,四川.树堡光伏厂.0.nd41752,四川.树堡光伏厂.0.nd41753,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41751,41752,41753,8061,8370,8371,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.014609,0.36523,1.0,1.0,1.0,37.0,0.27,0.27
1386,四川.树堡光伏厂/#1102箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41754,四川.树堡光伏厂.0.nd41755,四川.树堡光伏厂.0.nd41756,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41754,41755,41756,8062,8372,8373,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1387,四川.树堡光伏厂/#1103箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41757,四川.树堡光伏厂.0.nd41758,四川.树堡光伏厂.0.nd41759,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41757,41758,41759,8063,8374,8375,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1388,四川.树堡光伏厂/#1104箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41760,四川.树堡光伏厂.0.nd41761,四川.树堡光伏厂.0.nd41762,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41760,41761,41762,8064,8376,8377,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1389,四川.树堡光伏厂/#1105箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41763,四川.树堡光伏厂.0.nd41764,四川.树堡光伏厂.0.nd41765,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41763,41764,41765,8065,8378,8379,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1390,四川.树堡光伏厂/#1106箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41766,四川.树堡光伏厂.0.nd41767,四川.树堡光伏厂.0.nd41768,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41766,41767,41768,8066,8380,8381,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1391,四川.树堡光伏厂/#1107箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41769,四川.树堡光伏厂.0.nd41770,四川.树堡光伏厂.0.nd41771,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41769,41770,41771,8067,8382,8383,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
1392,四川.树堡光伏厂/#1108箱变,3,35,0,0,1,0,1,5,1,3,-0.025,37.0,1,1,1,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,四川.树堡光伏厂.35.nd41772,四川.树堡光伏厂.0.nd41773,四川.树堡光伏厂.0.nd41774,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,'','','','','','','','','','',41772,41773,41774,8068,8384,8385,-1,-1,-1,0.014609,0.36523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.27,0.27
