id,name,type,I_Vol,K_Vol,J_Vol,I_S,K_S,J_S,Itap_H,Itap_L,Itap_E,Itap_C,Itap_V,Ktap_H,Ktap_L,Ktap_E,Ktap_C,Ktap_V,Jtap_V,Ri,Xi,Rk,Xk,Rj,Xj,I_node,K_node,J_node,I_P,I_Q,K_P,K_Q,J_P,J_Q,I_tap,K_tap,I_off,K_off,J_off,Pi_meas,Qi_meas,Pk_meas,Qk_meas,Pj_meas,Qj_meas,Ti_meas,Tk_meas,G,B,I_nd,K_nd,J_nd,I_bs,K_bs,J_bs,I_island,K_island,J_island,Ri*,Xi*,Rk*,Xk*,Rj*,Xj*,I_t,K_t,J_t,IBase_V,KBase_V,JBase_V
513,四川.柏合/2#变压器,3,220,110,10,180,180,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.柏合.220.507,四川.柏合.110.508,四川.柏合.10.511,99.07,11.975999999999999,-68.77,6.093999999999999,-30.145,-8.988999999999999,2,0,0,0,0,97.53,13.27,-68.17,6.64,-29.55,-8.43,-8.43,'','','',20166,27140,27139,507,508,511,0,0,0,0.001049,0.080527,0.000529,-0.00625,0.001471,0.05086,1.056957,1.052174,1.047619,230.0,115.0,10.5
514,四川.临邛/1#变压器,3,220,110,10,150,150,50,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.临邛.220.1584,四川.临邛.110.1587,四川.临邛.10.1589,85.346,5.452000000000001,-79.822,-11.27,-5.356,13.378,2,0,0,0,0,84.74,7.91,-79.24,-12.20,-4.77,12.57,12.57,'','','',21317,27146,27145,1584,1587,1589,0,0,0,0.001399,0.09563300000000001,0.00073,-0.005966,0.001399,0.09563300000000001,1.056957,1.052174,1.0,230.0,115.0,10.5
515,四川.临邛/2#变压器,3,220,110,10,150,150,50,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.临邛.220.1584,四川.临邛.110.1586,四川.临邛.10.1588,85.23700000000001,8.817,-81.98,-15.255,-3.0839999999999996,13.882,2,0,0,0,0,84.78,11.26,-81.24,-16.25,-2.34,13.01,13.01,'','','',21318,27144,27143,1584,1586,1588,0,0,0,0.0015689999999999999,0.09626699999999999,0.00043499999999999995,-0.007051000000000001,0.004594,0.060265,1.056957,1.052174,1.0,230.0,115.0,10.5
516,四川.高石/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.高石.220.4683,四川.高石.110.4688,四川.高石.10.4690,93.73899999999999,13.859000000000002,-93.652,-23.255,0.132,18.584,1,0,0,0,0,93.79,14.96,-93.79,-23.33,0.00,18.54,18.54,'','','',19276,27150,27149,4683,4688,4690,0,0,0,0.001552,0.099,0.000557,-0.007665000000000001,0.001684,0.0568,1.052174,1.052174,1.0,230.0,115.0,10.5
517,四川.高石/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.高石.220.4683,四川.高石.110.4687,四川.高石.10.4689,93.20100000000001,13.754000000000001,-93.064,-22.997,0.076,18.379,1,0,0,0,0,93.31,14.96,-93.15,-23.01,0.00,18.39,18.39,'','','',19277,27148,27147,4683,4687,4689,0,0,0,0.001592,0.099465,0.00049,-0.007533,0.00172,0.055732000000000004,1.052174,1.052174,1.0,230.0,115.0,10.5
518,四川.长顺/3#变压器,3,220,110,10,180,180,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.长顺.220.574,四川.长顺.110.575,四川.长顺.10.579,122.65799999999999,29.948,-121.943,-17.705,-0.491,0.327,5,0,0,0,0,121.18,31.10,-121.46,-18.10,0.00,0.00,0.00,'','','',17639,27153,27152,574,575,579,0,0,0,0.0008539999999999999,0.08405499999999999,0.0005099999999999999,-0.007444,0.000811,0.049554,1.0139129999999998,1.052174,1.0,230.0,115.0,10.5
519,四川.长顺/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.长顺.220.574,四川.长顺.110.576,四川.长顺.10.578,115.92299999999999,21.14,-115.137,-19.512999999999998,-0.523,9.447000000000001,4,0,0,0,0,114.48,22.25,-114.63,-19.91,0.00,9.13,9.13,'','','',17638,27154,27151,574,576,578,0,0,0,0.0012,0.081055,0.000567,-0.005936,0.001172,0.050662,1.028261,1.052174,1.0,230.0,115.0,10.5
522,四川.纳溪/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.纳溪.220.4602,四川.纳溪.110.4603,四川.纳溪.10.4605,56.099,8.173,-56.463,-13.833,0.44,8.884,2,0,0,0,0,56.51,8.65,-56.91,-13.68,0.00,9.06,9.06,'','','',19241,27160,27159,4602,4603,4605,0,0,0,0.0013039999999999998,0.097,0.0006730000000000001,-0.007127,0.001463,0.058870000000000006,1.056957,1.052174,1.0,230.0,115.0,10.5
523,四川.寿溪桥/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.寿溪桥.220.2634,四川.寿溪桥.110.2636,四川.寿溪桥.10.2638,72.51100000000001,13.005999999999998,-72.35600000000001,-18.639,-0.026000000000000002,10.884,6,0,0,0,0,73.01,13.56,-72.34,-18.92,0.00,10.66,10.66,'','','',19323,26865,27161,2634,2636,2638,0,0,0,0.001493,0.095671,0.000624,-0.006993999999999999,0.001853,0.057665,1.0375,1.052174,1.0,230.0,115.0,10.5
524,四川.西地/1#变压器,3,220,35,10,25,25,25,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,38.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.西地.220.5094,四川.西地.35.5104,四川.西地.10.5106,5.8389999999999995,3.065,-7.627999999999999,-1.3459999999999999,1.797,-1.683,6,0,0,0,0,5.61,3.70,'','','','',3.70,'','','',20475,27164,27162,5094,5104,5106,0,0,0,0.015671,0.08,0.002,-0.01,0.008085,0.06,1.0375,1.040541,1.047619,230.0,37.0,10.5
525,四川.西地/2#变压器,3,220,35,10,25,25,25,17,1,9,-0.013000000000000001,230.0,1,1,1,0.0,38.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.西地.220.5094,四川.西地.35.nd27165,四川.西地.10.nd27163,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0,0.00,0.00,'','','','',0.00,'','','',20476,27165,27163,5094,5105,5107,0,-1,-1,0.015671,0.08,0.002,-0.01,0.008091,0.06,1.0375,1.040541,1.047619,230.0,37.0,10.5
526,四川.高桥/1#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.高桥.220.4595,四川.高桥.110.4596,四川.高桥.10.4598,106.094,10.324000000000002,-105.469,-9.654,-0.43200000000000005,8.402999999999999,2,0,0,0,0,104.97,9.25,-105.05,-8.85,0.00,9.17,9.17,'','','',19217,27166,27167,4595,4596,4598,0,0,0,0.0010019999999999999,0.080055,0.0005269999999999999,-0.006776999999999999,0.001038,0.048276,1.040217,1.052174,1.0,230.0,115.0,10.5
527,四川.高桥/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.高桥.220.4595,四川.高桥.110.4597,四川.高桥.10.4599,105.664,11.706,-105.01299999999999,-8.756,-0.46,6.132000000000001,2,0,0,0,0,104.57,9.25,-104.57,-8.85,0.00,6.09,6.09,'','','',19218,27168,27169,4595,4597,4599,0,0,0,0.0010019999999999999,0.080302,0.0005269999999999999,-0.006416,0.0009939999999999999,0.04786,1.040217,1.052174,1.0,230.0,115.0,10.5
528,四川.通川/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.通川.220.4094,四川.通川.110.4095,四川.通川.10.4097,39.929,6.725,-40.09,-4.553999999999999,0.204,-0.498,1,0,0,0,0,40.09,6.22,-40.31,-4.07,0.00,0.00,0.00,'','','',19161,26895,27170,4094,4095,4097,0,0,0,0.001285,0.095,0.000681,-0.005,0.001531,0.058336,1.071304,1.052174,1.0,230.0,115.0,10.5
529,四川.二台山/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.二台山.220.878,四川.二台山.110.nd27172,四川.二台山.10.nd27171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,'','','','','','','','','','',19863,27172,27171,878,879,881,0,-1,-1,0.001516,0.1,0.000666,-0.009395,0.0017109999999999998,0.062266999999999996,0.956522,1.052174,1.0,230.0,115.0,10.5
530,四川.二台山/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.二台山.220.878,四川.二台山.110.880,四川.二台山.10.882,66.875,41.133,-63.495,-49.50899999999999,-3.233,14.172,5,0,0,0,0,66.48,41.50,-63.31,-49.71,-3.04,14.01,14.01,'','','',18821,27174,27173,878,880,882,0,0,0,0.001516,0.1,0.000666,-0.0094,0.0017109999999999998,0.062266999999999996,1.0139129999999998,1.052174,1.0,230.0,115.0,10.5
531,四川.夹江/1#变压器,3,220,110,10,150,150,45,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.夹江.220.1277,四川.夹江.110.1278,四川.夹江.10.1280,21.563000000000002,-0.595,-21.701999999999998,1.104,0.14800000000000002,-0.042,1,0,0,0,0,20.26,0.00,-21.84,1.12,0.02,-0.00,-0.00,'','','',17934,27155,27157,1277,1278,1280,0,0,0,0.0012380000000000002,0.0979,0.0005650000000000001,-0.0068319999999999995,0.0015949999999999998,0.0609,1.052174,1.052174,1.0,230.0,115.0,10.5
532,四川.夹江/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.夹江.220.1277,四川.夹江.110.1279,四川.夹江.10.1281,24.301,7.825,-23.916,-12.789000000000001,-0.363,5.617000000000001,1,0,0,0,0,23.53,7.03,-23.53,-13.65,0.03,4.87,4.87,'','','',17935,27156,27158,1277,1279,1281,0,0,0,0.00145,0.097333,0.0009550000000000001,-0.007932,0.001073,0.058333,1.052174,1.052174,1.0,230.0,115.0,10.5
533,四川.江南/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.江南.220.1328,四川.江南.110.1330,四川.江南.10.1333,46.012,3.722,-45.898999999999994,-1.806,-0.062,0.138,2,0,0,0,0,46.05,4.22,-45.85,-2.01,0.00,0.00,0.00,'','','',17965,27295,27176,1328,1330,1333,0,0,0,0.001371,0.095333,0.000495,-0.007333,0.001507,0.06,1.056957,1.052174,1.0,230.0,115.0,10.5
534,四川.江南/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.江南.220.1328,四川.江南.110.1331,四川.江南.10.1332,45.836000000000006,0.46,-43.463,-12.817,-2.322,14.527999999999999,2,0,0,0,0,45.65,1.21,-43.64,-12.87,-2.49,14.53,14.53,'','','',18953,27296,27175,1328,1331,1332,0,0,0,0.001418,0.095433,0.00037400000000000004,-0.0074329999999999995,0.00145,0.061233,1.056957,1.052174,1.0,230.0,115.0,10.5
535,四川.平春/1#变压器,3,220,110,10,120,120,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.平春.220.2165,四川.平春.110.2167,四川.平春.10.2169,64.818,9.974,-53.33,-15.262,-11.359000000000002,10.552,4,0,0,0,0,64.70,11.64,-52.87,-15.30,-10.89,10.53,10.53,'','','',18232,26861,26860,2165,2167,2169,0,0,0,0.002053,0.118333,0.0008880000000000001,-0.01,0.002208,0.071664,1.028261,1.052174,1.0,230.0,115.0,10.5
536,四川.平春/2#变压器,3,220,110,10,120,120,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.平春.220.2165,四川.平春.110.2168,四川.平春.10.2170,62.187,10.325,-48.648999999999994,-8.996,-13.376,3.7680000000000002,4,0,0,0,0,61.82,10.75,-48.46,-9.63,-13.16,3.29,3.29,'','','',18233,27178,27177,2165,2168,2170,0,0,0,0.0026260000000000003,0.119749,0.001342,-0.0038369999999999997,0.002325,0.066578,1.028261,1.052174,1.0,230.0,115.0,10.5
537,四川.复兴/1#变压器,3,220,110,10,120,120,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.复兴.220.437,四川.复兴.110.441,四川.复兴.10.443,19.363,-1.298,-19.621,1.98,0.275,-0.212,2,0,0,0,0,19.82,-1.47,-19.95,2.14,-0.05,0.00,0.00,'','','',20367,27182,27181,437,441,443,0,0,0,0.002439,0.119582,0.001118,-0.00625,0.002206,0.067915,1.056957,1.052174,1.047619,230.0,115.0,10.5
538,四川.复兴/2#变压器,3,220,110,10,120,120,60,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.复兴.220.437,四川.复兴.110.440,四川.复兴.10.442,20.082,-1.883,-19.976,-3.761,-0.091,6.164,2,0,0,0,0,20.75,-2.01,-20.09,-3.48,-0.20,6.47,6.47,'','','',20370,27180,27179,437,440,442,0,0,0,0.0022600000000000003,0.12029100000000001,0.000688,-0.011125,0.002487,0.073875,1.056957,1.052174,1.047619,230.0,115.0,10.5
539,四川.新广兴/#4整流变压器,3,220,110,10,92,92,6,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新广兴.220.3134,四川.新广兴.110.3135,四川.新广兴.10.3139,34.109,5.688,-17.332,-2.022,-16.767,-2.951,0,0,0,0,0,34.11,5.68,'','','','','','','','',5222,27658,27340,3134,3135,3139,0,0,0,0.00066,0.05569400000000001,9.499999999999999e-05,-0.0017010000000000003,0.001132,0.043612,0.956522,1.0,1.0,230.0,115.0,10.5
540,四川.新广兴/#3整流变压器,3,220,110,10,92,92,6,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新广兴.220.3134,四川.新广兴.110.3136,四川.新广兴.10.3140,34.109,5.688,-17.332,-2.022,-16.767,-2.951,0,0,0,0,0,34.11,5.68,'','','','','','','','',5220,27659,27341,3134,3136,3140,0,0,0,0.00066,0.05569400000000001,9.499999999999999e-05,-0.0017010000000000003,0.001132,0.043612,0.956522,1.0,1.0,230.0,115.0,10.5
541,四川.新广兴/#2整流变压器,3,220,110,10,92,92,6,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新广兴.220.3134,四川.新广兴.110.3137,四川.新广兴.10.3141,34.109,5.688,-17.332,-2.022,-16.767,-2.951,0,0,0,0,0,34.11,5.68,'','','','','','','','',5218,27660,27342,3134,3137,3141,0,0,0,0.00066,0.05569400000000001,9.499999999999999e-05,-0.0017010000000000003,0.001132,0.043612,0.956522,1.0,1.0,230.0,115.0,10.5
542,四川.新广兴/#1整流变压器,3,220,110,10,92,92,6,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新广兴.220.3134,四川.新广兴.110.3138,四川.新广兴.10.3142,34.109,5.688,-17.332,-2.022,-16.767,-2.951,0,0,0,0,0,34.11,5.68,'','','','','','','','',5216,27661,27343,3134,3138,3142,0,0,0,0.00066,0.05569400000000001,9.499999999999999e-05,-0.0017010000000000003,0.001132,0.043612,0.956522,1.0,1.0,230.0,115.0,10.5
549,四川.北荆坝/1#变压器,3,220,110,10,120,120,60,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.北荆坝.220.552,四川.北荆坝.110.553,四川.北荆坝.10.555,1.4380000000000002,1.212,-1.68,-1.3869999999999998,0.245,0.179,2,0,0,0,0,1.61,1.61,-1.93,-1.61,0.00,0.00,0.00,'','','',17631,27193,27094,552,553,555,0,0,0,0.0016239999999999998,0.125125,0.00117,-0.009373999999999999,0.0017629999999999998,0.07162400000000001,1.040217,1.052174,1.0,230.0,115.0,10.5
550,四川.铜堡/2#变压器,3,220,110,35,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,38.5,0.0,0.0,0.0,-0.0,0.0,0.0,四川.铜堡.220.3026,四川.铜堡.110.3027,四川.铜堡.35.3029,49.394,10.610999999999999,-49.916000000000004,-8.369,0.5920000000000001,0.23199999999999998,2,0,0,0,0,50.03,10.14,-50.52,-8.20,0.00,0.43,0.43,'','','',18465,26869,27098,3026,3027,3029,0,0,0,0.00155,0.09576599999999999,0.000926,-0.008166,0.000851,0.059165999999999996,1.056957,1.052174,1.040541,230.0,115.0,37.0
551,四川.灯塔/1#变压器,3,220,35,10,90,90,30,17,1,9,-0.015,220.0,1,1,1,0.0,35.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.灯塔.220.768,四川.灯塔.35.nd26855,四川.灯塔.10.nd27185,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,1,'','','','','','',-0.01,'','','',17716,26855,27185,768,770,773,0,-1,-1,0.0024760000000000003,0.11342200000000001,0.0024760000000000003,-0.01828,0.008639,0.10206,1.056957,0.945946,1.0,230.0,37.0,10.5
552,四川.灯塔/2#变压器,3,220,35,10,90,90,30,17,1,9,-0.015,220.0,1,1,1,0.0,35.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.灯塔.220.nd17717,四川.灯塔.35.nd27183,四川.灯塔.10.nd27186,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,1,'','','','','','',-0.01,'','','',17717,27183,27186,19745,771,774,-1,-1,-1,0.0024760000000000003,0.11342200000000001,0.0024760000000000003,-0.01828,0.008639,0.10206,1.056957,0.945946,1.0,230.0,37.0,10.5
553,四川.灯塔/3#变压器,3,220,35,10,90,90,30,17,1,9,-0.015,220.0,1,1,1,0.0,35.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.灯塔.220.768,四川.灯塔.35.nd27184,四川.灯塔.10.nd27187,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,1,'','','','','','',-0.01,'','','',17718,27184,27187,768,772,775,0,-1,-1,0.0024760000000000003,0.11342200000000001,0.0024760000000000003,-0.01828,0.008639,0.10206,1.056957,0.945946,1.0,230.0,37.0,10.5
554,四川.塘坎街/1#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.塘坎街.220.5028,四川.塘坎街.110.nd26867,四川.塘坎街.10.nd27189,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,'','','','','','',-0.01,'','','',19462,26867,27189,5028,5030,5033,0,-1,-1,0.0010019999999999999,0.08580299999999999,0.000446,-0.007137999999999999,0.000883,0.051361000000000004,1.0139129999999998,1.052174,1.0,230.0,115.0,10.5
555,四川.塘坎街/2#变压器,3,220,110,10,180,180,90,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.塘坎街.220.19762,四川.塘坎街.110.nd26868,四川.塘坎街.10.nd27188,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,'','','','','','',-0.01,'','','',19463,26868,27188,19762,5031,5032,0,-1,-1,0.001021,0.085444,0.00046699999999999997,-0.006993999999999999,0.0008410000000000001,0.051229,1.0139129999999998,1.052174,1.0,230.0,115.0,10.5
556,四川.蓉东/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.蓉东.220.2273,四川.蓉东.110.2279,四川.蓉东.10.2281,80.32,2.141,-79.505,4.001,-0.6759999999999999,-0.348,1,0,0,0,0,79.32,2.41,-78.84,4.34,0.00,0.00,0.00,'','','',18280,26863,26862,2273,2279,2281,0,0,0,0.001284,0.089113,0.000665,-0.006769,0.0014269999999999999,0.056054999999999994,1.052174,1.052174,1.0,230.0,115.0,10.5
557,四川.蓉东/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.蓉东.220.2273,四川.蓉东.110.2280,四川.蓉东.10.2282,83.536,15.675,-82.824,-13.929,-0.5660000000000001,4.718999999999999,2,0,0,0,0,82.43,15.78,-82.27,-13.68,0.00,4.98,4.98,'','','',18281,27192,27191,2273,2280,2282,0,0,0,0.0012380000000000002,0.08844400000000001,0.0005610000000000001,-0.007134000000000001,0.0013160000000000001,0.056115,1.056957,1.052174,1.0,230.0,115.0,10.5
559,四川.新二村/1#变压器,3,220,110,10,150,150,45,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新二村.220.3126,四川.新二村.110.nd27323,四川.新二村.10.nd26873,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,'','','','','','',-0.01,'','','',18523,27323,26873,3126,3129,3131,0,-1,-1,0.001374,0.099338,0.000938,-0.008657999999999999,0.000964,0.062,1.004348,1.052174,1.0,230.0,115.0,10.5
560,四川.新二村/2#变压器,3,220,110,10,150,150,45,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.新二村.220.3126,四川.新二村.110.nd27322,四川.新二村.10.nd26872,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,'','','','','','',-0.01,'','','',18524,27322,26872,3126,3128,3130,0,-1,-1,0.001493,0.099338,0.0007559999999999999,-0.009337999999999999,0.001172,0.062665,1.004348,1.052174,1.0,230.0,115.0,10.5
561,四川.大康/1#变压器,3,220,110,10,120,120,60,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.大康.220.604,四川.大康.110.605,四川.大康.10.607,17.1,3.3810000000000002,-15.288,-1.984,-1.798,-1.03,1,0,0,0,0,14.17,2.25,-14.00,-1.13,-0.51,-0.15,-0.15,'','','',17665,26857,27194,604,605,607,0,0,0,0.0018850000000000002,0.114873,0.0008029999999999999,-0.009036,0.00214,0.078457,1.052174,1.052174,1.047619,230.0,115.0,10.5
562,四川.大康/2#变压器,3,220,110,10,120,120,60,17,1,9,-0.013000000000000001,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.大康.220.604,四川.大康.110.606,四川.大康.10.608,16.78,5.265,-14.48,-4.015,-2.283,-0.8640000000000001,1,0,0,0,0,13.84,3.86,-13.20,-3.38,-1.00,-0.20,-0.20,'','','',17666,26858,27195,604,606,608,0,0,0,0.00187,0.11708299999999999,0.001268,-0.007915,0.001977,0.07458200000000001,1.052174,1.052174,1.047619,230.0,115.0,10.5
563,四川.昭觉寺/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.昭觉寺.220.3534,四川.昭觉寺.110.3537,四川.昭觉寺.10.3541,83.84,-0.557,-83.51,-0.527,-0.15,7.487,4,0,0,0,0,83.08,0.00,-83.37,-1.26,0.00,6.86,6.86,'','','',18679,27197,27196,3534,3537,3541,0,0,0,0.0017010000000000003,0.091664,0.000718,-0.006993999999999999,0.002023,0.06300599999999999,1.028261,1.052174,1.0,230.0,115.0,10.5
564,四川.昭觉寺/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.昭觉寺.220.3534,四川.昭觉寺.110.3538,四川.昭觉寺.10.3542,82.67399999999999,0.06,-82.382,-8.373,-0.11,14.543,4,0,0,0,0,81.87,1.14,-82.28,-8.79,0.00,14.19,14.19,'','','',18678,27199,27198,3534,3538,3542,0,0,0,0.001739,0.091664,0.000711,-0.008333,0.0020870000000000003,0.065,1.028261,1.052174,1.0,230.0,115.0,10.5
565,四川.徐家渡/1#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.徐家渡.220.3187,四川.徐家渡.110.3210,四川.徐家渡.10.3212,102.273,20.576,-101.948,-18.791,-0.08900000000000001,8.529,6,0,0,0,0,102.48,21.27,-101.89,-18.84,-0.02,8.52,8.52,'','','',18552,27203,27202,3187,3210,3212,0,0,0,0.0014349999999999999,0.097996,0.000643,-0.006931999999999999,0.0016640000000000001,0.057864,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
566,四川.徐家渡/2#变压器,3,220,110,10,150,150,75,17,1,9,-0.015,220.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.徐家渡.220.3187,四川.徐家渡.110.3209,四川.徐家渡.10.3211,105.95100000000001,20.612,-105.57600000000001,-19.183,-0.11900000000000001,9.374,6,0,0,0,0,106.16,21.27,-105.52,-19.25,-0.05,9.35,9.35,'','','',18553,27201,27200,3187,3209,3211,0,0,0,0.001372,0.0978,0.000737,-0.008733,0.0011970000000000001,0.05973200000000001,0.9995649999999999,1.052174,1.0,230.0,115.0,10.5
567,四川.豆坝/1#变压器,3,220,110,10,120,120,60,5,1,3,-0.025,242.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.豆坝.220.nd19453,四川.豆坝.110.nd27204,四川.豆坝.10.nd27206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,'','','','','','','','','','',19453,27204,27206,4949,4984,5014,-1,-1,-1,0.000397,0.036597000000000005,0.0010960000000000002,-0.0037619999999999997,0.002892,0.013006,1.052174,1.052174,1.0,230.0,115.0,10.5
568,四川.豆坝/2#变压器,3,220,110,10,120,120,60,5,1,3,-0.025,242.0,1,1,1,0.0,121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,四川.豆坝.220.nd19455,四川.豆坝.110.nd27205,四川.豆坝.10.nd27207,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,'','','','','','','','','','',19455,27205,27207,4949,4985,5015,-1,-1,-1,0.000397,0.036597000000000005,0.0010960000000000002,-0.0037689999999999998,0.002892,0.013006,1.02587,1.052174,1.0,230.0,115.0,10.5
