id,name,volt,Q_rate,V_rate,position,node,P,Q,off,Q_meas,nd,bs,island,type,base_value
序号,并补名,电压等级,额定容量,额定电压,连接位置,所在拓扑节点,有功功率,无功功率,停运标志,无功量测,物理节点,计算节点,电气岛号,类型,电压等级
355,遂宁.35kV.3-1#电容器,35,40.000,37.000,0,四川.遂宁.35.nd8747,0.000,0.000,1,0,8747,4263,-1,Compensator_P,35
356,遂宁.35kV.3-2#电容器,35,40.000,37.000,0,四川.遂宁.35.nd8749,0.000,0.000,1,0,8749,4263,-1,Compensator_P,35
357,遂宁.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4261,0.000,0.000,1,0,8743,4261,0,Compensator_P,35
358,遂宁.35kV.1-3#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4261,0.000,0.000,1,0,8745,4261,0,Compensator_P,35
359,遂宁.500kV.洪遂线电抗器,500,-150.000,525.000,四川.洪遂线,四川.遂宁.500.4255,0.000,-137.426,0,-136.71,19343,4255,0,Compensator_P,525
360,遂宁.500kV.502223电抗器,500,-120.000,525.000,0,四川.遂宁.500.4255,0.000,0.000,1,0,19339,4255,0,Compensator_P,525
361,遂宁.500kV.503233电抗器,500,-120.000,525.000,0,四川.遂宁.500.4255,0.000,0.000,1,0,21031,4255,0,Compensator_P,525
362,遂宁.500kV.504243电抗器,500,-120.000,525.000,0,四川.遂宁.500.4255,0.000,0.000,1,0,21030,4255,0,Compensator_P,525
363,遂宁.500kV.504142电抗器,500,-120.000,525.000,0,四川.遂宁.500.4255,0.000,0.000,1,0,21043,4255,0,Compensator_P,525
364,遂宁.500kV.505152电抗器,500,-120.000,525.000,0,四川.遂宁.500.4255,0.000,0.000,1,0,19341,4255,0,Compensator_P,525
365,红房子厂.220kV.红孟线电抗器,220,-30.000,230.000,0,四川.红房子厂.220.nd50417,0.000,0.000,1,0,50417,1132,-1,Compensator_P,230
366,蜀州.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.蜀州.35.2667,0.000,0.000,1,0,8924,2667,0,Compensator_P,35
367,蜀州.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.蜀州.35.2667,0.000,0.000,1,0,8926,2667,0,Compensator_P,35
368,蜀州.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.蜀州.35.2667,0.000,0.000,1,0,8928,2667,0,Compensator_P,35
369,蜀州.35kV.2-1#电容器,35,60.000,37.000,0,四川.蜀州.35.2667,0.000,69.922,0,59.51,8930,2667,0,Compensator_P,35
370,蜀州.35kV.2-2#电容器,35,50.000,37.000,0,四川.蜀州.35.2667,0.000,0.000,1,0,8932,2667,0,Compensator_P,35
371,蜀州.35kV.2-3#电容器,35,60.000,37.000,0,四川.蜀州.35.2667,0.000,0.000,1,0,26261,2667,0,Compensator_P,35
372,南天.35kV.1-1#电容器,35,35.000,37.000,0,国调.南天站.35.2027,0.000,37.410,0,37.66,8969,2027,0,Compensator_P,35
373,南天.35kV.1-2#电容器,35,37.800,37.000,0,国调.南天站.35.2027,0.000,40.403,0,40.66,8971,2027,0,Compensator_P,35
374,南天.35kV.1-1#电抗器,35,-60.000,37.000,0,国调.南天站.35.2027,0.000,0.000,1,0,8963,2027,0,Compensator_P,35
375,南天.35kV.1-2#电抗器,35,-60.000,37.000,0,国调.南天站.35.2027,0.000,0.000,1,0,8965,2027,0,Compensator_P,35
376,南天.35kV.1-3#电抗器,35,-60.000,37.000,0,国调.南天站.35.2027,0.000,0.000,1,0,8967,2027,0,Compensator_P,35
377,嘉州.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.嘉州.35.nd50418,0.000,0.000,1,0,50418,5313,-1,Compensator_P,35
378,嘉州.35kV.1-1#电容器,35,60.000,37.000,0,四川.嘉州.35.5297,0.000,0.000,1,0,9098,5297,0,Compensator_P,35
379,嘉州.35kV.1-2#电容器,35,60.000,37.000,0,四川.嘉州.35.5297,0.000,66.221,0,59.79,9100,5297,0,Compensator_P,35
380,嘉州.35kV.1-3#电容器,35,60.000,37.000,0,四川.嘉州.35.5297,0.000,0.000,1,0,9101,5297,0,Compensator_P,35
381,嘉州.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.嘉州.35.nd50419,0.000,0.000,1,0,50419,5314,-1,Compensator_P,35
382,嘉州.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.嘉州.35.5297,0.000,0.000,1,0,9103,5297,0,Compensator_P,35
383,嘉州.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.嘉州.35.5297,0.000,0.000,1,0,9105,5297,0,Compensator_P,35
384,嘉州.35kV.2-1#电容器,35,60.000,37.000,0,四川.嘉州.35.nd50420,0.000,0.000,1,0,50420,5315,-1,Compensator_P,35
385,嘉州.35kV.2-2#电容器,35,60.000,37.000,0,四川.嘉州.35.nd50421,0.000,0.000,1,0,50421,5316,-1,Compensator_P,35
386,嘉州.35kV.2-3#电容器,35,60.000,37.000,0,四川.嘉州.35.nd50422,0.000,0.000,1,0,50422,5317,-1,Compensator_P,35
387,嘉州.35kV.3-1#电容器,35,60.000,37.000,0,四川.嘉州.35.nd9108,0.000,0.000,1,0,9108,5299,-1,Compensator_P,35
388,嘉州.35kV.3-2#电容器,35,60.000,37.000,0,四川.嘉州.35.nd9110,0.000,0.000,1,0,9110,5299,-1,Compensator_P,35
389,嘉州.35kV.3-3#电容器,35,60.000,37.000,0,四川.嘉州.35.nd9112,0.000,0.000,1,0,9112,5299,-1,Compensator_P,35
390,嘉州.35kV.3-1#电抗器,35,-60.000,37.000,0,四川.嘉州.35.nd9115,0.000,0.000,1,0,9115,5299,-1,Compensator_P,35
391,嘉州.35kV.3-2#电抗器,35,-60.000,37.000,0,四川.嘉州.35.nd9117,0.000,0.000,1,0,9117,5299,-1,Compensator_P,35
392,沐溪.500kV.5063电抗器,500,-150.000,525.000,0,西南.沐溪站.500.5341,0.000,-136.819,0,-135.40,9161,5341,0,Compensator_P,525
393,雅安.500kV.石雅三线电抗器,500,-120.000,525.000,四川.石雅三线,四川.雅安.500.3364,0.000,-109.597,0,-108.56,21309,3364,0,Compensator_P,525
394,雅安.500kV.石雅四线电抗器,500,-120.000,525.000,四川.石雅四线,四川.雅安.500.3364,0.000,-109.597,0,-108.61,21310,3364,0,Compensator_P,525
395,石棉.35kV.3-1#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd9194,0.000,0.000,1,0,9194,2491,-1,Compensator_P,35
396,石棉.35kV.3-2#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd9196,0.000,0.000,1,0,9196,2491,-1,Compensator_P,35
397,石棉.35kV.3-3#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd9198,0.000,0.000,1,0,9198,2491,-1,Compensator_P,35
398,色尔古.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.色尔古.35.5412,0.000,0.000,1,0,9286,5412,0,Compensator_P,35
399,色尔古.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.色尔古.35.5412,0.000,-55.175,0,-56.13,9288,5412,0,Compensator_P,35
400,色尔古.35kV.1-3#电抗器,35,-60.000,37.000,0,四川.色尔古.35.5412,0.000,0.000,1,0,9290,5412,0,Compensator_P,35
401,色尔古.35kV.1-4#电抗器,35,-60.000,37.000,0,四川.色尔古.35.5412,0.000,0.000,1,0,9292,5412,0,Compensator_P,35
402,色尔古.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.色尔古.35.nd9294,0.000,0.000,1,0,9294,5413,-1,Compensator_P,35
403,色尔古.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.色尔古.35.nd9296,0.000,0.000,1,0,9296,5413,-1,Compensator_P,35
404,色尔古.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.色尔古.35.nd9298,0.000,0.000,1,0,9298,5413,-1,Compensator_P,35
405,色尔古.35kV.2-4#电抗器,35,-60.000,37.000,0,四川.色尔古.35.nd9300,0.000,0.000,1,0,9300,5413,-1,Compensator_P,35
406,蜀州.500kV.甘蜀二线电抗器,500,-150.000,525.000,四川.甘蜀二线,四川.蜀州.500.2649,0.000,-136.054,0,-135.91,18946,2649,0,Compensator_P,525
407,彭祖.35kV.1-1电抗器,35,-60.000,37.000,0,四川.彭祖.35.5583,0.000,0.000,1,0,9478,5583,0,Compensator_P,35
408,彭祖.35kV.1-2电抗器,35,-60.000,37.000,0,四川.彭祖.35.5583,0.000,0.000,1,0,9480,5583,0,Compensator_P,35
409,彭祖.35kV.2-1电抗器,35,-60.000,37.000,0,四川.彭祖.35.5584,0.000,0.000,1,0,9486,5584,0,Compensator_P,35
410,彭祖.35kV.2-2电抗器,35,-60.000,37.000,0,四川.彭祖.35.5584,0.000,0.000,1,0,9488,5584,0,Compensator_P,35
411,彭祖.35kV.3-1电抗器,35,-60.000,37.000,0,四川.彭祖.35.nd9541,0.000,0.000,1,0,9541,5585,-1,Compensator_P,35
412,彭祖.35kV.3-2电抗器,35,-60.000,37.000,0,四川.彭祖.35.nd9543,0.000,0.000,1,0,9543,5585,-1,Compensator_P,35
413,彭祖.35kV.1-1电容器,35,60.000,37.000,0,四川.彭祖.35.5583,0.000,0.000,1,0,9538,5583,0,Compensator_P,35
414,彭祖.35kV.1-2电容器,35,60.000,37.000,0,四川.彭祖.35.5583,0.000,59.671,0,60.04,9481,5583,0,Compensator_P,35
415,彭祖.35kV.2-1电容器,35,60.000,37.000,0,四川.彭祖.35.5584,0.000,62.294,0,62.99,9550,5584,0,Compensator_P,35
416,彭祖.35kV.2-2电容器,35,60.000,37.000,0,四川.彭祖.35.5584,0.000,62.294,0,63.11,9489,5584,0,Compensator_P,35
417,彭祖.35kV.3-1电容器,35,60.000,37.000,0,四川.彭祖.35.nd9544,0.000,0.000,1,0,9544,5585,-1,Compensator_P,35
418,彭祖.35kV.3-2电容器,35,60.000,37.000,0,四川.彭祖.35.nd9546,0.000,0.000,1,0,9546,5585,-1,Compensator_P,35
419,彭祖.35kV.1-3电容器,35,60.000,37.000,0,四川.彭祖.35.5583,0.000,0.000,1,0,9483,5583,0,Compensator_P,35
420,彭祖.35kV.2-3电容器,35,60.000,37.000,0,四川.彭祖.35.5584,0.000,0.000,1,0,9491,5584,0,Compensator_P,35
421,彭祖.35kV.3-3电容器,35,60.000,37.000,0,四川.彭祖.35.nd9548,0.000,0.000,1,0,9548,5585,-1,Compensator_P,35
422,什邡.66kV.2-1电容器,60,60.000,66.000,0,四川.什邡.60.5944,0.000,53.364,0,52.39,9942,5944,0,Compensator_P,66
423,什邡.66kV.2-2电容器,60,54.000,66.000,0,四川.什邡.60.5944,0.000,0.000,1,0,9944,5944,0,Compensator_P,66
424,什邡.66kV.2-3电容器,60,47.000,66.000,0,四川.什邡.60.5944,0.000,0.000,1,0,9945,5944,0,Compensator_P,66
425,什邡.66kV.2-4电容器,60,54.000,66.000,0,四川.什邡.60.5944,0.000,0.000,1,0,9948,5944,0,Compensator_P,66
426,什邡.66kV.2-5电容器,60,47.000,66.000,0,四川.什邡.60.5944,0.000,0.000,1,0,9949,5944,0,Compensator_P,66
427,什邡.66kV.1-1电容器,60,60.000,66.000,0,四川.什邡.60.5945,0.000,53.428,0,52.57,9928,5945,0,Compensator_P,66
428,什邡.66kV.1-2电容器,60,54.000,66.000,0,四川.什邡.60.5945,0.000,0.000,1,0,9930,5945,0,Compensator_P,66
429,什邡.66kV.1-3电容器,60,47.000,66.000,0,四川.什邡.60.5945,0.000,0.000,1,0,9931,5945,0,Compensator_P,66
430,什邡.66kV.1-4电容器,60,54.000,66.000,0,四川.什邡.60.5945,0.000,0.000,1,0,9934,5945,0,Compensator_P,66
431,什邡.66kV.1-5电容器,60,47.000,66.000,0,四川.什邡.60.5945,0.000,0.000,1,0,9935,5945,0,Compensator_P,66
432,什邡.66kV.2-1电抗器,60,-60.000,66.000,0,四川.什邡.60.5944,0.000,-53.364,0,-50.36,9952,5944,0,Compensator_P,66
433,什邡.66kV.1-1电抗器,60,-60.000,66.000,0,四川.什邡.60.5945,0.000,-53.428,0,-50.64,9938,5945,0,Compensator_P,66
434,蜀州.500kV.甘蜀一线电抗器,500,-150.000,525.000,四川.甘蜀一线,四川.蜀州.500.2649,0.000,-136.054,0,-136.82,18948,2649,0,Compensator_P,525
435,木里.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.木里站.35.5764,0.000,-54.498,0,-53.98,10023,5764,0,Compensator_P,35
436,木里.35kV.2-1#电抗器,35,-60.000,37.000,0,西南.木里站.35.5763,0.000,0.000,1,0,10021,5763,0,Compensator_P,35
437,月城站.500kV.里月一线线路高抗,500,-180.000,525.000,西南.里月一线,国调.月城站.500.3933,0.000,-165.892,0,-166.23,21710,3933,0,Compensator_P,525
438,月城站.500kV.里月二线线路高抗,500,-180.000,525.000,西南.里月二线,国调.月城站.500.3933,0.000,-165.892,0,-165.68,21711,3933,0,Compensator_P,525
439,洪沟.500kV.普洪三线电抗器,500,-180.000,525.000,四川.普洪三线,西南.洪沟站.500.990,0.000,-162.740,0,-159.46,17886,990,0,Compensator_P,525
440,月城站.500kV.城沐一线线路高抗,500,-100.000,525.000,西南.城沐一线,国调.月城站.500.3933,0.000,-101.148,0,-110.15,21869,3933,0,Compensator_P,525
441,月城站.500kV.城沐二线线路高抗,500,-100.000,525.000,西南.城沐二线,国调.月城站.500.3933,0.000,-101.148,0,-109.97,21870,3933,0,Compensator_P,525
442,毛尔盖厂.6.3kV.1DK电抗器,6,-6.000,6.300,0,四川.毛尔盖厂.6.5517,0.000,-6.144,0,0,10145,5517,0,Compensator_P,6
443,平武.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.平武.35.6132,0.000,0.000,1,0,10232,6132,0,Compensator_P,35
444,平武.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.平武.35.6132,0.000,-59.891,0,-58.90,10234,6132,0,Compensator_P,35
445,平武.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.平武.35.6131,0.000,-59.920,0,-59.01,10236,6131,0,Compensator_P,35
446,平武.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.平武.35.6131,0.000,0.000,1,0,10238,6131,0,Compensator_P,35
447,甘泉.35kV.1-1#电容器,35,60.000,37.000,0,西南.甘泉站.35.nd10272,0.000,0.000,1,0,10272,6204,-1,Compensator_P,35
448,甘泉.35kV.1-2#电容器,35,60.000,37.000,0,西南.甘泉站.35.nd10270,0.000,0.000,1,0,10270,6204,-1,Compensator_P,35
449,甘泉.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.甘泉站.35.nd10268,0.000,0.000,1,0,10268,6204,-1,Compensator_P,35
450,甘泉.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.甘泉站.35.nd10266,0.000,0.000,1,0,10266,6204,-1,Compensator_P,35
451,甘泉.35kV.3-1#电容器,35,60.000,37.000,0,西南.甘泉站.35.6205,0.000,0.000,1,0,10276,6205,0,Compensator_P,35
452,甘泉.35kV.3-2#电容器,35,60.000,37.000,0,西南.甘泉站.35.6205,0.000,0.000,1,0,10280,6205,0,Compensator_P,35
453,甘泉.35kV.3-1#电抗器,35,-60.000,37.000,0,西南.甘泉站.35.6205,0.000,0.000,1,0,10278,6205,0,Compensator_P,35
454,甘泉.35kV.3-2#电抗器,35,-60.000,37.000,0,西南.甘泉站.35.6205,0.000,0.000,1,0,10282,6205,0,Compensator_P,35
455,普提站.500kV.榄普一线线路高抗,500,-180.000,525.000,西南.榄普一线,西南.普提站.500.2181,0.000,-165.419,0,-163.31,18251,2181,0,Compensator_P,525
456,盖家坪.10.5kV.#5电容器,10,6.000,10.500,0,四川.盖家坪.10.19746,0.000,0.000,1,0,22030,19746,0,Compensator_P,10.5
457,盖家坪.10.5kV.#6电容器,10,6.000,10.500,0,四川.盖家坪.10.19746,0.000,0.000,1,0,22031,19746,0,Compensator_P,10.5
458,盖家坪.10.5kV.#7电容器,10,6.000,10.500,0,四川.盖家坪.10.19746,0.000,0.000,1,0,22032,19746,0,Compensator_P,10.5
459,盖家坪.10.5kV.#8电容器,10,6.000,10.500,0,四川.盖家坪.10.19746,0.000,0.000,1,0,22033,19746,0,Compensator_P,10.5
460,盖家坪.10.5kV.#1电容器,10,6.000,10.500,0,四川.盖家坪.10.936,0.000,0.000,1,0,22022,936,0,Compensator_P,10.5
461,盖家坪.10.5kV.#2电容器,10,6.000,10.500,0,四川.盖家坪.10.936,0.000,0.000,1,0,22023,936,0,Compensator_P,10.5
462,盖家坪.10.5kV.#3电容器,10,6.000,10.500,0,四川.盖家坪.10.936,0.000,0.000,1,0,22024,936,0,Compensator_P,10.5
463,盖家坪.10.5kV.#4电容器,10,6.000,10.500,0,四川.盖家坪.10.936,0.000,0.000,1,0,22025,936,0,Compensator_P,10.5
464,石化.35kV.#1电容器,35,6.000,37.000,0,四川.石化.35.nd10408,0.000,0.000,1,0,10408,6126,-1,Compensator_P,35
465,石化.35kV.#2电容器,35,6.000,37.000,0,四川.石化.35.nd10410,0.000,0.000,1,0,10410,19767,-1,Compensator_P,35
466,石化.35kV.#3电容器,35,6.000,37.000,0,四川.石化.35.nd10412,0.000,0.000,1,0,10412,6127,-1,Compensator_P,35
467,石化.35kV.#4电容器,35,6.000,37.000,0,四川.石化.35.nd10414,0.000,0.000,1,0,10414,19768,-1,Compensator_P,35
468,石化.35kV.#5电容器,35,6.000,37.000,0,四川.石化.35.nd10416,0.000,0.000,1,0,10416,6128,-1,Compensator_P,35
469,石化.35kV.#6电容器,35,6.000,37.000,0,四川.石化.35.nd10418,0.000,0.000,1,0,10418,19769,-1,Compensator_P,35
470,豆坝.10.5kV.931电容器,10,8.000,10.500,0,四川.豆坝.10.nd50423,0.000,0.000,1,0,50423,5008,-1,Compensator_P,10.5
471,豆坝.10.5kV.932电容器,10,8.000,10.500,0,四川.豆坝.10.nd50424,0.000,0.000,1,0,50424,5009,-1,Compensator_P,10.5
472,豆坝.10.5kV.933电容器,10,8.000,10.500,0,四川.豆坝.10.nd50425,0.000,0.000,1,0,50425,5010,-1,Compensator_P,10.5
473,豆坝.10.5kV.934电容器,10,8.000,10.500,0,四川.豆坝.10.nd50426,0.000,0.000,1,0,50426,5011,-1,Compensator_P,10.5
474,豆坝.10.5kV.901电抗器,10,8.000,10.500,0,四川.豆坝.10.nd50427,0.000,0.000,1,0,50427,5012,-1,Compensator_P,10.5
475,豆坝.10.5kV.902电抗器,10,8.000,10.500,0,四川.豆坝.10.nd50428,0.000,0.000,1,0,50428,5013,-1,Compensator_P,10.5
476,德阳换流站.500kV.5611电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11517,6424,0,Compensator_P,525
477,德阳换流站.500kV.5612电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,158.095,0,0,11519,6424,0,Compensator_P,525
478,德阳换流站.500kV.5613电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11521,6424,0,Compensator_P,525
479,德阳换流站.500kV.5614电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11523,6424,0,Compensator_P,525
480,德阳换流站.500kV.5621电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11525,6424,0,Compensator_P,525
481,德阳换流站.500kV.5622电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11527,6424,0,Compensator_P,525
482,德阳换流站.500kV.5623电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11529,6424,0,Compensator_P,525
483,德阳换流站.500kV.5624电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11531,6424,0,Compensator_P,525
484,德阳换流站.500kV.5632电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11535,6424,0,Compensator_P,525
485,德阳换流站.500kV.5633电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,158.095,0,0,11537,6424,0,Compensator_P,525
486,德阳换流站.500kV.5634电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11539,6424,0,Compensator_P,525
487,德阳换流站.500kV.5631电容器,500,155.000,525.000,0,国调.德阳换流站.500.6424,0.000,0.000,1,0,11533,6424,0,Compensator_P,525
488,木里.500kV.里月一线电抗器,500,-180.000,525.000,0,西南.木里站.500.nd50429,0.000,0.000,1,0,50429,5731,-1,Compensator_P,525
489,木里.500kV.里月二线电抗器,500,-180.000,525.000,0,西南.木里站.500.nd50430,0.000,0.000,1,0,50430,5732,-1,Compensator_P,525
490,甘孜.220kV.母线电抗器,220,-30.000,230.000,0,四川.甘孜.220.nd50431,0.000,0.000,1,0,50431,7139,-1,Compensator_P,230
491,石渠.110kV.甘石线电抗器,110,10.000,115.000,0,四川.石渠.110.nd50432,0.000,0.000,1,0,50432,7150,-1,Compensator_P,115
492,石渠.10.5kV.电抗Ⅰ路电抗器,10,2.000,10.500,0,四川.石渠.10.nd11953,0.000,0.000,1,0,11953,7155,-1,Compensator_P,10.5
493,石渠.10.5kV.电抗Ⅱ路电抗器,10,2.000,10.500,0,四川.石渠.10.nd11954,0.000,0.000,1,0,11954,7155,-1,Compensator_P,10.5
494,石渠.10.5kV.电容Ⅱ路电容器,10,2.000,10.500,0,四川.石渠.10.nd23321,0.000,0.000,1,0,23321,7155,-1,Compensator_P,10.5
495,石渠.10.5kV.电容Ⅰ路电容器,10,2.000,10.500,0,四川.石渠.10.nd23322,0.000,0.000,1,0,23322,7155,-1,Compensator_P,10.5
496,甘孜.35kV.电抗Ⅷ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11978,7142,0,Compensator_P,35
497,甘孜.35kV.电抗Ⅶ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11976,7142,0,Compensator_P,35
498,甘孜.35kV.电抗VⅠ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11974,7142,0,Compensator_P,35
499,甘孜.35kV.电抗V路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11972,7142,0,Compensator_P,35
500,甘孜.35kV.电抗Ⅳ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11992,7142,0,Compensator_P,35
501,甘孜.35kV.电抗Ⅲ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11990,7142,0,Compensator_P,35
502,甘孜.35kV.电抗Ⅱ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,0.000,1,0,11988,7142,0,Compensator_P,35
503,甘孜.35kV.电抗Ⅰ路电抗器,35,-10.000,37.000,0,四川.甘孜.35.7142,0.000,-10.967,0,-10.61,11986,7142,0,Compensator_P,35
504,普提.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.普提站.35.nd12034,0.000,0.000,1,0,12034,2197,-1,Compensator_P,35
505,普提.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.普提站.35.nd12036,0.000,0.000,1,0,12036,2197,-1,Compensator_P,35
506,普提.35kV.1-3#电抗器,35,-60.000,37.000,0,西南.普提站.35.nd12038,0.000,0.000,1,0,12038,2197,-1,Compensator_P,35
507,普提.35kV.1-4#电抗器,35,-60.000,37.000,0,西南.普提站.35.nd12040,0.000,0.000,1,0,12040,2197,-1,Compensator_P,35
508,内江.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.内江.35.7223,0.000,0.000,1,0,12129,7223,0,Compensator_P,35
509,内江.35kV.1-1#电容器,35,54.000,37.000,0,四川.内江.35.7223,0.000,0.000,1,0,12125,7223,0,Compensator_P,35
510,内江.35kV.1-2#电容器,35,54.000,37.000,0,四川.内江.35.7223,0.000,60.444,0,60.78,12127,7223,0,Compensator_P,35
511,内江.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.内江.35.nd12135,0.000,0.000,1,0,12135,7224,-1,Compensator_P,35
512,内江.35kV.2-1#电容器,35,54.000,37.000,0,四川.内江.35.nd12131,0.000,0.000,1,0,12131,7224,-1,Compensator_P,35
513,内江.35kV.2-2#电容器,35,54.000,37.000,0,四川.内江.35.nd12133,0.000,0.000,1,0,12133,7224,-1,Compensator_P,35
514,橄榄.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.橄榄站.35.nd12268,0.000,0.000,1,0,12268,6165,-1,Compensator_P,35
515,橄榄.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.橄榄站.35.nd12270,0.000,0.000,1,0,12270,6165,-1,Compensator_P,35
516,橄榄.35kV.1-1#电容器,35,60.000,37.000,0,西南.橄榄站.35.nd12271,0.000,0.000,1,0,12271,6165,-1,Compensator_P,35
517,橄榄.35kV.1-2#电容器,35,60.000,37.000,0,西南.橄榄站.35.nd12273,0.000,0.000,1,0,12273,6165,-1,Compensator_P,35
518,橄榄.35kV.3-1#电抗器,35,-60.000,37.000,0,西南.橄榄站.35.6166,0.000,0.000,1,0,12275,6166,0,Compensator_P,35
519,橄榄.35kV.3-2#电抗器,35,-60.000,37.000,0,西南.橄榄站.35.6166,0.000,-61.359,0,-61.93,12277,6166,0,Compensator_P,35
520,橄榄.35kV.3-1#电容器,35,60.000,37.000,0,西南.橄榄站.35.6166,0.000,0.000,1,0,12279,6166,0,Compensator_P,35
521,橄榄.35kV.3-2#电容器,35,60.000,37.000,0,西南.橄榄站.35.6166,0.000,0.000,1,0,12281,6166,0,Compensator_P,35
522,洪沟.35kV.#1SVC滤波电容器,35,40.000,37.000,0,西南.洪沟站.35.1009,0.000,43.639,0,43.47,5957,1009,0,Compensator_P,35
523,沐溪站.500kV.城沐二线线路高抗,500,-130.000,525.000,西南.城沐二线,西南.沐溪站.500.5341,0.000,-118.576,0,-108.79,23541,5341,0,Compensator_P,525
524,沐溪站.500kV.城沐一线线路高抗,500,-130.000,525.000,西南.城沐一线,西南.沐溪站.500.5341,0.000,-118.576,0,-108.26,23540,5341,0,Compensator_P,525
525,路平.35kV.1-1#电容器,35,60.000,37.000,0,四川.路平.35.7455,0.000,0.000,1,0,12439,7455,0,Compensator_P,35
526,路平.35kV.1-2#电容器,35,60.000,37.000,0,四川.路平.35.7455,0.000,0.000,1,0,12441,7455,0,Compensator_P,35
527,路平.35kV.1-3#电容器,35,60.000,37.000,0,四川.路平.35.7455,0.000,0.000,1,0,12443,7455,0,Compensator_P,35
528,路平.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.路平.35.7455,0.000,-56.979,0,-60.70,12435,7455,0,Compensator_P,35
529,路平.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.路平.35.7455,0.000,0.000,1,0,12437,7455,0,Compensator_P,35
530,路平.35kV.2-1#电容器,35,60.000,37.000,0,四川.路平.35.nd12449,0.000,0.000,1,0,12449,7456,-1,Compensator_P,35
531,路平.35kV.2-2#电容器,35,60.000,37.000,0,四川.路平.35.nd12451,0.000,0.000,1,0,12451,7456,-1,Compensator_P,35
532,路平.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.路平.35.nd12445,0.000,0.000,1,0,12445,7456,-1,Compensator_P,35
533,路平.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.路平.35.nd12447,0.000,0.000,1,0,12447,7456,-1,Compensator_P,35
534,路平.35kV.2-3#电容器,35,60.000,37.000,0,四川.路平.35.nd12453,0.000,0.000,1,0,12453,7456,-1,Compensator_P,35
535,达州.500kV.中达一线电抗器,500,-90.000,525.000,四川.中达一线,四川.达州.500.4442,0.000,-82.049,0,-82.11,23646,4442,0,Compensator_P,525
536,达州.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.达州.35.nd6629,0.000,0.000,1,0,6629,4456,-1,Compensator_P,35
