id,name,volt,Q_rate,V_rate,position,node,P,Q,off,Q_meas,nd,bs,island,type,base_value
序号,并补名,电压等级,额定容量,额定电压,连接位置,所在拓扑节点,有功功率,无功功率,停运标志,无功量测,物理节点,计算节点,电气岛号,类型,电压等级
171,叙府.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.叙府站.35.3234,0.000,0.000,1,0,5304,3234,0,Compensator_P,35
172,叙府.35kV.1-1#电容器,35,50.000,37.000,0,西南.叙府站.35.3234,0.000,54.871,0,52.52,5306,3234,0,Compensator_P,35
173,叙府.35kV.1-2#电容器,35,50.000,37.000,0,西南.叙府站.35.3234,0.000,54.871,0,52.38,5308,3234,0,Compensator_P,35
174,叙府.35kV.1-3#电容器,35,50.000,37.000,0,西南.叙府站.35.3234,0.000,0.000,1,0,5310,3234,0,Compensator_P,35
175,东坡.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.东坡.35.nd3020,0.000,0.000,1,0,3020,790,-1,Compensator_P,35
176,东坡.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.东坡.35.nd3022,0.000,0.000,1,0,3022,790,-1,Compensator_P,35
177,东坡.35kV.1-3#电抗器,35,-60.000,37.000,0,四川.东坡.35.nd3024,0.000,0.000,1,0,3024,790,-1,Compensator_P,35
178,东坡.35kV.1-3#电容器,35,60.000,37.000,0,四川.东坡.35.nd3018,0.000,0.000,1,0,3018,790,-1,Compensator_P,35
179,黄岩.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.黄岩站.35.nd5821,0.000,0.000,1,0,5821,1151,-1,Compensator_P,35
180,黄岩.35kV.1-3#电容器,35,40.000,37.000,0,西南.黄岩站.35.nd5829,0.000,0.000,1,0,5829,1151,-1,Compensator_P,35
181,谭家湾.35kV.1-3#电容器,35,40.000,37.000,0,西南.谭家湾站.35.2859,0.000,0.000,1,0,4886,2859,0,Compensator_P,35
182,雅安.500kV.雅山二线电抗器,500,-120.000,525.000,四川.雅山二线,四川.雅安.500.3364,0.000,-109.597,0,-119.56,18796,3364,0,Compensator_P,525
183,雅安.500kV.雅山一线电抗器,500,-120.000,525.000,四川.雅山一线,四川.雅安.500.3364,0.000,-109.597,0,-110.81,18797,3364,0,Compensator_P,525
184,洪沟.35kV.2-1#电抗器,35,-45.000,37.000,0,西南.洪沟站.35.1009,0.000,0.000,1,0,3371,1009,0,Compensator_P,35
185,洪沟.35kV.2-1#电容器,35,35.200,37.000,0,西南.洪沟站.35.1009,0.000,38.402,0,33.61,3382,1009,0,Compensator_P,35
186,洪沟.35kV.2-2#电抗器,35,-45.000,37.000,0,西南.洪沟站.35.1009,0.000,0.000,1,0,5948,1009,0,Compensator_P,35
187,洪沟.35kV.2-2#电容器,35,52.800,37.000,0,西南.洪沟站.35.1009,0.000,0.000,1,0,5953,1009,0,Compensator_P,35
188,洪沟.35kV.2-3#电容器,35,53.000,37.000,0,西南.洪沟站.35.1009,0.000,0.000,1,0,5955,1009,0,Compensator_P,35
189,尖山.35kV.6#电抗器,35,-60.000,37.000,0,四川.尖山.35.1304,0.000,0.000,1,0,5966,1304,0,Compensator_P,35
190,尖山.35kV.5#电抗器,35,-60.000,37.000,0,四川.尖山.35.1303,0.000,0.000,1,0,5964,1303,0,Compensator_P,35
191,东坡.500kV.布坡二线电抗器,500,-150.000,525.000,四川.布坡二线,四川.东坡.500.786,0.000,-136.294,0,-140.26,18897,786,0,Compensator_P,525
192,东坡.500kV.布坡三线电抗器,500,-150.000,525.000,四川.布坡三线,四川.东坡.500.786,0.000,-136.294,0,-137.62,18900,786,0,Compensator_P,525
193,东坡.500kV.布坡四线电抗器,500,-180.000,525.000,四川.布坡四线,四川.东坡.500.786,0.000,-163.553,0,-166.99,17752,786,0,Compensator_P,525
194,东坡.500kV.布坡一线电抗器,500,-150.000,525.000,四川.布坡一线,四川.东坡.500.786,0.000,-136.294,0,-135.99,18894,786,0,Compensator_P,525
195,瀑布沟厂.500kV.1#电抗器,500,-180.000,525.000,0,四川.瀑布沟厂.500.3823,0.000,-166.874,0,-165.00,18918,3823,0,Compensator_P,525
196,瀑布沟厂.500kV.2#电抗器,500,-180.000,525.000,0,四川.瀑布沟厂.500.3823,0.000,0.000,1,0,18911,3823,0,Compensator_P,525
197,南充.35kV.2-1#电抗器,35,-45.000,37.000,0,四川.南充.35.1838,0.000,-45.325,0,-45.60,6291,1838,0,Compensator_P,35
198,南充.35kV.2-5#电抗器,35,-60.000,37.000,0,四川.南充.35.1838,0.000,0.000,1,0,6293,1838,0,Compensator_P,35
199,泸州站.500kV.泸复二线线路高抗,500,-90.000,525.000,西南.泸复二线,西南.泸州站.500.3630,0.000,-82.065,0,-82.93,18968,3630,0,Compensator_P,525
200,泸州站.500kV.泸复一线线路高抗,500,-90.000,525.000,西南.泸复一线,西南.泸州站.500.3630,0.000,-82.065,0,-82.75,18969,3630,0,Compensator_P,525
201,叙府.35kV.2-1#电抗器,35,-60.000,37.000,0,西南.叙府站.35.3235,0.000,0.000,1,0,6379,3235,0,Compensator_P,35
202,叙府.35kV.2-1#电容器,35,57.000,37.000,0,西南.叙府站.35.3235,0.000,63.162,0,63.02,6383,3235,0,Compensator_P,35
203,叙府.35kV.2-2#电抗器,35,-60.000,37.000,0,西南.叙府站.35.3235,0.000,0.000,1,0,6381,3235,0,Compensator_P,35
204,叙府.35kV.2-2#电容器,35,57.000,37.000,0,西南.叙府站.35.3235,0.000,63.162,0,63.09,6385,3235,0,Compensator_P,35
205,叙府.35kV.2-3#电容器,35,60.000,37.000,0,西南.叙府站.35.3235,0.000,0.000,1,0,6387,3235,0,Compensator_P,35
206,泸州.35kV.1-4#电抗器,35,-60.000,37.000,0,西南.泸州站.35.3636,0.000,0.000,1,0,6407,3636,0,Compensator_P,35
207,泸州.35kV.2-4#电抗器,35,-60.000,37.000,0,西南.泸州站.35.3637,0.000,0.000,1,0,6409,3637,0,Compensator_P,35
208,泸州.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.泸州站.35.3636,0.000,0.000,1,0,5746,3636,0,Compensator_P,35
209,月城.35kV.2-1#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd6598,0.000,0.000,1,0,6598,3952,-1,Compensator_P,35
210,月城.35kV.2-2#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd6600,0.000,0.000,1,0,6600,3952,-1,Compensator_P,35
211,月城.35kV.1-2#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd6595,0.000,0.000,1,0,6595,3951,-1,Compensator_P,35
212,月城.35kV.1-1#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd6593,0.000,0.000,1,0,6593,3951,-1,Compensator_P,35
213,康定.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.康定.35.4160,0.000,0.000,1,0,6948,4160,0,Compensator_P,35
214,康定.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.康定.35.4160,0.000,0.000,1,0,6950,4160,0,Compensator_P,35
215,康定.35kV.1-3#电抗器,35,-60.000,37.000,0,四川.康定.35.4160,0.000,-51.898,0,-55.53,6952,4160,0,Compensator_P,35
216,康定.35kV.1-4#电抗器,35,-60.000,37.000,0,四川.康定.35.4160,0.000,0.000,1,0,6954,4160,0,Compensator_P,35
217,桃乡.66kV.1-1#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4712,0.000,0.000,1,0,7111,4712,0,Compensator_P,66
218,桃乡.66kV.1-1#电容器,60,60.000,66.000,0,四川.桃乡.60.4712,0.000,65.972,0,67.11,7098,4712,0,Compensator_P,66
219,桃乡.66kV.1-2#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4712,0.000,0.000,1,0,7113,4712,0,Compensator_P,66
220,桃乡.66kV.1-2#电容器,60,50.000,66.000,0,四川.桃乡.60.4712,0.000,0.000,1,0,7100,4712,0,Compensator_P,66
221,桃乡.66kV.1-3#电容器,60,44.500,66.000,0,四川.桃乡.60.4712,0.000,48.929,0,47.31,7102,4712,0,Compensator_P,66
222,桃乡.66kV.1-4#电容器,60,44.500,66.000,0,四川.桃乡.60.4712,0.000,48.929,0,47.48,7104,4712,0,Compensator_P,66
223,桃乡.66kV.1-5#电容器,60,50.000,66.000,0,四川.桃乡.60.4712,0.000,0.000,1,0,7106,4712,0,Compensator_P,66
224,桃乡.66kV.1-6#电容器,60,57.000,66.000,0,四川.桃乡.60.4712,0.000,0.000,1,0,7108,4712,0,Compensator_P,66
225,桃乡.66kV.2-1#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4713,0.000,0.000,1,0,7129,4713,0,Compensator_P,66
226,桃乡.66kV.2-1#电容器,60,60.000,66.000,0,四川.桃乡.60.4713,0.000,67.535,0,68.97,7116,4713,0,Compensator_P,66
227,桃乡.66kV.2-2#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4713,0.000,0.000,1,0,7131,4713,0,Compensator_P,66
228,桃乡.66kV.2-2#电容器,60,50.000,66.000,0,四川.桃乡.60.4713,0.000,56.279,0,54.47,7118,4713,0,Compensator_P,66
229,桃乡.66kV.2-3#电容器,60,44.500,66.000,0,四川.桃乡.60.4713,0.000,50.088,0,48.67,7120,4713,0,Compensator_P,66
230,桃乡.66kV.2-4#电容器,60,44.500,66.000,0,四川.桃乡.60.4713,0.000,0.000,1,0,7122,4713,0,Compensator_P,66
231,桃乡.66kV.2-5#电容器,60,50.000,66.000,0,四川.桃乡.60.4713,0.000,0.000,1,0,7124,4713,0,Compensator_P,66
232,桃乡.66kV.2-6#电容器,60,57.000,66.000,0,四川.桃乡.60.4713,0.000,0.000,1,0,7126,4713,0,Compensator_P,66
233,资阳.500kV.坡资二线电抗器,500,-120.000,525.000,四川.坡资二线,西南.资阳站.500.4744,0.000,-109.860,0,-107.02,20606,4744,0,Compensator_P,525
234,资阳.500kV.坡资一线电抗器,500,-120.000,525.000,四川.坡资一线,西南.资阳站.500.4744,0.000,-109.860,0,-107.40,20605,4744,0,Compensator_P,525
235,资阳.35kV.1-1#电抗器,35,-60.000,37.000,0,西南.资阳站.35.4761,0.000,0.000,1,0,7154,4761,0,Compensator_P,35
236,资阳.35kV.1-1#电容器,35,52.800,37.000,0,西南.资阳站.35.4761,0.000,59.665,0,55.30,7147,4761,0,Compensator_P,35
237,资阳.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.资阳站.35.4761,0.000,0.000,1,0,7156,4761,0,Compensator_P,35
238,资阳.35kV.1-2#电容器,35,57.000,37.000,0,西南.资阳站.35.4761,0.000,0.000,1,0,7149,4761,0,Compensator_P,35
239,资阳.35kV.1-3#电容器,35,60.000,37.000,0,西南.资阳站.35.4761,0.000,0.000,1,0,7150,4761,0,Compensator_P,35
240,资阳.35kV.3-1#电抗器,35,-60.000,37.000,0,西南.资阳站.35.4762,0.000,0.000,1,0,7169,4762,0,Compensator_P,35
241,资阳.35kV.3-1#电容器,35,52.800,37.000,0,西南.资阳站.35.4762,0.000,0.000,1,0,7160,4762,0,Compensator_P,35
242,资阳.35kV.3-2#电抗器,35,-60.000,37.000,0,西南.资阳站.35.4762,0.000,0.000,1,0,7171,4762,0,Compensator_P,35
243,资阳.35kV.3-2#电容器,35,57.000,37.000,0,西南.资阳站.35.4762,0.000,64.231,0,61.35,7162,4762,0,Compensator_P,35
244,资阳.35kV.3-3#电容器,35,60.000,37.000,0,西南.资阳站.35.4762,0.000,0.000,1,0,7164,4762,0,Compensator_P,35
245,富乐.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.富乐.35.nd6414,0.000,0.000,1,0,6414,3863,-1,Compensator_P,35
246,富乐.35kV.1-1#电容器,35,60.000,37.000,0,四川.富乐.35.nd6417,0.000,0.000,1,0,6417,3863,-1,Compensator_P,35
247,富乐.35kV.1-2#电容器,35,60.000,37.000,0,四川.富乐.35.nd6419,0.000,0.000,1,0,6419,3863,-1,Compensator_P,35
248,富乐.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.富乐.35.nd6424,0.000,0.000,1,0,6424,3864,-1,Compensator_P,35
249,富乐.35kV.2-1#电容器,35,60.000,37.000,0,四川.富乐.35.nd6427,0.000,0.000,1,0,6427,3864,-1,Compensator_P,35
250,富乐.35kV.2-2#电容器,35,60.000,37.000,0,四川.富乐.35.nd6429,0.000,0.000,1,0,6429,3864,-1,Compensator_P,35
251,遂宁.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4261,0.000,0.000,1,0,7214,4261,0,Compensator_P,35
252,遂宁.35kV.1-1#电容器,35,70.000,37.000,0,四川.遂宁.35.4261,0.000,0.000,1,0.00,7211,4261,0,Compensator_P,35
253,遂宁.35kV.1-2#电容器,35,65.000,37.000,0,四川.遂宁.35.4261,0.000,66.323,0,64.57,7213,4261,0,Compensator_P,35
254,遂宁.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4262,0.000,0.000,1,0,7221,4262,0,Compensator_P,35
255,遂宁.35kV.2-1#电容器,35,70.000,37.000,0,四川.遂宁.35.4262,0.000,71.700,0,67.95,7216,4262,0,Compensator_P,35
256,遂宁.35kV.2-2#电容器,35,65.000,37.000,0,四川.遂宁.35.4262,0.000,0.000,1,0.00,7218,4262,0,Compensator_P,35
257,达州.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.达州.35.4455,0.000,-55.347,0,-57.24,6625,4455,0,Compensator_P,35
258,达州.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.达州.35.4455,0.000,0.000,1,0,6627,4455,0,Compensator_P,35
259,达州.35kV.1-2#电容器,35,60.000,37.000,0,四川.达州.35.4455,0.000,0.000,1,0,6621,4455,0,Compensator_P,35
260,达州.35kV.1-3#电容器,35,60.000,37.000,0,四川.达州.35.4455,0.000,0.000,1,0,6623,4455,0,Compensator_P,35
261,达州.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.达州.35.nd6635,0.000,0.000,1,0,6635,4456,-1,Compensator_P,35
262,达州.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.达州.35.nd6637,0.000,0.000,1,0,6637,4456,-1,Compensator_P,35
263,达州.35kV.2-2#电容器,35,60.000,37.000,0,四川.达州.35.nd6631,0.000,0.000,1,0,6631,4456,-1,Compensator_P,35
264,达州.35kV.2-3#电容器,35,60.000,37.000,0,四川.达州.35.nd6633,0.000,0.000,1,0,6633,4456,-1,Compensator_P,35
265,尖山.35kV.4#电容器,35,40.000,37.000,0,四川.尖山.35.1304,0.000,45.690,0,45.25,3602,1304,0,Compensator_P,35
266,双合.220kV.双赤一线电抗器,220,-15.000,230.000,四川.双赤一线,四川.双合.220.2781,0.000,-16.664,0,-16.36,19743,2781,0,Compensator_P,230
267,双合.220kV.双赤二线电抗器,220,-15.000,230.000,四川.双赤二线,四川.双合.220.2781,0.000,-16.664,0,-16.36,19745,2781,0,Compensator_P,230
268,雅安.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.雅安.35.3370,0.000,0.000,1,0,8113,3370,0,Compensator_P,35
269,雅安.35kV.2-1#电容器,35,60.000,37.000,0,四川.雅安.35.3370,0.000,0.000,1,0,8117,3370,0,Compensator_P,35
270,雅安.35kV.2-2#电容器,35,60.000,37.000,0,四川.雅安.35.3370,0.000,59.947,0,55.27,8119,3370,0,Compensator_P,35
271,雅安.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.雅安.35.3370,0.000,0.000,1,0,8115,3370,0,Compensator_P,35
272,雅安.35kV.1-1#电抗器,35,-60.000,37.000,0,四川.雅安.35.3371,0.000,0.000,1,0,8121,3371,0,Compensator_P,35
273,雅安.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.雅安.35.3371,0.000,0.000,1,0,8123,3371,0,Compensator_P,35
274,雅安.35kV.1-1#电容器,35,60.000,37.000,0,四川.雅安.35.3371,0.000,0.000,1,0,8125,3371,0,Compensator_P,35
275,雅安.35kV.1-2#电容器,35,60.000,37.000,0,四川.雅安.35.3371,0.000,59.892,0,54.98,8127,3371,0,Compensator_P,35
276,九龙.35kV.1-3#电抗器,35,-45.000,37.000,0,四川.九龙.35.nd8146,0.000,0.000,1,0,8146,1410,-1,Compensator_P,35
277,九龙.35kV.2-3#电抗器,35,-45.000,37.000,0,四川.九龙.35.nd8148,0.000,0.000,1,0,8148,1411,-1,Compensator_P,35
278,石棉.35kV.1-2#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd8156,0.000,0.000,1,0,8156,2488,-1,Compensator_P,35
279,石棉.35kV.1-3#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd8158,0.000,0.000,1,0,8158,2488,-1,Compensator_P,35
280,石棉.35kV.2-2#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd8160,0.000,0.000,1,0,8160,2489,-1,Compensator_P,35
281,石棉.35kV.2-3#电抗器,35,-45.000,37.000,0,四川.石棉.35.nd8162,0.000,0.000,1,0,8162,2489,-1,Compensator_P,35
282,黄岩.35kV.1-2#电容器,35,40.000,37.000,0,西南.黄岩站.35.nd5827,0.000,0.000,1,0,5827,1151,-1,Compensator_P,35
283,黄岩.35kV.2-1#电容器,35,60.000,37.000,0,西南.黄岩站.35.nd3472,0.000,0.000,1,0,3472,1150,-1,Compensator_P,35
284,黄岩.35kV.2-2#电容器,35,60.000,37.000,0,西南.黄岩站.35.nd3474,0.000,0.000,1,0,3474,1150,-1,Compensator_P,35
285,黄岩.35kV.2-3#电容器,35,60.000,37.000,0,西南.黄岩站.35.nd3476,0.000,0.000,1,0,3476,1150,-1,Compensator_P,35
286,黄岩.35kV.1-2#电抗器,35,-60.000,37.000,0,西南.黄岩站.35.nd5823,0.000,0.000,1,0,5823,1151,-1,Compensator_P,35
287,黄岩.35kV.1-1#电容器,35,60.000,37.000,0,西南.黄岩站.35.nd5825,0.000,0.000,1,0,5825,1151,-1,Compensator_P,35
288,泸州站.500kV.泸复三线线路高抗,500,-90.000,525.000,西南.泸复三线,西南.泸州站.500.3630,0.000,-82.065,0,-82.93,18967,3630,0,Compensator_P,525
289,茂县.35kV.1-2#电抗器,35,-45.000,37.000,0,四川.茂县.35.1760,0.000,0.000,1,0,8237,1760,0,Compensator_P,35
290,茂县.35kV.1-3#电抗器,35,-45.000,37.000,0,四川.茂县.35.1760,0.000,0.000,1,0,8239,1760,0,Compensator_P,35
291,茂县.35kV.1-4#电抗器,35,-45.000,37.000,0,四川.茂县.35.1760,0.000,0.000,1,0,8241,1760,0,Compensator_P,35
292,茂县.35kV.2-2#电抗器,35,-45.000,37.000,0,四川.茂县.35.nd8243,0.000,0.000,1,0,8243,1761,-1,Compensator_P,35
293,茂县.35kV.2-3#电抗器,35,-45.000,37.000,0,四川.茂县.35.nd8245,0.000,0.000,1,0,8245,1761,-1,Compensator_P,35
294,茂县.35kV.2-4#电抗器,35,-45.000,37.000,0,四川.茂县.35.nd8247,0.000,0.000,1,0,8247,1761,-1,Compensator_P,35
295,南充.500kV.南谭一线电抗器,500,-150.000,525.000,四川.南谭一线,四川.南充.500.1822,0.000,-137.804,0,-136.01,18203,1822,0,Compensator_P,525
296,南充.35kV.2-1#电容器,35,45.000,37.000,0,四川.南充.35.1838,0.000,0.000,1,0,6295,1838,0,Compensator_P,35
297,康定.35kV.2-1#电抗器,35,-60.000,37.000,0,四川.康定.35.4161,0.000,0.000,1,0,8272,4161,0,Compensator_P,35
298,康定.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.康定.35.4161,0.000,-49.570,0,-56.58,8274,4161,0,Compensator_P,35
299,康定.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.康定.35.4161,0.000,-49.570,0,-66.36,8276,4161,0,Compensator_P,35
300,康定.35kV.2-4#电抗器,35,-60.000,37.000,0,四川.康定.35.4161,0.000,0.000,1,0,8278,4161,0,Compensator_P,35
301,桃乡.66kV.3-1#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4714,0.000,0.000,1,0,8309,4714,0,Compensator_P,66
302,桃乡.66kV.3-1#电容器,60,57.000,66.000,0,四川.桃乡.60.4714,0.000,0.000,1,0,8322,4714,0,Compensator_P,66
303,桃乡.66kV.3-2#电抗器,60,-60.000,66.000,0,四川.桃乡.60.4714,0.000,0.000,1,0,8307,4714,0,Compensator_P,66
304,桃乡.66kV.3-2#电容器,60,52.800,66.000,0,四川.桃乡.60.4714,0.000,58.550,0,51.69,8320,4714,0,Compensator_P,66
305,桃乡.66kV.3-3#电容器,60,55.000,66.000,0,四川.桃乡.60.4714,0.000,0.000,1,0,8318,4714,0,Compensator_P,66
306,桃乡.66kV.3-4#电容器,60,44.500,66.000,0,四川.桃乡.60.4714,0.000,49.346,0,51.61,8316,4714,0,Compensator_P,66
307,桃乡.66kV.3-5#电容器,60,55.000,66.000,0,四川.桃乡.60.4714,0.000,0.000,1,0,8314,4714,0,Compensator_P,66
308,桃乡.66kV.3-6#电容器,60,57.000,66.000,0,四川.桃乡.60.4714,0.000,63.207,0,67.85,8312,4714,0,Compensator_P,66
309,丹景.35kV.1-3#电容器,35,60.000,37.000,0,四川.丹景.35.647,0.000,0.000,1,0,8357,647,0,Compensator_P,35
310,丹景.35kV.2-3#电容器,35,60.000,37.000,0,四川.丹景.35.648,0.000,0.000,1,0,8359,648,0,Compensator_P,35
311,石板箐.35kV.1#电抗器,35,-45.000,37.000,0,西南.石板箐站.35.2326,0.000,0.000,1,-0.50,4586,2326,0,Compensator_P,35
312,资阳.35kV.2-1#电抗器,35,-60.000,37.000,0,西南.资阳站.35.nd8397,0.000,0.000,1,0,8397,4763,-1,Compensator_P,35
313,资阳.35kV.2-1#电容器,35,52.800,37.000,0,西南.资阳站.35.nd8388,0.000,0.000,1,0,8388,4763,-1,Compensator_P,35
314,资阳.35kV.2-2#电抗器,35,-60.000,37.000,0,西南.资阳站.35.nd8399,0.000,0.000,1,0,8399,4763,-1,Compensator_P,35
315,资阳.35kV.2-2#电容器,35,57.000,37.000,0,西南.资阳站.35.nd8390,0.000,0.000,1,0,8390,4763,-1,Compensator_P,35
316,资阳.35kV.2-3#电容器,35,60.000,37.000,0,西南.资阳站.35.nd8392,0.000,0.000,1,0,8392,4763,-1,Compensator_P,35
317,富乐.500kV.乐昭一线电抗器,500,-120.000,525.000,四川.乐昭一线,四川.富乐.500.3856,0.000,-111.849,0,-109.24,18992,3856,0,Compensator_P,525
318,富乐.35kV.1-2#电抗器,35,-60.000,37.000,0,四川.富乐.35.nd6416,0.000,0.000,1,0,6416,3863,-1,Compensator_P,35
319,富乐.35kV.1-3#电容器,35,60.000,37.000,0,四川.富乐.35.nd6421,0.000,0.000,1,0,6421,3863,-1,Compensator_P,35
320,富乐.35kV.2-3#电容器,35,60.000,37.000,0,四川.富乐.35.nd6431,0.000,0.000,1,0,6431,3864,-1,Compensator_P,35
321,富乐.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.富乐.35.nd6426,0.000,0.000,1,0,6426,3864,-1,Compensator_P,35
322,月城.35kV.1-3#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd8608,0.000,0.000,1,0,8608,3951,-1,Compensator_P,35
323,月城.35kV.1-4#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd8610,0.000,0.000,1,0,8610,3951,-1,Compensator_P,35
324,月城.35kV.2-3#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd8618,0.000,0.000,1,0,8618,3952,-1,Compensator_P,35
325,月城.35kV.2-4#电抗器,35,-60.000,37.000,0,国调.月城站.35.nd8620,0.000,0.000,1,0,8620,3952,-1,Compensator_P,35
326,月城.35kV.1-1#电容器,35,60.000,37.000,0,国调.月城站.35.nd8611,0.000,0.000,1,0,8611,3951,-1,Compensator_P,35
327,月城.35kV.1-2#电容器,35,60.000,37.000,0,国调.月城站.35.nd8613,0.000,0.000,1,0,8613,3951,-1,Compensator_P,35
328,月城.35kV.1-3#电容器,35,60.000,37.000,0,国调.月城站.35.nd8615,0.000,0.000,1,0,8615,3951,-1,Compensator_P,35
329,月城.35kV.2-1#电容器,35,60.000,37.000,0,国调.月城站.35.nd8621,0.000,0.000,1,0,8621,3952,-1,Compensator_P,35
330,月城.35kV.2-2#电容器,35,60.000,37.000,0,国调.月城站.35.nd8623,0.000,0.000,1,0,8623,3952,-1,Compensator_P,35
331,月城.35kV.2-3#电容器,35,60.000,37.000,0,国调.月城站.35.nd8625,0.000,0.000,1,0,8625,3952,-1,Compensator_P,35
332,昭化.35kV.#1-1电容器,35,40.000,37.000,0,四川.昭化.35.4409,0.000,0.000,1,0,7543,4409,0,Compensator_P,35
333,昭化.35kV.#1-2电容器,35,40.000,37.000,0,四川.昭化.35.4409,0.000,0.000,1,0,7545,4409,0,Compensator_P,35
334,昭化.35kV.#1-3电容器,35,40.000,37.000,0,四川.昭化.35.4409,0.000,0.000,1,0,8654,4409,0,Compensator_P,35
335,昭化.35kV.#2-1电容器,35,40.000,37.000,0,四川.昭化.35.nd7548,0.000,0.000,1,0,7548,4410,-1,Compensator_P,35
336,昭化.35kV.#2-2电容器,35,40.000,37.000,0,四川.昭化.35.nd7550,0.000,0.000,1,0,7550,4410,-1,Compensator_P,35
337,昭化.35kV.#2-3电容器,35,40.000,37.000,0,四川.昭化.35.nd8658,0.000,0.000,1,0,8658,4410,-1,Compensator_P,35
338,昭化.35kV.#3-1电容器,35,40.000,37.000,0,四川.昭化.35.nd8662,0.000,0.000,1,0,8662,4411,-1,Compensator_P,35
339,昭化.35kV.#3-2电容器,35,40.000,37.000,0,四川.昭化.35.nd8664,0.000,0.000,1,0,8664,4411,-1,Compensator_P,35
340,昭化.35kV.#3-3电容器,35,40.000,37.000,0,四川.昭化.35.nd8666,0.000,0.000,1,0,8666,4411,-1,Compensator_P,35
341,昭化.35kV.#1-1电抗器,35,-60.000,37.000,0,四川.昭化.35.4409,0.000,-61.480,0,-61.48,7546,4409,0,Compensator_P,35
342,昭化.35kV.#1-2电抗器,35,-60.000,37.000,0,四川.昭化.35.4409,0.000,0.000,1,0,8656,4409,0,Compensator_P,35
343,昭化.35kV.#2-1电抗器,35,-60.000,37.000,0,四川.昭化.35.nd7553,0.000,0.000,1,0,7553,4410,-1,Compensator_P,35
344,昭化.35kV.#2-2电抗器,35,-60.000,37.000,0,四川.昭化.35.nd8661,0.000,0.000,1,0,8661,4410,-1,Compensator_P,35
345,昭化.35kV.#3-1电抗器,35,-60.000,37.000,0,四川.昭化.35.nd8669,0.000,0.000,1,0,8669,4411,-1,Compensator_P,35
346,昭化.35kV.#3-2电抗器,35,-60.000,37.000,0,四川.昭化.35.nd8671,0.000,0.000,1,0,8671,4411,-1,Compensator_P,35
347,普提站.500kV.月普一线线路高抗,500,-90.000,525.000,西南.月普一线,西南.普提站.500.2181,0.000,-82.709,0,-83.70,18254,2181,0,Compensator_P,525
348,普提站.500kV.月普二线线路高抗,500,-90.000,525.000,西南.月普二线,西南.普提站.500.2181,0.000,-82.709,0,-84.21,21010,2181,0,Compensator_P,525
349,昭化.500kV.武昭线电抗器,500,-110.000,525.000,四川.武昭线,四川.昭化.500.4406,0.000,-102.873,0,-109.30,19401,4406,0,Compensator_P,525
350,遂宁.35kV.3-1#电抗器,35,-60.000,37.000,0,四川.遂宁.35.nd8756,0.000,0.000,1,0,8756,4263,-1,Compensator_P,35
351,遂宁.35kV.3-2#电抗器,35,-60.000,37.000,0,四川.遂宁.35.nd8758,0.000,0.000,1,0,8758,4263,-1,Compensator_P,35
352,遂宁.35kV.3-3#电抗器,35,-60.000,37.000,0,四川.遂宁.35.nd8760,0.000,0.000,1,0,8760,4263,-1,Compensator_P,35
353,遂宁.35kV.2-2#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4262,0.000,0.000,1,0,8752,4262,0,Compensator_P,35
354,遂宁.35kV.2-3#电抗器,35,-60.000,37.000,0,四川.遂宁.35.4262,0.000,0.000,1,0,8754,4262,0,Compensator_P,35
